df_hash,22ZHK4.S1D4X7
60.032,15
60.067,10
60.071,15
60.073,15
60.131,20
60.165,20
60.171,20
60.174,15
60.178,10
60.262,10
60.266,10
60.698,25
60.702,480
60.705,15
60.747,15
60.750,10
60.753,10
60.756,10
60.799,10
60.806,10
60.824,15
60.847,10
61.381,15
61.385,650
61.430,15
61.433,10
61.436,15
61.478,15
61.495,15
61.527,15
61.531,15
61.534,10
61.576,10
61.579,15
61.582,10
61.586,15
61.625,15
61.677,20
61.680,15
61.684,20
61.687,15
61.722,15
61.725,15
61.729,15
61.732,10
61.771,15
61.776,10
61.797,10
61.820,15
61.823,10
61.826,10
61.829,10
62.210,20
62.213,365
62.260,20
62.266,10
62.269,15
62.310,15
62.313,15
62.315,10
62.454,10
62.903,185
62.992,460
63.038,10
63.056,130
63.185,15
63.188,15
63.191,40
63.575,55
63.580,495
63.623,15
63.733,10
63.770,10
63.776,10
63.781,10
63.786,15
64.403,90
64.408,595
64.452,15
64.457,10
64.463,15
64.504,20
64.508,30
64.550,20
64.555,25
64.598,15
64.603,15
64.608,15
64.648,20
64.653,25
65.135,15
65.142,555
65.262,15
65.380,10
65.387,15
65.391,25
65.395,30
65.623,90
65.963,25
65.967,590
65.970,20
65.973,15
66.012,15
66.110,10
66.113,10
66.158,10
66.161,10
66.164,10
66.210,15
66.213,10
66.216,20
66.356,25
66.649,40
66.792,520
66.795,15
66.812,15
66.841,10
66.844,15
66.846,10
66.850,10
66.943,140
66.987,20
66.990,10
66.993,10
66.996,20
67.625,640
67.670,10
67.673,10
67.676,10
67.767,15
67.801,25
68.060,55
68.064,345
69.013,35
69.017,880
69.021,20
69.035,15
69.038,10
69.089,10
69.111,10
69.128,10
69.138,10
69.141,10
69.145,15
69.181,10
69.184,15
69.187,10
69.191,10
69.427,10
69.717,20
69.863,575
69.867,65
69.912,25
69.916,15
69.918,15
69.961,15
69.964,10
69.967,10
69.970,10
70.013,10
70.046,10
70.058,10
70.062,10
70.064,15
70.067,10
70.107,15
70.110,10
70.113,15
70.120,10
70.283,10
70.400,280
70.407,10
71.082,100
71.086,640
71.228,15
71.232,100
71.235,15
71.280,20
71.285,55
71.288,35
71.813,30
71.817,515
71.914,15
72.496,15
72.501,705
72.642,10
72.645,15
72.691,20
72.694,25
72.697,20
72.740,15
72.743,15
72.748,15
72.751,15
72.788,10
72.792,10
72.799,15
72.801,10
72.837,10
72.841,10
72.850,15
72.864,10
73.178,10
73.217,20
73.325,410
73.331,15
73.364,10
73.425,15
73.428,20
73.432,50
73.861,15
73.867,545
73.913,20
73.918,15
73.921,15
74.007,10
74.011,10
74.056,15
74.061,10
74.066,10
74.105,15
74.109,10
74.113,15
74.131,10
74.351,10
74.354,10
74.592,20
74.596,515
74.642,10
74.648,15
74.698,25
74.741,70
74.745,25
74.748,20
74.836,15
75.276,15
75.280,535
75.421,15
75.425,20
75.518,15
75.521,25
75.573,205
75.616,20
75.668,10
75.814,10
75.817,10
75.820,20
76.643,1045
76.737,15
76.791,10
76.955,125
76.988,20
77.004,10
77.009,10
77.015,15
77.030,10
77.035,15
77.039,15
77.045,20
77.088,15
77.096,15
77.469,15
77.486,470
77.517,20
77.522,10
77.526,10
77.615,15
77.679,20
77.682,55
77.767,40
78.346,30
78.349,670
78.396,10
79.031,10
79.077,630
79.080,10
79.086,10
79.089,15
79.325,20
79.760,20
79.763,645
79.769,15
79.811,15
79.814,15
79.817,10
79.860,15
80.003,20
80.007,35
80.011,135
80.017,30
80.833,15
81.222,770
82.490,465
82.640,1340
82.690,10
82.693,10
82.791,10
83.318,135
83.322,575
83.367,15
83.370,10
83.374,15
83.465,25
83.497,40
83.562,40
83.627,45
84.001,155
84.004,395
84.007,10
84.830,25
84.834,770
84.878,15
84.882,10
84.886,10
84.928,10
84.930,10
84.933,15
84.937,15
84.976,10
84.980,15
85.025,15
85.037,20
85.043,15
85.074,15
85.077,15
85.080,10
85.083,15
85.122,10
85.126,20
85.178,10
85.183,15
85.269,125
85.273,10
85.369,10
85.372,10
85.715,390
85.756,25
85.759,10
85.762,10
85.765,10
87.072,30
87.224,1495
87.368,10
87.371,10
87.807,540
87.811,10
87.814,15
88.340,45
88.343,540
88.389,10
89.169,15
89.172,775
89.175,10
89.315,15
89.318,130
89.705,20
89.708,365
89.805,15
90.826,10
90.830,1090
90.972,15
90.975,25
90.978,80
91.268,15
91.801,825
91.804,15
91.852,10
91.861,10
91.865,15
91.950,10
91.956,15
92.387,20
92.484,585
92.487,15
92.532,15
92.535,10
92.538,15
92.581,15
92.584,15
92.587,15
92.632,10
92.635,10
92.786,220
92.825,10
92.828,10
92.831,10
92.834,10
92.876,15
92.879,10
92.885,10
93.095,215
93.120,10
93.124,10
93.127,15
93.215,85
93.219,20
93.264,20
93.268,15
93.270,15
93.312,25
93.316,20
93.897,525
93.900,15
94.435,10
94.444,670
94.585,10
94.588,10
94.592,15
94.595,15
94.629,15
94.632,15
94.677,10
94.681,10
94.684,15
94.726,15
94.779,20
94.783,15
94.786,15
94.824,15
94.827,10
94.830,10
94.834,15
94.873,20
95.262,50
95.266,490
95.311,15
95.315,15
95.317,10
95.423,15
95.506,15
95.509,15
95.512,15
95.994,20
96.096,645
96.099,15
96.109,10
96.237,15
96.246,155
96.286,20
96.290,15
96.295,15
96.822,25
96.826,475
96.871,15
96.874,10
96.877,10
96.969,15
96.972,25
97.506,60
97.510,610
98.195,10
98.239,705
98.245,15
98.251,10
98.334,10
98.338,10
98.480,10
98.485,10
98.535,145
98.540,30
98.545,20
98.626,25
98.631,25
98.675,35
98.689,30
98.692,15
98.700,15
98.724,10
98.727,10
98.730,10
98.734,20
98.772,20
98.776,10
98.780,10
98.919,215
98.921,10
99.016,25
99.019,80
99.747,655
99.751,15
99.796,15
99.799,15
99.803,10
99.845,15
99.871,20
99.894,15
99.897,20
99.900,15
99.904,10
100.430,25
100.433,570
100.527,10
100.530,10
100.581,20
100.625,90
100.628,30
100.674,20
100.677,20
100.725,15
101.259,20
101.267,565
101.307,15
101.311,10
101.316,30
101.429,35
101.454,15
101.458,15
101.462,10
101.471,10
101.502,10
101.505,10
101.508,10
101.511,10
101.551,10
101.554,10
101.600,15
101.603,25
101.941,30
101.944,505
102.087,15
102.090,15
102.136,10
102.140,10
102.146,15
102.185,10
102.188,15
102.194,15
102.198,15
102.234,10
102.237,10
102.240,10
102.341,15
102.770,25
102.773,635
102.820,10
102.916,15
102.919,20
102.965,55
102.968,30
102.971,20
103.065,15
103.111,15
103.114,15
103.117,10
103.120,15
103.160,10
103.163,15
103.166,10
103.169,10
103.209,10
103.244,15
103.601,25
103.647,470
103.650,15
103.653,10
103.703,15
103.712,10
103.715,15
103.745,15
103.748,10
103.794,10
103.796,10
103.799,10
103.844,15
103.847,10
103.850,10
103.853,10
103.892,10
103.895,10
103.897,10
103.900,10
104.037,15
104.458,285
105.207,310
105.210,775
105.213,10
105.305,10
105.308,85
105.354,20
105.356,10
105.359,10
105.402,10
105.415,10
105.551,15
105.554,10
105.558,20
105.988,70
106.134,590
106.137,20
106.182,15
106.185,10
106.188,10
106.234,15
106.819,65
107.011,610
107.014,15
107.060,110
107.063,20
107.066,15
107.068,20
107.111,15
107.114,20
107.645,20
107.648,585
107.791,15
107.796,120
107.937,10
107.941,10
107.986,120
107.989,30
107.992,25
107.996,15
108.038,15
108.041,15
108.045,10
108.084,15
108.088,10
108.235,15
108.238,15
108.327,20
108.330,345
108.474,10
108.477,10
108.579,15
108.609,35
109.205,50
109.303,730
109.307,75
109.352,25
109.356,15
109.361,10
109.449,10
109.454,15
109.500,15
109.505,60
110.034,50
110.037,535
110.862,10
110.866,750
110.911,20
110.914,10
110.917,10
110.960,10
110.963,15
110.966,10
110.969,10
111.009,10
111.012,10
111.015,10
111.018,10
111.057,15
111.061,10
111.064,10
111.067,10
111.107,10
111.114,10
111.117,10
111.121,10
111.206,10
111.209,10
111.252,15
111.257,15
111.261,15
111.571,140
111.594,310
111.597,15
111.600,15
111.603,10
111.643,15
112.264,20
112.267,655
112.276,15
112.281,10
112.325,10
112.328,10
112.422,15
112.426,10
112.471,10
112.475,10
112.477,10
112.523,10
112.528,20
112.532,25
112.576,40
112.579,20
112.617,15
112.620,10
112.623,10
112.626,15
112.816,10
112.911,15
113.079,470
113.252,10
113.885,180
113.888,745
113.891,15
114.031,15
114.616,110
114.619,545
114.664,15
114.671,10
114.681,15
114.713,10
114.864,10
114.882,20
115.005,10
115.011,345
115.154,15
115.159,10
115.203,15
115.222,10
115.298,235
115.303,20
115.444,10
115.450,20
115.497,100
115.502,25
115.554,20
116.126,635
116.132,15
116.179,10
116.197,10
116.272,10
116.276,15
116.323,10
116.328,10
116.331,10
116.374,10
116.385,10
116.392,10
116.398,10
116.418,10
116.425,15
116.954,20
116.959,590
117.018,15
117.047,10
117.054,10
117.065,10
117.070,10
117.074,15
117.080,10
117.085,10
117.088,10
117.092,10
117.100,10
117.104,15
117.149,15
117.152,10
117.155,10
117.201,10
117.204,10
117.210,15
117.256,20
117.636,50
117.639,530
117.783,20
117.787,10
117.932,15
118.221,10
118.465,390
118.480,335
118.611,35
118.660,40
118.663,45
118.666,30
118.669,20
118.711,10
118.714,15
118.717,10
118.766,10
118.806,10
118.809,15
118.811,10
118.814,10
118.855,10
118.857,10
118.860,10
118.863,10
118.903,15
118.906,15
118.909,25
119.004,30
119.196,30
119.199,295
119.244,15
119.247,10
119.250,10
119.346,20
119.350,20
119.354,20
119.390,15
119.409,10
119.414,15
119.416,10
119.439,20
119.442,15
119.445,15
120.173,25
120.179,725
120.219,15
120.222,10
120.225,10
120.268,10
120.271,20
120.273,15
120.322,15
120.325,15
120.327,10
120.365,10
120.368,15
120.372,15
120.375,20
120.415,20
120.422,20
120.431,25
120.462,35
120.465,40
120.469,30
120.472,15
120.562,15
120.852,25
120.855,285
120.999,10
121.002,15
121.681,150
121.684,660
121.730,10
121.736,10
121.739,10
121.778,10
121.781,15
121.784,15
121.788,10
121.827,15
121.830,10
121.870,15
121.875,10
121.880,15
121.884,15
121.887,10
121.924,10
121.927,10
121.931,10
121.933,10
121.973,10
121.976,15
121.979,10
121.985,15
122.367,20
122.509,505
122.512,10
122.515,10
122.518,10
122.558,10
122.561,15
122.563,10
122.567,15
122.606,10
122.609,15
122.612,15
122.616,25
122.687,20
122.704,15
122.707,10
122.710,10
122.713,10
123.240,20
123.243,515
123.246,10
123.292,10
123.299,10
123.313,20
123.320,35
123.371,30
123.386,20
123.392,10
123.397,15
123.403,10
123.486,10
123.490,10
123.922,25
123.925,570
123.978,15
123.982,15
124.033,10
124.068,15
124.071,15
124.073,30
124.077,35
124.196,30
124.751,30
124.755,570
124.799,15
124.802,10
124.805,10
124.848,10
124.851,10
124.855,10
124.858,10
124.896,10
124.900,15
124.920,15
124.945,15
124.949,10
124.951,15
124.956,10
124.994,15
124.997,10
125.001,10
125.006,10
125.043,15
125.046,10
125.075,10
125.168,195
125.189,15
125.192,10
125.435,295
125.441,10
125.582,15
125.628,80
126.261,35
126.264,630
126.310,10
126.312,15
126.316,80
126.420,25
126.458,15
126.461,10
126.465,10
127.089,25
127.093,665
127.138,15
127.141,10
127.144,10
127.236,10
127.248,20
127.773,95
127.917,620
127.920,15
128.229,360
128.259,25
128.263,25
128.509,285
128.554,15
128.605,10
128.648,10
128.652,20
128.655,15
128.746,20
128.750,15
128.752,15
128.755,20
129.331,90
129.334,535
129.380,25
129.383,20
129.386,15
129.480,15
130.013,35
130.016,575
130.062,10
130.065,10
130.068,15
130.159,20
130.162,30
130.186,20
130.208,15
130.211,15
130.214,10
130.218,15
130.257,10
130.260,15
130.263,15
130.266,20
130.695,30
130.699,530
130.746,15
130.749,10
130.841,10
130.845,10
130.890,15
130.893,15
130.896,15
130.939,15
130.942,15
130.946,15
130.948,20
131.022,20
131.555,30
131.558,605
131.562,10
131.573,10
131.680,15
131.722,40
131.730,35
131.733,15
131.736,15
131.767,10
131.771,15
131.816,10
131.819,10
131.823,10
131.884,10
131.887,10
131.891,10
132.352,25
132.401,625
132.404,15
132.498,10
132.502,10
132.547,10
132.550,10
132.553,10
132.595,15
132.599,10
132.644,10
132.648,10
132.652,10
132.693,10
132.697,15
132.699,10
132.742,15
132.745,15
132.748,15
132.752,15
132.792,15
132.796,10
132.803,15
132.806,15
133.181,25
133.229,450
133.233,20
133.278,10
133.281,15
133.285,25
133.327,25
133.330,10
133.384,20
133.388,15
133.475,15
133.478,15
133.482,15
134.057,15
134.061,630
134.106,20
134.110,10
134.113,10
134.155,10
134.158,15
134.164,15
134.167,20
134.207,30
134.740,80
134.743,575
134.747,10
134.886,10
134.889,115
135.032,30
135.036,20
135.568,25
135.572,615
135.665,20
135.675,15
135.684,15
135.718,15
135.766,80
135.769,35
135.772,10
135.860,15
135.864,15
135.914,15
135.947,20
135.960,15
135.964,20
135.967,10
135.972,10
135.976,10
136.250,25
136.253,395
136.299,15
136.404,10
136.689,10
137.079,65
137.082,655
137.176,15
137.179,10
137.279,25
137.322,80
137.326,20
137.329,15
137.332,15
137.371,10
137.377,15
137.380,10
137.389,10
137.437,10
137.810,20
137.908,540
137.912,30
137.915,15
137.918,15
137.956,15
137.959,10
138.005,15
138.008,15
138.041,10
138.056,15
138.112,10
138.115,15
138.200,15
138.203,25
138.206,65
138.638,40
138.643,445
139.322,20
139.335,725
139.341,15
139.345,10
139.369,10
139.466,20
139.472,25
139.515,25
139.520,15
139.525,15
139.564,15
139.569,10
139.574,10
139.604,10
139.642,10
139.661,10
139.664,10
139.668,10
139.671,15
139.762,10
140.002,30
140.204,480
140.207,20
140.210,10
140.246,10
140.249,10
140.252,10
140.255,10
140.296,15
140.299,10
140.302,20
140.343,30
140.347,20
140.351,15
140.354,15
140.444,15
140.447,15
140.452,25
140.977,15
140.980,580
141.026,15
141.029,15
141.031,30
141.123,50
141.133,15
141.272,20
141.275,10
141.805,30
141.808,655
141.854,15
141.857,15
141.860,10
141.903,15
141.906,10
141.908,10
141.912,15
141.958,10
141.965,15
141.968,10
142.000,10
142.003,15
142.006,10
142.009,15
142.052,15
142.055,15
142.057,25
142.492,25
142.536,510
142.539,25
142.586,15
142.589,15
142.634,10
142.637,15
142.683,15
142.686,15
142.688,15
142.832,20
142.835,20
143.414,45
143.417,650
143.465,15
143.468,15
143.516,15
143.520,105
143.523,20
143.612,20
143.657,10
143.660,15
143.665,10
143.904,10
144.193,25
144.196,595
144.339,25
144.344,15
144.347,10
144.351,10
144.388,10
144.391,10
144.394,10
144.397,10
144.437,10
144.440,15
144.443,10
144.452,10
144.486,10
144.489,10
144.493,15
144.496,10
145.022,20
145.025,590
145.070,25
145.074,15
145.077,10
145.168,10
145.171,10
145.220,15
145.233,10
145.236,15
145.240,10
145.265,15
145.268,10
145.273,15
145.276,15
145.314,10
145.318,15
145.368,10
145.372,15
145.376,10
145.415,15
145.418,10
145.421,10
145.850,20
145.855,505
145.899,15
145.904,10
145.907,10
145.999,10
146.532,15
146.536,725
146.582,20
146.682,10
146.825,10
147.361,155
147.367,580
147.410,10
147.415,10
147.420,10
147.461,15
147.467,20
147.472,20
147.512,15
147.556,15
147.561,10
147.566,15
147.605,10
147.610,15
147.615,10
147.620,15
148.043,35
148.048,515
148.092,15
148.097,10
148.189,15
148.249,15
148.254,20
148.260,20
148.287,15
148.291,15
148.296,10
148.301,10
148.580,10
148.775,30
148.780,505
148.786,20
148.823,10
148.829,15
148.910,15
148.920,15
148.925,20
149.456,25
149.606,645
149.654,20
149.666,10
149.670,10
149.700,10
149.703,10
149.706,10
149.709,15
149.749,15
149.752,10
149.755,15
149.759,15
149.797,10
149.800,15
149.804,10
149.808,15
149.898,15
149.900,20
150.285,15
150.288,535
150.334,15
150.337,10
150.339,15
150.431,15
150.435,20
150.480,30
150.483,25
150.486,15
150.578,15
151.113,15
151.125,680
151.162,15
151.165,10
151.169,10
151.287,15
151.308,30
151.311,40
151.314,25
151.318,15
151.406,15
151.409,10
151.454,15
151.457,10
151.460,15
151.463,10
151.601,10
151.604,10
151.942,15
151.945,510
151.991,15
151.994,10
151.997,15
152.039,15
152.042,15
152.048,15
152.051,10
152.088,10
152.099,10
152.137,10
152.140,15
152.143,10
152.147,15
152.237,15
152.240,10
152.770,25
152.774,640
152.819,15
152.822,10
152.825,10
152.916,15
152.919,15
152.922,15
152.965,25
152.968,20
152.971,25
152.976,25
153.014,40
153.602,10
153.647,635
153.650,15
153.653,15
153.745,20
153.748,15
153.767,15
153.794,10
153.797,15
153.813,10
153.817,10
153.842,10
153.846,10
153.849,10
153.852,10
153.891,15
153.894,20
153.953,20
154.330,25
154.336,440
154.378,15
154.381,10
154.384,10
154.476,10
154.479,10
154.481,10
154.484,15
154.577,140
154.622,15
154.625,10
154.628,10
154.631,15
154.738,25
155.012,15
155.016,460
155.166,25
155.207,10
155.210,10
155.213,10
155.218,10
155.258,15
155.260,10
155.263,15
155.266,10
155.306,15
155.309,15
155.356,15
155.359,25
155.362,20
155.841,30
155.844,520
155.891,20
155.895,10
156.040,80
156.085,20
156.089,10
156.092,20
156.096,70
156.133,20
156.143,15
156.182,15
156.185,10
156.189,15
156.233,10
156.237,10
156.669,15
156.672,570
156.721,15
157.111,15
157.503,135
157.548,600
157.553,10
157.561,15
158.326,80
158.332,725
158.375,20
158.380,15
158.385,10
158.423,10
158.432,10
158.445,15
158.450,10
158.472,15
158.495,10
158.521,15
158.526,10
158.532,10
158.537,10
158.570,10
158.577,10
158.582,15
158.587,15
159.010,35
159.057,470
159.060,15
159.108,10
159.154,15
159.158,65
159.207,25
159.210,10
159.214,10
159.217,10
159.498,15
159.743,25
159.791,565
159.794,15
159.798,10
159.904,10
159.934,15
159.937,10
159.942,10
159.947,10
160.080,10
160.084,10
160.087,10
160.568,25
160.571,615
160.617,15
160.619,10
160.622,10
160.665,10
160.668,15
160.672,15
160.675,10
160.714,15
160.717,10
160.720,15
160.795,10
160.800,10
160.803,15
160.814,15
160.817,20
160.820,50
161.250,10
161.254,445
161.303,15
161.311,10
161.319,10
161.348,15
161.351,15
161.355,10
161.357,10
161.932,25
161.935,680
161.939,20
162.099,15
162.131,15
162.134,10
162.145,15
162.151,10
162.176,10
162.179,10
162.228,15
162.231,10
162.235,20
162.664,35
162.667,535
162.787,20
162.810,10
162.813,10
162.817,10
162.858,15
162.861,10
162.864,10
162.868,15
162.907,10
162.956,10
162.962,10
163.007,10
163.010,15
163.053,10
163.057,10
163.060,15
163.063,15
163.102,10
163.106,15
163.492,20
163.495,515
163.541,15
163.544,15
163.547,10
163.589,10
163.593,10
163.596,10
163.600,10
163.655,15
163.660,15
163.787,20
163.790,25
164.174,10
164.178,540
164.223,20
164.226,10
164.272,10
164.275,10
164.278,15
164.281,10
164.341,10
164.369,15
164.372,15
164.378,10
164.382,15
164.418,20
164.421,20
164.424,15
164.426,15
164.467,15
164.470,15
164.515,15
164.518,10
164.521,15
164.565,10
165.051,20
165.057,460
165.062,15
165.299,20
165.688,145
165.737,605
165.739,25
165.742,20
165.831,20
165.836,40
165.880,80
165.883,15
165.887,10
165.977,10
165.981,10
166.026,10
166.037,10
166.044,15
166.078,10
166.081,10
166.084,15
166.417,20
166.514,455
166.518,15
166.562,10
166.566,15
166.570,10
166.611,15
166.614,10
166.618,15
166.621,20
166.660,15
166.726,20
166.734,15
166.739,15
166.806,15
166.819,15
166.824,10
167.245,20
167.250,490
167.293,15
167.299,10
167.303,10
167.344,10
167.352,15
167.440,15
167.446,15
167.488,15
167.493,15
167.497,10
167.537,10
167.542,15
167.547,10
167.553,10
168.073,20
168.078,590
168.122,10
168.126,10
168.142,10
168.171,20
168.176,20
168.181,15
168.185,15
168.251,10
168.271,15
168.283,20
168.299,30
168.302,20
168.317,10
168.320,15
168.323,15
168.327,10
168.369,15
168.371,10
168.756,15
168.903,530
168.910,15
168.915,15
168.950,10
168.954,15
168.999,15
169.002,15
169.005,15
169.054,150
169.194,20
169.197,10
169.218,15
169.243,10
169.246,10
169.249,10
169.252,10
169.340,15
169.343,15
169.347,190
169.438,10
169.464,10
169.584,10
169.588,15
169.762,255
169.779,15
169.782,10
169.795,10
169.804,15
169.828,20
169.831,20
169.834,15
169.836,15
169.876,10
169.880,10
169.927,15
169.933,10
169.937,15
169.974,10
169.977,30
170.413,15
170.416,490
170.461,20
170.464,10
170.468,15
170.559,15
170.561,20
170.564,20
171.144,20
171.241,675
171.245,20
171.290,10
171.294,10
171.299,15
171.339,10
171.343,15
171.345,20
171.349,20
171.387,25
171.391,25
171.436,10
171.440,15
171.443,10
171.485,10
171.488,15
171.490,10
171.494,15
171.534,10
171.538,15
171.583,15
171.600,15
171.609,25
171.612,55
171.826,30
171.829,270
171.972,15
171.976,10
172.021,15
172.654,110
172.658,635
172.703,20
172.706,15
172.713,15
172.801,10
172.804,10
172.849,10
172.853,15
172.856,10
172.859,10
172.898,10
172.901,15
172.905,10
172.908,10
172.948,10
172.952,15
172.956,10
172.960,10
173.023,10
173.044,10
173.049,15
173.054,15
173.096,120
173.100,15
173.337,20
173.340,295
173.385,10
173.389,10
173.393,10
173.483,15
173.506,15
173.532,20
173.536,20
173.540,15
173.543,15
173.582,10
173.585,10
174.020,25
174.214,595
174.223,20
174.263,15
174.266,15
174.269,10
174.311,10
174.315,10
174.318,10
174.321,10
174.363,10
174.366,10
174.369,10
174.372,15
174.409,10
174.412,15
174.416,10
174.419,10
174.605,15
174.896,35
174.900,560
174.903,20
174.994,15
175.008,10
175.043,10
175.046,15
175.049,10
175.091,15
175.094,10
175.097,15
175.100,10
175.141,10
175.145,20
175.467,75
175.484,255
175.487,15
175.491,10
176.261,15
176.554,1120
176.557,20
176.602,15
176.605,15
176.609,10
176.654,25
176.701,60
176.798,70
178.893,670
178.896,1465
179.770,15
179.774,875
179.776,15
179.887,20
179.917,75
179.920,15
179.923,10
179.926,15
180.015,30
180.020,20
180.065,15
180.069,15
180.550,15
180.555,540
180.602,20
180.614,20
180.625,15
180.730,25
180.891,80
181.381,35
181.427,615
181.431,15
181.434,10
181.438,10
181.476,10
181.479,15
181.482,15
181.485,20
181.547,25
181.550,20
181.554,30
182.256,45
182.260,680
182.308,10
182.311,10
182.354,15
183.084,165
183.088,655
183.134,20
183.137,10
183.140,15
183.185,20
183.231,20
183.235,20
183.279,20
183.283,10
183.287,15
183.331,10
183.335,10
183.913,30
183.917,600
183.964,20
183.974,10
183.977,15
184.059,20
184.062,30
184.166,20
184.254,10
184.257,15
184.260,10
184.264,10
184.303,10
184.308,10
