df_hash,22ZHK4.GW7WJ2
278.642,860
279.467,805
280.804,840
281.235,855
281.954,835
282.636,800
283.513,805
284.348,840
285.171,810
285.906,765
286.682,800
287.511,800
288.197,800
289.028,735
289.899,790
290.582,815
291.411,830
292.239,765
293.068,800
293.751,830
294.628,820
294.685,775
295.458,10
296.286,800
296.968,815
297.817,820
298.628,785
299.458,810
300.185,810
300.335,820
300.578,135
300.581,25
300.587,10
301.014,10
301.710,560
302.627,800
303.407,775
304.037,750
304.043,775
304.769,10
305.015,765
306.280,255
306.718,1280
307.108,335
307.111,420
307.841,10
308.575,735
308.581,740
309.350,10
310.033,780
311.008,665
311.154,1070
311.159,10
311.544,115
312.373,315
313.104,895
313.348,700
313.353,225
313.787,10
314.128,530
314.937,270
315.298,735
316.127,475
316.858,840
317.686,695
318.525,845
318.618,800
319.198,10
319.734,770
319.929,460
320.777,250
321.586,855
322.269,730
322.272,795
322.562,255
323.829,530
324.755,705
324.761,910
325.639,10
326.169,705
326.998,785
327.829,855
328.509,780
328.802,985
330.996,1580
332.116,680
334.066,1160
334.895,1845
335.878,905
337.137,670
337.140,1530
337.973,10
338.649,800
338.652,800
338.895,10
339.528,10
340.306,775
341.037,840
341.974,775
342.703,885
343.383,780
343.914,595
344.240,630
345.084,305
345.088,760
345.091,15
345.132,15
345.136,20
345.182,30
345.186,15
345.237,10
345.247,10
345.251,15
345.254,10
345.382,10
345.385,10
345.770,90
346.609,500
346.862,815
346.888,300
346.903,15
346.927,10
346.956,10
346.988,15
347.014,10
347.134,15
347.137,235
348.794,845
349.471,770
350.204,680
351.032,775
351.723,785
352.396,760
352.450,730
353.138,10
353.956,700
354.717,775
354.933,735
355.351,10
356.150,685
356.884,745
357.035,825
357.565,10
358.392,640
358.451,835
358.492,20
358.497,10
358.684,10
358.690,260
358.831,10
358.836,15
358.929,185
360.342,810
360.634,625
360.638,285
360.781,10
360.787,120
361.024,15
361.028,255
361.918,10
362.592,795
363.267,745
363.955,750
364.778,730
364.835,780
365.363,10
366.197,600
366.241,765
367.167,10
368.396,1025
368.532,1260
368.537,10
368.542,20
368.679,215
370.677,620
371.895,1335
371.901,1245
372.578,10
373.702,710
374.090,810
374.831,695
375.503,770
375.554,675
376.337,10
377.210,755
377.697,805
378.428,590
379.118,745
379.939,750
380.768,850
381.645,795
382.331,855
383.162,755
383.985,835
384.670,755
385.644,765
386.492,890
386.825,895
387.159,230
387.301,620
389.397,1345
390.518,685
391.055,1175
391.737,595
392.364,640
393.004,590
393.687,690
394.516,760
396.125,850
396.918,1470
397.587,850
397.785,675
397.979,365
399.692,1070
400.658,745
401.341,855
402.169,795
403.001,835
403.193,855
403.197,10
403.241,95
403.245,20
403.248,25
403.252,10
403.853,10
404.411,630
404.720,540
406.402,370
406.608,1655
407.190,10
408.215,855
408.994,860
409.973,900
410.798,955
411.783,905
412.602,865
413.432,905
414.263,850
415.185,775
416.745,885
416.752,1630
416.845,15
416.897,125
419.134,1290
419.137,1005
419.187,20
419.206,10
419.214,15
419.235,15
419.280,20
419.816,25
420.503,535
421.235,760
421.238,765
422.010,10
422.742,715
423.619,790
424.255,740
425.081,830
425.085,745
425.815,10
426.642,745
427.330,820
427.473,715
428.591,10
428.596,1205
428.995,315
430.347,775
431.078,745
431.975,725
432.452,865
434.149,585
434.539,1630
435.660,410
436.342,1120
437.025,675
437.756,760
438.585,685
439.268,750
439.272,750
439.707,10
440.788,475
441.510,1060
442.197,710
442.882,715
443.713,710
444.533,825
445.270,845
446.629,735
446.677,1335
447.219,10
447.246,595
448.725,775
450.243,770
451.065,1570
451.505,720
451.650,465
451.753,250
453.326,810
453.502,755
454.429,10
454.433,1165
454.575,10
454.724,195
456.232,840
456.236,790
457.062,10
457.744,760
458.721,765
459.304,755
460.132,690
460.136,820
460.239,10
460.242,10
460.246,15
460.282,20
460.294,10
460.308,10
460.522,10
460.724,465
462.088,10
462.327,1500
462.330,300
462.348,10
462.765,305
463.447,10
464.130,765
464.520,625
465.544,260
466.958,1175
467.055,1485
467.648,10
468.476,630
469.736,800
470.568,1320
471.270,760
471.345,740
471.545,10
471.930,305
472.808,340
472.909,970
473.936,380
475.004,655
475.151,1265
475.196,10
477.350,1495
478.072,695
478.076,740
478.218,10
478.222,90
478.225,20
478.228,25
479.291,10
480.475,1060
480.510,1145
480.705,10
480.852,475
481.826,625
481.830,350
481.924,30
483.289,10
483.878,1320
484.654,755
485.288,695
485.678,665
485.977,670
487.091,740
487.095,385
488.072,60
488.164,915
488.456,10
489.041,430
489.873,625
489.975,815
490.181,10
490.263,280
490.315,25
490.601,15
491.001,385
491.173,305
491.186,210
491.189,10
492.507,10
492.941,1395
492.945,365
493.040,225
494.162,645
494.458,370
495.135,360
495.463,610
495.817,390
496.553,425
497.234,645
497.917,750
498.742,695
499.724,865
500.570,895
501.375,850
501.378,840
502.253,10
503.181,865
504.060,885
504.105,910
504.885,10
504.890,865
505.863,10
506.103,910
507.226,260
507.518,1095
508.205,280
508.350,835
508.492,10
508.495,230
508.642,15
508.649,120
508.736,20
508.789,100
510.838,1445
512.348,650
513.617,1475
514.445,1370
515.025,740
515.855,650
516.536,760
517.273,740
517.950,715
517.955,705
518.779,10
519.466,780
519.753,745
519.787,290
521.124,10
521.655,1315
521.660,600
521.801,175
522.776,925
523.070,10
523.897,350
525.165,745
525.847,1335
526.536,715
527.213,700
527.798,595
528.642,655
529.455,785
529.458,840
530.285,10
531.285,915
532.087,920
532.091,895
533.105,10
533.901,885
534.866,905
535.719,880
535.861,920
535.987,130
536.426,615
537.263,10
537.937,840
538.230,625
539.205,280
540.034,1020
540.863,800
541.020,800
541.041,190
541.545,10
541.548,570
541.596,10
541.600,25
541.935,105
542.182,240
543.495,255
544.565,1365
544.667,905
545.335,10
545.597,800
546.128,10
546.956,865
547.954,850
548.078,910
548.760,10
549.588,865
550.421,915
550.721,860
551.392,10
552.222,885
553.107,880
553.147,840
553.220,10
553.244,95
553.251,10
553.256,20
553.345,25
553.350,15
553.927,10
554.756,705
555.585,790
556.267,770
556.271,800
557.391,10
558.073,860
559.046,900
559.110,915
559.193,25
559.196,15
559.199,10
559.729,10
560.567,705
560.609,900
560.856,10
560.859,200
562.374,710
562.948,800
563.929,660
564.457,890
565.437,535
567.090,1090
567.386,1890
568.071,510
568.364,210
569.479,220
571.287,1175
571.527,2035
575.621,1970
575.625,2090
575.629,25
575.671,15
575.682,10
575.686,10
575.689,10
575.722,10
575.726,15
575.741,10
575.750,10
575.767,10
575.780,10
575.811,10
575.865,10
575.916,10
575.919,15
575.923,10
576.693,25
577.184,1015
