df_hash,22ZHK4.2TBHGE
319.668,36.938
320.862,36.969
321.714,37.031
322.641,36.969
323.663,36.969
324.637,36.969
325.662,36.969
326.657,37.000
327.663,36.969
328.635,37.000
329.659,37.031
330.930,37.000
331.852,37.031
332.633,37.000
333.805,37.000
334.631,37.031
335.655,37.000
336.657,37.000
337.656,37.000
338.633,36.969
339.654,37.000
340.628,37.031
341.651,37.000
342.627,37.031
343.685,36.969
344.823,36.969
345.844,36.938
346.634,36.906
347.648,36.906
348.672,36.875
349.646,36.844
350.622,36.812
351.645,36.844
352.621,36.875
353.644,36.906
354.619,36.906
355.643,36.938
356.863,36.969
357.642,37.000
358.665,36.969
359.648,36.969
360.664,36.875
361.639,36.844
362.664,36.875
363.638,36.875
364.667,36.875
365.637,36.844
366.660,36.812
367.636,36.812
368.659,36.875
369.635,36.875
370.725,36.969
371.730,37.031
372.657,37.000
373.655,37.000
374.655,37.031
375.654,37.031
376.654,37.031
377.629,37.031
378.665,37.031
379.633,37.031
380.703,37.031
381.873,36.969
382.656,36.969
383.635,37.000
384.663,37.000
385.624,37.031
386.748,37.031
387.632,37.000
388.647,37.031
389.622,37.031
390.646,37.094
391.679,37.094
392.706,37.062
393.620,37.062
394.643,37.062
395.618,37.031
396.751,37.062
397.617,37.031
398.641,37.000
399.634,37.000
400.689,37.000
401.614,36.969
402.638,37.000
404.057,37.000
404.637,37.000
405.662,36.969
406.636,36.969
407.708,36.906
408.635,36.969
409.915,36.906
410.637,36.906
411.657,36.938
412.632,36.969
413.676,37.000
414.685,37.000
415.654,37.031
416.644,37.062
417.676,37.188
418.628,37.156
419.652,37.156
420.633,37.188
421.650,37.156
422.626,37.156
423.650,37.125
424.625,37.156
425.654,37.156
426.623,37.156
427.653,37.125
428.625,37.125
429.646,37.156
430.642,37.125
