df_hash,22ZHK4.2TBHGE
330.195,175
331.050,910
331.317,835
331.611,300
332.437,295
333.120,740
334.681,765
335.362,1460
336.045,695
336.878,750
337.034,1045
338.240,1140
339.801,810
340.777,735
340.928,1100
340.969,15
340.972,15
340.975,15
340.978,15
341.018,10
341.021,15
341.024,10
341.027,15
341.168,215
342.724,775
343.411,785
344.089,765
344.920,710
345.649,735
346.331,750
346.894,660
347.552,645
348.281,690
348.971,645
349.501,680
350.232,650
351.069,655
351.597,675
352.133,660
352.864,625
353.546,665
354.229,735
354.814,675
355.366,535
356.056,645
356.666,600
357.154,575
357.839,635
358.421,640
359.250,645
359.937,745
360.615,760
361.201,675
361.886,610
362.419,625
363.004,595
363.686,595
364.516,680
365.198,805
365.936,715
366.768,725
367.586,800
368.123,785
368.957,680
369.683,755
370.522,795
371.048,705
371.884,690
373.291,760
374.661,1365
375.484,1480
376.898,810
377.288,1435
377.582,610
378.946,730
379.677,665
380.359,695
380.651,775
380.655,295
380.700,10
380.802,15
380.849,40
380.852,25
380.856,30
381.042,240
382.455,720
383.285,735
383.966,785
384.847,695
385.478,745
386.209,800
386.892,720
387.629,720
388.257,665
388.842,700
389.525,650
390.109,620
390.791,640
391.620,675
392.303,790
392.650,655
392.989,275
393.863,455
394.401,830
395.228,650
396.496,840
397.178,1235
398.007,670
398.992,910
399.811,890
400.697,875
401.370,810
402.200,775
402.882,785
403.576,715
404.247,720
404.832,605
405.368,635
405.669,515
406.493,350
407.320,845
408.001,700
408.733,770
409.741,725
410.243,780
410.925,725
411.511,800
412.199,525
412.344,640
412.729,225
413.607,415
414.293,810
414.833,740
416.093,445
416.778,1305
417.607,580
418.043,670
418.889,760
419.555,830
419.847,615
420.383,280
421.076,665
421.511,690
421.797,355
422.529,275
422.870,790
423.183,355
423.845,295
424.575,700
425.112,645
426.087,545
426.090,1040
426.382,245
427.892,775
428.720,850
429.749,850
430.623,915
431.552,880
