df_hash,22ZHK4.2TBHGE
15.506,182
15.531,250
15.556,313
15.581,385
15.606,451
15.631,487
15.656,490
15.681,480
15.706,476
15.731,481
15.756,484
15.781,476
15.806,461
15.831,443
15.856,418
15.881,380
15.906,331
15.931,281
15.956,235
15.981,190
16.006,141
16.031,89
16.056,44
16.081,4
16.106,-44
16.131,-109
16.156,-167
16.181,-178
16.206,-116
16.231,2
16.256,131
16.281,227
16.306,288
16.331,334
16.356,381
16.381,422
16.406,440
16.431,433
16.456,418
16.481,412
16.506,417
16.531,420
16.556,412
16.581,394
16.606,370
16.631,338
16.656,298
16.681,250
16.706,203
16.731,157
16.756,109
16.781,58
16.806,8
16.831,-35
16.856,-79
16.881,-132
16.906,-192
16.931,-230
16.956,-205
16.981,-106
17.006,33
17.031,160
17.056,240
17.081,287
17.106,338
17.131,406
17.156,471
17.181,503
17.206,497
17.231,479
17.256,475
17.281,490
17.306,501
17.331,492
17.356,465
17.381,435
17.406,409
17.431,379
17.456,338
17.481,289
17.506,240
17.531,196
17.556,149
17.581,96
17.606,42
17.631,-1
17.656,-38
17.681,-82
17.706,-145
17.731,-213
17.756,-245
17.781,-209
17.806,-104
17.831,29
17.856,144
17.881,222
17.906,277
17.931,333
17.956,396
17.981,453
18.006,482
18.031,483
18.056,472
18.081,467
18.106,473
18.131,479
18.156,475
18.181,457
18.206,432
18.231,405
18.256,375
18.281,339
18.306,298
18.331,255
18.356,216
18.381,177
18.406,133
18.431,84
18.456,35
18.481,-4
18.506,-41
18.531,-88
18.556,-148
18.581,-205
18.606,-222
18.631,-173
18.656,-68
18.681,53
18.706,151
18.731,214
18.756,263
18.781,316
18.806,373
18.831,415
18.856,430
18.881,426
18.906,422
18.931,430
18.956,444
18.981,450
19.006,444
19.031,430
19.056,411
19.081,387
19.106,355
19.131,316
19.156,276
19.181,235
19.206,192
19.231,146
19.256,104
19.281,69
19.306,33
19.331,-17
19.356,-80
19.381,-125
19.406,-118
19.431,-45
19.456,65
19.481,168
19.506,240
19.531,285
19.556,326
19.581,368
19.606,401
19.631,413
19.656,408
19.681,403
19.706,407
19.731,415
19.756,416
19.781,405
19.806,387
19.831,365
19.856,336
19.881,298
19.906,254
19.931,209
19.956,166
19.981,123
20.006,77
20.031,32
20.056,-7
20.081,-49
20.106,-103
20.131,-165
20.156,-204
20.181,-185
20.206,-95
20.231,37
20.256,162
20.281,249
20.306,305
20.331,357
20.356,418
20.381,474
20.406,501
20.431,497
20.456,480
20.481,473
20.506,481
20.531,488
20.556,479
20.581,454
20.606,422
20.631,389
20.656,349
20.681,300
20.706,247
20.731,200
20.756,161
20.781,120
20.806,70
20.831,16
20.856,-28
20.881,-60
20.906,-96
20.931,-153
20.956,-226
20.981,-278
21.006,-265
21.031,-174
21.056,-37
21.081,96
21.106,198
21.131,270
21.156,335
21.181,405
21.206,469
21.231,509
21.256,522
21.281,520
21.306,518
21.331,524
21.356,532
21.381,534
21.406,522
21.431,500
21.456,469
21.481,435
21.506,397
21.531,356
21.556,313
21.581,268
21.606,222
21.631,177
21.656,129
21.681,79
21.706,30
21.731,-12
21.756,-51
21.781,-97
21.806,-160
21.831,-230
21.856,-271
21.881,-243
21.906,-141
21.931,0
21.956,128
21.981,213
22.006,267
22.031,318
22.056,378
22.081,433
22.106,461
22.131,463
22.156,456
22.181,458
22.206,467
22.231,474
22.256,472
22.281,461
22.306,445
22.331,419
22.356,380
22.381,331
22.406,283
22.431,238
22.456,192
22.481,139
22.506,86
22.531,43
22.556,8
22.581,-35
22.606,-97
22.631,-159
22.656,-177
22.681,-122
22.706,-8
22.731,117
22.756,214
22.781,275
22.806,319
22.831,364
22.856,406
22.881,429
22.906,428
22.931,417
22.956,412
22.981,418
23.006,423
23.031,416
23.056,395
23.081,367
23.106,335
23.131,300
23.156,258
23.181,209
23.206,154
23.231,98
23.256,49
23.281,9
23.306,-30
23.331,-83
23.356,-151
23.381,-212
23.406,-228
23.431,-170
23.456,-50
23.481,88
23.506,200
23.531,272
23.556,326
23.581,387
23.606,455
23.631,505
23.656,521
23.681,508
23.706,494
23.731,494
23.756,505
23.781,509
23.806,494
23.831,465
23.856,430
23.881,392
23.906,346
23.931,292
23.956,237
23.981,187
24.006,139
24.031,89
24.056,34
24.081,-17
24.106,-64
24.131,-112
24.156,-175
24.181,-248
24.206,-301
24.231,-293
24.256,-207
24.281,-66
24.306,79
24.331,190
24.356,264
24.381,328
24.406,402
24.431,480
24.456,537
24.481,557
24.506,547
24.531,535
24.556,538
24.581,551
24.606,555
24.631,538
24.656,504
24.681,465
24.706,427
24.731,384
24.756,334
24.781,278
24.806,225
24.831,178
24.856,129
24.881,74
24.906,17
24.931,-31
24.956,-70
24.981,-112
25.006,-176
25.031,-255
25.056,-315
25.081,-308
25.106,-219
25.131,-76
25.156,64
25.181,165
25.206,231
25.231,291
25.256,364
25.281,436
25.306,481
25.331,491
25.356,482
25.381,480
25.406,491
25.431,502
25.456,499
25.481,480
25.506,457
25.531,435
25.556,408
25.581,368
25.606,320
25.631,273
25.656,232
25.681,192
25.706,144
25.731,92
25.756,45
25.781,6
25.806,-39
25.831,-100
25.856,-163
25.881,-190
25.906,-151
25.931,-48
25.956,78
25.981,186
26.006,257
26.031,306
26.056,350
26.081,394
26.106,422
26.131,425
26.156,411
26.181,399
26.206,401
26.231,412
26.256,418
26.281,408
26.306,384
26.331,355
26.356,323
26.381,285
26.406,235
26.431,178
26.456,126
26.481,85
26.506,48
26.531,-3
26.556,-73
26.581,-139
26.606,-162
26.631,-117
26.656,-14
26.681,106
26.706,208
26.731,279
26.756,334
26.781,384
26.806,427
26.831,449
26.856,446
26.881,432
26.906,422
26.931,423
26.956,427
26.981,424
27.006,412
27.031,390
27.056,361
27.081,322
27.106,275
27.131,222
27.156,166
27.181,108
27.206,50
27.231,0
27.256,-41
27.281,-81
27.306,-132
27.331,-198
27.356,-255
27.381,-262
27.406,-193
27.431,-64
27.456,76
27.481,186
27.506,259
27.531,320
27.556,391
27.581,466
27.606,523
27.631,545
27.656,539
27.681,528
27.706,527
27.731,530
27.756,526
27.781,510
27.806,485
27.831,456
27.856,423
27.881,381
27.906,331
27.931,281
27.956,236
27.981,196
28.006,151
28.031,98
28.056,42
28.081,-7
28.106,-49
28.131,-95
28.156,-157
28.181,-229
28.206,-281
28.231,-276
28.256,-198
28.281,-67
28.306,73
28.331,183
28.356,254
28.381,306
28.406,362
28.431,425
28.456,475
28.481,496
28.506,490
28.531,479
28.556,481
28.581,494
28.606,504
28.631,497
28.656,474
28.681,445
28.706,414
28.731,379
28.756,335
28.781,287
28.806,240
28.831,195
28.856,148
28.881,94
28.906,41
28.931,0
28.956,-34
28.981,-77
29.006,-143
29.031,-213
29.056,-244
29.081,-199
29.106,-83
29.131,57
29.156,172
29.181,244
29.206,292
29.231,341
29.256,393
29.281,432
29.306,445
29.331,439
29.356,431
29.381,434
29.406,443
29.431,447
29.456,439
29.481,421
29.506,396
29.531,365
29.556,329
29.581,287
29.606,238
29.631,184
29.656,128
29.681,79
29.706,37
29.731,-4
29.756,-60
29.781,-130
29.806,-183
29.831,-178
29.856,-97
29.881,35
29.906,170
29.931,267
29.956,325
29.981,371
30.006,420
30.031,463
30.056,482
30.081,474
30.106,459
30.131,455
30.156,463
30.181,469
30.206,458
30.231,433
30.256,405
30.281,377
30.306,343
30.331,299
30.356,250
30.381,201
30.406,153
30.431,98
30.456,37
30.481,-18
30.506,-59
30.531,-93
30.556,-142
30.581,-216
30.606,-292
30.631,-322
30.656,-266
30.681,-133
30.706,27
30.731,162
30.756,251
30.781,311
30.806,373
30.831,443
30.856,503
30.881,532
30.906,531
30.931,520
30.956,520
30.981,532
31.006,543
31.031,536
31.056,511
31.081,480
31.106,449
31.131,415
31.156,372
31.181,317
31.206,259
31.231,206
31.256,156
31.281,102
31.306,44
31.331,-10
31.356,-56
31.381,-98
31.406,-153
31.431,-227
31.456,-297
31.481,-320
31.506,-261
31.531,-127
31.556,33
31.581,169
31.606,257
31.631,315
31.656,373
31.681,439
31.706,495
31.731,518
31.756,511
31.781,497
31.806,499
31.831,518
31.856,532
31.881,523
31.906,495
31.931,460
31.956,428
31.981,393
32.006,348
32.031,296
32.056,245
32.081,198
32.106,150
32.131,92
32.156,33
32.181,-12
32.206,-46
32.231,-85
32.256,-147
32.281,-219
32.306,-256
32.331,-216
32.356,-96
32.381,58
32.406,190
32.431,274
32.456,323
32.481,367
32.506,415
32.531,455
32.556,467
32.581,452
32.606,430
32.631,422
32.656,432
32.681,448
32.706,448
32.731,424
32.756,385
32.781,343
32.806,307
32.831,270
32.856,223
32.881,163
32.906,103
32.931,53
32.956,8
32.981,-46
33.006,-116
33.031,-176
33.056,-181
33.081,-105
33.106,32
33.131,174
33.156,276
33.181,331
33.206,365
33.231,402
33.256,438
33.281,450
33.306,433
33.331,404
33.356,390
33.381,395
33.406,401
33.431,389
33.456,356
33.481,316
33.506,280
33.531,243
33.556,195
33.581,134
33.606,73
33.631,23
33.656,-21
33.681,-80
33.706,-158
33.731,-232
33.756,-259
33.781,-204
33.806,-76
33.831,79
33.856,211
33.881,300
33.906,358
33.931,411
33.956,468
33.981,512
34.006,527
34.031,513
34.056,495
34.081,489
34.106,495
34.131,497
34.156,481
34.181,450
34.206,411
34.231,372
34.256,329
34.281,281
34.306,230
34.331,176
34.356,119
34.381,59
34.406,-1
34.431,-55
34.456,-106
34.481,-165
34.506,-235
34.531,-295
34.556,-300
34.581,-218
34.606,-67
34.631,94
34.656,213
34.681,281
34.706,330
34.731,392
34.756,463
34.781,513
34.806,522
34.831,505
34.856,493
34.881,501
34.906,517
34.931,519
34.956,501
34.981,473
35.006,441
35.031,403
35.056,355
35.081,303
35.106,255
35.131,211
35.156,161
35.181,98
35.206,31
35.231,-22
35.256,-63
35.281,-110
35.306,-178
35.331,-247
35.356,-268
35.381,-204
35.406,-67
35.431,87
35.456,207
35.481,279
35.506,327
35.531,376
35.556,423
35.581,452
35.606,454
35.631,439
35.656,428
35.681,429
35.706,435
35.731,436
35.756,427
35.781,407
35.806,378
35.831,344
35.856,304
35.881,261
35.906,214
35.931,162
35.956,107
35.981,58
36.006,17
36.031,-25
36.056,-85
36.081,-154
36.106,-195
36.131,-167
36.156,-60
36.181,86
36.206,216
36.231,297
36.256,341
36.281,379
36.306,424
36.331,457
36.356,462
36.381,442
36.406,425
36.431,427
36.456,439
36.481,442
36.506,426
36.531,398
36.556,369
36.581,339
36.606,300
36.631,252
36.656,204
36.681,160
36.706,115
36.731,65
36.756,11
36.781,-36
36.806,-78
36.831,-128
36.856,-193
36.881,-255
36.906,-273
36.931,-211
36.956,-78
36.981,75
37.006,200
37.031,279
37.056,333
37.081,387
37.106,447
37.131,493
37.156,511
37.181,505
37.206,495
37.231,496
37.256,506
37.281,511
37.306,501
37.331,475
37.356,441
37.381,409
37.406,378
37.431,345
37.456,303
37.481,253
37.506,202
37.531,153
37.556,108
37.581,63
37.606,20
37.631,-20
37.656,-59
37.681,-106
37.706,-166
37.731,-226
37.756,-253
37.781,-214
37.806,-108
37.831,32
37.856,159
37.881,246
37.906,303
37.931,355
37.956,414
37.981,468
38.006,497
38.031,498
38.056,485
38.081,479
38.106,485
38.131,495
38.156,496
38.181,483
38.206,460
38.231,434
38.256,408
38.281,378
38.306,342
38.331,299
38.356,251
38.381,205
38.406,163
38.431,120
38.456,72
38.481,21
38.506,-25
38.531,-64
38.556,-101
38.581,-151
38.606,-211
38.631,-257
38.656,-248
38.681,-167
38.706,-34
38.731,104
38.756,208
38.781,274
38.806,321
38.831,370
38.856,419
38.881,451
38.906,458
38.931,448
38.956,441
38.981,445
39.006,456
39.031,464
39.056,462
39.081,450
39.106,433
39.131,411
39.156,383
39.181,346
39.206,304
39.231,262
39.256,224
39.281,188
39.306,149
39.331,107
39.356,65
39.381,30
39.406,-1
39.431,-41
39.456,-97
39.481,-158
39.506,-188
39.531,-154
39.556,-54
39.581,78
39.606,196
39.631,273
39.656,320
39.681,360
39.706,401
39.731,430
39.756,433
39.781,418
39.806,406
39.831,414
39.856,434
39.881,445
39.906,436
39.931,415
39.956,395
39.981,377
40.006,352
40.031,311
40.056,263
40.081,219
40.106,181
40.131,141
40.156,92
40.181,43
40.206,4
40.231,-25
40.256,-62
40.281,-118
40.306,-179
40.331,-204
40.356,-161
40.381,-53
40.406,80
40.431,197
40.456,276
40.481,330
40.506,379
40.531,428
40.556,466
40.581,479
40.606,469
40.631,455
40.656,453
40.681,465
40.706,478
40.731,476
40.756,455
40.781,424
40.806,391
40.831,360
40.856,326
40.881,283
40.906,236
40.931,188
40.956,141
40.981,91
41.006,37
41.031,-14
41.056,-56
41.081,-93
41.106,-142
41.131,-208
41.156,-275
41.181,-297
41.206,-243
41.231,-115
41.256,39
41.281,173
41.306,266
41.331,332
41.356,393
41.381,454
41.406,501
41.431,522
41.456,520
41.481,514
41.506,516
41.531,527
41.556,536
41.581,536
41.606,524
41.631,503
41.656,474
41.681,440
41.706,400
41.731,355
41.756,303
41.781,248
41.806,194
41.831,144
41.856,96
41.881,45
41.906,-8
41.931,-59
41.956,-100
41.981,-139
42.006,-194
42.031,-266
42.056,-325
42.081,-322
42.106,-230
42.131,-73
42.156,91
42.181,212
42.206,285
42.231,339
42.256,399
42.281,463
42.306,508
42.331,523
42.356,519
42.381,517
42.406,526
42.431,537
42.456,540
42.481,533
42.506,519
42.531,498
42.556,469
42.581,431
42.606,389
42.631,348
42.656,306
42.681,258
42.706,205
42.731,154
42.756,109
42.781,65
42.806,16
42.831,-36
42.856,-83
42.881,-121
42.906,-164
42.931,-227
42.956,-298
42.981,-332
43.006,-286
43.031,-157
43.056,8
43.081,150
43.106,242
43.131,301
43.156,358
43.181,421
43.206,473
43.231,497
43.256,495
43.281,489
43.306,493
43.331,506
43.356,517
43.381,519
43.406,514
43.431,502
43.456,482
43.481,452
43.506,415
43.531,376
43.556,335
43.581,287
43.606,235
43.631,186
43.656,146
43.681,111
43.706,72
43.731,24
43.756,-23
43.781,-65
43.806,-105
43.831,-159
43.856,-226
43.881,-275
43.906,-260
43.931,-162
43.956,-10
43.981,140
44.006,247
44.031,309
44.056,351
44.081,394
44.106,435
44.131,458
44.156,457
44.181,447
44.206,446
44.231,460
44.256,478
44.281,482
44.306,468
44.331,443
44.356,418
44.381,394
44.406,363
44.431,321
44.456,272
44.481,224
44.506,182
44.531,141
44.556,95
44.581,47
44.606,4
44.631,-31
44.656,-71
44.681,-128
44.706,-194
44.731,-236
44.756,-213
44.781,-113
44.806,36
44.831,183
44.856,290
44.881,355
44.906,399
44.931,438
44.956,471
44.981,483
45.006,474
45.031,460
45.056,458
45.081,472
45.106,489
45.131,493
45.156,479
45.181,456
45.206,430
45.231,403
45.256,366
45.281,318
45.306,266
45.331,216
45.356,169
45.381,118
45.406,60
45.431,1
45.456,-51
45.481,-97
45.506,-149
45.531,-220
45.556,-296
45.581,-338
45.606,-304
45.631,-188
45.656,-25
45.681,128
45.706,236
45.731,304
45.756,360
45.781,421
45.806,478
45.831,514
45.856,521
45.881,513
45.906,511
45.931,521
45.956,536
45.981,543
46.006,538
46.031,522
46.056,498
46.081,466
46.106,427
46.131,381
46.156,329
46.181,273
46.206,215
46.231,161
46.256,113
46.281,68
46.306,15
46.331,-44
46.356,-101
46.381,-148
46.406,-194
46.431,-255
46.456,-331
46.481,-388
46.506,-375
46.531,-269
46.556,-97
46.581,77
46.606,208
46.631,293
46.656,363
46.681,437
46.706,508
46.731,556
46.756,571
46.781,570
46.806,573
46.831,586
46.856,599
46.881,602
46.906,592
46.931,573
46.956,546
46.981,508
47.006,462
47.031,414
47.056,367
47.081,318
47.106,263
47.131,205
47.156,152
47.181,102
47.206,50
47.231,-7
47.256,-65
47.281,-114
47.306,-156
47.331,-211
47.356,-287
47.381,-364
47.406,-392
47.431,-331
47.456,-190
47.481,-20
47.506,123
47.531,220
47.556,290
47.581,358
47.606,429
47.631,484
47.656,508
47.681,508
47.706,504
47.731,510
47.756,526
47.781,539
47.806,539
47.831,524
47.856,500
47.881,470
47.906,435
47.931,393
47.956,345
47.981,298
48.006,253
48.031,210
48.056,161
48.081,104
48.106,48
48.131,4
48.156,-27
48.181,-64
48.206,-125
48.231,-207
48.256,-271
48.281,-269
48.306,-182
48.331,-38
48.356,107
48.381,214
48.406,284
48.431,341
48.456,401
48.481,454
48.506,481
48.531,480
48.556,469
48.581,469
48.606,484
48.631,504
48.656,514
48.681,506
48.706,485
48.731,455
48.756,420
48.781,380
48.806,336
48.831,288
48.856,237
48.881,186
48.906,138
48.931,91
48.956,43
48.981,-6
49.006,-53
49.031,-94
49.056,-136
49.081,-192
49.106,-264
49.131,-329
49.156,-341
49.181,-270
49.206,-128
49.231,33
49.256,164
49.281,251
49.306,315
49.331,381
49.356,451
49.381,506
49.406,531
49.431,532
49.456,527
49.481,533
49.506,547
49.531,558
49.556,555
49.581,536
49.606,507
49.631,474
49.656,439
49.681,401
49.706,358
49.731,309
49.756,258
49.781,210
49.806,166
49.831,121
49.856,70
49.881,17
49.906,-29
49.931,-71
49.956,-120
49.981,-184
50.006,-251
50.031,-285
50.056,-248
50.081,-140
50.106,1
50.131,125
50.156,209
50.181,265
50.206,318
50.231,378
50.256,430
50.281,457
50.306,458
50.331,451
50.356,452
50.381,465
50.406,479
50.431,482
50.456,472
50.481,454
50.506,431
50.531,404
50.556,372
50.581,333
50.606,292
50.631,252
50.656,216
50.681,183
50.706,148
50.731,108
50.756,66
50.781,28
50.806,-4
50.831,-42
50.856,-92
50.881,-150
50.906,-185
50.931,-165
50.956,-81
50.981,37
51.006,147
51.031,220
51.056,263
51.081,301
51.106,349
51.131,396
51.156,421
51.181,421
51.206,411
51.231,410
51.256,423
51.281,437
51.306,439
51.331,427
51.356,411
51.381,393
51.406,367
51.431,331
51.456,291
51.481,253
51.506,221
51.531,187
51.556,144
51.581,98
51.606,58
51.631,27
51.656,-9
51.681,-61
51.706,-120
51.731,-154
51.756,-130
51.781,-45
51.806,68
51.831,169
51.856,235
51.881,278
51.906,320
51.931,367
51.956,406
51.981,421
52.006,412
52.031,399
52.056,399
52.081,413
52.106,427
52.131,429
52.156,417
52.181,398
52.206,375
52.231,346
52.256,308
52.281,264
52.306,221
52.331,181
52.356,139
52.381,91
52.406,42
52.431,0
52.456,-36
52.481,-78
52.506,-133
52.531,-192
52.556,-223
52.581,-195
52.606,-104
52.631,22
52.656,143
52.681,233
52.706,295
52.731,347
52.756,404
52.781,459
52.806,497
52.831,511
52.856,506
52.881,501
52.906,506
52.931,518
52.956,525
52.981,518
53.006,496
53.031,464
53.056,426
53.081,383
53.106,331
53.131,276
53.156,223
53.181,176
53.206,130
53.231,79
53.256,23
53.281,-29
53.306,-74
53.331,-119
53.356,-177
53.381,-245
53.406,-294
53.431,-287
53.456,-205
53.481,-70
53.506,68
53.531,174
53.556,244
53.581,301
53.606,363
53.631,425
53.656,468
53.681,482
53.706,478
53.731,478
53.756,493
53.781,516
53.806,530
53.831,526
53.856,507
53.881,481
53.906,452
53.931,415
53.956,367
53.981,313
54.006,262
54.031,217
54.056,174
54.081,127
54.106,78
54.131,34
54.156,-4
54.181,-50
54.206,-114
54.231,-186
54.256,-228
54.281,-204
54.306,-105
54.331,32
54.356,159
54.381,248
54.406,306
54.431,358
54.456,409
54.481,446
54.506,455
54.531,442
54.556,428
54.581,428
54.606,439
54.631,445
54.656,436
54.681,415
54.706,387
54.731,355
54.756,314
54.781,266
54.806,214
54.831,162
54.856,110
54.881,58
54.906,9
54.931,-36
54.956,-86
54.981,-147
55.006,-207
55.031,-237
55.056,-203
55.081,-97
55.106,43
55.131,172
55.156,260
55.181,317
55.206,371
55.231,429
55.256,477
55.281,496
55.306,488
55.331,474
55.356,473
55.381,486
55.406,494
55.431,487
55.456,466
55.481,443
55.506,418
55.531,383
55.556,334
55.581,277
55.606,226
55.631,183
55.656,140
55.681,87
55.706,26
55.731,-30
55.756,-74
55.781,-116
55.806,-174
55.831,-246
55.856,-303
55.881,-302
55.906,-223
55.931,-86
55.956,62
55.981,183
56.006,267
56.031,332
56.056,398
56.081,464
56.106,514
56.131,535
56.156,531
56.181,520
56.206,519
56.231,530
56.256,543
56.281,541
56.306,521
56.331,489
56.356,458
56.381,431
56.406,401
56.431,359
56.456,302
56.481,241
56.506,186
56.531,139
56.556,92
56.581,39
56.606,-15
56.631,-66
56.656,-111
56.681,-162
56.706,-229
56.731,-295
56.756,-322
56.781,-275
56.806,-155
56.831,-3
56.856,129
56.881,218
56.906,273
56.931,325
56.956,385
56.981,442
57.006,474
57.031,476
57.056,464
57.081,462
57.106,478
57.131,500
57.156,510
57.181,500
57.206,476
57.231,448
57.256,421
57.281,391
57.306,353
57.331,310
57.356,267
57.381,227
57.406,186
57.431,139
57.456,90
57.481,47
57.506,11
57.531,-28
57.556,-84
57.581,-150
57.606,-192
57.631,-175
57.656,-89
57.681,37
57.706,159
57.731,244
57.756,295
57.781,333
57.806,373
57.831,407
57.856,422
57.881,412
57.906,393
57.931,384
57.956,392
57.981,407
58.006,411
58.031,396
58.056,367
58.081,336
58.106,303
58.131,264
58.156,212
58.181,155
58.206,103
58.231,61
58.256,20
58.281,-35
58.306,-104
58.331,-159
58.356,-160
58.381,-89
58.406,31
58.431,156
58.456,248
58.481,305
58.506,344
58.531,385
58.556,424
58.581,446
58.606,442
58.631,423
58.656,409
58.681,408
58.706,414
58.731,413
58.756,393
58.781,356
58.806,311
58.831,268
58.856,225
58.881,178
58.906,126
58.931,72
58.956,23
58.981,-21
59.006,-71
59.031,-135
59.056,-204
59.081,-245
59.106,-220
59.131,-122
59.156,19
59.181,155
59.206,250
59.231,310
59.256,362
59.281,424
59.306,486
59.331,526
59.356,533
59.381,521
59.406,514
59.431,524
59.456,537
59.481,535
59.506,514
59.531,482
59.556,448
59.581,412
59.606,366
59.631,311
59.656,252
59.681,199
59.706,148
59.731,93
59.756,32
59.781,-24
59.806,-70
59.831,-110
59.856,-162
59.881,-235
59.906,-308
59.931,-339
59.956,-292
59.981,-172
60.006,-21
60.031,111
60.056,206
60.081,277
60.106,347
60.131,422
60.156,484
60.181,516
60.206,518
60.231,510
60.256,512
60.281,526
60.306,537
60.331,532
60.356,509
60.381,480
60.406,452
60.431,422
60.456,385
60.481,341
60.506,296
60.531,253
60.556,211
60.581,162
60.606,106
60.631,52
60.656,8
60.681,-31
60.706,-82
60.731,-154
60.756,-228
60.781,-262
60.806,-222
60.831,-111
