df_hash,22ZHK4.D641S7
257.840,235
258.678,620
259.009,900
259.793,190
260.229,575
261.061,785
261.889,810
262.032,805
262.036,185
262.178,25
262.182,20
262.714,10
263.445,565
263.592,770
263.777,150
263.780,55
264.226,10
265.103,610
265.106,860
265.201,10
265.351,245
265.513,160
265.524,10
266.760,350
266.764,835
267.453,10
267.742,810
268.296,210
268.954,585
269.393,725
269.771,320
270.515,360
270.563,760
271.197,10
272.032,710
272.047,760
272.321,10
273.686,450
275.494,1140
276.462,2080
276.755,965
276.900,340
278.997,1560
279.685,585
280.655,710
280.671,935
281.046,10
281.878,485
282.510,755
283.970,590
284.409,1555
284.554,530
284.558,25
285.968,755
286.748,655
287.339,750
288.015,655
288.085,650
288.990,10
289.235,940
290.357,295
290.553,1150
290.556,10
290.816,20
291.915,380
292.061,1080
292.065,165
292.256,15
292.452,15
293.135,445
293.720,670
294.402,630
295.084,665
295.235,670
295.384,125
295.772,95
296.400,420
296.404,610
297.064,10
297.180,690
297.184,130
297.717,65
298.450,455
298.984,695
299.813,695
300.544,755
301.522,750
301.909,625
302.592,700
303.379,685
304.152,745
304.834,790
305.516,740
306.248,725
307.076,735
307.759,760
308.441,720
309.124,725
309.855,725
310.538,725
311.221,650
311.805,670
312.634,625
313.171,750
313.317,675
313.853,10
313.999,690
314.584,10
315.267,695
315.418,690
315.632,205
316.486,325
317.073,630
317.613,635
318.338,590
318.877,630
319.557,605
320.248,640
320.970,670
321.506,690
322.238,665
322.920,680
323.603,715
323.899,945
325.699,1135
326.402,690
326.967,630
327.698,640
328.185,615
328.871,630
329.599,705
330.282,685
330.822,695
331.403,590
332.086,605
332.674,595
333.352,625
334.574,700
335.985,1235
336.570,1355
337.499,650
337.940,670
338.618,650
339.301,680
340.031,720
340.568,675
341.297,670
341.987,670
342.908,675
343.346,660
344.029,680
344.761,740
345.443,750
346.320,740
347.141,735
347.929,815
348.757,855
349.489,855
350.171,755
350.859,665
351.489,665
352.128,645
352.950,730
353.782,770
354.461,860
354.764,745
354.855,165
354.888,40
355.290,10
355.729,405
356.411,640
357.150,630
357.678,655
358.508,670
359.251,725
359.926,765
360.750,750
361.443,745
362.115,755
362.953,745
363.685,730
364.357,725
365.235,780
366.022,800
366.697,765
367.599,805
368.404,805
369.232,820
369.917,790
370.599,710
371.328,735
372.157,745
372.876,760
373.523,770
374.351,725
375.082,765
375.911,795
376.593,810
377.276,705
377.966,685
378.690,690
379.372,720
380.201,735
380.888,730
381.663,725
382.297,735
383.028,715
383.662,665
384.393,695
384.930,665
385.613,630
386.343,665
387.026,655
387.811,695
388.293,735
388.554,615
388.976,245
389.513,380
390.200,660
390.805,600
391.462,660
392.193,705
392.882,680
393.445,600
394.095,645
394.826,655
395.801,670
395.807,1010
395.849,15
395.870,10
396.191,20
396.873,350
397.605,665
398.290,785
398.993,670
399.799,760
400.530,770
401.407,735
402.045,780
402.874,790
403.552,740
404.283,715
405.161,790
405.807,760
406.113,800
406.482,265
407.280,385
407.308,735
407.647,10
407.651,325
407.655,10
408.575,15
410.085,1065
410.828,1475
410.865,730
410.964,10
410.967,145
410.970,10
411.110,10
411.208,10
411.499,15
412.240,400
412.868,730
413.595,695
414.277,700
414.959,700
415.693,685
416.373,715
417.056,745
417.836,675
418.423,665
419.020,715
420.280,545
420.419,1195
422.318,295
422.324,1730
422.467,30
423.393,330
423.832,665
424.734,605
425.403,880
425.684,1075
427.051,450
427.391,865
428.609,325
428.616,1220
428.756,10
429.000,415
430.664,760
431.389,845
432.222,835
432.903,775
433.046,940
434.999,1430
435.532,495
436.799,510
436.803,1020
436.859,10
437.130,330
437.628,185
437.633,630
438.262,15
439.924,520
440.602,1630
441.528,795
442.503,940
443.186,905
443.770,730
444.697,650
444.701,885
445.282,15
446.111,525
447.088,865
448.109,935
449.036,1020
450.073,1015
450.205,1020
451.137,10
451.960,1005
452.935,870
453.325,985
453.329,480
453.332,15
453.813,15
453.912,15
454.594,350
455.471,820
456.397,805
457.372,1000
458.347,1040
459.322,970
460.302,960
461.228,925
462.100,930
462.929,890
463.856,870
464.737,905
465.715,940
466.537,980
467.369,795
468.389,855
469.169,955
470.299,945
470.973,860
470.976,955
471.411,10
472.099,345
472.929,755
472.972,740
472.977,15
473.118,65
473.459,10
473.850,490
474.728,285
475.701,1020
475.708,965
475.799,15
475.804,10
475.810,10
475.851,10
475.856,15
476.091,15
476.097,15
476.384,10
477.408,665
477.424,900
478.386,10
479.229,885
479.459,915
480.041,10
480.975,915
481.844,910
482.819,915
483.794,935
484.787,960
485.943,1030
486.671,1040
487.646,905
488.528,905
489.596,960
490.573,1010
491.545,1000
492.374,935
493.398,945
494.324,970
495.299,980
496.128,945
497.113,870
497.154,895
497.201,10
497.220,10
497.240,10
497.268,10
497.289,10
497.301,10
497.304,40
497.307,20
497.350,10
497.395,75
497.398,70
498.908,440
498.958,1190
500.613,15
501.152,1640
501.316,310
501.441,565
502.025,365
502.271,405
504.251,905
504.477,1105
504.610,460
506.024,270
507.389,1115
507.752,1305
507.979,300
508.371,365
509.208,345
509.827,830
510.168,660
510.997,325
511.728,835
512.265,790
513.288,520
515.335,1020
517.285,2005
