df_hash,22ZHK4.D641S7
432.314,80
433.241,79
434.416,78
435.288,78
436.214,78
437.384,78
438.313,78
439.188,78
440.358,78
441.284,78
442.162,78
443.339,78
444.307,76
445.136,76
446.305,76
447.232,78
448.121,77
449.329,69
450.232,65
451.098,63
452.694,62
453.179,61
454.352,61
455.275,63
456.153,65
457.030,67
458.298,67
459.127,66
460.047,64
461.308,63
462.104,63
462.978,64
464.245,65
465.077,66
466.052,66
467.171,67
468.048,67
469.023,67
470.149,67
471.022,68
471.950,67
473.121,65
473.995,65
474.921,65
476.107,65
476.969,65
477.895,65
479.173,65
479.991,66
480.967,67
482.040,67
482.965,67
483.843,66
485.015,65
485.988,64
486.816,63
488.035,62
488.913,62
489.790,62
491.009,63
491.886,63
492.802,62
493.983,62
494.917,62
495.738,62
496.956,63
497.887,64
498.760,63
499.938,63
500.808,63
501.748,63
502.907,63
503.842,63
504.708,63
505.903,63
506.852,63
507.681,63
508.857,67
509.778,69
510.666,70
511.826,70
512.751,69
513.629,69
514.799,69
515.725,69
516.603,69
517.773,69
518.699,69
