df_hash,22ZHK4.D641S7
319.999,35.031
320.873,35.062
321.849,35.031
322.872,35.031
323.895,35.125
324.919,35.062
325.845,35.094
326.890,35.094
327.844,35.094
328.867,35.094
329.892,35.125
330.895,35.156
331.893,35.188
332.865,35.188
333.893,35.156
334.864,35.156
335.937,35.156
336.863,35.188
337.886,35.188
338.862,35.188
339.885,35.188
341.161,35.125
341.981,35.156
342.912,35.188
343.909,35.219
344.858,35.219
345.984,35.219
346.857,35.250
347.905,35.219
348.855,35.219
349.879,35.188
350.854,35.219
351.877,35.156
352.874,35.156
353.876,35.188
355.055,35.156
355.888,35.156
357.020,35.125
357.874,35.125
358.849,35.156
359.922,35.188
360.901,35.188
361.924,35.250
362.896,35.250
363.874,35.188
364.845,35.188
365.918,35.219
367.139,35.219
367.868,35.219
368.843,35.219
369.867,35.219
370.841,35.219
372.062,35.219
373.042,35.219
373.924,35.250
374.951,35.281
375.863,35.250
376.840,35.281
377.960,35.344
378.891,35.312
379.860,35.312
380.883,35.312
381.864,35.344
382.882,35.344
383.872,35.312
384.881,35.375
385.907,35.375
386.880,35.375
387.987,35.312
388.905,35.375
389.854,35.406
390.878,35.375
391.853,35.375
392.876,35.375
393.863,35.344
394.875,35.312
395.921,35.312
396.879,35.312
397.871,35.375
398.935,35.312
399.996,35.312
400.871,35.344
402.041,35.344
402.870,35.344
403.851,35.312
404.869,35.344
406.109,35.344
406.867,35.344
407.895,35.375
408.866,35.375
409.872,35.375
410.868,35.344
411.840,35.375
412.863,35.375
413.887,35.344
414.866,35.344
415.837,35.344
416.862,35.375
417.841,35.344
418.869,35.312
420.130,35.312
420.859,35.344
422.080,35.344
422.857,35.344
423.855,35.438
424.856,35.438
425.831,35.438
426.882,35.438
427.879,35.438
428.854,35.406
429.940,35.406
430.852,35.375
431.925,35.375
432.899,35.375
433.875,35.375
434.850,35.375
435.873,35.344
437.126,35.344
437.874,35.344
438.903,35.406
439.919,35.406
440.998,35.406
441.870,35.438
442.845,35.438
443.917,35.375
444.843,35.406
445.867,35.406
446.842,35.469
447.866,35.500
448.889,35.469
449.937,35.500
451.085,35.500
451.865,35.469
452.838,35.469
454.108,35.469
454.934,35.500
455.860,35.500
456.839,35.438
457.860,35.438
458.887,35.438
459.858,35.438
460.833,35.469
461.877,35.500
462.833,35.500
463.859,35.531
465.074,35.531
466.049,35.531
466.836,35.562
467.924,35.594
468.828,35.594
469.903,35.531
470.876,35.469
471.851,35.469
472.923,35.469
473.865,35.469
474.824,35.438
476.102,35.438
476.935,35.406
477.847,35.375
478.871,35.344
479.846,35.406
480.870,35.438
481.847,35.469
482.868,35.406
484.138,35.375
484.871,35.406
485.907,35.438
486.866,35.562
487.841,35.562
488.888,35.531
489.842,35.531
490.863,35.594
491.838,35.594
492.869,35.625
493.837,35.625
494.870,35.625
495.884,35.656
496.908,35.562
497.904,35.562
498.858,35.625
499.833,35.625
500.858,35.594
501.846,35.594
502.856,35.562
504.083,35.594
504.854,35.594
505.829,35.531
506.901,35.531
507.975,35.469
508.851,35.375
509.927,35.312
510.850,35.219
512.023,35.062
513.095,34.969
513.873,34.844
514.848,34.719
515.843,34.594
516.846,34.469
517.822,34.375
518.878,34.250
