df_hash,22ZHK4.3NGMYT
149.886,865
150.029,10
150.190,215
150.420,15
150.763,20
151.494,510
152.272,790
152.418,805
152.565,260
153.393,935
153.396,10
153.442,10
153.556,95
153.594,15
155.084,535
156.025,970
156.032,985
156.172,10
156.318,275
156.324,10
157.834,580
157.878,945
157.882,15
157.885,10
157.889,10
158.025,15
158.030,20
158.033,15
158.122,130
158.126,10
158.961,625
159.487,10
159.633,855
159.637,125
159.685,15
159.687,15
160.315,15
161.443,600
161.486,1105
161.877,15
162.412,410
162.948,645
162.954,500
163.533,10
163.683,635
163.790,15
164.509,145
164.655,695
164.755,345
164.801,45
166.020,465
167.046,810
167.142,855
167.153,10
167.183,245
169.362,1235
169.365,920
170.212,10
170.218,910
170.393,10
170.459,145
170.504,10
170.508,10
170.511,15
170.553,15
170.556,15
170.748,15
170.751,330
171.139,10
171.187,285
172.016,10
172.844,870
173.684,815
174.502,890
174.648,810
174.652,170
174.697,15
174.702,15
174.705,10
175.370,10
175.380,600
175.477,10
175.631,155
176.306,115
176.988,705
176.996,760
177.134,15
177.138,165
177.287,10
177.573,280
177.577,10
177.624,10
177.629,35
177.867,195
177.877,170
177.963,10
178.006,120
178.549,540
179.384,10
180.353,835
180.364,925
180.367,15
181.181,10
181.184,810
181.327,10
181.479,290
181.571,10
181.638,160
182.692,385
182.984,775
182.987,150
183.035,10
183.037,15
183.043,20
183.133,10
183.425,10
183.813,485
183.816,265
183.819,10
184.271,10
184.937,490
184.948,710
185.227,10
185.910,240
185.913,510
185.918,10
186.651,160
186.741,745
187.717,10
188.692,1060
188.855,970
188.884,125
188.887,10
188.894,25
188.902,25
189.664,20
189.809,760
189.814,165
189.858,20
189.862,40
189.867,10
189.978,10
190.444,35
190.639,285
190.786,460
191.474,225
192.006,655
192.298,540
192.734,15
193.135,670
193.859,380
193.862,815
194.636,10
194.640,715
194.783,160
196.732,915
197.171,1080
198.587,355
198.829,1420
199.121,335
199.267,470
200.778,1055
201.071,685
201.074,10
201.119,15
201.123,35
201.126,15
201.131,10
201.318,155
201.364,15
201.369,10
201.372,10
201.376,20
202.586,1210
203.072,10
203.170,230
203.268,410
203.955,10
204.825,735
205.801,900
205.897,925
205.900,125
205.946,140
206.774,615
206.779,105
206.823,20
206.827,55
206.830,10
207.018,10
207.023,10
207.509,255
208.286,420
208.290,800
208.437,10
208.481,150
208.484,15
208.488,15
208.491,10
208.578,10
208.610,10
208.627,10
208.630,10
208.634,10
208.637,10
208.676,10
208.679,10
208.683,15
208.687,20
208.752,25
208.756,25
208.760,15
208.777,15
208.787,10
208.793,10
208.797,10
208.825,15
208.969,10
209.797,300
209.803,795
209.943,10
210.089,240
210.095,10
211.455,510
211.601,895
211.747,235
211.750,10
212.601,950
213.307,10
214.233,635
214.238,960
214.282,10
214.287,10
214.331,30
214.526,190
214.819,335
215.112,10
215.121,275
215.260,10
215.354,145
215.358,20
215.362,15
215.366,15
215.404,10
216.768,10
216.773,1420
216.920,10
216.933,75
216.946,10
217.020,15
217.027,45
217.355,15
218.134,470
218.718,765
218.962,555
218.967,295
219.173,10
219.793,195
219.842,650
221.595,10
221.643,1655
221.647,170
221.692,10
223.301,15
223.305,1630
223.547,15
223.594,255
223.612,15
223.691,210
223.984,205
224.959,920
225.105,205
225.108,10
225.787,665
226.616,10
226.909,915
227.591,180
228.423,730
228.567,875
228.570,10
228.712,150
228.715,15
228.718,20
228.910,10
229.249,15
230.079,580
230.228,850
230.273,155
230.276,20
230.279,10
230.284,15
230.906,10
231.735,605
231.783,865
231.787,15
231.883,30
231.886,20
232.098,180
232.177,10
233.002,630
233.006,380
233.051,10
233.588,15
233.687,555
233.835,155
233.838,15
233.842,10
234.423,20
234.660,645
235.245,300
235.391,580
235.514,265
235.635,15
235.639,95
235.803,145
235.927,10
235.931,120
236.076,10
236.079,25
236.128,55
236.134,15
236.138,10
236.321,10
237.293,415
237.878,795
238.269,620
238.999,430
239.391,740
240.367,355
241.826,820
242.466,1645
243.727,565
243.859,1395
243.862,15
243.971,235
244.570,265
245.385,285
246.067,745
246.071,700
246.116,20
246.120,20
246.123,15
246.750,10
246.753,685
246.801,10
246.804,10
247.385,20
247.730,495
247.874,200
247.969,450
248.415,15
248.431,535
248.554,10
248.700,255
249.967,940
251.187,260
251.201,1320
251.211,10
251.918,10
252.112,700
252.162,165
252.169,10
252.172,10
252.892,15
252.895,640
252.990,200
252.993,15
253.038,10
254.257,565
254.404,750
254.406,150
254.553,15
254.700,10
254.940,15
254.943,520
255.251,255
255.378,10
255.383,100
255.427,15
255.430,15
255.434,10
255.437,10
255.476,20
255.527,15
255.671,230
255.917,185
256.017,20
256.056,20
257.202,445
257.573,840
258.547,420
258.551,935
258.723,215
260.107,625
260.111,700
260.790,10
260.794,725
261.327,10
261.472,610
261.476,150
262.301,645
262.304,135
262.308,45
263.471,10
263.478,1055
263.481,10
263.485,45
263.742,165
264.398,805
265.372,10
265.909,915
266.055,605
266.201,225
266.204,10
267.176,1035
267.469,10
267.476,260
267.712,10
267.716,260
268.447,10
269.184,635
270.101,730
270.105,995
270.153,10
270.156,20
270.394,240
272.295,320
272.301,1580
272.587,10
272.592,280
272.636,15
272.640,15
272.645,15
273.124,15
274.002,485
274.830,950
275.223,790
275.689,270
276.634,645
277.317,865
278.145,720
278.149,805
278.827,10
278.832,755
279.708,10
280.534,855
280.631,880
280.637,10
280.680,10
280.685,15
280.699,25
280.778,145
280.788,10
282.343,550
282.484,925
283.173,230
283.313,625
283.327,125
283.361,95
283.365,10
283.370,10
284.164,550
284.486,180
284.695,25
284.825,610
284.974,180
285.119,30
285.122,20
285.506,50
285.511,495
285.674,10
285.750,170
285.757,15
285.766,15
285.770,10
285.799,15
285.803,10
285.952,10
286.339,15
286.433,560
287.067,10
287.212,780
287.216,160
287.310,15
287.314,10
287.896,15
288.043,570
288.675,200
288.678,595
288.874,10
288.927,195
289.406,25
289.553,605
289.704,230
289.994,10
290.382,615
291.064,15
291.356,800
291.361,180
291.409,25
291.418,25
291.425,10
291.457,10
291.893,10
292.185,600
292.190,215
292.870,20
293.014,630
293.017,180
293.702,30
293.843,645
293.846,180
293.992,20
294.526,15
294.671,600
294.677,150
294.726,10
294.732,70
295.257,10
295.265,555
295.518,15
296.085,195
296.914,610
296.917,785
297.061,10
297.208,255
297.222,15
297.231,45
298.035,515
298.084,285
298.182,10
298.429,105
298.718,400
299.307,200
299.400,590
299.547,10
300.132,200
300.960,635
301.935,895
302.033,905
302.036,165
302.087,10
302.182,15
302.247,20
302.375,10
302.773,10
302.911,585
303.593,155
303.596,665
304.520,10
304.857,820
305.396,485
305.787,535
305.933,625
308.175,1445
309.010,700
309.150,860
309.153,10
309.199,15
309.299,150
309.753,30
310.668,560
311.490,880
311.495,845
311.663,10
311.686,160
312.224,25
313.099,605
313.104,810
313.879,10
313.882,835
314.269,10
314.273,350
314.708,10
315.716,510
315.829,905
315.833,190
315.878,10
315.884,10
315.887,10
315.999,10
316.512,10
317.438,580
318.169,845
318.998,845
319.001,900
319.290,10
319.293,190
319.973,30
320.806,700
321.776,895
322.752,930
322.898,930
322.901,185
322.946,20
322.950,15
322.953,10
323.290,10
323.293,10
323.588,15
324.467,600
324.707,920
324.802,250
324.805,15
325.287,15
325.290,555
326.116,10
326.359,860
327.090,165
327.093,740
327.919,10
328.163,870
328.895,220
329.723,715
329.869,870
329.873,165
329.876,10
329.966,15
329.971,10
330.164,10
330.706,10
330.868,680
331.527,275
331.530,600
332.355,10
332.359,865
332.661,10
334.013,215
334.842,1460
335.678,830
336.508,835
336.697,890
336.795,10
336.803,205
337.328,20
337.334,620
338.303,10
338.449,880
338.603,290
338.744,10
339.428,585
339.433,260
340.031,10
340.692,555
341.667,650
342.498,1040
342.642,850
342.646,10
342.740,75
342.772,175
342.789,10
343.470,525
343.475,225
344.007,10
344.153,555
344.836,10
344.840,770
344.982,10
344.988,170
345.032,10
345.156,15
345.664,10
346.788,590
347.473,895
348.443,945
348.617,955
348.622,190
348.641,15
349.272,15
349.564,700
349.568,180
349.613,15
349.616,15
349.619,15
350.247,10
350.406,655
350.540,240
351.090,25
351.224,570
351.955,10
352.051,835
352.197,275
352.202,10
352.636,505
352.782,10
352.928,220
352.934,10
354.147,475
354.294,760
354.391,185
354.439,15
354.442,40
354.449,15
354.976,25
355.805,525
356.636,855
356.685,835
356.779,10
356.785,150
356.828,10
356.835,20
356.842,30
356.928,10
357.510,15
357.517,585
358.340,10
359.169,830
360.004,845
360.143,865
360.150,195
360.826,15
360.972,645
361.171,290
361.185,10
362.484,525
362.487,835
363.312,10
363.605,840
364.195,265
364.728,610
364.731,205
364.735,15
364.740,25
365.019,55
365.168,510
365.847,200
365.997,595
366.555,195
367.212,525
367.505,740
368.050,220
368.899,565
369.844,885
370.820,975
370.966,990
370.969,180
370.975,10
371.128,15
371.221,15
371.798,10
372.770,750
373.598,970
373.602,885
374.430,10
375.310,870
375.843,840
376.231,10
376.377,835
376.380,180
376.425,20
376.428,10
376.432,20
376.962,20
376.965,540
377.108,10
377.111,145
377.205,20
377.209,20
377.259,15
377.269,10
378.086,10
378.092,525
378.473,10
379.302,780
380.131,795
380.959,835
381.790,875
381.936,830
382.090,10
382.235,210
382.669,25
383.497,625
384.323,840
384.578,840
384.624,185
384.644,25
384.669,50
385.152,25
385.835,465
386.667,765
386.814,780
387.350,230
388.324,585
389.067,785
389.401,795
389.882,195
390.709,635
390.715,835
391.404,10
391.684,800
391.688,170
391.733,10
391.736,10
391.739,15
391.785,10
392.221,10
392.904,540
393.732,780
394.609,785
394.613,830
394.710,10
395.438,195
395.442,615
395.536,10
395.539,140
395.584,15
395.588,30
395.592,15
395.682,10
396.267,15
396.950,565
397.096,780
397.778,185
398.461,585
398.753,820
398.757,175
398.902,15
399.290,15
400.140,570
400.147,805
400.996,10
401.825,815
401.971,830
402.511,185
402.656,570
403.336,10
403.341,780
404.018,10
404.023,775
404.332,10
404.457,340
404.460,10
405.676,415
406.554,825
407.412,820
407.433,840
408.211,10
409.200,855
409.242,860
409.385,225
410.551,360
412.111,995
412.115,1520
412.242,10
412.354,75
412.358,170
412.404,10
412.794,380
414.183,10
415.572,1410
415.579,1465
416.254,10
416.258,685
416.548,15
416.941,280
417.523,290
418.220,645
419.034,690
420.008,810
420.012,985
420.837,10
420.841,850
421.666,10
421.669,850
421.812,10
421.815,165
421.968,65
422.107,10
422.110,10
423.908,565
424.055,1425
424.059,165
424.303,15
424.591,15
424.594,520
425.274,10
425.999,655
426.693,680
426.931,715
427.372,260
428.199,470
428.345,775
428.348,170
428.393,15
428.396,20
428.400,20
429.060,10
430.002,595
430.006,890
430.148,250
430.152,10
431.514,580
432.290,790
432.391,755
432.397,190
432.442,15
432.495,10
432.931,10
433.076,510
433.220,10
433.807,185
433.811,565
433.911,10
434.439,175
434.585,580
434.736,180
434.880,30
434.883,25
435.268,15
435.417,535
435.462,175
435.466,10
435.472,10
435.511,10
435.514,15
435.517,10
435.565,15
436.000,10
436.248,530
436.828,205
437.656,635
438.636,860
439.464,880
440.386,840
441.117,830
441.121,855
441.800,10
441.946,785
442.682,10
443.506,805
444.335,845
444.471,865
445.165,10
445.992,825
446.285,835
446.821,225
446.967,620
446.971,10
447.113,200
447.119,15
447.664,600
448.478,10
449.308,835
449.454,850
450.380,10
450.729,860
451.134,180
451.309,665
451.318,10
451.846,20
451.857,725
452.672,10
453.505,840
453.743,875
453.751,200
454.532,15
455.304,655
456.278,895
456.445,915
456.578,180
456.619,10
456.650,15
457.108,15
457.790,625
458.624,810
459.448,835
460.426,850
460.569,885
460.573,185
461.257,20
462.226,675
463.236,940
464.030,950
464.859,865
465.005,850
465.008,205
465.012,15
465.151,15
465.158,10
465.708,10
466.517,565
466.662,860
466.665,185
466.811,15
466.815,15
467.248,15
467.266,530
468.080,10
468.222,795
468.228,185
468.271,15
468.327,10
468.420,10
468.905,15
468.911,585
469.783,10
470.564,890
470.709,835
471.396,175
472.366,690
472.373,980
472.606,10
472.664,10
472.677,10
472.690,155
472.978,290
473.390,10
473.396,490
473.401,10
474.024,10
474.755,570
475.974,760
476.120,1465
477.343,605
478.216,435
478.606,940
479.045,460
480.274,420
481.695,1215
481.979,1680
482.800,840
484.602,10
486.699,1925
486.704,2070
486.796,25
486.801,15
486.848,15
486.851,10
486.854,10
487.235,15
487.527,440
488.746,285
488.754,1285
488.892,30
488.913,10
489.042,15
489.046,15
