df_hash,22ZHK4.3NGMYT
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.VVA5
person_label,V18
date_time_start,2025-05-23_10-26-57.429000_+03
date_time_start_unix,1747985217.429
date_time_end,2025-05-23_10-35-12.468000_+03
length_difference_noticed,no

time,acc_mag
257.119,1.006
257.149,1.008
257.179,1.006
257.209,1.004
257.239,1.011
257.269,1.009
257.299,1.003
257.329,1.006
257.359,1.005
257.389,1.009
257.419,1.007
257.449,1.004
257.479,1.007
257.509,1.004
257.539,1.004
257.569,1.003
257.599,1.010
257.629,1.006
257.659,1.009
257.689,1.009
257.719,1.003
257.749,1.000
257.779,1.004
257.809,1.007
257.839,1.008
257.869,1.011
257.899,0.999
257.929,1.008
257.959,1.008
257.989,1.003
258.019,1.011
258.049,1.006
258.079,1.009
258.109,1.006
258.139,1.007
258.169,1.008
258.199,1.006
258.229,1.007
258.259,1.007
258.289,1.007
258.319,1.013
258.349,1.001
258.379,1.010
258.409,1.003
258.439,1.001
258.469,1.007
258.499,1.003
258.529,1.007
258.559,1.014
258.589,1.000
258.619,1.010
258.649,1.012
258.679,1.005
258.709,1.007
258.739,1.004
258.769,1.004
258.799,1.009
258.829,1.005
258.859,1.006
258.889,1.008
258.919,1.012
258.949,1.001
258.979,1.004
259.009,1.008
259.039,1.008
259.069,1.009
259.099,1.009
259.129,1.000
259.159,1.000
259.189,1.008
259.219,1.005
259.249,1.006
259.279,1.013
259.309,1.001
259.339,1.008
259.369,1.006
259.399,1.007
259.429,1.009
259.459,1.003
259.489,1.005
259.519,1.004
259.549,1.009
259.579,1.004
259.609,1.007
259.639,1.007
259.669,1.003
259.699,1.003
259.729,1.003
259.759,1.006
259.789,1.012
259.819,1.008
259.849,1.014
259.879,1.006
259.909,1.000
259.939,1.009
259.969,1.006
259.999,1.006
260.029,1.013
260.059,1.000
260.089,1.007
260.119,1.006
260.149,1.004
260.179,1.007
260.209,1.006
260.239,1.001
260.269,1.006
260.299,1.003
260.329,1.010
260.359,1.009
260.389,1.009
260.419,1.010
260.449,1.006
260.479,1.007
260.509,1.004
260.539,1.010
260.569,1.000
260.599,1.010
260.629,1.006
260.659,1.002
260.689,1.011
260.719,1.010
260.749,1.005
260.779,1.013
260.809,0.997
260.839,1.004
260.869,1.008
260.899,1.001
260.929,1.004
260.959,1.010
260.989,1.009
261.019,1.009
261.049,1.008
261.079,1.008
261.109,1.010
261.139,1.009
261.169,1.009
261.199,1.006
261.229,1.006
261.259,1.005
261.289,1.007
261.319,1.006
261.349,1.009
261.379,1.011
261.409,1.004
261.439,1.007
261.469,1.009
261.499,1.009
261.529,1.005
261.559,1.007
261.589,1.002
261.619,1.011
261.649,1.007
261.679,1.006
261.709,1.005
261.739,1.005
261.769,1.007
261.799,1.008
261.829,1.011
261.859,1.004
261.889,1.008
261.919,1.011
261.949,1.008
261.979,1.004
262.009,1.010
262.039,1.014
262.069,1.003
262.099,1.006
262.129,1.005
262.159,0.997
262.189,1.005
262.219,1.008
262.249,1.004
262.279,1.013
262.309,1.001
262.339,1.006
262.369,1.012
262.399,1.006
262.429,1.009
262.459,1.006
262.489,1.009
262.519,1.003
262.549,1.007
262.579,1.007
262.609,1.006
262.639,1.006
262.669,1.008
262.699,1.003
262.729,1.013
262.759,1.000
262.789,1.008
262.819,1.006
262.849,1.001
262.879,1.004
262.909,1.006
262.939,1.004
262.969,1.010
262.999,0.998
263.029,1.008
263.059,1.006
263.089,1.006
263.119,1.005
263.149,1.009
263.179,1.000
263.209,1.003
263.239,1.012
263.269,1.011
263.299,1.010
263.329,1.006
263.359,1.007
263.389,1.007
263.419,1.011
263.449,1.010
263.479,1.010
263.509,0.997
263.539,0.998
263.569,1.008
263.599,1.012
263.629,1.006
263.659,1.008
263.689,1.009
263.719,1.000
263.749,1.002
263.779,1.010
263.809,1.013
263.839,1.002
263.869,1.003
263.899,1.011
263.929,1.005
263.959,1.004
263.989,1.007
264.019,1.009
264.049,1.012
264.079,1.007
264.109,1.005
264.139,1.007
264.169,1.006
264.199,1.005
264.229,1.004
264.259,1.012
264.289,1.009
264.319,1.005
264.349,1.008
264.379,1.014
264.409,1.005
264.439,1.006
264.469,1.001
264.499,1.007
264.529,1.000
264.559,1.008
264.589,1.011
264.619,1.007
264.649,1.003
264.679,1.009
264.709,1.003
264.739,0.999
264.769,1.004
264.799,1.012
264.829,1.004
264.859,1.005
264.889,1.004
264.919,1.001
264.949,0.997
264.979,1.000
265.009,0.990
265.039,0.999
265.069,1.002
265.099,0.996
265.129,1.019
265.159,1.018
265.189,1.021
265.219,1.027
265.249,1.032
265.279,1.030
265.309,1.029
265.339,1.032
265.369,1.024
265.399,1.019
265.429,1.021
265.459,1.021
265.489,1.017
265.519,1.015
265.549,1.018
265.579,1.010
265.609,1.009
265.639,1.008
265.669,1.010
265.699,1.007
265.729,1.009
265.759,1.000
265.789,1.006
265.819,1.007
265.849,1.008
265.879,1.005
265.909,1.000
265.939,1.013
265.969,1.019
265.999,1.011
266.029,1.021
266.059,1.009
266.089,1.011
266.119,1.009
266.149,1.017
266.179,1.014
266.209,1.016
266.239,1.014
266.269,1.001
266.299,1.016
266.329,1.006
266.359,1.004
266.389,1.007
266.419,1.007
266.449,1.002
266.479,1.010
266.509,1.005
266.539,1.009
266.569,1.011
266.599,1.006
266.629,1.007
266.659,1.001
266.689,1.000
266.719,1.009
266.749,1.008
266.779,1.006
266.809,1.009
266.839,1.016
266.869,1.009
266.899,1.011
266.929,1.010
266.959,1.018
266.989,1.016
267.019,1.017
267.049,1.013
267.079,1.018
267.109,1.012
267.139,1.015
267.169,1.008
267.199,1.012
267.229,1.003
267.259,0.998
267.289,1.008
267.319,1.004
267.349,1.001
267.379,1.012
267.409,1.008
267.439,1.006
267.469,1.010
267.499,0.996
267.529,1.007
267.559,1.007
267.589,1.003
267.619,0.999
267.649,1.001
267.679,1.007
267.709,1.004
267.739,1.005
267.769,1.006
267.799,1.016
267.829,1.013
267.859,1.022
267.889,1.020
267.919,1.009
267.949,1.009
267.979,1.006
268.009,1.004
268.039,1.014
268.069,1.015
268.099,1.010
268.129,1.013
268.159,1.009
268.189,1.003
268.219,1.015
268.249,1.003
268.279,1.009
268.309,1.011
268.339,1.006
268.369,1.012
268.399,1.007
268.429,1.002
268.459,1.011
268.489,1.012
268.519,1.013
268.549,1.008
268.579,1.011
268.609,1.012
268.639,1.010
268.669,1.008
268.699,1.009
268.729,1.007
268.759,1.007
268.789,1.006
268.819,1.009
268.849,1.007
268.879,1.009
268.909,1.013
268.939,1.005
268.969,1.005
268.999,1.010
269.029,1.007
269.059,1.009
269.089,1.018
269.119,1.006
269.149,1.010
269.179,1.010
269.209,1.010
269.239,1.006
269.269,1.006
269.299,1.007
269.329,1.010
269.359,1.008
269.389,1.010
269.419,1.008
269.449,1.011
269.479,1.005
269.509,1.012
269.539,1.007
269.569,1.007
269.599,1.009
269.629,1.013
269.659,1.007
269.689,1.005
269.719,1.009
269.749,1.011
269.779,1.009
269.809,1.010
269.839,1.006
269.869,1.005
269.899,1.009
269.929,1.006
269.959,1.009
269.989,1.014
270.019,1.003
270.049,1.010
270.079,1.011
270.109,1.006
270.139,1.010
270.169,1.009
270.199,1.008
270.229,1.009
270.259,1.014
270.289,1.010
270.319,1.008
270.349,1.012
270.379,1.011
270.409,1.006
270.439,1.010
270.469,1.011
270.499,1.008
270.529,1.009
270.559,1.004
270.589,1.010
270.619,1.005
270.649,1.016
270.679,1.010
270.709,1.005
270.739,1.005
270.769,1.010
270.799,1.009
270.829,1.013
270.859,1.001
270.889,1.007
270.919,1.008
270.949,1.007
270.979,1.008
271.009,1.011
271.039,1.006
271.069,1.007
271.099,1.012
271.129,1.011
271.159,1.010
271.189,1.009
271.219,1.009
271.249,1.009
271.279,1.009
271.309,0.999
271.339,1.012
271.369,1.015
271.399,1.006
271.429,1.013
271.459,1.002
271.489,1.006
271.519,1.012
271.549,1.007
271.579,1.010
271.609,1.009
271.639,1.007
271.669,1.015
271.699,1.011
271.729,1.009
271.759,1.013
271.789,1.008
271.819,1.008
271.849,1.009
271.879,1.009
271.909,1.011
271.939,1.008
271.969,1.010
271.999,1.008
272.029,1.006
272.059,1.011
272.089,1.017
272.119,1.004
272.149,1.013
272.179,1.003
272.209,1.007
272.239,1.011
272.269,1.011
272.299,1.008
272.329,1.016
272.359,1.002
272.389,1.005
272.419,1.009
272.449,1.007
272.479,1.013
272.509,1.010
272.539,1.011
272.569,1.008
272.599,1.009
272.629,1.007
272.659,1.010
272.689,1.010
272.719,1.012
272.749,1.009
272.779,1.007
272.809,1.011
272.839,1.006
272.869,1.009
272.899,1.014
272.929,1.002
272.959,1.002
272.989,1.009
273.019,1.011
273.049,1.008
273.079,1.014
273.109,1.006
273.139,1.009
273.169,1.014
273.199,1.006
273.229,1.011
273.259,1.009
273.289,1.010
273.319,1.006
273.349,1.010
273.379,1.010
273.409,1.008
273.439,1.011
273.469,1.008
273.499,1.011
273.529,1.008
273.559,1.008
273.589,1.009
273.619,1.008
273.649,1.009
273.679,1.011
273.709,1.005
273.739,1.004
273.769,1.010
273.799,1.012
273.829,1.012
273.859,1.012
273.889,1.004
273.919,1.012
273.949,1.013
273.979,1.008
274.009,1.009
274.039,1.008
274.069,1.007
274.099,1.010
274.129,1.008
274.159,1.007
274.189,1.008
274.219,1.008
274.249,1.008
274.279,1.007
274.309,1.009
274.339,1.010
274.369,1.008
274.399,1.008
274.429,1.005
274.459,1.009
274.489,1.008
274.519,1.010
274.549,1.009
274.579,1.005
274.609,1.003
274.639,1.016
274.669,1.007
274.699,1.007
274.729,1.018
274.759,1.005
274.789,1.009
274.819,1.012
274.849,1.005
274.879,1.008
274.909,1.008
274.939,1.009
274.969,1.013
274.999,1.010
275.029,1.010
275.059,1.010
275.089,1.011
275.119,1.009
275.149,1.007
275.179,1.009
275.209,1.009
275.239,1.010
275.269,1.008
275.299,1.008
275.329,1.008
275.359,1.014
275.389,1.015
275.419,1.005
275.449,1.012
275.479,1.010
275.509,1.001
275.539,1.008
275.569,1.009
275.599,1.014
275.629,1.018
275.659,1.006
275.689,1.006
275.719,1.011
275.749,1.006
275.779,1.005
275.809,1.008
275.839,1.007
275.869,1.010
275.899,1.010
275.929,1.008
275.959,1.010
275.989,1.008
276.019,1.010
276.049,1.014
276.079,1.008
276.109,1.007
276.139,1.013
276.169,1.013
276.199,1.006
276.229,1.009
276.259,1.012
276.289,1.012
276.319,1.009
276.349,1.012
276.379,1.007
276.409,1.002
276.439,1.011
276.469,1.011
276.499,1.009
276.529,1.016
276.559,1.000
276.589,1.007
276.619,1.010
276.649,1.005
276.679,1.008
276.709,1.009
276.739,1.010
276.769,1.011
276.799,1.012
276.829,1.008
276.859,1.007
276.889,1.013
276.919,1.009
276.949,1.005
276.979,1.009
277.009,1.010
277.039,1.008
277.069,1.006
277.099,1.006
277.129,1.006
277.159,1.014
277.189,1.009
277.219,1.015
277.249,1.004
277.279,1.004
277.309,1.015
277.339,1.006
277.369,1.009
277.399,1.013
277.429,1.002
277.459,1.009
277.489,1.013
277.519,1.008
277.549,1.008
277.579,1.007
277.609,1.007
277.639,1.010
277.669,1.011
277.699,1.009
277.729,1.008
277.759,1.007
277.789,1.009
277.819,1.009
277.849,1.010
277.879,1.006
277.909,1.005
277.939,1.003
277.969,1.011
277.999,1.006
278.029,1.004
278.059,1.010
278.089,1.008
278.119,1.005
278.149,1.006
278.179,1.012
278.209,1.008
278.239,1.009
278.269,1.004
278.299,1.008
278.329,1.016
278.359,1.006
278.389,1.011
278.419,1.004
278.449,1.009
278.479,1.011
278.509,1.014
278.539,1.014
278.569,1.011
278.599,1.012
278.629,1.011
278.659,1.008
278.689,1.009
278.719,1.007
278.749,1.016
278.779,1.010
278.809,1.010
278.839,1.013
278.869,1.005
278.899,1.007
278.929,1.014
278.959,1.008
278.989,1.013
279.019,1.007
279.049,1.003
279.079,1.010
279.109,1.006
279.139,1.008
279.169,1.009
279.199,1.011
279.229,1.007
279.259,1.015
279.289,1.009
279.319,1.009
279.349,1.012
279.379,1.009
279.409,1.007
279.439,1.007
279.469,1.006
279.499,1.006
279.529,1.013
279.559,1.004
279.589,1.009
279.619,1.008
279.649,1.002
279.679,1.011
279.709,1.011
279.739,1.013
279.769,1.013
279.799,1.006
279.829,1.009
279.859,1.007
279.889,1.007
279.919,1.011
279.949,1.007
279.979,1.008
280.009,1.010
280.039,1.008
280.069,1.007
280.099,1.011
280.129,1.011
280.159,1.014
280.189,1.007
280.219,1.009
280.249,1.006
280.279,1.010
280.309,1.003
280.339,1.009
280.369,1.011
280.399,1.004
280.429,1.012
280.459,1.014
280.489,1.010
280.519,1.007
280.549,1.012
280.579,1.003
280.609,1.013
280.639,1.011
280.669,1.009
280.699,1.009
280.729,1.010
280.759,1.010
280.789,1.010
280.819,1.008
280.849,1.007
280.879,1.009
280.909,1.007
280.939,1.011
280.969,1.013
280.999,1.008
281.029,1.006
281.059,1.010
281.089,1.005
281.119,1.012
281.149,1.004
281.179,1.008
281.209,1.013
281.239,1.004
281.269,1.008
281.299,1.014
281.329,1.008
281.359,1.006
281.389,1.012
281.419,1.005
281.449,1.006
281.479,1.012
281.509,1.005
281.539,1.011
281.569,1.005
281.599,1.005
281.629,1.012
281.659,1.010
281.689,1.010
281.719,1.009
281.749,1.008
281.779,1.004
281.809,1.010
281.839,1.010
281.869,1.011
281.899,1.008
281.929,1.006
281.959,1.008
281.989,1.013
282.019,1.016
282.049,1.007
282.079,1.011
282.109,1.010
282.139,1.006
282.169,1.010
282.199,1.008
282.229,1.010
282.259,1.016
282.289,1.005
282.319,1.006
282.349,1.009
282.379,1.008
282.409,1.009
282.439,1.007
282.469,1.009
282.499,1.009
282.529,1.007
282.559,1.006
282.589,1.008
282.619,1.007
282.649,1.012
282.679,1.008
282.709,1.010
282.739,1.006
282.769,1.006
282.799,1.008
282.829,1.016
282.859,1.002
282.889,1.009
282.919,1.015
282.949,1.005
282.979,1.007
283.009,1.013
283.039,1.010
283.069,1.013
283.099,1.012
283.129,1.009
283.159,1.009
283.189,1.009
283.219,1.010
283.249,1.008
283.279,1.011
283.309,1.007
283.339,1.012
283.369,1.009
283.399,1.006
283.429,1.011
283.459,1.010
283.489,1.008
283.519,1.007
283.549,1.013
283.579,1.009
283.609,1.010
283.639,1.005
283.669,1.009
283.699,1.009
283.729,1.010
283.759,1.011
283.789,1.008
283.819,1.005
283.849,1.011
283.879,1.010
283.909,1.015
283.939,1.015
283.969,1.008
283.999,1.008
284.029,1.013
284.059,1.011
284.089,1.005
284.119,1.009
284.149,1.007
284.179,1.011
284.209,1.009
284.239,1.012
284.269,1.007
284.299,1.009
284.329,1.008
284.359,1.006
284.389,1.010
284.419,1.013
284.449,1.010
284.479,1.012
284.509,1.004
284.539,1.012
284.569,1.002
284.599,1.009
284.629,1.009
284.659,1.004
284.689,1.010
284.719,1.010
284.749,1.011
284.779,1.010
284.809,1.013
284.839,1.005
284.869,1.011
284.899,1.010
284.929,1.008
284.959,1.011
284.989,1.005
285.019,1.011
285.049,1.009
285.079,1.010
285.109,1.012
285.139,1.010
285.169,1.008
285.199,1.010
285.229,1.013
285.259,1.011
285.289,1.007
285.319,1.008
285.349,1.010
285.379,1.018
285.409,1.005
285.439,1.012
285.469,1.003
285.499,1.003
285.529,1.010
285.559,1.014
285.589,1.010
285.619,1.016
285.649,1.005
285.679,1.009
285.709,1.010
285.739,1.010
285.769,1.009
285.799,1.011
285.829,1.011
285.859,1.009
285.889,1.010
285.919,1.009
285.949,1.011
285.979,1.009
286.009,1.011
286.039,1.013
286.069,1.003
286.099,1.009
286.129,1.010
286.159,1.019
286.189,1.002
286.219,1.009
286.249,1.006
286.279,1.006
286.309,1.008
286.339,1.013
286.369,1.009
286.399,1.008
286.429,1.007
286.459,1.007
286.489,1.015
286.519,1.010
286.549,1.006
286.579,1.007
286.609,1.007
286.639,1.010
286.669,1.009
286.699,1.009
286.729,1.008
286.759,1.009
286.789,1.013
286.819,1.010
286.849,1.010
286.879,1.011
286.909,1.007
286.939,1.009
286.969,1.015
286.999,1.006
287.029,1.012
287.059,1.007
287.089,1.003
287.119,1.012
287.149,1.009
287.179,1.010
287.209,1.012
287.239,1.004
287.269,1.010
287.299,1.011
287.329,1.010
287.359,1.010
287.389,1.011
287.419,1.008
287.449,1.009
287.479,1.010
287.509,1.012
287.539,1.008
287.569,1.009
287.599,1.010
287.629,1.011
287.659,1.009
287.689,1.007
287.719,1.005
287.749,1.010
287.779,1.010
287.809,1.004
287.839,1.010
287.869,1.007
287.899,1.001
287.929,1.011
287.959,1.008
287.989,1.007
288.019,1.015
288.049,1.004
288.079,1.009
288.109,1.011
288.139,1.011
288.169,1.007
288.199,1.009
288.229,1.005
288.259,1.012
288.289,1.012
288.319,1.015
288.349,1.011
288.379,1.006
288.409,1.014
288.439,1.012
288.469,1.011
288.499,1.010
288.529,1.006
288.559,1.011
288.589,1.010
288.619,1.013
288.649,1.010
288.679,1.007
288.709,1.008
288.739,1.015
288.769,1.013
288.799,1.008
288.829,1.009
288.859,1.004
288.889,1.008
288.919,1.014
288.949,1.008
288.979,1.009
289.009,1.010
289.039,1.010
289.069,1.011
289.099,1.008
289.129,1.005
289.159,1.012
289.189,1.011
289.219,1.006
289.249,1.006
289.279,1.007
289.309,1.006
289.339,1.013
289.369,1.015
289.399,1.003
289.429,1.009
289.459,1.008
289.489,1.004
289.519,1.011
289.549,1.012
289.579,1.010
289.609,1.016
289.639,1.007
289.669,1.009
289.699,1.014
289.729,1.005
289.759,1.010
289.789,1.005
289.819,1.007
289.849,1.007
289.879,1.009
289.909,1.009
289.939,1.014
289.969,1.011
289.999,1.011
290.029,1.010
290.059,1.012
290.089,1.012
290.119,1.012
290.149,1.014
290.179,1.006
290.209,1.012
290.239,1.007
290.269,1.003
290.299,1.010
290.329,1.010
290.359,1.010
290.389,1.010
290.419,1.005
290.449,1.006
290.479,1.011
290.509,1.011
290.539,1.010
290.569,1.006
290.599,1.008
290.629,1.012
290.659,1.006
290.689,1.010
290.719,1.011
290.749,1.009
290.779,1.011
290.809,1.012
290.839,1.011
290.869,1.006
290.899,1.011
290.929,1.008
290.959,1.017
290.989,1.005
291.019,1.010
291.049,1.011
291.079,1.002
291.109,1.010
291.139,1.011
291.169,1.010
291.199,1.009
291.229,1.008
291.259,1.007
291.289,1.009
291.319,1.010
291.349,1.007
291.379,1.005
291.409,1.006
291.439,1.006
291.469,1.010
291.499,1.011
291.529,1.009
291.559,1.010
291.589,1.006
291.619,1.006
291.649,1.011
291.679,1.012
291.709,1.006
291.739,1.010
291.769,1.005
291.799,1.011
291.829,1.005
291.859,1.009
291.889,1.014
291.919,1.008
291.949,1.004
291.979,1.012
292.009,1.011
292.039,1.007
292.069,1.012
292.099,1.004
292.129,1.014
292.159,1.012
292.189,1.008
292.219,1.008
292.249,1.011
292.279,1.010
292.309,1.013
292.339,1.010
292.369,1.010
292.399,1.004
292.429,1.009
292.459,1.011
292.489,1.009
292.519,1.009
292.549,1.008
292.579,1.012
292.609,1.005
292.639,1.008
292.669,1.005
292.699,1.008
292.729,1.012
292.759,1.007
292.789,1.005
292.819,1.012
292.849,1.010
292.879,1.011
292.909,1.008
292.939,1.004
292.969,1.010
292.999,1.009
293.029,1.010
293.059,1.008
293.089,1.007
293.119,1.010
293.149,1.011
293.179,1.009
293.209,1.009
293.239,1.010
293.269,1.014
293.299,1.006
293.329,1.010
293.359,1.009
293.389,1.007
293.419,1.008
293.449,1.010
293.479,1.008
293.509,1.012
293.539,1.005
293.569,1.008
293.599,1.007
293.629,1.003
293.659,1.010
293.689,1.010
293.719,1.010
293.749,1.014
293.779,1.008
293.809,1.004
293.839,1.011
293.869,1.009
293.899,1.008
293.929,1.008
293.959,1.008
293.989,1.010
294.019,1.010
294.049,1.010
294.079,1.007
294.109,1.011
294.139,1.008
294.169,1.009
294.199,1.008
294.229,1.011
294.259,1.004
294.289,1.011
294.319,1.005
294.349,1.016
294.379,1.008
294.409,1.009
294.439,1.008
294.469,1.003
294.499,1.010
294.529,1.010
294.559,1.009
294.589,1.008
294.619,1.014
294.649,1.004
294.679,1.011
294.709,1.010
294.739,1.009
294.769,1.008
294.799,1.006
294.829,1.011
294.859,1.010
294.889,1.011
294.919,1.007
294.949,1.011
294.979,1.010
295.009,1.009
295.039,1.013
295.069,1.006
295.099,1.012
295.129,1.010
295.159,1.009
295.189,1.005
295.219,1.017
295.249,1.009
295.279,1.010
295.309,1.011
295.339,1.003
295.369,1.007
295.399,1.013
295.429,1.010
295.459,1.012
295.489,1.005
295.519,1.004
295.549,1.012
295.579,1.011
295.609,1.008
295.639,1.012
295.669,1.007
295.699,1.008
295.729,1.008
295.759,1.007
295.789,1.005
295.819,1.011
295.849,1.011
295.879,1.010
295.909,1.009
295.939,1.009
295.969,1.011
295.999,1.008
296.029,1.012
296.059,1.012
296.089,1.003
296.119,1.012
296.149,1.004
296.179,1.004
296.209,1.016
296.239,1.012
296.269,1.010
296.299,1.010
296.329,1.005
296.359,1.009
296.389,1.008
296.419,1.008
296.449,1.011
296.479,1.011
296.509,1.009
296.539,1.011
296.569,1.005
296.599,1.010
296.629,1.008
296.659,1.013
296.689,1.013
296.719,1.008
296.749,1.007
296.779,1.007
296.809,1.008
296.839,1.017
296.869,1.004
296.899,1.009
296.929,1.005
296.959,1.004
296.989,1.014
297.019,1.011
297.049,1.006
297.079,1.013
297.109,1.002
297.139,1.011
297.169,1.012
297.199,1.010
297.229,1.008
297.259,1.008
297.289,1.009
297.319,1.011
297.349,1.007
297.379,1.009
297.409,1.004
297.439,1.010
297.469,1.010
297.499,1.007
297.529,1.007
297.559,1.009
297.589,1.007
297.619,1.010
297.649,1.011
297.679,1.010
297.709,1.013
297.739,1.009
297.769,1.004
297.799,1.010
297.829,1.010
297.859,1.010
297.889,1.015
297.919,1.003
297.949,1.005
297.979,1.012
298.009,1.007
298.039,1.011
298.069,1.011
298.099,1.008
298.129,1.010
298.159,1.010
298.189,1.008
298.219,1.007
298.249,1.006
298.279,1.010
298.309,1.011
298.339,1.010
298.369,1.011
298.399,1.007
298.429,1.007
298.459,1.009
298.489,1.004
298.519,1.008
298.549,1.005
298.579,1.006
298.609,1.011
298.639,1.007
298.669,1.010
298.699,1.013
298.729,1.002
298.759,1.005
298.789,1.011
298.819,1.011
298.849,1.008
298.879,1.005
298.909,1.006
298.939,1.007
298.969,1.007
298.999,1.011
299.029,1.010
299.059,1.007
299.089,1.004
299.119,1.009
299.149,1.011
299.179,1.011
299.209,1.011
299.239,1.003
299.269,1.012
299.299,1.005
299.329,1.010
299.359,1.011
299.389,1.006
299.419,1.004
299.449,1.014
299.479,1.013
299.509,1.009
299.539,1.014
299.569,1.003
299.599,1.011
299.629,1.012
299.659,1.005
299.689,1.009
299.719,1.005
299.749,1.010
299.779,1.009
299.809,1.011
299.839,1.008
299.869,1.008
299.899,1.014
299.929,1.011
299.959,1.010
299.989,1.004
300.019,1.008
300.049,1.010
300.079,1.017
300.109,1.003
300.139,1.009
300.169,1.008
300.199,1.002
300.229,1.010
300.259,1.011
300.289,1.010
300.319,1.017
300.349,1.006
300.379,1.008
300.409,1.013
300.439,1.005
300.469,1.011
300.499,1.008
300.529,1.008
300.559,1.011
300.589,1.013
300.619,1.010
300.649,1.008
300.679,1.010
300.709,1.015
300.739,1.013
300.769,1.007
300.799,1.012
300.829,1.004
300.859,1.006
300.889,1.008
300.919,1.009
300.949,1.011
300.979,1.004
301.009,1.006
301.039,1.013
301.069,1.011
301.099,1.008
301.129,1.014
301.159,1.003
301.189,1.009
301.219,1.014
301.249,1.005
301.279,1.011
301.309,1.006
301.339,1.010
301.369,1.011
301.399,1.009
301.429,1.009
301.459,1.009
301.489,1.010
301.519,1.008
301.549,1.012
301.579,1.011
301.609,1.009
301.639,1.009
301.669,1.005
301.699,1.010
301.729,1.007
301.759,1.009
301.789,1.010
301.819,1.003
301.849,1.007
301.879,1.013
301.909,1.009
301.939,1.011
301.969,1.013
301.999,1.005
302.029,1.011
302.059,1.009
302.089,1.007
302.119,1.010
302.149,1.006
302.179,1.012
302.209,1.012
302.239,1.009
302.269,1.010
302.299,1.008
302.329,1.009
302.359,1.005
302.389,1.009
302.419,1.010
302.449,1.009
302.479,1.010
302.509,1.005
302.539,1.010
302.569,1.006
302.599,1.013
302.629,1.004
302.659,1.009
302.689,1.011
302.719,1.008
302.749,1.010
302.779,1.008
302.809,1.010
302.839,1.009
302.869,1.015
302.899,1.006
302.929,1.009
302.959,1.015
302.989,1.010
303.019,1.011
303.049,1.009
303.079,1.009
303.109,1.012
303.139,1.010
303.169,1.010
303.199,1.010
303.229,1.015
303.259,1.009
303.289,1.011
303.319,1.007
303.349,1.008
303.379,1.012
303.409,1.008
303.439,1.007
303.469,1.009
303.499,1.018
303.529,1.005
303.559,1.012
303.589,1.012
303.619,1.007
303.649,1.011
303.679,1.014
303.709,1.013
303.739,1.016
303.769,1.006
303.799,1.007
303.829,1.012
303.859,1.011
303.889,1.007
303.919,1.011
303.949,1.010
303.979,1.012
304.009,1.009
304.039,1.010
304.069,1.010
304.099,1.007
304.129,1.009
304.159,1.007
304.189,1.008
304.219,1.010
304.249,1.006
304.279,1.007
304.309,1.007
304.339,1.012
304.369,1.007
304.399,1.012
304.429,1.007
304.459,1.005
304.489,1.010
304.519,1.013
304.549,1.009
304.579,1.017
304.609,1.003
304.639,1.012
304.669,1.013
304.699,1.006
304.729,1.010
304.759,1.009
304.789,1.007
304.819,1.009
304.849,1.009
304.879,1.010
304.909,1.009
304.939,1.010
304.969,1.009
304.999,1.013
305.029,1.011
305.059,1.007
305.089,1.006
305.119,1.009
305.149,1.014
305.179,1.003
305.209,1.010
305.239,1.009
305.269,1.005
305.299,1.011
305.329,1.009
305.359,1.011
305.389,1.012
305.419,1.007
305.449,1.006
305.479,1.014
305.509,1.010
305.539,1.009
305.569,1.006
305.599,1.006
305.629,1.011
305.659,1.012
305.689,1.008
305.719,1.011
305.749,1.009
305.779,1.008
305.809,1.012
305.839,1.010
305.869,1.006
305.899,1.007
305.929,1.006
305.959,1.006
305.989,1.012
306.019,1.005
306.049,1.009
306.079,1.006
306.109,1.005
306.139,1.010
306.169,1.009
306.199,1.014
306.229,1.014
306.259,1.006
306.289,1.007
306.319,1.012
306.349,1.012
306.379,1.012
306.409,1.007
306.439,1.008
306.469,1.013
306.499,1.014
306.529,1.008
306.559,1.012
306.589,1.011
306.619,1.008
306.649,1.010
306.679,1.011
306.709,1.007
306.739,1.011
306.769,1.006
306.799,1.009
306.829,1.009
306.859,1.008
306.889,1.010
306.919,0.991
306.949,0.998
306.979,1.006
307.009,1.014
307.039,0.996
307.069,1.021
307.099,1.002
307.129,1.006
307.159,1.014
307.189,1.002
307.219,1.003
307.249,1.007
307.279,1.009
307.309,1.014
307.339,1.020
307.369,1.008
307.399,0.999
307.429,1.008
307.459,1.007
307.489,0.997
307.519,1.006
307.549,1.017
307.579,1.014
307.609,1.020
307.639,1.012
307.669,1.002
307.699,1.007
307.729,0.998
307.759,1.009
307.789,1.009
307.819,1.014
307.849,1.007
307.879,1.007
307.909,1.010
307.939,1.006
307.969,1.005
307.999,1.011
308.029,1.007
308.059,1.008
308.089,1.006
308.119,1.007
308.149,1.006
308.179,1.001
308.209,1.013
308.239,1.016
308.269,1.011
308.299,1.001
308.329,1.005
308.359,1.017
308.389,1.011
308.419,1.015
308.449,1.011
308.479,1.004
308.509,1.009
308.539,1.007
308.569,1.009
308.599,1.015
308.629,1.001
308.659,1.005
308.689,1.009
308.719,1.010
308.749,1.010
308.779,1.008
308.809,1.005
308.839,1.006
308.869,1.012
308.899,1.012
308.929,1.012
308.959,1.008
308.989,1.006
