df_hash,22ZHK4.3NGMYT
423.619,47
424.791,27
425.956,0
426.687,20
427.909,26
428.985,33
429.762,46
430.739,43
431.955,54
432.548,62
433.760,63
434.731,52
435.560,76
436.736,73
437.610,69
438.631,65
439.707,62
440.622,73
441.462,77
443.043,80
443.560,75
444.452,81
445.657,79
446.534,79
447.656,82
448.920,80
449.506,82
450.723,80
451.604,80
452.481,79
453.408,76
454.575,74
455.555,76
456.429,72
457.550,76
458.619,77
459.354,76
460.523,78
461.696,79
462.326,82
463.890,79
464.422,79
465.395,76
466.477,73
467.543,71
468.320,71
469.449,74
470.465,74
471.250,72
472.548,70
473.347,59
474.414,55
475.586,19
476.412,24
477.251,17
478.415,30
479.292,0
480.268,0
481.339,5
482.286,5
483.143,3
484.408,14
485.239,0
486.117,5
487.338,67
488.215,0
489.091,2
