df_hash,22ZHK4.3NGMYT
423.616,69
424.786,67
425.738,67
426.593,67
427.763,67
428.981,67
429.582,74
430.733,76
431.673,76
432.539,75
433.756,74
434.637,75
435.521,77
436.731,78
437.607,79
438.495,77
439.703,76
440.581,75
441.458,73
443.017,72
443.555,72
444.433,73
445.651,72
446.528,72
447.650,72
448.627,71
449.502,71
450.482,71
451.599,71
452.476,71
453.402,72
454.572,72
455.547,72
456.382,71
457.546,70
458.427,69
459.350,69
460.520,70
461.692,70
462.323,70
463.886,69
464.409,68
465.311,68
466.468,68
467.415,68
468.276,70
469.441,72
470.324,73
471.245,73
472.517,72
473.341,70
474.222,69
475.397,70
476.319,70
477.212,69
478.412,69
479.289,69
480.264,69
481.336,69
482.262,69
483.140,69
484.328,69
485.236,69
486.114,69
487.333,58
488.210,62
489.088,63
