df_hash,22ZHK4.AG46P6
202.505,600
203.036,595
203.039,585
203.718,10
204.308,580
204.841,585
204.986,600
204.989,10
205.571,160
206.108,460
206.644,635
207.327,620
207.912,620
208.643,625
209.132,625
209.281,645
209.431,10
209.813,160
210.398,460
211.080,615
211.665,595
212.204,595
212.300,595
212.738,10
213.518,590
214.005,615
214.155,620
214.688,150
215.275,465
215.808,605
216.491,595
217.109,615
217.634,615
218.347,615
218.441,625
218.880,165
218.883,460
219.563,10
220.147,605
220.151,665
220.399,10
220.830,145
221.513,480
222.098,655
222.780,645
223.327,640
223.904,610
224.584,595
225.120,580
225.705,590
225.708,585
225.851,10
225.855,165
225.997,10
226.000,10
226.004,10
226.076,10
226.245,20
226.972,340
226.976,670
226.979,15
227.119,65
227.123,150
227.216,10
228.048,330
228.630,595
229.560,600
229.656,540
229.660,170
229.663,20
229.752,15
230.288,350
231.019,565
231.555,590
232.091,580
232.095,625
232.823,10
232.920,635
233.408,170
233.944,455
234.626,600
235.211,600
235.215,585
235.748,10
236.527,580
236.530,625
236.967,10
237.112,570
237.551,150
238.124,430
238.770,605
239.355,610
239.453,610
240.040,10
240.589,610
240.628,600
241.164,10
241.207,610
241.695,10
242.426,600
242.965,585
243.499,585
244.181,565
244.230,620
244.766,165
244.773,445
245.352,10
245.913,600
246.427,590
247.162,590
247.204,600
247.740,10
248.325,595
248.330,605
248.591,10
248.959,170
249.495,425
250.080,595
250.617,590
251.153,575
251.737,575
251.744,560
252.030,10
252.042,175
252.079,10
252.082,15
252.085,15
252.127,15
252.130,10
252.274,20
253.005,285
253.542,590
254.370,595
254.373,900
254.811,10
255.930,320
256.466,1200
256.470,590
257.003,10
257.588,560
258.270,570
258.857,625
259.392,525
259.935,570
260.513,565
261.049,540
261.634,540
261.693,615
262.468,15
262.534,500
262.852,290
263.293,10
263.827,855
263.831,520
264.418,10
264.659,555
265.098,10
265.103,545
265.534,10
266.071,560
266.619,550
266.707,565
267.197,10
267.775,560
267.883,575
268.313,195
268.854,410
268.998,605
269.142,10
269.532,210
270.165,380
270.701,585
270.705,635
271.338,10
271.481,565
271.485,10
271.630,250
272.457,10
272.749,960
272.753,170
272.993,20
273.188,20
273.334,380
273.724,200
273.727,410
274.309,10
274.314,570
274.850,10
274.945,590
275.528,10
276.113,585
276.116,565
276.698,10
277.238,600
277.331,590
277.366,160
277.499,10
277.527,55
277.531,20
277.534,10
277.537,15
277.770,20
277.774,275
278.307,10
279.038,590
279.745,645
279.867,665
279.871,130
279.874,15
279.915,10
279.918,15
279.964,15
279.967,15
279.981,15
280.018,15
280.061,20
280.065,15
280.068,20
280.073,20
280.112,15
280.118,15
280.261,245
281.524,640
281.816,600
282.061,355
282.791,255
282.795,665
282.942,10
283.136,110
283.328,80
283.913,380
284.595,590
285.131,630
285.716,570
285.721,610
286.399,10
286.935,615
286.940,650
287.082,10
287.666,140
287.672,490
287.910,10
288.203,20
288.886,560
289.473,625
289.862,605
290.058,490
290.204,10
290.285,100
290.835,60
290.838,775
290.886,15
291.136,15
292.411,260
292.642,1185
293.517,10
293.760,1175
294.053,520
294.056,10
295.324,645
296.149,620
296.156,840
296.198,10
297.124,10
297.663,970
298.246,400
298.635,705
298.639,460
299.466,10
300.049,745
300.199,585
300.244,190
300.248,15
300.251,15
300.293,15
300.585,10
300.588,325
301.193,10
301.219,610
301.222,10
301.706,10
302.389,550
302.392,635
302.879,10
303.031,180
304.370,380
304.680,1375
304.736,10
304.739,330
304.742,10
305.900,1235
306.289,10
306.975,365
307.711,770
308.239,655
309.506,575
309.510,1295
309.919,10
309.997,310
310.194,15
310.774,280
310.777,615
311.313,10
311.459,580
311.994,10
312.578,615
312.581,615
313.114,10
313.117,565
313.800,10
314.384,605
314.921,595
315.064,630
315.357,10
315.360,280
315.503,240
316.332,835
316.575,10
316.722,305
316.868,10
316.871,215
317.017,10
317.309,10
318.282,355
318.583,1065
318.818,195
318.965,350
319.112,275
319.160,10
319.257,105
319.358,190
320.085,580
320.622,10
321.207,570
321.210,595
321.753,10
321.791,555
321.919,10
322.279,190
322.287,385
322.911,10
323.549,525
323.839,630
323.843,330
323.988,10
324.132,30
324.815,285
325.350,615
326.033,640
326.769,620
326.813,780
326.818,10
326.822,10
326.826,10
326.959,10
326.983,15
327.008,15
327.011,15
327.015,15
327.019,20
327.159,10
327.168,10
327.184,10
327.224,265
327.983,845
328.130,10
328.275,290
328.714,355
328.718,10
328.766,10
328.860,170
328.910,10
330.084,1095
330.518,180
331.055,365
331.641,570
332.322,625
332.326,675
333.150,10
334.128,725
335.100,745
335.393,1280
335.396,220
335.542,10
335.545,15
335.934,15
335.952,315
337.197,10
338.464,1575
338.562,1225
338.565,170
338.854,220
339.000,85
339.004,110
339.151,10
339.391,305
340.414,10
340.950,1075
340.999,565
341.097,10
341.487,10
342.764,500
343.326,1185
343.879,575
344.022,630
344.856,170
345.240,725
345.244,370
345.248,10
345.387,220
345.533,110
345.679,165
346.947,695
346.953,605
347.483,10
347.496,560
348.020,10
349.292,545
349.969,1270
349.973,620
350.554,10
350.558,635
351.237,10
351.773,600
351.778,630
352.670,10
352.769,765
353.043,160
353.047,15
353.050,15
353.053,20
353.723,275
354.312,635
354.367,610
354.454,10
354.990,200
354.995,465
355.673,10
355.677,765
356.115,10
356.794,315
356.798,680
356.941,10
356.944,140
357.040,15
357.046,15
357.089,10
357.092,10
357.095,15
357.136,15
357.140,95
357.144,10
357.187,10
357.191,15
357.195,10
357.540,15
357.775,395
358.355,265
358.794,580
359.584,350
360.694,855
360.698,1185
361.279,10
362.356,525
362.937,1150
363.522,540
363.619,525
363.766,275
363.769,10
365.179,1020
365.862,435
365.867,675
366.057,10
366.062,140
366.131,10
366.206,70
366.211,20
367.519,10
368.056,1350
369.323,575
369.382,1185
369.472,235
369.518,15
369.522,15
369.525,35
369.528,10
369.762,200
370.737,610
370.741,415
370.840,10
370.861,15
370.889,15
371.002,235
371.078,15
371.082,15
371.130,15
371.714,620
371.956,10
372.248,260
372.541,310
372.544,215
372.592,20
373.760,15
373.906,1295
373.911,175
374.345,15
375.612,385
376.151,1260
376.197,505
376.977,10
376.983,850
377.026,10
377.031,20
377.037,20
377.077,15
377.426,20
377.513,305
377.520,205
377.659,15
377.666,25
377.952,20
377.992,10
378.150,325
378.488,10
378.498,590
378.781,15
378.784,245
379.074,10
379.222,320
379.756,10
379.759,610
379.902,15
380.341,125
380.877,455
381.267,535
381.560,380
381.998,280
382.002,520
382.681,15
383.266,630
383.270,605
383.964,10
384.097,605
384.134,15
384.348,395
385.071,265
385.118,485
385.606,20
385.609,550
385.899,10
386.152,205
386.194,325
386.728,10
387.425,525
388.531,690
389.067,1135
389.072,580
389.656,10
390.543,560
390.566,615
391.163,255
391.505,325
392.012,630
392.577,530
392.581,565
392.734,10
392.773,125
392.779,10
392.785,10
392.788,15
392.828,15
392.846,10
392.874,10
392.881,15
393.113,25
393.118,370
393.162,10
394.235,15
395.507,1070
395.719,1280
395.893,375
395.903,10
397.696,1360
397.842,560
397.847,10
398.525,670
398.531,10
399.110,10
399.646,570
399.650,640
399.938,10
399.942,180
399.945,25
400.474,15
400.478,420
400.482,10
400.669,110
400.673,35
400.952,395
400.965,10
401.596,635
401.742,10
402.035,180
402.137,365
402.717,10
402.727,570
403.261,10
403.302,565
403.841,10
403.849,580
404.083,10
404.375,275
405.057,310
405.062,635
405.642,10
405.647,580
406.185,10
406.763,460
406.819,595
407.300,10
407.303,600
407.836,10
408.421,520
409.107,645
409.153,645
409.156,20
409.159,10
409.786,20
410.082,700
411.882,290
412.335,1710
413.004,540
413.198,580
413.203,175
413.247,20
413.251,10
413.443,25
413.978,315
413.982,540
414.569,10
414.662,505
415.100,155
415.636,400
415.639,550
416.221,10
416.777,540
416.906,630
416.920,15
417.050,210
417.054,80
417.197,15
417.879,250
419.152,535
420.414,1235
420.657,1305
421.102,245
422.315,385
422.607,1225
422.611,285
422.662,10
422.680,80
422.755,115
422.758,10
422.900,190
424.265,1115
424.268,165
424.313,20
424.316,15
424.320,15
424.411,10
424.435,10
424.707,110
424.756,295
425.293,10
425.681,605
426.011,10
426.120,600
426.653,10
426.657,690
426.802,10
426.952,15
427.092,430
427.095,10
428.342,635
428.945,630
429.579,570
430.553,640
430.557,1065
430.700,10
430.703,10
430.846,260
431.821,535
432.406,420
432.896,515
433.088,645
433.092,10
433.186,240
433.749,305
433.754,170
433.871,15
434.308,10
434.321,415
434.359,180
434.362,15
435.428,15
435.575,1090
436.114,350
436.940,1190
437.086,195
437.232,15
437.238,10
437.281,10
437.288,15
437.293,10
437.332,10
437.338,20
437.407,175
437.528,10
438.600,615
438.890,615
439.188,185
439.865,385
439.871,590
440.401,10
440.548,555
440.698,215
441.003,350
442.108,580
442.254,575
442.644,170
443.326,435
443.330,620
443.911,10
443.915,585
444.452,10
445.571,635
445.715,600
445.718,625
446.397,10
446.400,625
446.986,10
447.666,635
448.202,660
448.981,590
449.469,665
450.154,600
450.300,680
450.591,10
450.598,345
450.737,205
451.031,10
451.418,255
451.962,360
452.540,615
453.222,595
453.226,610
453.761,10
454.344,590
455.026,620
455.612,640
456.304,625
456.830,630
457.561,610
458.097,630
458.100,615
458.244,140
458.249,10
459.219,440
459.901,560
459.905,650
460.047,10
460.051,120
460.062,55
460.194,25
460.204,10
460.486,15
460.491,35
460.543,305
461.023,10
461.559,560
462.145,600
462.837,535
463.363,600
463.955,570
464.630,615
465.313,660
466.045,690
466.580,685
467.272,660
468.002,650
468.676,685
468.680,740
469.359,10
469.363,710
470.090,10
470.774,685
471.309,650
471.991,650
472.722,620
473.551,660
473.555,830
473.600,20
473.604,15
473.618,10
473.649,10
473.653,15
473.656,15
473.659,15
473.728,20
473.747,15
473.753,15
473.756,10
473.760,15
473.800,15
473.830,15
473.883,20
473.893,15
473.946,230
475.355,700
475.891,645
476.623,640
477.168,640
477.987,660
478.041,765
478.670,10
479.401,745
479.404,710
480.084,10
480.088,660
480.804,10
481.351,635
482.083,635
482.570,630
483.301,645
483.837,640
484.569,635
485.106,615
485.789,625
486.324,610
486.378,665
486.470,10
486.765,340
487.058,10
487.593,255
487.689,625
488.278,10
488.862,605
489.444,595
489.980,590
490.663,600
491.201,600
491.790,605
492.515,605
493.003,600
493.588,600
493.842,810
494.809,360
494.855,630
495.245,10
496.074,510
496.220,740
496.415,225
496.429,20
496.464,40
496.467,50
496.470,15
496.515,15
496.659,250
497.902,645
498.181,615
498.227,180
498.232,15
498.238,20
498.244,45
498.268,15
498.273,10
498.278,10
498.302,10
498.316,15
498.492,255
499.145,595
499.584,10
499.686,545
500.322,10
500.805,850
501.924,385
501.928,1125
502.071,10
503.241,10
503.742,1140
504.713,645
505.390,1000
505.971,610
506.217,625
506.265,180
506.506,10
506.512,390
507.189,10
507.920,630
507.925,700
507.969,15
507.974,10
507.979,15
508.066,25
508.072,15
508.313,155
508.749,375
509.578,250
509.870,780
510.114,295
510.845,295
510.851,720
511.385,15
511.869,585
511.875,325
511.918,15
511.924,10
511.929,10
512.087,250
512.649,400
512.655,270
513.481,540
513.807,260
514.453,290
514.456,650
514.599,10
514.606,175
514.745,20
514.793,10
514.808,15
514.846,15
514.857,20
514.864,15
514.869,15
514.891,15
514.898,15
514.903,10
514.908,10
515.015,10
515.021,20
515.026,255
516.404,675
516.423,695
517.087,10
517.378,610
517.671,325
517.914,550
518.353,440
518.743,10
