df_hash,22ZHK4.AG46P6
13.724,1.015
13.754,1.018
13.784,1.017
13.814,1.020
13.844,1.018
13.874,1.019
13.904,1.018
13.934,1.018
13.964,1.018
13.994,1.013
14.024,1.029
14.054,1.013
14.084,1.017
14.114,1.020
14.144,1.013
14.174,1.017
14.204,1.025
14.234,1.013
14.264,1.022
14.294,1.017
14.324,1.016
14.354,1.016
14.384,1.019
14.414,1.018
14.444,1.018
14.474,1.019
14.504,1.021
14.534,1.020
14.564,1.022
14.594,1.021
14.624,1.012
14.654,1.023
14.684,1.015
14.714,1.011
14.744,1.020
14.774,1.019
14.804,1.021
14.834,1.026
14.864,1.013
14.894,1.021
14.924,1.015
14.954,1.014
14.984,1.017
15.014,1.020
15.044,1.019
15.074,1.018
15.104,1.018
15.134,1.023
15.164,1.020
15.194,1.022
15.224,1.024
15.254,1.005
15.284,1.021
15.314,1.020
15.344,1.009
15.374,1.018
15.404,1.020
15.434,1.017
15.464,1.027
15.494,1.017
15.524,1.017
15.554,1.019
15.584,1.015
15.614,1.017
15.644,1.017
15.674,1.017
15.704,1.017
15.734,1.021
15.764,1.019
15.794,1.017
15.824,1.021
15.854,1.025
15.884,1.013
15.914,1.020
15.944,1.015
15.974,1.012
16.004,1.019
16.034,1.021
16.064,1.016
16.094,1.020
16.124,1.018
16.154,1.014
16.184,1.011
16.214,1.018
16.244,1.015
16.274,1.021
16.304,1.019
16.334,1.020
16.364,1.021
16.394,1.014
16.424,1.020
16.454,1.021
16.484,1.024
16.514,1.017
16.544,1.010
16.574,1.015
16.604,1.015
16.634,1.022
16.664,1.019
16.694,1.018
16.724,1.017
16.754,1.021
16.784,1.019
16.814,1.020
16.844,1.015
16.874,1.021
16.904,1.020
16.934,1.020
16.964,1.017
16.994,1.006
17.024,1.022
17.054,1.017
17.084,1.022
17.114,1.020
17.144,1.016
17.174,1.015
17.204,1.019
17.234,1.019
17.264,1.019
17.294,1.015
17.324,1.018
17.354,1.017
17.384,1.017
17.414,1.016
17.444,1.015
17.474,1.020
17.504,1.020
17.534,1.020
17.564,1.020
17.594,1.021
17.624,1.023
17.654,1.007
17.684,1.024
17.714,1.017
17.744,1.019
17.774,1.019
17.804,1.015
17.834,1.017
17.864,1.024
17.894,1.018
17.924,1.021
17.954,1.017
17.984,1.012
18.014,1.015
18.044,1.021
18.074,1.018
18.104,1.022
18.134,1.023
18.164,1.018
18.194,1.021
18.224,1.008
18.254,1.020
18.284,1.021
18.314,1.015
18.344,1.018
18.374,1.019
18.404,1.017
18.434,1.024
18.464,1.017
18.494,1.019
18.524,1.021
18.554,1.014
18.584,1.020
18.614,1.016
18.644,1.019
18.674,1.016
18.704,1.018
18.734,1.016
18.764,1.017
18.794,1.012
18.824,1.021
18.854,1.026
18.884,1.009
18.914,1.017
18.944,1.018
18.974,1.013
19.004,1.023
19.034,1.020
19.064,1.017
19.094,1.021
19.124,1.013
19.154,1.014
19.184,1.018
19.214,1.017
19.244,1.019
19.274,1.022
19.304,1.018
19.334,1.023
19.364,1.023
19.394,1.017
19.424,1.021
19.454,1.010
19.484,1.013
19.514,1.017
19.544,1.014
19.574,1.021
19.604,1.017
19.634,1.020
19.664,1.019
19.694,1.013
19.724,1.013
19.754,1.022
19.784,1.023
19.814,1.014
19.844,1.020
19.874,1.021
19.904,1.017
19.934,1.024
19.964,1.015
19.994,1.021
20.024,1.018
20.054,1.013
20.084,1.015
20.114,1.017
20.144,1.017
20.174,1.023
20.204,1.020
20.234,1.018
20.264,1.015
20.294,1.020
20.324,1.012
20.354,1.020
20.384,1.021
20.414,1.021
20.444,1.019
20.474,1.019
20.504,1.023
20.534,1.015
20.564,1.022
20.594,1.013
20.624,1.009
20.654,1.018
20.684,1.023
20.714,1.015
20.744,1.021
20.774,1.021
20.804,1.017
20.834,1.015
20.864,1.019
20.894,1.023
20.924,1.020
20.954,1.019
20.984,1.017
21.014,1.011
21.044,1.023
21.074,1.014
21.104,1.021
21.134,1.021
21.164,1.021
21.194,1.010
21.224,1.021
21.254,1.013
21.284,1.021
21.314,1.020
21.344,1.022
21.374,1.012
21.404,1.016
21.434,1.020
21.464,1.026
21.494,1.018
21.524,1.016
21.554,1.011
21.584,1.016
21.614,1.011
21.644,1.017
21.674,1.024
21.704,1.018
21.734,1.020
21.764,1.018
21.794,1.020
21.824,1.019
21.854,1.016
21.884,1.015
21.914,1.019
21.944,1.015
21.974,1.015
22.004,1.017
22.034,1.013
22.064,1.020
22.094,1.026
22.124,1.021
22.154,1.024
22.184,1.006
22.214,1.023
22.244,1.020
22.274,1.017
22.304,1.016
22.334,1.015
22.364,1.017
22.394,1.026
22.424,1.016
22.454,1.024
22.484,1.017
22.514,1.015
22.544,1.018
22.574,1.021
22.604,1.016
22.634,1.020
22.664,1.021
22.694,1.022
22.724,1.022
22.754,1.010
22.784,1.026
22.814,1.013
22.844,1.015
22.874,1.020
22.904,1.012
22.934,1.013
22.964,1.026
22.994,1.018
23.024,1.023
23.054,1.013
23.084,1.018
23.114,1.019
23.144,1.016
23.174,1.015
23.204,1.019
23.234,1.016
23.264,1.010
23.294,1.019
23.324,1.010
23.354,1.017
23.384,1.023
23.414,1.012
23.444,1.016
23.474,1.018
23.504,1.020
23.534,1.024
23.564,1.015
23.594,1.021
23.624,1.017
23.654,1.013
23.684,1.018
23.714,1.013
23.744,1.018
23.774,1.015
23.804,1.024
23.834,1.021
23.864,1.020
23.894,1.032
23.924,1.012
23.954,1.018
23.984,1.018
24.014,1.013
24.044,1.014
24.074,1.021
24.104,1.018
24.134,1.013
24.164,1.017
24.194,1.020
24.224,1.017
24.254,1.019
24.284,1.018
24.314,1.016
24.344,1.017
24.374,1.018
24.404,1.022
24.434,1.017
24.464,1.021
24.494,1.025
24.524,1.017
24.554,1.016
24.584,1.018
24.614,1.010
24.644,1.015
24.674,1.021
24.704,1.020
24.734,1.012
24.764,1.022
24.794,1.013
24.824,1.015
24.854,1.018
24.884,1.021
24.914,1.011
24.944,1.019
24.974,1.021
25.004,1.015
25.034,1.021
25.064,1.022
25.094,1.009
25.124,1.023
25.154,1.013
25.184,1.012
25.214,1.019
25.244,1.021
25.274,1.013
25.304,1.027
25.334,1.017
25.364,1.016
25.394,1.013
25.424,1.020
25.454,1.017
25.484,1.016
25.514,1.018
25.544,1.019
25.574,1.020
25.604,1.026
25.634,1.021
25.664,1.007
25.694,1.023
25.724,1.021
25.754,1.008
25.784,1.020
25.814,1.020
25.844,1.012
25.874,1.025
25.904,1.019
25.934,1.020
25.964,1.021
25.994,1.012
26.024,1.018
26.054,1.020
26.084,1.013
26.114,1.016
26.144,1.022
26.174,1.018
26.204,1.018
26.234,1.019
26.264,1.015
26.294,1.021
26.324,1.018
26.354,1.015
26.384,1.017
26.414,1.015
26.444,1.018
26.474,1.022
26.504,1.018
26.534,1.020
26.564,1.016
26.594,1.017
26.624,1.019
26.654,1.017
26.684,1.021
26.714,1.015
26.744,1.023
26.774,1.016
26.804,1.018
26.834,1.019
26.864,1.013
26.894,1.023
26.924,1.011
26.954,1.018
26.984,1.019
27.014,1.015
27.044,1.019
27.074,1.022
27.104,1.018
27.134,1.020
27.164,1.013
27.194,1.018
27.224,1.018
27.254,1.020
27.284,1.020
27.314,1.021
27.344,1.016
27.374,1.023
27.404,1.021
27.434,1.019
27.464,1.026
27.494,1.009
27.524,1.020
27.554,1.020
27.584,1.012
27.614,1.014
27.644,1.023
27.674,1.019
27.704,1.022
27.734,1.014
27.764,1.020
27.794,1.014
27.824,1.016
27.854,1.019
27.884,1.016
27.914,1.019
27.944,1.018
27.974,1.018
28.004,1.020
28.034,1.024
28.064,1.012
28.094,1.020
28.124,1.019
28.154,1.016
28.184,1.021
28.214,1.009
28.244,1.017
28.274,1.020
28.304,1.020
28.334,1.019
28.364,1.017
28.394,1.014
28.424,1.015
28.454,1.020
28.484,1.016
28.514,1.018
28.544,1.016
28.574,1.015
28.604,1.019
28.634,1.020
28.664,1.026
28.694,1.020
28.724,1.021
28.754,1.022
28.784,1.014
28.814,1.019
28.844,1.014
28.874,1.013
28.904,1.016
28.934,1.022
28.964,1.015
28.994,1.023
29.024,1.018
29.054,1.021
29.084,1.016
29.114,1.016
29.144,1.018
29.174,1.016
29.204,1.017
29.234,1.019
29.264,1.018
29.294,1.022
29.324,1.019
29.354,1.007
29.384,1.018
29.414,1.017
29.444,1.015
29.474,1.015
29.504,1.007
29.534,1.017
29.564,1.025
29.594,1.029
29.624,1.025
29.654,1.018
29.684,1.014
29.714,1.013
29.744,1.015
29.774,1.016
29.804,1.019
29.834,1.015
29.864,1.021
29.894,1.028
29.924,1.025
29.954,1.017
29.984,1.017
30.014,1.013
30.044,1.014
30.074,1.020
30.104,1.019
30.134,1.003
30.164,1.014
30.194,1.020
30.224,1.026
30.254,1.026
30.284,1.013
30.314,1.014
30.344,1.018
30.374,1.017
30.404,1.019
30.434,1.015
30.464,1.018
30.494,1.015
30.524,1.018
30.554,1.022
30.584,1.020
30.614,1.018
30.644,1.029
30.674,1.003
30.704,1.019
30.734,1.021
30.764,1.015
30.794,1.020
30.824,1.021
30.854,1.021
30.884,1.022
30.914,1.017
30.944,1.022
30.974,1.018
31.004,1.012
31.034,1.015
31.064,1.016
31.094,1.018
31.124,1.020
31.154,1.020
31.184,1.018
31.214,1.020
31.244,1.018
31.274,1.020
31.304,1.019
31.334,1.008
31.364,1.024
31.394,1.015
31.424,1.019
31.454,1.020
31.484,1.014
31.514,1.015
31.544,1.026
31.574,1.014
31.604,1.019
31.634,1.016
31.664,1.014
31.694,1.016
31.724,1.016
31.754,1.020
31.784,1.020
31.814,1.018
31.844,1.018
31.874,1.020
31.904,1.019
31.934,1.017
31.964,1.020
31.994,1.007
32.024,1.021
32.054,1.025
32.084,1.012
32.114,1.021
32.144,1.020
32.174,1.017
32.204,1.021
32.234,1.015
32.264,1.016
32.294,1.020
32.324,1.017
32.354,1.017
32.384,1.019
32.414,1.015
32.444,1.016
32.474,1.021
32.504,1.015
32.534,1.018
32.564,1.023
32.594,1.021
32.624,1.017
32.654,1.021
32.684,1.010
32.714,1.022
32.744,1.022
32.774,1.012
32.804,1.020
32.834,1.020
32.864,1.020
32.894,1.026
32.924,1.015
32.954,1.014
32.984,1.016
33.014,1.017
33.044,1.016
33.074,1.021
33.104,1.016
33.134,1.021
33.164,1.020
33.194,1.018
33.224,1.021
33.254,1.021
33.284,1.011
33.314,1.019
33.344,1.016
33.374,1.018
33.404,1.019
33.434,1.010
33.464,1.018
33.494,1.020
33.524,1.015
33.554,1.024
33.584,1.018
33.614,1.016
33.644,1.020
33.674,1.013
33.704,1.021
33.734,1.018
33.764,1.018
33.794,1.021
33.824,1.021
33.854,1.025
33.884,1.014
33.914,1.009
33.944,1.022
33.974,1.016
34.004,1.021
34.034,1.017
34.064,1.009
34.094,1.015
34.124,1.021
34.154,1.020
34.184,1.028
34.214,1.018
34.244,1.017
34.274,1.016
34.304,1.016
34.334,1.020
34.364,1.018
34.394,1.017
34.424,1.022
34.454,1.017
34.484,1.020
34.514,1.023
34.544,1.020
34.574,1.021
34.604,1.018
34.634,1.015
34.664,1.011
34.694,1.017
34.724,1.017
34.754,1.023
34.784,1.016
34.814,1.019
34.844,1.024
34.874,1.021
34.904,1.016
34.934,1.017
34.964,1.015
34.994,1.011
35.024,1.011
35.054,1.022
35.084,1.021
35.114,1.021
35.144,1.021
35.174,1.024
35.204,1.020
35.234,1.018
35.264,1.020
35.294,1.006
35.324,1.019
35.354,1.020
35.384,1.016
35.414,1.026
35.444,1.015
35.474,1.021
35.504,1.017
35.534,1.018
35.564,1.020
35.594,1.013
35.624,1.016
35.654,1.014
35.684,1.020
35.714,1.021
35.744,1.021
35.774,1.028
35.804,1.009
35.834,1.019
35.864,1.018
35.894,1.011
35.924,1.018
35.954,1.018
35.984,1.020
36.014,1.026
36.044,1.018
36.074,1.021
36.104,1.020
36.134,1.014
36.164,1.015
36.194,1.017
36.224,1.015
36.254,1.018
36.284,1.024
36.314,1.021
36.344,1.016
36.374,1.021
36.404,1.008
36.434,1.023
36.464,1.020
36.494,1.016
36.524,1.020
36.554,1.016
36.584,1.015
36.614,1.021
36.644,1.019
36.674,1.018
36.704,1.016
36.734,1.018
36.764,1.017
36.794,1.016
36.824,1.019
36.854,1.021
36.884,1.018
36.914,1.018
36.944,1.020
36.974,1.015
37.004,1.016
37.034,1.005
37.064,1.023
37.094,1.026
37.124,1.014
37.154,1.017
37.184,1.018
37.214,1.013
37.244,1.020
37.274,1.020
37.304,1.019
37.334,1.022
37.364,1.013
37.394,1.018
37.424,1.017
37.454,1.020
37.484,1.020
37.514,1.018
37.544,1.021
37.574,1.020
37.604,1.021
37.634,1.017
37.664,1.016
37.694,1.019
37.724,1.018
37.754,1.022
37.784,1.016
37.814,1.016
37.844,1.018
37.874,1.018
37.904,1.018
37.934,1.020
37.964,1.016
37.994,1.018
38.024,1.013
38.054,1.014
38.084,1.018
38.114,1.022
38.144,1.017
38.174,1.018
38.204,1.020
38.234,1.022
38.264,1.020
38.294,1.012
38.324,1.012
38.354,1.016
38.384,1.014
38.414,1.020
38.444,1.010
38.474,1.015
38.504,1.020
38.534,1.021
38.564,1.020
38.594,1.011
38.624,1.021
38.654,1.013
38.684,1.009
38.714,1.013
38.744,1.017
38.774,1.018
38.804,1.021
38.834,1.019
38.864,1.023
38.894,1.020
38.924,1.014
38.954,1.021
38.984,1.026
39.014,1.017
39.044,1.020
39.074,1.015
39.104,1.013
39.134,1.020
39.164,1.023
39.194,1.019
39.224,1.015
39.254,1.014
39.284,1.015
39.314,1.016
39.344,1.016
39.374,1.018
39.404,1.012
39.434,1.020
39.464,1.019
39.494,1.021
39.524,1.016
39.554,1.008
39.584,1.019
39.614,1.015
39.644,1.018
39.674,1.018
39.704,1.008
39.734,1.013
39.764,1.021
39.794,1.025
39.824,1.029
39.854,1.013
39.884,1.025
39.914,1.013
39.944,1.016
39.974,1.022
40.004,1.018
40.034,1.013
40.064,1.018
40.094,1.021
40.124,1.017
40.154,1.015
40.184,1.019
40.214,1.024
40.244,1.020
40.274,1.022
40.304,1.015
40.334,1.012
40.364,1.013
40.394,1.024
40.424,1.015
40.454,1.027
40.484,1.015
40.514,1.021
40.544,1.012
40.574,1.017
40.604,1.020
40.634,1.016
40.664,1.016
40.694,1.018
40.724,1.026
40.754,1.020
40.784,1.018
40.814,1.024
40.844,1.005
40.874,1.020
40.904,1.023
40.934,1.018
40.964,1.018
40.994,1.012
41.024,1.018
41.054,1.024
41.084,1.015
41.114,1.019
41.144,1.021
41.174,1.010
41.204,1.016
41.234,1.017
41.264,1.020
41.294,1.020
41.324,1.019
41.354,1.019
41.384,1.013
41.414,1.019
41.444,1.017
41.474,1.011
41.504,1.025
41.534,1.015
41.564,1.017
41.594,1.021
41.624,1.014
41.654,1.015
41.684,1.024
41.714,1.019
41.744,1.021
41.774,1.015
41.804,1.015
41.834,1.015
41.864,1.017
41.894,1.022
41.924,1.021
41.954,1.021
41.984,1.019
42.014,1.016
42.044,1.015
42.074,1.012
42.104,1.020
42.134,1.023
42.164,1.012
42.194,1.015
42.224,1.016
42.254,1.021
42.284,1.020
42.314,1.016
42.344,1.020
42.374,1.018
42.404,1.014
42.434,1.015
42.464,1.018
42.494,1.013
42.524,1.020
42.554,1.026
42.584,1.023
42.614,1.020
42.644,1.015
42.674,1.016
42.704,1.010
42.734,1.017
42.764,1.020
42.794,1.010
42.824,1.016
42.854,1.020
42.884,1.019
42.914,1.024
42.944,1.023
42.974,1.020
43.004,1.019
43.034,1.019
43.064,1.019
43.094,1.018
43.124,1.018
43.154,1.016
43.184,1.021
43.214,1.021
43.244,1.019
43.274,1.026
43.304,1.024
43.334,1.021
43.364,1.015
43.394,1.019
43.424,1.010
43.454,1.019
43.484,1.023
43.514,1.015
43.544,1.015
43.574,1.021
43.604,1.016
43.634,1.021
43.664,1.011
43.694,1.021
43.724,1.010
43.754,1.019
43.784,1.020
43.814,1.028
43.844,1.018
43.874,1.021
43.904,1.024
43.934,1.016
43.964,1.017
43.994,1.020
44.024,1.010
44.054,1.014
44.084,1.024
44.114,1.015
44.144,1.030
44.174,1.018
44.204,1.015
44.234,1.014
44.264,1.015
44.294,1.016
44.324,1.016
44.354,1.022
44.384,1.021
44.414,1.023
44.444,1.020
44.474,1.016
44.504,1.026
44.534,1.010
44.564,1.020
44.594,1.018
44.624,1.017
44.654,1.015
44.684,1.017
44.714,1.021
44.744,1.024
44.774,1.015
44.804,1.021
44.834,1.020
44.864,1.015
44.894,1.017
44.924,1.017
44.954,1.020
44.984,1.018
45.014,1.022
45.044,1.021
45.074,1.020
45.104,1.027
45.134,1.010
45.164,1.023
45.194,1.018
45.224,1.016
45.254,1.022
45.284,1.018
45.314,1.019
45.344,1.024
45.374,1.018
45.404,1.018
45.434,1.020
45.464,1.016
45.494,1.013
45.524,1.020
45.554,1.017
45.584,1.018
45.614,1.028
45.644,1.017
45.674,1.022
45.704,1.023
45.734,1.008
45.764,1.026
45.794,1.020
45.824,1.014
45.854,1.021
45.884,1.017
45.914,1.022
45.944,1.027
45.974,1.015
46.004,1.021
46.034,1.021
46.064,1.013
46.094,1.016
46.124,1.019
46.154,1.018
46.184,1.016
46.214,1.025
46.244,1.019
46.274,1.014
46.304,1.021
46.334,1.010
46.364,1.021
46.394,1.021
46.424,1.012
46.454,1.017
46.484,1.019
46.514,1.020
46.544,1.028
46.574,1.016
46.604,1.020
46.634,1.020
46.664,1.009
46.694,1.016
46.724,1.018
46.754,1.018
46.784,1.018
46.814,1.021
46.844,1.019
46.874,1.015
46.904,1.021
46.934,1.017
46.964,1.017
46.994,1.021
47.024,1.010
47.054,1.020
47.084,1.018
47.114,1.015
47.144,1.026
47.174,1.015
47.204,1.019
47.234,1.018
47.264,1.015
47.294,1.019
47.324,1.018
47.354,1.017
47.384,1.018
47.414,1.022
47.444,1.021
47.474,1.024
47.504,1.024
47.534,1.018
47.564,1.024
47.594,1.011
47.624,1.011
47.654,1.020
47.684,1.021
47.714,1.017
47.744,1.015
47.774,1.018
47.804,1.019
47.834,1.018
47.864,1.015
47.894,1.020
47.924,1.018
47.954,1.015
47.984,1.021
48.014,1.016
48.044,1.013
48.074,1.020
48.104,1.013
48.134,1.025
48.164,1.022
48.194,1.013
48.224,1.016
48.254,1.021
48.284,1.017
48.314,1.027
48.344,1.015
48.374,1.021
48.404,1.012
48.434,1.014
48.464,1.020
48.494,1.015
48.524,1.019
48.554,1.021
48.584,1.021
48.614,1.008
48.644,1.018
48.674,1.013
48.704,1.015
48.734,1.027
48.764,1.017
48.794,1.020
48.824,1.013
48.854,1.018
48.884,1.020
48.914,1.018
48.944,1.022
48.974,1.023
49.004,1.013
49.034,1.018
49.064,1.017
49.094,1.017
49.124,1.020
49.154,1.023
49.184,1.016
49.214,1.013
49.244,1.015
49.274,1.015
49.304,1.019
49.334,1.027
49.364,1.018
49.394,1.015
49.424,1.021
49.454,1.017
49.484,1.015
49.514,1.034
49.544,1.020
49.574,1.021
49.604,1.015
49.634,1.015
49.664,1.018
49.694,1.020
49.724,1.018
49.754,1.017
49.784,1.022
49.814,1.020
49.844,1.021
49.874,1.021
49.904,1.014
49.934,1.028
49.964,1.014
49.994,1.020
50.024,1.020
50.054,1.015
50.084,1.017
50.114,1.027
50.144,1.016
50.174,1.020
50.204,1.015
50.234,1.017
50.264,1.021
50.294,1.021
50.324,1.018
50.354,1.022
50.384,1.019
50.414,1.018
50.444,1.017
50.474,1.013
50.504,1.015
50.534,1.011
50.564,1.022
50.594,1.016
50.624,1.019
50.654,1.016
50.684,1.016
50.714,1.020
50.744,1.023
50.774,1.016
50.804,1.020
50.834,1.015
50.864,1.012
50.894,1.018
50.924,1.020
50.954,1.022
50.984,1.020
51.014,1.021
51.044,1.020
51.074,1.022
51.104,1.010
51.134,1.016
51.164,1.015
51.194,1.017
51.224,1.025
51.254,1.013
51.284,1.014
51.314,1.020
51.344,1.021
51.374,1.021
51.404,1.020
51.434,1.014
51.464,1.018
51.494,1.018
51.524,1.015
51.554,1.014
51.584,1.020
51.614,1.018
51.644,1.020
51.674,1.024
51.704,1.015
51.734,1.012
51.764,1.014
51.794,1.016
51.824,1.017
51.854,1.019
51.884,1.014
51.914,1.017
51.944,1.018
51.974,1.021
52.004,1.021
52.034,1.016
52.064,1.020
52.094,1.020
52.124,1.015
52.154,1.019
52.184,1.018
52.214,1.015
52.244,1.016
52.274,1.021
52.304,1.022
52.334,1.015
52.364,1.027
52.394,1.017
52.424,1.021
52.454,1.025
52.484,1.010
52.514,1.015
52.544,1.021
52.574,1.018
52.604,1.014
52.634,1.021
52.664,1.022
52.694,1.021
52.724,1.016
52.754,1.019
52.784,1.020
52.814,1.015
52.844,1.021
52.874,1.021
52.904,1.020
52.934,1.016
52.964,1.020
52.994,1.026
53.024,1.016
53.054,1.019
53.084,1.020
53.114,1.014
53.144,1.017
53.174,1.020
53.204,1.012
53.234,1.021
53.264,1.019
53.294,1.021
53.324,1.017
53.354,1.018
53.384,1.021
53.414,1.013
53.444,1.014
53.474,1.024
53.504,1.026
53.534,1.018
53.564,1.022
53.594,1.020
53.624,1.017
53.654,1.021
53.684,1.018
53.714,1.013
53.744,1.010
53.774,1.015
53.804,1.021
53.834,1.025
53.864,1.018
53.894,1.021
53.924,1.016
53.954,1.015
53.984,1.017
54.014,1.015
54.044,1.015
54.074,1.021
54.104,1.022
54.134,1.020
54.164,1.020
54.194,1.023
54.224,1.008
54.254,1.021
54.284,1.022
54.314,1.017
54.344,1.020
54.374,1.017
54.404,1.014
54.434,1.028
54.464,1.018
54.494,1.021
54.524,1.021
54.554,1.013
54.584,1.018
54.614,1.023
54.644,1.018
54.674,1.018
54.704,1.022
54.734,1.021
54.764,1.021
54.794,1.023
54.824,1.007
54.854,1.023
54.884,1.020
54.914,1.013
54.944,1.023
54.974,1.018
55.004,1.019
55.034,1.022
55.064,1.018
55.094,1.018
55.124,1.018
55.154,1.015
55.184,1.018
55.214,1.020
55.244,1.020
55.274,1.021
55.304,1.021
55.334,1.021
55.364,1.017
55.394,1.018
55.424,1.012
55.454,1.015
55.484,1.024
55.514,1.012
55.544,1.017
55.574,1.017
55.604,1.018
55.634,1.024
55.664,1.013
55.694,1.020
55.724,1.017
55.754,1.013
55.784,1.015
55.814,1.020
55.844,1.018
55.874,1.020
55.904,1.020
55.934,1.019
55.964,1.021
55.994,1.011
56.024,1.016
56.054,1.013
56.084,1.018
56.114,1.024
