df_hash,22ZHK4.AG46P6
250.034,1.024
250.064,1.026
250.094,1.025
250.124,1.029
250.154,1.029
250.184,1.026
250.214,1.020
250.244,1.022
250.274,1.023
250.304,1.017
250.334,1.028
250.364,1.023
250.394,1.029
250.424,1.027
250.454,1.026
250.484,1.025
250.514,1.021
250.544,1.025
250.574,1.025
250.604,1.017
250.634,1.022
250.664,1.029
250.694,1.021
250.724,1.026
250.754,1.026
250.784,1.021
250.814,1.026
250.844,1.028
250.874,1.024
250.904,1.022
250.934,1.021
250.964,1.022
250.994,1.026
251.024,1.019
251.054,1.033
251.084,1.026
251.114,1.028
251.144,1.025
251.174,1.023
251.204,1.022
251.234,1.021
251.264,1.027
251.294,1.025
251.324,1.025
251.354,1.025
251.384,1.025
251.414,1.023
251.444,1.021
251.474,1.022
251.504,1.025
251.534,1.029
251.564,1.023
251.594,1.023
251.624,1.024
251.654,1.028
251.684,1.023
251.714,1.029
251.744,1.024
251.774,1.013
251.804,1.019
251.834,1.022
251.864,1.021
251.894,1.031
251.924,1.027
251.954,1.023
251.984,1.023
252.014,1.023
252.044,1.025
252.074,1.025
252.104,1.021
252.134,1.024
252.164,1.021
252.194,1.024
252.224,1.026
252.254,1.021
252.284,1.030
252.314,1.023
252.344,1.026
252.374,1.022
252.404,1.019
252.434,1.022
252.464,1.030
252.494,1.021
252.524,1.030
252.554,1.021
252.584,1.021
252.614,1.022
252.644,1.024
252.674,1.022
252.704,1.030
252.734,1.023
252.764,1.026
252.794,1.020
252.824,1.018
252.854,1.037
252.884,1.018
252.914,1.021
252.944,1.021
252.974,1.026
253.004,1.021
253.034,1.030
253.064,1.027
253.094,1.026
253.124,1.023
253.154,1.024
253.184,1.021
253.214,1.032
253.244,1.026
253.274,1.026
253.304,1.031
253.334,1.018
253.364,1.022
253.394,1.019
253.424,1.038
253.454,1.037
253.484,1.033
253.514,1.024
253.544,1.009
253.574,1.015
253.604,1.013
253.634,1.014
253.664,1.017
253.694,1.028
253.724,1.033
253.754,1.030
253.784,1.056
253.814,1.050
253.844,1.036
253.874,1.037
253.904,1.020
253.934,1.018
253.964,1.030
253.994,1.031
254.024,1.041
254.054,1.032
254.084,1.028
254.114,1.028
254.144,1.039
254.174,1.040
254.204,1.043
254.234,1.053
254.264,1.030
254.294,1.032
254.324,1.032
254.354,1.052
254.384,1.034
254.414,1.007
254.444,1.027
254.474,1.024
254.504,1.030
254.534,1.033
254.564,1.064
254.594,1.026
254.624,1.037
254.654,1.025
254.684,1.039
254.714,1.046
254.744,1.020
254.774,1.031
254.804,1.062
254.834,1.056
254.864,1.062
254.894,1.047
254.924,1.017
254.954,1.038
254.984,1.047
255.014,1.048
255.044,1.043
255.074,1.034
255.104,1.050
255.134,1.029
255.164,1.014
255.194,1.050
255.224,1.042
255.254,1.052
255.284,1.053
255.314,1.046
255.344,1.059
255.374,1.059
255.404,1.076
255.434,1.077
255.464,1.042
255.494,1.053
255.524,1.044
255.554,1.030
255.584,1.042
255.614,1.040
255.644,1.073
255.674,1.074
255.704,1.073
255.734,1.054
255.764,1.043
255.794,1.071
255.824,1.058
255.854,1.055
255.884,1.061
255.914,1.074
255.944,1.070
255.974,1.039
256.004,1.043
256.034,1.057
256.064,1.067
256.094,1.027
256.124,1.053
256.154,1.053
256.184,1.004
256.214,1.007
256.244,1.057
256.274,1.046
256.304,1.047
256.334,1.035
256.364,1.033
256.394,1.040
256.424,1.030
256.454,1.027
256.484,1.021
256.514,1.087
256.544,1.045
256.574,1.034
256.604,1.029
256.634,1.088
256.664,1.063
256.694,1.053
256.724,1.068
256.754,1.072
256.784,1.037
256.814,1.052
256.844,1.081
256.874,1.041
256.904,1.042
256.934,1.063
256.964,1.075
256.994,1.045
257.024,1.049
257.054,1.029
257.084,1.047
257.114,1.070
257.144,1.055
257.174,1.072
257.204,1.049
257.234,1.055
257.264,1.047
257.294,1.092
257.324,1.076
257.354,1.071
257.384,1.058
257.414,1.056
257.444,1.062
257.474,1.054
257.504,1.070
257.534,1.057
257.564,1.055
257.594,1.067
257.624,1.067
257.654,1.050
257.684,1.037
257.714,1.053
257.744,1.071
257.774,1.070
257.804,1.054
257.834,1.060
257.864,1.063
257.894,1.079
257.924,1.056
257.954,1.047
257.984,1.055
258.014,1.067
258.044,1.068
258.074,1.062
258.104,1.055
258.134,1.050
258.164,1.063
258.194,1.063
258.224,1.055
258.254,1.077
258.284,1.055
258.314,1.062
258.344,1.056
258.374,1.055
258.404,1.063
258.434,1.075
258.464,1.054
258.494,1.065
258.524,1.064
258.554,1.058
258.584,1.062
258.614,1.071
258.644,1.052
258.674,1.057
258.704,1.058
258.734,1.060
258.764,1.081
258.794,1.055
258.824,1.047
258.854,1.060
258.884,1.062
258.914,1.058
258.944,1.060
258.974,1.062
259.004,1.067
259.034,1.067
259.064,1.057
259.094,1.059
259.124,1.058
259.154,1.063
259.184,1.061
259.214,1.071
259.244,1.056
259.274,1.048
259.304,1.051
259.334,1.053
259.364,1.058
259.394,1.062
259.424,1.058
259.454,1.065
259.484,1.075
259.514,1.058
259.544,1.068
259.574,1.063
259.604,1.057
259.634,1.067
259.664,1.051
259.694,1.054
259.724,1.060
259.754,1.064
259.784,1.062
259.814,1.061
259.844,1.064
259.874,1.062
259.904,1.066
259.934,1.057
259.964,1.050
259.994,1.045
260.024,1.069
260.054,1.062
260.084,1.068
260.114,1.072
260.144,1.058
260.174,1.055
260.204,1.066
260.234,1.061
260.264,1.059
260.294,1.067
260.324,1.061
260.354,1.058
260.384,1.056
260.414,1.066
260.444,1.066
260.474,1.056
260.504,1.055
260.534,1.050
260.564,1.068
260.594,1.069
260.624,1.066
260.654,1.056
260.684,1.067
260.714,1.080
260.744,1.065
260.774,1.057
260.804,1.064
260.834,1.064
260.864,1.064
260.894,1.068
260.924,1.054
260.954,1.066
260.984,1.049
261.014,1.052
261.044,1.059
261.074,1.064
261.104,1.069
261.134,1.056
261.164,1.052
261.194,1.074
261.224,1.059
261.254,1.061
261.284,1.066
261.314,1.076
261.344,1.066
261.374,1.058
261.404,1.056
261.434,1.052
261.464,1.064
261.494,1.062
261.524,1.069
261.554,1.072
261.584,1.086
261.614,1.065
261.644,1.052
261.674,1.047
261.704,1.056
261.734,1.064
261.764,1.063
261.794,1.077
261.824,1.058
261.854,1.057
261.884,1.067
261.914,1.065
261.944,1.062
261.974,1.062
262.004,1.059
262.034,1.062
262.064,1.057
262.094,1.064
262.124,1.060
262.154,1.068
262.184,1.064
262.214,1.082
262.244,1.058
262.274,1.060
262.304,1.072
262.334,1.064
262.364,1.046
262.394,1.062
262.424,1.064
262.454,1.060
262.484,1.062
262.514,1.060
262.544,1.071
262.574,1.072
262.604,1.059
262.634,1.079
262.664,1.089
262.694,1.059
262.724,1.061
262.754,1.064
262.784,1.049
262.814,1.052
262.844,1.062
262.874,1.067
262.904,1.062
262.934,1.066
262.964,1.091
262.994,1.104
263.024,1.045
263.054,1.044
263.084,1.031
263.114,1.067
263.144,1.061
263.174,1.050
263.204,1.052
263.234,1.073
263.264,1.071
263.294,1.070
263.324,1.076
263.354,1.060
263.384,1.051
263.414,1.036
263.444,1.023
263.474,1.050
263.504,1.009
263.534,1.038
263.564,1.055
263.594,1.049
263.624,1.073
263.654,1.068
263.684,1.145
263.714,1.140
263.744,1.085
263.774,1.069
263.804,1.075
263.834,1.066
263.864,1.063
263.894,1.063
263.924,1.070
263.954,1.070
263.984,1.072
264.014,1.076
264.044,1.062
264.074,1.078
264.104,1.065
264.134,1.061
264.164,1.067
264.194,1.064
264.224,1.067
264.254,1.053
264.284,1.064
264.314,1.060
264.344,1.072
264.374,1.060
264.404,1.062
264.434,1.079
264.464,1.064
264.494,1.053
264.524,1.059
264.554,1.062
264.584,1.058
264.614,1.064
264.644,1.051
264.674,1.069
264.704,1.065
264.734,1.070
264.764,1.073
264.794,1.062
264.824,1.068
264.854,1.069
264.884,1.062
264.914,1.067
264.944,1.066
264.974,1.068
265.004,1.070
265.034,1.073
265.064,1.068
265.094,1.072
265.124,1.068
265.154,1.066
265.184,1.079
265.214,1.059
265.244,1.056
265.274,1.070
265.304,1.061
265.334,1.060
265.364,1.063
265.394,1.065
265.424,1.062
265.454,1.065
265.484,1.065
265.514,1.069
265.544,1.058
265.574,1.063
265.604,1.054
265.634,1.063
265.664,1.071
265.694,1.067
265.724,1.072
265.754,1.063
265.784,1.069
265.814,1.065
265.844,1.063
265.874,1.068
265.904,1.069
265.934,1.073
265.964,1.062
265.994,1.063
266.024,1.071
266.054,1.074
266.084,1.069
266.114,1.077
266.144,1.067
266.174,1.067
266.204,1.068
266.234,1.062
266.264,1.068
266.294,1.064
266.324,1.066
266.354,1.058
266.384,1.073
266.414,1.070
266.444,1.060
266.474,1.070
266.504,1.066
266.534,1.067
266.564,1.061
266.594,1.068
266.624,1.065
266.654,1.079
266.684,1.074
266.714,1.069
266.744,1.074
266.774,1.064
266.804,1.070
266.834,1.072
266.864,1.056
266.894,1.064
266.924,1.065
266.954,1.064
266.984,1.076
267.014,1.069
267.044,1.069
267.074,1.062
267.104,1.062
267.134,1.068
267.164,1.064
267.194,1.070
267.224,1.066
267.254,1.061
267.284,1.062
267.314,1.070
267.344,1.073
267.374,1.070
267.404,1.062
267.434,1.068
267.464,1.063
267.494,1.069
267.524,1.075
267.554,1.070
267.584,1.062
267.614,1.071
267.644,1.063
267.674,1.067
267.704,1.065
267.734,1.059
267.764,1.071
267.794,1.067
267.824,1.085
267.854,1.063
267.884,1.061
267.914,1.063
267.944,1.069
267.974,1.072
268.004,1.062
268.034,1.063
268.064,1.066
268.094,1.073
268.124,1.063
268.154,1.064
268.184,1.064
268.214,1.062
268.244,1.055
268.274,1.070
268.304,1.070
268.334,1.058
268.364,1.063
268.394,1.064
268.424,1.068
268.454,1.074
268.484,1.067
268.514,1.072
268.544,1.068
268.574,1.067
268.604,1.066
268.634,1.064
268.664,1.068
268.694,1.071
268.724,1.065
268.754,1.068
268.784,1.063
268.814,1.061
268.844,1.071
268.874,1.066
268.904,1.070
268.934,1.070
268.964,1.062
268.994,1.064
269.024,1.081
269.054,1.069
269.084,1.059
269.114,1.066
269.144,1.067
269.174,1.065
269.204,1.073
269.234,1.062
269.264,1.071
269.294,1.070
269.324,1.062
269.354,1.067
269.384,1.066
269.414,1.062
269.444,1.065
269.474,1.066
269.504,1.063
269.534,1.070
269.564,1.070
269.594,1.075
269.624,1.074
269.654,1.059
269.684,1.063
269.714,1.068
269.744,1.059
269.774,1.069
269.804,1.069
269.834,1.057
269.864,1.065
269.894,1.070
269.924,1.066
269.954,1.063
269.984,1.061
270.014,1.062
270.044,1.074
270.074,1.075
270.104,1.070
270.134,1.067
270.164,1.061
270.194,1.071
270.224,1.062
270.254,1.068
270.284,1.071
270.314,1.072
270.344,1.064
270.374,1.064
270.404,1.076
270.434,1.076
270.464,1.042
270.494,1.053
270.524,1.088
270.554,1.073
270.584,1.062
270.614,1.080
270.644,1.104
270.674,1.070
270.704,1.026
270.734,1.080
270.764,1.089
270.794,1.064
270.824,1.062
270.854,1.084
270.884,1.078
270.914,1.046
270.944,1.069
270.974,1.078
271.004,1.068
271.034,1.061
271.064,1.056
271.094,1.057
271.124,1.048
271.154,1.037
271.184,1.062
271.214,1.076
271.244,1.063
271.274,1.067
271.304,1.062
271.334,1.075
271.364,1.061
271.394,1.036
271.424,1.041
271.454,1.064
271.484,1.050
271.514,1.059
271.544,1.072
271.574,1.055
271.604,1.046
271.634,1.064
271.664,1.067
271.694,1.061
271.724,1.058
271.754,1.058
271.784,1.070
271.814,1.062
271.844,1.054
271.874,1.047
271.904,1.071
271.934,1.060
271.964,1.066
271.994,1.051
272.024,1.053
272.054,1.069
272.084,1.072
272.114,1.073
272.144,1.057
272.174,1.065
272.204,1.073
272.234,1.044
272.264,1.053
272.294,1.055
272.324,1.059
272.354,1.060
272.384,1.061
272.414,1.046
272.444,1.061
272.474,1.074
272.504,1.057
272.534,1.042
272.564,1.042
272.594,1.017
272.624,1.021
272.654,1.017
272.684,1.022
272.714,1.026
272.744,1.022
272.774,1.032
272.804,1.016
272.834,1.065
272.864,1.087
272.894,1.106
272.924,1.084
272.954,1.090
272.984,1.122
273.014,1.171
273.044,1.114
273.074,1.074
273.104,1.038
273.134,1.009
273.164,1.018
273.194,1.012
273.224,1.026
273.254,1.040
273.284,1.086
273.314,1.093
273.344,1.096
273.374,1.076
273.404,1.021
273.434,0.970
273.464,1.033
273.494,1.062
273.524,1.062
273.554,1.095
273.584,1.097
273.614,1.075
273.644,1.021
273.674,1.046
273.704,1.051
273.734,1.038
273.764,1.064
273.794,1.072
273.824,1.046
273.854,1.060
273.884,1.070
273.914,1.061
273.944,1.061
273.974,1.058
274.004,1.063
274.034,1.069
274.064,1.062
274.094,1.070
274.124,1.062
274.154,1.067
274.184,1.060
274.214,1.052
274.244,1.062
274.274,1.063
274.304,1.068
274.334,1.064
274.364,1.074
274.394,1.064
274.424,1.052
274.454,1.058
274.484,1.070
274.514,1.070
274.544,1.062
274.574,1.058
274.604,1.064
274.634,1.061
274.664,1.064
274.694,1.058
274.724,1.071
274.754,1.061
274.784,1.064
274.814,1.063
274.844,1.062
274.874,1.054
274.904,1.071
274.934,1.069
274.964,1.062
274.994,1.060
275.024,1.055
275.054,1.055
275.084,1.061
275.114,1.073
275.144,1.069
275.174,1.061
275.204,1.061
275.234,1.062
275.264,1.062
275.294,1.056
275.324,1.069
275.354,1.062
275.384,1.062
275.414,1.063
275.444,1.062
275.474,1.060
275.504,1.082
275.534,1.070
275.564,1.062
275.594,1.060
275.624,1.054
275.654,1.061
275.684,1.066
275.714,1.061
275.744,1.063
275.774,1.067
275.804,1.057
275.834,1.059
275.864,1.062
275.894,1.067
275.924,1.060
275.954,1.056
275.984,1.067
276.014,1.062
276.044,1.060
276.074,1.062
276.104,1.071
276.134,1.067
276.164,1.057
276.194,1.061
276.224,1.065
276.254,1.067
276.284,1.063
276.314,1.069
276.344,1.070
276.374,1.060
276.404,1.062
276.434,1.057
276.464,1.062
276.494,1.075
276.524,1.074
276.554,1.074
276.584,1.063
276.614,1.072
276.644,1.066
276.674,1.060
276.704,1.060
276.734,1.067
276.764,1.068
276.794,1.070
276.824,1.060
276.854,1.062
276.884,1.065
276.914,1.060
276.944,1.062
276.974,1.047
277.004,1.059
277.034,1.070
277.064,1.064
277.094,1.062
277.124,1.054
277.154,1.066
277.184,1.055
277.214,1.052
277.244,1.062
277.274,1.063
277.304,1.072
277.334,1.068
277.364,1.056
277.394,1.062
277.424,1.070
277.454,1.073
277.484,1.071
277.514,1.075
277.544,1.057
277.574,1.054
277.604,1.066
277.634,1.063
277.664,1.039
277.694,1.057
277.724,1.059
277.754,1.040
277.784,1.060
277.814,1.060
277.844,1.055
277.874,1.056
277.904,1.052
277.934,1.057
277.964,1.063
277.994,1.048
278.024,1.046
278.054,1.066
278.084,1.059
278.114,1.040
278.144,1.076
278.174,1.071
278.204,1.047
278.234,1.068
278.264,1.077
278.294,1.055
278.324,1.061
278.354,1.062
278.384,1.074
278.414,1.083
278.444,1.078
278.474,1.074
278.504,1.066
278.534,1.069
278.564,1.065
278.594,1.076
278.624,1.068
278.654,1.070
278.684,1.072
278.714,1.066
278.744,1.056
278.774,1.062
278.804,1.060
278.834,1.060
278.864,1.073
278.894,1.052
278.924,1.061
278.954,1.062
278.984,1.068
279.014,1.070
279.044,1.066
279.074,1.062
279.104,1.074
279.134,1.057
279.164,1.070
279.194,1.074
279.224,1.071
279.254,1.067
279.284,1.055
279.314,1.065
279.344,1.068
279.374,1.062
279.404,1.070
279.434,1.053
279.464,1.069
279.494,1.087
279.524,1.050
279.554,1.074
279.584,1.070
279.614,1.063
279.644,1.051
279.674,1.075
279.704,1.088
279.734,1.053
279.764,1.070
279.794,1.074
279.824,1.074
279.854,1.059
279.884,1.059
279.914,1.081
279.944,1.062
279.974,1.064
280.004,1.062
280.034,1.051
280.064,1.051
280.094,1.066
280.124,1.066
280.154,1.046
280.184,1.048
280.214,1.041
280.244,1.039
280.274,1.027
280.304,1.046
280.334,1.066
280.364,1.051
280.394,1.062
280.424,1.079
280.454,1.077
280.484,1.095
280.514,1.053
280.544,1.097
280.574,1.078
280.604,1.080
280.634,1.080
280.664,1.083
280.694,1.089
280.724,1.101
280.754,1.104
280.784,1.086
280.814,1.087
280.844,1.069
280.874,1.089
280.904,1.088
280.934,1.087
280.964,1.088
280.994,1.082
281.024,1.067
281.054,1.081
281.084,1.082
281.114,1.077
281.144,1.088
281.174,1.070
281.204,1.073
281.234,1.071
281.264,1.060
281.294,1.072
281.324,1.083
281.354,1.070
281.384,1.070
281.414,1.070
281.444,1.070
281.474,1.072
281.504,1.071
281.534,1.070
281.564,1.075
281.594,1.074
281.624,1.073
281.654,1.072
281.684,1.072
281.714,1.074
281.744,1.072
281.774,1.076
281.804,1.073
281.834,1.081
281.864,1.083
281.894,1.069
281.924,1.078
281.954,1.080
281.984,1.081
282.014,1.060
282.044,1.055
282.074,1.074
282.104,1.075
282.134,1.073
282.164,1.074
282.194,1.078
282.224,1.075
282.254,1.079
282.284,1.079
282.314,1.077
282.344,1.076
282.374,1.073
282.404,1.072
282.434,1.076
282.464,1.072
282.494,1.083
282.524,1.073
282.554,1.071
282.584,1.079
282.614,1.071
282.644,1.077
282.674,1.063
282.704,1.072
282.734,1.075
282.764,1.075
282.794,1.071
282.824,1.070
282.854,1.084
282.884,1.080
282.914,1.078
282.944,1.079
282.974,1.062
283.004,1.081
283.034,1.066
283.064,1.081
283.094,1.084
283.124,1.071
283.154,1.082
283.184,1.071
283.214,1.062
283.244,1.086
283.274,1.064
283.304,1.065
283.334,1.062
283.364,1.068
283.394,1.069
283.424,1.069
283.454,1.069
283.484,1.073
283.514,1.071
283.544,1.062
283.574,1.078
283.604,1.069
283.634,1.064
283.664,1.086
283.694,1.077
283.724,1.078
283.754,1.083
283.784,1.077
283.814,1.086
283.844,1.090
283.874,1.099
283.904,1.083
283.934,1.106
283.964,1.081
283.994,1.072
284.024,1.082
284.054,1.072
284.084,1.056
284.114,1.068
284.144,1.062
284.174,1.069
284.204,1.052
284.234,1.060
284.264,1.077
284.294,1.068
284.324,1.063
284.354,1.056
284.384,1.050
284.414,1.054
284.444,1.082
284.474,1.064
284.504,1.060
284.534,1.071
284.564,1.080
284.594,1.078
284.624,1.062
284.654,1.089
284.684,1.064
284.714,1.062
284.744,1.105
284.774,1.107
284.804,1.069
284.834,1.083
284.864,1.060
284.894,1.062
284.924,1.069
284.954,1.056
284.984,1.056
285.014,1.067
285.044,1.056
285.074,1.063
285.104,1.058
285.134,1.063
285.164,1.062
285.194,1.062
285.224,1.056
285.254,1.062
285.284,1.051
285.314,1.044
285.344,1.058
285.374,1.062
285.404,1.062
285.434,1.053
285.464,1.078
285.494,1.062
285.524,1.072
285.554,1.082
285.584,1.076
285.614,1.066
285.644,1.074
285.674,1.076
285.704,1.066
285.734,1.061
285.764,1.070
285.794,1.081
285.824,1.079
285.854,1.072
285.884,1.062
285.914,1.065
285.944,1.065
285.974,1.065
286.004,1.074
286.034,1.070
286.064,1.071
286.094,1.063
286.124,1.064
286.154,1.071
286.184,1.061
286.214,1.061
286.244,1.076
286.274,1.074
286.304,1.064
286.334,1.071
286.364,1.074
286.394,1.079
286.424,1.063
286.454,1.070
286.484,1.069
286.514,1.079
286.544,1.062
286.574,1.067
286.604,1.075
286.634,1.069
286.664,1.079
286.694,1.071
286.724,1.058
286.754,1.067
286.784,1.073
286.814,1.069
286.844,1.071
286.874,1.068
286.904,1.067
286.934,1.073
286.964,1.072
286.994,1.063
287.024,1.065
287.054,1.065
287.084,1.064
287.114,1.078
287.144,1.063
287.174,1.067
287.204,1.068
287.234,1.074
287.264,1.081
287.294,1.080
287.324,1.058
287.354,1.077
287.384,1.070
287.414,1.062
287.444,1.071
287.474,1.070
287.504,1.066
287.534,1.072
287.564,1.079
287.594,1.081
287.624,1.074
287.654,1.071
287.684,1.070
287.714,1.065
287.744,1.066
287.774,1.070
287.804,1.076
287.834,1.065
287.864,1.078
287.894,1.069
287.924,1.071
287.954,1.073
287.984,1.069
288.014,1.074
288.044,1.074
288.074,1.063
288.104,1.068
288.134,1.074
288.164,1.078
288.194,1.071
288.224,1.076
288.254,1.062
288.284,1.069
288.314,1.084
288.344,1.079
288.374,1.070
288.404,1.071
288.434,1.076
288.464,1.072
288.494,1.072
288.524,1.067
288.554,1.070
288.584,1.078
288.614,1.073
288.644,1.073
288.674,1.079
288.704,1.071
288.734,1.073
288.764,1.065
288.794,1.059
288.824,1.066
288.854,1.072
288.884,1.080
288.914,1.091
288.944,1.069
288.974,1.062
289.004,1.064
289.034,1.067
289.064,1.086
289.094,1.067
289.124,1.073
289.154,1.070
289.184,1.079
289.214,1.082
289.244,1.077
289.274,1.069
289.304,1.061
289.334,1.067
289.364,1.077
289.394,1.083
289.424,1.070
289.454,1.063
289.484,1.076
289.514,1.084
289.544,1.097
289.574,1.108
289.604,1.144
289.634,1.115
289.664,1.063
289.694,1.058
289.724,1.048
289.754,1.060
289.784,1.047
289.814,1.059
289.844,1.091
289.874,1.062
289.904,1.090
289.934,1.102
289.964,1.061
289.994,1.077
290.024,1.059
290.054,1.011
290.084,1.046
290.114,1.096
290.144,1.097
290.174,1.092
290.204,1.092
290.234,1.080
290.264,1.047
290.294,1.031
290.324,1.062
290.354,1.067
290.384,1.054
290.414,1.072
290.444,1.072
290.474,1.068
290.504,1.080
290.534,1.079
290.564,1.067
290.594,1.073
290.624,1.052
290.654,1.055
290.684,1.061
290.714,1.070
290.744,1.077
290.774,1.083
290.804,1.063
290.834,1.059
290.864,1.072
290.894,1.067
290.924,1.053
290.954,1.067
290.984,1.100
291.014,1.096
291.044,1.057
291.074,1.055
291.104,1.064
291.134,1.055
291.164,1.064
291.194,1.083
291.224,1.077
291.254,1.062
291.284,1.092
291.314,1.081
291.344,1.059
291.374,1.074
291.404,1.095
291.434,1.074
291.464,1.076
291.494,1.073
291.524,1.062
291.554,1.063
291.584,1.096
291.614,1.076
291.644,1.071
291.674,1.065
291.704,1.063
291.734,1.076
291.764,1.105
291.794,1.076
291.824,1.089
291.854,1.075
291.884,1.034
291.914,1.063
291.944,1.082
291.974,1.060
292.004,1.061
292.034,1.070
292.064,1.080
292.094,1.064
292.124,1.063
292.154,1.074
292.184,1.061
292.214,1.062
292.244,1.069
292.274,1.067
292.304,1.058
292.334,1.076
292.364,1.063
292.394,1.060
292.424,1.082
292.454,1.068
292.484,1.059
292.514,1.069
292.544,1.062
292.574,1.058
292.604,1.076
292.634,1.081
292.664,1.081
292.694,1.062
292.724,1.064
292.754,1.073
292.784,1.081
292.814,1.070
292.844,1.059
292.874,1.062
292.904,1.061
292.934,1.084
292.964,1.077
292.994,1.068
293.024,1.062
293.054,1.065
293.084,1.076
293.114,1.074
293.144,1.084
293.174,1.063
293.204,1.064
293.234,1.072
293.264,1.062
293.294,1.072
293.324,1.079
293.354,1.060
293.384,1.060
293.414,1.055
293.444,1.040
293.474,1.052
293.504,1.047
293.534,1.046
293.564,1.062
293.594,1.051
293.624,1.060
293.654,1.073
293.684,1.052
293.714,1.037
293.744,1.068
293.774,1.084
293.804,1.076
293.834,1.074
293.864,1.104
293.894,1.125
293.924,1.107
293.954,1.111
293.984,1.100
294.014,1.084
294.044,1.096
294.074,1.075
294.104,1.086
294.134,1.098
294.164,1.082
294.194,1.076
294.224,1.067
294.254,1.078
294.284,1.091
294.314,1.066
294.344,1.074
294.374,1.072
294.404,1.084
294.434,1.086
294.464,1.087
294.494,1.073
294.524,1.066
294.554,1.084
294.584,1.090
294.614,1.066
294.644,1.071
294.674,1.073
294.704,1.059
294.734,1.077
294.764,1.083
294.794,1.068
294.824,1.064
294.854,1.090
294.884,1.076
294.914,1.084
294.944,1.070
294.974,1.063
295.004,1.076
295.034,1.078
295.064,1.076
295.094,1.084
295.124,1.083
295.154,1.066
295.184,1.063
295.214,1.082
295.244,1.062
295.274,1.047
295.304,1.063
295.334,1.061
295.364,1.052
295.394,1.072
295.424,1.096
295.454,1.070
295.484,1.041
295.514,1.085
295.544,1.088
295.574,1.071
295.604,1.079
295.634,1.098
295.664,1.098
295.694,1.100
295.724,1.103
295.754,1.118
295.784,1.109
295.814,1.120
295.844,1.104
295.874,1.056
295.904,1.066
295.934,1.070
295.964,1.084
295.994,1.081
296.024,1.072
296.054,1.067
296.084,1.078
296.114,1.080
296.144,1.065
296.174,1.077
296.204,1.095
296.234,1.043
296.264,1.072
296.294,1.072
296.324,1.055
296.354,1.080
296.384,1.093
296.414,1.080
296.444,1.073
296.474,1.056
296.504,1.069
296.534,1.071
296.564,1.045
296.594,1.049
296.624,1.075
296.654,1.077
296.684,1.129
296.714,1.126
296.744,1.092
296.774,1.093
296.804,1.067
296.834,1.072
296.864,1.094
296.894,1.090
296.924,1.094
296.954,1.097
296.984,1.063
297.014,1.064
297.044,1.071
297.074,1.066
297.104,1.050
297.134,1.057
297.164,1.052
297.194,1.044
297.224,1.047
297.254,1.062
297.284,1.070
297.314,1.070
297.344,1.063
297.374,1.074
297.404,1.052
297.434,1.078
297.464,1.085
297.494,1.080
297.524,1.080
297.554,1.071
297.584,1.065
297.614,1.071
297.644,1.070
297.674,1.069
297.704,1.083
297.734,1.089
297.764,1.076
297.794,1.082
297.824,1.092
297.854,1.077
297.884,1.062
297.914,1.096
297.944,1.096
297.974,1.080
298.004,1.083
298.034,1.088
298.064,1.085
298.094,1.084
298.124,1.088
298.154,1.079
298.184,1.066
298.214,1.093
298.244,1.099
298.274,1.076
298.304,1.077
298.334,1.116
298.364,1.086
298.394,1.045
298.424,1.063
298.454,1.056
298.484,1.062
298.514,1.092
298.544,1.099
298.574,1.090
298.604,1.123
298.634,1.131
298.664,1.115
298.694,1.071
298.724,1.076
298.754,0.982
298.784,1.018
298.814,1.066
298.844,1.086
298.874,1.084
298.904,1.112
298.934,1.096
298.964,1.108
298.994,1.103
299.024,1.077
299.054,1.097
299.084,1.104
299.114,1.076
299.144,1.050
299.174,1.084
299.204,1.062
299.234,1.049
299.264,1.061
299.294,1.067
299.324,1.063
299.354,1.093
299.384,1.110
299.414,1.079
299.444,1.065
299.474,1.071
299.504,1.062
299.534,1.068
299.564,1.080
299.594,1.076
299.624,1.069
299.654,1.067
299.684,1.096
299.714,1.079
299.744,1.073
299.774,1.087
299.804,1.065
299.834,1.080
299.864,1.078
299.894,1.086
299.924,1.088
299.954,1.080
299.984,1.108
300.014,1.085
300.044,1.085
300.074,1.075
300.104,1.077
300.134,1.098
300.164,1.078
300.194,1.092
300.224,1.091
300.254,1.065
300.284,1.069
300.314,1.076
300.344,1.080
300.374,1.073
300.404,1.071
300.434,1.082
300.464,1.077
300.494,1.075
300.524,1.073
300.554,1.080
300.584,1.077
300.614,1.081
300.644,1.069
300.674,1.083
300.704,1.080
300.734,1.095
300.764,1.073
300.794,1.074
300.824,1.085
300.854,1.073
300.884,1.071
300.914,1.082
300.944,1.076
300.974,1.072
301.004,1.074
301.034,1.082
301.064,1.079
301.094,1.088
301.124,1.086
301.154,1.076
301.184,1.076
301.214,1.069
301.244,1.087
301.274,1.076
301.304,1.076
301.334,1.078
301.364,1.085
301.394,1.083
301.424,1.085
301.454,1.085
301.484,1.081
301.514,1.079
301.544,1.084
301.574,1.082
301.604,1.062
301.634,1.076
301.664,1.089
301.694,1.070
301.724,1.084
301.754,1.078
301.784,1.074
301.814,1.088
301.844,1.085
301.874,1.084
301.904,1.093
301.934,1.098
301.964,1.079
301.994,1.076
302.024,1.077
302.054,1.073
302.084,1.073
302.114,1.075
302.144,1.082
302.174,1.096
302.204,1.073
302.234,1.086
302.264,1.069
302.294,1.081
302.324,1.093
302.354,1.085
302.384,1.069
302.414,1.077
