df_hash,22ZHK4.AG46P6
429.833,98
431.041,98
431.919,98
432.825,98
434.015,98
434.892,98
435.819,98
436.988,98
437.866,98
438.792,101
439.962,101
440.906,102
441.766,102
443.180,102
443.862,102
444.811,102
445.959,102
446.836,101
447.740,100
448.986,99
449.812,98
450.687,97
451.910,97
452.784,97
453.710,97
454.880,97
456.053,97
456.684,97
457.854,97
458.780,97
459.660,97
460.828,97
461.802,98
462.631,99
463.804,100
464.727,100
465.653,100
466.824,99
467.994,97
468.579,95
469.797,93
470.675,92
471.609,91
472.871,90
473.720,90
474.575,90
475.745,90
476.671,90
477.582,90
478.742,90
479.668,89
480.766,89
481.692,88
482.914,88
483.497,89
484.715,90
485.592,91
486.474,92
487.692,93
488.566,94
489.448,94
490.958,95
491.550,96
492.466,97
493.832,98
494.514,98
495.440,99
496.610,99
497.536,98
498.421,98
499.588,98
500.559,98
501.388,98
502.610,98
503.485,98
504.369,98
505.580,98
506.458,101
507.384,101
508.554,100
509.431,100
510.358,100
511.552,95
512.405,97
513.334,90
514.501,94
515.428,94
516.305,93
517.475,94
518.401,93
519.279,93
