df_hash,22ZHK4.EG2MBW
320.909,695
321.836,775
322.568,790
323.399,815
324.228,815
324.955,835
325.785,805
326.615,830
327.298,740
327.442,760
327.445,180
327.591,20
328.222,10
328.807,525
329.635,805
330.513,820
331.341,835
331.594,845
332.184,255
332.999,560
334.563,840
335.632,1540
335.924,1200
337.436,225
338.264,1595
338.995,775
339.922,780
340.607,940
341.482,705
342.166,820
342.993,750
343.821,845
344.504,780
345.332,720
346.064,765
346.746,760
347.136,770
348.257,300
348.550,1230
349.086,270
349.784,480
350.500,790
351.865,645
352.547,1395
353.279,705
353.963,705
354.644,695
355.330,710
356.057,720
356.739,645
357.422,720
358.251,740
358.982,765
359.762,760
360.639,800
361.322,815
362.151,800
362.979,775
363.662,860
363.955,660
364.247,270
365.125,390
365.782,705
366.440,725
367.269,790
368.314,855
369.073,870
369.902,865
370.779,885
371.608,880
372.436,800
373.122,765
373.412,705
373.951,300
374.779,470
375.362,945
375.606,595
376.190,215
377.019,625
377.848,870
378.677,790
379.511,830
380.334,815
381.163,835
381.991,845
382.771,805
383.552,800
384.380,810
385.062,775
385.893,775
386.720,805
387.556,830
388.291,810
389.113,825
389.937,810
390.794,820
391.599,825
392.277,790
393.128,765
393.791,770
394.520,740
395.885,735
396.031,1345
396.038,200
396.567,15
397.301,565
398.273,665
398.852,1020
399.646,515
400.467,810
401.150,840
401.979,780
402.856,785
403.550,780
404.367,785
405.081,765
405.732,720
406.472,710
407.192,735
407.438,710
407.975,325
408.803,450
409.388,820
410.217,660
410.753,845
411.045,455
411.875,290
412.557,835
413.535,775
414.069,785
414.799,765
415.482,685
416.164,685
417.432,705
418.261,1285
418.943,830
419.771,735
420.601,765
421.283,810
422.112,750
422.989,785
423.671,855
424.354,675
424.646,820
425.037,260
425.914,455
426.743,825
427.989,755
428.702,1230
429.278,775
430.113,485
430.610,900
432.304,570
432.544,1675
433.519,240
434.640,1005
435.469,1180
435.762,850
435.769,245
436.200,10
437.029,435
437.277,725
438.424,285
439.225,1170
440.051,855
440.783,775
441.770,830
442.148,890
442.586,440
443.415,410
444.195,800
444.829,730
445.609,770
446.486,790
446.781,745
447.174,295
447.851,510
448.145,760
448.975,275
449.362,590
449.630,750
451.069,300
451.610,1205
452.287,620
452.580,720
453.091,180
453.703,445
453.958,765
454.676,200
455.419,690
455.505,710
456.195,210
456.238,645
456.577,10
457.018,375
457.310,340
457.570,415
458.339,285
459.405,500
460.916,1365
461.306,1555
462.427,380
463.137,1135
463.938,685
464.669,775
465.352,760
466.229,735
467.155,825
467.496,900
467.499,335
467.838,20
468.669,405
468.972,855
469.398,145
470.373,590
470.617,1155
471.935,605
472.030,805
473.542,860
474.370,770
475.946,795
476.613,1505
477.441,775
478.270,830
479.245,865
480.139,915
481.049,905
481.877,875
482.706,870
482.999,840
483.147,310
483.151,10
483.246,55
483.291,130
484.413,320
484.949,805
485.436,655
485.632,375
486.219,355
487.066,480
487.191,985
487.874,465
488.556,290
489.246,675
489.970,660
