df_hash,22ZHK4.EG2MBW
367.323,0.330
368.409,0.340
369.219,0.320
369.953,0.310
370.831,0.310
371.705,0.300
372.485,0.290
375.379,0.290
380.386,0.290
381.211,0.290
382.043,0.290
384.526,0.290
385.209,0.290
385.901,0.290
386.771,0.300
389.212,0.300
390.086,0.300
393.158,0.290
394.571,0.290
398.517,0.290
402.868,0.300
403.592,0.300
405.881,0.300
411.000,0.300
414.081,0.300
415.048,0.300
415.545,0.300
416.216,0.290
423.087,0.290
423.821,0.290
424.405,0.290
424.700,0.300
480.169,0.410
481.100,0.420
482.804,0.420
483.096,0.420
