df_hash,22ZHK4.EG2MBW
319.205,36.969
320.522,36.969
321.202,36.938
322.243,36.969
323.395,37.000
324.224,36.938
325.259,36.938
326.274,36.906
327.198,36.938
328.227,36.938
329.197,36.906
330.221,36.875
331.247,36.938
332.219,36.875
333.205,36.875
334.218,36.875
335.242,36.875
336.217,36.875
337.304,36.812
338.215,36.812
339.239,36.812
340.511,36.844
341.240,36.844
342.213,36.844
343.238,36.906
344.212,36.906
345.235,36.875
346.225,36.906
347.234,36.938
348.209,36.906
349.233,36.938
350.209,36.906
351.231,36.906
352.206,36.969
353.230,36.906
354.205,36.906
355.326,36.906
356.208,36.938
357.231,36.906
358.202,36.906
359.249,36.906
360.201,36.906
361.225,36.906
362.495,36.875
363.237,36.875
364.198,36.844
365.516,36.906
366.346,36.844
367.221,36.875
368.288,36.875
369.224,36.938
370.223,36.969
371.218,36.938
372.293,36.969
373.217,36.938
374.192,36.938
375.216,36.938
376.437,36.938
377.216,36.969
378.189,36.938
379.213,36.906
380.239,36.906
381.221,36.906
382.187,36.906
383.210,36.938
384.234,36.938
385.214,36.938
386.233,36.938
387.502,36.906
388.247,36.969
389.220,36.938
390.230,36.938
391.351,36.969
392.228,36.969
393.272,36.969
394.228,37.000
395.229,37.000
396.227,37.031
397.206,37.031
398.225,37.031
399.200,37.062
400.224,37.062
401.449,37.062
402.222,37.031
403.197,37.062
404.224,37.000
405.220,37.031
406.219,37.031
407.195,37.031
408.224,37.000
409.193,37.000
410.222,36.969
411.192,36.969
412.418,36.969
413.194,36.938
414.215,36.969
415.190,36.969
416.359,36.969
417.195,37.000
418.212,37.000
419.236,37.000
420.237,36.969
421.186,37.031
422.209,37.031
423.217,37.000
424.208,37.000
425.183,37.000
426.225,36.969
427.183,37.000
428.205,37.000
429.185,37.031
430.205,37.000
431.272,37.000
432.203,36.969
433.227,37.000
434.250,37.000
435.245,36.969
436.249,37.000
437.229,36.938
438.199,36.938
439.222,36.906
440.197,36.938
441.222,36.906
442.196,36.938
443.220,37.031
444.198,37.000
445.218,37.031
446.204,37.031
447.240,37.094
448.192,37.094
449.226,37.125
450.191,37.156
451.604,37.125
452.190,37.125
453.214,37.031
454.630,37.062
455.223,37.062
456.243,37.062
457.241,37.031
458.381,37.031
459.258,37.000
460.185,36.969
461.208,36.969
462.232,36.938
463.228,36.938
464.189,36.938
465.206,36.969
466.278,36.938
467.204,36.938
468.179,36.969
469.203,36.969
470.178,36.969
471.692,36.969
472.177,37.000
473.201,37.000
474.210,37.000
475.199,36.969
476.248,36.938
477.198,36.969
478.173,36.969
479.197,36.969
480.418,37.000
481.195,37.000
482.467,36.969
483.249,36.938
484.218,36.938
485.193,36.938
486.216,37.000
487.340,36.969
488.215,36.938
489.242,36.938
490.214,36.875
