df_hash,22ZHK4.0K8Q7Z
483.914,47
484.969,30
485.848,32
487.019,34
487.651,31
488.966,32
490.039,30
490.624,52
491.794,29
492.866,32
493.598,5
494.816,4
495.693,7
496.571,14
497.792,13
498.715,52
499.569,37
500.771,62
501.783,58
502.566,10
503.740,0
504.613,0
505.540,0
506.709,35
507.635,61
508.704,42
510.293,29
510.852,33
511.486,33
512.701,48
513.631,50
514.460,48
515.679,37
516.652,34
517.480,45
518.745,0
519.532,4
520.482,0
521.627,0
522.504,30
523.431,61
524.643,45
525.526,28
526.504,25
527.571,0
528.786,0
529.375,0
530.547,41
531.571,3
532.350,18
533.517,13
534.784,11
535.368,3
536.491,1
537.418,40
538.294,42
539.566,42
540.488,56
541.293,57
542.535,81
543.409,87
544.241,79
545.705,81
546.483,69
547.387,57
548.440,43
549.456,48
550.285,49
551.427,17
552.527,24
553.210,46
554.393,42
555.695,51
556.238,58
557.649,61
558.422,67
559.156,48
560.376,20
561.252,0
562.224,0
563.349,32
564.519,42
565.201,39
566.419,34
567.296,29
568.173,34
569.295,36
570.221,0
571.099,0
572.826,0
573.389,45
574.169,50
575.629,64
576.168,75
577.072,81
578.264,77
579.142,64
580.019,19
581.287,29
582.115,24
583.087,17
584.215,25
585.411,0
585.966,1
587.184,30
588.357,30
588.988,34
590.158,38
591.084,55
592.013,58
593.278,76
594.104,84
594.935,86
596.550,80
597.076,81
597.908,79
599.127,29
600.007,27
600.882,0
602.090,0
602.978,3
604.101,49
605.075,51
605.951,38
606.829,27
608.047,50
608.926,50
609.946,44
611.070,50
612.111,55
613.019,63
614.089,65
614.872,71
615.847,65
617.062,62
617.891,64
618.865,71
619.961,58
620.867,49
621.790,36
623.061,39
623.891,41
624.768,44
626.081,45
626.814,25
627.754,17
628.911,27
629.788,33
630.666,31
631.933,33
633.107,43
633.642,37
635.003,0
635.760,23
636.807,27
637.833,28
638.708,44
639.646,23
640.805,26
641.742,0
642.658,0
643.827,21
644.702,23
645.679,32
646.752,36
647.921,45
648.603,44
649.750,47
650.651,46
651.608,51
652.700,33
653.628,38
654.799,32
655.725,0
656.647,34
657.478,35
658.888,49
659.575,44
660.450,43
661.814,46
662.546,46
663.423,57
664.793,66
665.519,72
666.396,74
667.615,73
668.842,77
669.370,77
670.588,79
671.572,80
672.392,82
673.625,77
674.440,74
675.413,71
676.587,68
677.662,69
678.340,82
679.755,83
680.387,80
681.313,82
682.484,68
683.479,48
684.430,41
685.554,38
686.383,0
687.260,0
688.430,0
689.357,50
690.293,53
691.842,61
692.332,76
693.354,78
694.570,77
695.453,72
696.183,76
697.643,75
698.374,57
699.155,24
700.419,24
701.543,25
702.372,23
703.493,0
704.226,0
705.127,45
706.322,60
707.246,75
708.367,75
709.489,73
710.197,74
711.292,78
712.657,71
713.145,79
714.168,82
715.242,80
716.120,81
717.090,81
718.508,80
719.335,80
720.022,85
721.526,84
722.264,83
723.038,82
724.451,84
725.182,85
725.965,84
727.232,81
728.065,81
728.966,84
730.110,83
731.035,85
731.913,88
733.229,87
734.010,79
735.016,78
736.310,76
737.088,72
737.860,78
739.083,87
739.963,86
740.834,83
742.053,83
743.073,86
743.809,86
745.028,85
745.953,84
746.829,86
748.000,89
748.878,90
749.804,87
751.117,81
751.997,79
753.167,77
754.054,74
755.019,82
755.997,85
756.921,74
757.861,67
758.819,71
759.894,74
760.772,73
761.747,76
762.966,81
763.794,83
764.672,87
765.842,87
766.768,90
767.648,88
768.930,84
769.742,83
770.619,83
771.792,87
772.810,85
773.638,84
774.928,81
775.735,81
776.658,82
778.124,81
778.880,83
779.542,86
781.052,86
781.733,85
782.514,88
783.927,90
784.610,88
785.790,89
786.852,88
787.585,88
788.513,85
789.777,84
790.559,84
791.724,81
792.898,45
793.579,46
794.458,45
795.673,43
796.555,37
797.433,40
798.798,42
799.873,26
800.843,28
802.108,0
802.744,0
803.670,35
804.935,63
805.911,64
806.403,59
807.672,65
808.448,57
809.621,43
810.546,59
811.531,81
812.641,83
813.664,82
814.839,78
815.273,46
816.614,35
817.369,8
831.525,0
832.451,5
833.329,5
834.550,5
835.676,4
836.303,4
837.473,4
838.474,2
839.285,0
840.446,52
841.373,80
842.250,82
843.615,80
844.348,85
845.269,86
846.443,84
847.321,86
848.222,84
849.757,81
850.509,79
851.217,77
852.685,76
853.313,79
854.198,79
855.364,85
856.265,83
857.213,82
858.383,81
859.288,78
860.156,78
861.357,69
862.193,61
863.127,66
864.310,62
865.162,64
866.134,68
867.282,58
868.185,56
869.084,40
870.232,10
871.159,16
872.085,19
873.454,24
874.138,47
875.076,42
876.228,35
877.496,31
878.054,0
879.203,0
880.081,35
880.963,46
882.222,33
883.155,50
883.933,51
885.454,0
886.056,41
886.955,54
888.221,38
889.016,31
889.976,35
891.097,27
891.976,39
892.901,0
894.159,32
894.949,43
895.923,47
897.337,9
898.017,18
898.849,31
900.311,29
900.945,25
901.871,24
902.993,19
903.970,9
904.802,0
906.110,31
906.919,40
907.770,41
908.989,0
909.866,0
910.743,4
911.968,5
912.840,37
913.961,46
914.982,65
916.008,57
916.708,50
917.961,38
918.795,0
919.665,0
921.030,0
921.763,0
922.733,39
923.857,29
924.897,29
925.755,15
926.977,22
927.709,16
928.635,17
930.048,0
930.683,0
931.610,30
932.779,30
933.754,27
934.600,40
935.799,28
936.683,25
937.559,0
938.728,0
939.656,30
940.578,31
941.725,26
942.626,27
943.553,33
944.722,34
945.603,0
946.479,0
947.940,26
948.575,0
949.451,0
950.671,0
951.556,31
952.838,36
953.787,39
954.521,44
955.448,43
956.618,42
957.495,46
958.519,31
959.592,29
960.520,0
961.498,0
962.711,3
963.444,8
964.369,4
965.567,0
966.514,0
967.681,0
968.613,0
969.545,0
970.609,13
971.584,18
972.414,15
973.293,20
974.461,0
975.389,24
976.309,29
977.436,23
978.409,29
979.338,0
980.460,0
981.334,37
982.231,35
995.703,30
996.532,6
997.413,4
998.579,4
999.506,4
1000.385,4
1001.560,4
1002.530,0
1003.360,6
1004.576,0
1005.552,41
1006.333,46
1007.644,53
1008.477,44
1009.350,34
1010.523,37
1011.544,34
1012.279,39
1013.497,31
1014.375,0
1015.253,5
1016.471,0
1017.365,27
1018.251,26
1019.445,45
1020.346,53
1021.443,44
1022.512,48
1023.296,40
1024.222,38
1025.394,37
1026.377,38
1027.296,46
1028.412,50
1029.243,36
1030.222,29
1031.438,0
1032.318,0
1033.144,0
1034.314,32
1035.432,0
1036.213,0
1037.362,0
1038.231,2
1039.114,0
1040.262,33
1041.194,35
1042.110,47
1043.237,40
1044.161,41
1045.188,0
1046.260,3
1047.185,27
1048.015,0
1049.378,4
1050.209,0
1051.047,7
1052.253,11
1053.083,1
1053.960,1
1055.181,3
1056.080,10
1056.953,27
1058.247,27
1059.070,28
1059.957,38
1061.175,38
1062.009,35
1062.930,46
1064.343,47
1065.024,49
1065.931,42
1067.317,30
1068.014,46
1068.923,0
1070.048,0
1071.020,0
1071.903,40
1073.045,32
1073.993,52
1074.825,31
1076.049,40
1076.926,38
1077.848,30
1079.115,0
1079.902,0
1080.822,32
1081.992,34
1082.874,32
1083.747,31
1085.012,38
1085.843,25
1086.869,31
1088.034,31
1088.875,27
1089.935,0
1091.106,30
1091.793,29
1092.679,0
1093.888,0
1094.766,0
1095.699,0
1096.861,17
1097.835,17
1098.671,23
1099.929,33
1100.712,36
1101.687,32
1102.857,28
1103.688,24
1104.661,0
1106.027,6
1106.710,0
1107.730,4
1108.901,0
1109.682,45
1110.711,39
1111.779,39
1112.705,47
1113.534,46
1114.802,40
1115.653,32
1116.508,40
1117.726,26
1118.699,36
1119.481,22
1120.702,26
1121.580,34
1122.460,29
1123.725,28
1124.553,61
1125.433,53
1126.891,51
1127.527,43
1128.706,0
1129.622,0
1130.525,9
1131.480,12
1132.596,4
1133.621,1
1134.545,6
1135.627,36
1136.546,0
1137.519,0
1138.544,33
1139.763,34
1140.350,37
1141.568,41
1142.445,38
1143.321,28
1144.691,45
1145.505,0
1146.295,0
1147.514,0
1148.441,0
1149.322,6
1150.489,5
1151.365,0
1152.300,0
1153.605,16
1154.631,11
1155.266,8
1156.677,9
