df_hash,22ZHK4.0K8Q7Z
884.025,9
889.075,36
890.085,37
891.095,47
892.105,58
893.115,62
894.125,57
895.135,54
897.155,47
898.165,29
900.185,12
902.205,28
903.215,43
904.225,45
905.235,51
906.245,61
908.265,65
909.275,74
911.295,77
913.315,52
915.335,45
917.355,28
919.375,13
922.405,14
923.415,18
925.435,28
926.445,33
928.465,32
930.485,54
931.495,58
933.515,63
934.525,66
935.535,64
937.555,68
938.565,74
940.585,70
941.595,61
944.625,39
946.645,40
948.665,35
949.675,31
951.695,41
952.705,47
953.715,36
955.735,33
957.755,35
959.775,31
961.795,14
963.815,25
964.825,30
965.835,38
966.845,36
968.865,34
970.885,36
971.895,35
972.905,40
974.925,25
976.945,22
979.975,32
981.995,28
1048.013,97
1051.043,84
1052.053,69
1053.063,58
1054.073,55
1055.083,46
1056.093,43
1057.103,31
1059.123,33
1060.133,26
1061.143,27
1062.153,45
1064.173,52
1066.193,50
1068.213,40
1070.233,22
1071.243,1
1081.343,13
1082.353,20
1083.363,16
1084.373,11
1086.393,10
1088.413,1
1090.433,4
1094.473,3
1096.493,2
1103.563,15
1105.583,18
1106.593,22
1108.613,40
1110.633,63
1112.653,68
1114.673,66
1115.683,72
1117.703,74
1118.713,79
1120.733,62
1121.743,58
1122.753,55
1124.773,54
1125.783,60
1127.803,71
1129.823,69
1130.833,73
1132.853,66
1133.863,71
1134.873,78
1136.893,64
1138.913,79
1140.933,101
1142.953,94
1143.963,94
1144.973,94
1145.983,91
1148.003,95
1150.023,58
1152.043,65
1153.053,59
1154.063,50
1155.073,39
1156.083,36
