df_hash,22ZHK4.VJETEC
185.106,685
185.785,10
186.468,705
187.345,750
187.603,750
187.885,315
188.027,315
188.125,220
189.103,805
190.368,200
191.050,1300
191.054,615
192.513,10
193.829,1420
193.833,1435
193.996,10
194.340,350
194.343,10
194.365,10
194.567,345
195.242,10
195.247,695
195.543,10
196.221,220
196.754,515
197.584,770
198.460,800
199.289,885
200.121,790
200.125,855
200.128,10
200.947,10
201.775,900
202.458,740
202.461,760
203.335,10
203.340,835
203.726,10
203.877,520
204.700,865
204.704,15
204.749,15
204.760,10
204.846,10
204.850,10
204.944,10
204.947,10
204.952,10
204.995,10
204.998,15
205.535,10
205.581,685
205.584,10
205.680,20
205.724,85
205.727,15
205.730,10
205.733,65
205.825,15
206.358,10
207.187,585
208.015,855
208.023,855
208.847,10
208.853,835
209.673,10
209.677,825
210.551,10
211.379,800
212.208,810
212.748,935
212.893,470
213.036,10
213.040,270
213.738,10
214.011,820
214.548,205
214.694,630
215.571,10
215.575,890
216.400,10
216.403,825
216.647,10
217.181,10
218.058,790
218.062,945
218.190,10
218.204,10
218.208,10
218.301,10
218.305,120
218.402,15
218.406,10
218.448,135
218.452,30
218.497,25
219.715,375
220.552,840
220.739,870
220.742,10
221.373,205
222.055,575
223.264,815
223.269,935
223.275,10
223.294,10
223.300,75
223.305,20
223.472,10
223.477,15
223.483,15
223.488,15
223.493,10
223.765,10
224.736,530
225.427,880
226.248,795
226.395,805
226.421,135
226.427,15
226.436,10
226.444,15
226.448,10
226.930,10
227.223,555
227.467,450
228.588,1230
228.595,10
228.787,15
228.837,60
228.841,15
228.906,95
229.029,10
229.032,15
230.248,1190
231.229,200
233.317,1060
233.901,2035
234.877,610
235.124,925
235.510,280
235.522,325
235.705,255
236.931,695
237.656,555
238.240,775
238.246,550
238.780,10
239.313,520
239.707,555
241.117,460
241.263,1305
241.267,125
241.799,15
242.238,540
243.213,410
243.317,1060
243.360,160
244.870,1395
244.919,125
245.017,115
245.068,10
246.141,430
246.820,660
247.521,775
248.624,685
248.632,1105
249.648,10
250.429,1000
250.870,725
252.086,485
253.500,1240
255.449,1455
255.453,1945
255.456,10
255.595,10
255.599,115
255.696,135
257.789,660
258.817,1405
259.066,1025
259.203,325
259.593,10
260.864,465
261.251,1340
261.300,370
262.392,10
263.011,1170
263.639,560
264.322,640
264.907,635
264.961,655
265.590,10
265.979,605
265.983,405
266.126,185
267.929,1220
267.941,635
268.076,10
268.079,155
268.083,10
268.519,15
269.636,365
270.856,1115
270.868,1210
270.871,15
270.874,15
271.439,40
272.512,465
273.348,1210
274.462,765
275.734,1180
276.851,1240
276.854,1070
276.997,205
278.947,1170
279.924,850
281.433,985
282.703,1455
283.676,1235
284.505,1070
285.048,800
285.187,535
285.224,10
285.433,200
285.883,330
286.845,300
286.991,985
287.430,130
287.966,400
288.649,565
289.954,670
290.748,1310
291.574,895
292.402,845
292.406,815
293.526,15
293.530,1065
294.206,10
295.473,670
295.482,1320
295.571,10
295.766,245
297.423,865
297.426,880
297.569,10
298.253,10
298.262,780
299.227,10
300.056,940
300.059,845
300.884,10
300.888,875
301.716,10
301.876,860
302.008,10
302.201,285
303.419,615
303.809,695
304.250,375
305.224,465
306.198,1030
306.201,950
306.247,20
306.250,10
306.253,10
306.339,15
306.345,15
306.348,10
306.351,15
306.442,145
306.457,15
306.491,15
306.494,10
306.497,10
306.886,225
308.541,940
308.733,825
308.736,185
308.738,30
308.980,15
310.098,10
310.927,1450
310.931,790
311.903,10
311.951,985
311.955,10
312.585,10
313.414,695
314.242,820
314.538,1055
316.192,650
316.197,1035
316.341,25
316.485,25
316.777,255
316.790,340
316.895,20
317.021,220
317.025,10
317.033,10
317.314,200
317.342,20
317.369,20
317.757,380
318.581,10
318.584,880
319.653,15
319.658,1145
320.092,15
320.095,395
320.921,10
320.924,795
321.604,10
323.163,680
323.168,1510
323.713,10
324.138,570
324.142,435
324.383,10
324.968,275
325.650,620
325.653,655
326.479,10
327.307,800
328.867,840
329.111,1610
329.114,280
329.257,15
329.261,15
329.306,15
329.309,15
329.313,25
329.551,30
329.603,20
329.608,270
329.611,20
329.721,10
329.991,10
330.232,10
330.915,590
330.918,690
331.061,15
331.064,125
331.207,10
331.211,100
331.256,15
331.270,10
331.277,10
331.305,10
331.308,20
331.353,25
331.357,15
331.543,10
332.475,265
334.302,975
335.110,1725
335.207,855
335.652,10
336.229,545
336.386,610
336.486,155
336.524,45
337.204,10
337.888,825
338.032,840
339.691,895
340.521,745
341.250,790
341.500,740
343.736,350
343.931,2235
345.104,10
345.686,1295
347.052,545
347.083,1485
347.103,10
347.199,15
347.209,15
347.214,10
347.220,15
347.246,10
347.782,25
347.788,510
348.641,10
349.156,860
349.442,595
350.805,220
351.396,1455
352.657,495
353.218,1345
354.023,550
354.856,805
356.314,870
356.948,1450
357.777,680
357.781,765
358.463,10
358.626,660
359.044,240
360.555,385
360.558,1540
361.391,10
361.435,810
361.530,10
361.579,90
361.585,20
361.627,15
361.633,25
361.639,30
362.066,20
362.072,495
362.944,10
362.949,845
362.994,10
363.480,10
364.881,570
364.894,1335
364.899,10
365.064,195
365.089,10
365.092,10
365.285,160
365.433,165
366.307,380
366.405,565
366.408,90
366.505,15
366.513,15
366.941,15
367.234,505
367.237,250
367.527,10
368.213,260
368.258,760
368.374,15
368.506,125
369.186,10
369.588,490
370.602,730
371.429,1055
372.012,730
372.406,580
373.377,455
374.302,935
374.308,970
374.351,10
374.363,10
374.368,15
374.720,245
374.749,10
376.844,1315
376.889,930
377.959,10
379.181,1165
380.450,1200
380.738,1305
381.280,320
381.374,530
381.961,10
382.005,675
382.932,10
383.663,920
384.637,690
384.642,1050
384.881,10
385.714,260
386.296,840
386.689,510
387.271,440
387.433,515
387.565,175
388.247,10
389.123,885
389.611,770
391.317,675
392.536,1665
393.369,1245
393.413,840
393.657,10
393.706,260
395.606,810
396.603,1095
396.874,940
397.560,330
398.434,720
399.219,795
399.262,900
399.265,15
399.277,10
399.286,10
399.419,15
399.701,15
399.705,25
399.708,15
399.711,10
399.714,10
399.753,280
399.756,15
399.759,10
400.043,10
400.776,365
401.606,730
401.749,760
402.292,260
403.602,545
404.918,1250
404.921,1400
405.064,15
405.067,10
405.217,15
405.259,210
405.263,10
405.266,10
405.270,15
405.357,130
405.503,160
406.793,390
406.796,835
406.799,25
407.314,15
408.140,445
409.257,870
409.269,1205
409.793,10
409.796,465
409.942,10
410.231,10
410.235,445
410.284,20
410.475,25
410.479,270
411.450,10
411.456,870
412.328,10
413.021,955
413.839,680
413.992,730
414.036,200
414.042,15
414.047,15
414.052,15
414.105,15
414.375,15
415.350,360
415.356,980
415.521,10
415.795,140
415.984,265
417.303,15
418.717,1340
418.720,1605
418.861,10
418.976,165
419.007,10
419.010,80
420.085,10
420.132,1110
420.138,10
420.225,10
420.518,155
421.888,270
422.468,1320
423.591,655
425.247,1085
426.084,1650
427.343,805
427.831,1260
428.855,480
429.995,1150
430.805,1070
432.218,880
432.462,1365
432.755,270
433.145,265
433.876,425
435.004,655
435.241,1230
435.825,265
436.069,485
436.655,390
437.629,430
437.632,1105
437.780,10
437.874,180
437.877,10
439.287,1415
439.970,10
441.237,675
441.240,1215
441.578,10
441.680,540
442.757,940
443.431,180
444.845,570
446.407,1420
447.233,1545
447.237,835
448.208,10
448.211,990
449.042,10
449.622,900
449.896,505
449.920,315
449.923,20
450.109,200
450.113,15
450.207,10
450.210,15
450.214,15
450.255,20
450.259,20
450.287,20
450.304,15
450.308,10
450.311,10
450.314,10
450.353,10
450.356,10
450.359,10
450.363,10
450.405,10
451.085,435
452.108,420
452.888,865
453.765,895
454.658,910
455.429,800
455.572,825
456.398,10
457.227,965
457.572,785
458.056,360
458.202,605
458.205,15
458.208,125
458.925,680
460.743,1235
461.127,535
461.394,365
462.639,310
463.077,1265
463.080,425
463.224,10
463.231,200
463.467,230
464.442,410
465.271,555
465.417,920
465.563,250
467.248,300
468.639,1315
469.463,1390
469.467,885
469.471,10
470.439,40
471.710,970
471.713,885
472.388,350
472.391,695
472.535,10
473.217,105
473.412,650
473.757,145
474.046,475
474.051,310
475.850,10
476.681,1795
477.702,890
478.092,925
478.482,390
479.506,465
479.509,910
479.512,10
479.557,65
479.603,25
479.608,20
479.896,20
480.286,265
481.164,420
482.138,955
482.236,980
483.214,15
483.308,1015
483.942,15
483.946,755
484.917,15
484.924,960
485.039,20
485.063,20
485.067,15
485.072,15
485.076,15
485.112,10
485.116,10
486.038,15
486.721,945
486.726,740
486.777,15
486.790,10
486.867,125
488.524,835
488.528,820
489.501,10
489.551,980
490.474,10
491.498,910
491.502,1040
492.461,10
492.571,895
492.574,10
492.668,255
492.672,15
492.720,10
492.723,10
492.736,10
492.766,15
492.769,10
492.773,10
492.776,10
492.961,15
493.007,190
493.138,155
493.207,70
493.211,15
494.083,960
495.057,10
495.062,925
495.154,20
495.157,10
495.161,10
495.203,15
495.206,15
495.210,10
495.213,10
495.301,10
495.355,245
496.326,880
496.343,10
496.520,205
496.731,200
497.836,305
498.811,950
498.957,905
499.347,160
499.351,375
499.396,10
499.399,20
499.648,255
501.443,915
501.446,895
502.178,10
502.193,780
503.052,10
503.982,800
504.953,910
504.960,1015
505.344,10
505.498,555
505.538,10
505.545,10
505.638,30
505.674,155
505.685,10
506.611,885
507.440,10
508.416,860
509.243,1045
509.554,1040
509.726,215
511.340,535
511.344,1040
511.637,10
511.878,255
512.168,275
512.466,305
512.608,305
512.854,275
514.313,400
515.922,1140
515.928,1645
517.192,10
518.026,1195
518.409,940
518.701,385
518.707,165
519.287,10
520.213,675
520.413,860
520.651,270
521.529,290
