df_hash,22ZHK4.QRA2JK
158.608,15
158.705,10
158.709,25
159.483,40
159.486,900
159.531,10
159.534,10
159.537,10
159.632,20
159.635,15
159.778,55
159.782,10
160.361,10
161.228,705
161.231,680
161.613,15
161.628,655
162.853,10
162.996,1270
163.529,10
163.534,675
164.114,15
164.797,555
164.807,655
165.479,10
166.016,615
167.041,670
167.047,915
167.052,15
167.088,10
167.093,10
167.098,20
167.137,20
167.142,15
167.429,10
167.435,10
167.441,20
168.112,295
168.801,685
169.477,685
169.526,680
169.623,10
169.627,135
169.672,10
169.675,10
169.772,10
169.775,10
170.062,15
170.744,425
171.329,645
171.332,600
171.871,10
172.695,595
173.011,780
173.962,275
174.503,975
175.083,610
175.476,555
175.668,290
175.671,210
175.676,10
175.866,15
175.877,15
176.741,10
176.896,1185
176.899,10
176.984,125
176.987,25
177.130,120
177.135,15
177.280,10
177.284,220
177.378,10
178.609,560
179.080,635
179.084,640
179.861,15
180.494,615
180.497,650
180.933,10
180.985,305
181.713,225
182.691,825
182.740,920
182.981,10
183.372,225
183.517,440
183.522,180
183.565,25
183.571,15
183.576,15
184.004,15
185.087,330
186.442,1180
186.588,1320
186.595,175
186.637,15
186.929,15
186.995,350
187.225,10
188.392,710
188.928,670
188.934,640
189.074,10
189.659,130
189.663,500
190.262,10
190.885,630
190.888,610
191.464,15
191.999,600
192.682,580
192.686,660
192.734,40
192.741,10
192.744,10
193.121,15
193.950,430
194.500,835
194.924,435
196.316,545
196.319,1180
196.340,10
196.347,15
196.387,10
196.596,25
197.264,440
197.268,580
197.851,10
198.051,565
198.386,140
198.390,420
198.681,10
198.971,155
198.975,495
199.800,10
200.774,785
200.785,790
200.794,10
201.311,215
201.316,525
201.457,10
201.462,120
201.506,15
201.512,15
201.554,15
201.611,10
201.896,20
202.019,40
202.146,465
202.724,10
202.728,685
202.968,10
203.409,185
203.458,500
203.554,10
204.138,170
204.142,455
204.236,10
204.242,135
204.334,20
204.340,20
204.345,25
204.626,20
204.919,415
205.357,185
205.363,445
205.406,10
205.933,10
205.938,600
206.185,10
206.621,160
206.722,455
206.725,10
207.161,200
207.843,400
207.996,640
208.379,155
208.429,485
209.111,15
209.116,630
209.306,10
209.311,10
209.647,175
209.651,420
210.329,10
210.333,650
211.042,10
211.064,660
211.610,10
211.889,640
212.280,10
212.816,620
212.820,605
213.549,10
214.230,665
214.234,685
214.282,10
214.303,10
214.311,30
214.393,30
214.545,30
214.766,460
216.034,620
216.040,615
216.180,10
216.570,185
216.576,435
216.862,10
216.962,10
217.355,195
217.358,415
217.498,15
217.837,105
218.520,495
218.524,635
218.815,15
219.109,15
219.119,620
219.123,15
219.787,15
220.909,690
222.130,1040
222.137,1220
222.273,220
222.277,15
222.327,15
222.371,10
222.385,10
222.566,240
223.103,530
223.711,10
224.370,595
224.391,615
224.906,10
225.637,600
225.641,635
225.735,15
225.748,140
225.786,40
226.173,25
226.859,400
227.490,645
227.496,650
228.175,10
228.221,610
228.224,10
228.228,10
228.231,15
228.270,210
228.427,10
228.516,10
228.519,25
228.523,35
229.245,260
229.927,565
230.512,645
230.756,645
231.243,225
231.247,425
231.313,10
231.731,190
231.903,420
232.268,165
233.002,420
233.389,580
233.395,515
233.831,10
234.218,405
234.803,400
236.460,520
236.752,1680
236.756,340
236.996,190
237.045,10
237.584,570
238.173,10
238.178,580
238.183,15
238.312,10
238.317,100
238.702,20
238.800,495
238.803,10
239.385,10
239.542,680
240.067,10
241.042,645
241.045,1015
242.310,10
243.335,1205
243.528,1000
243.534,295
244.504,20
244.507,925
247.428,990
247.432,1875
248.943,10
249.037,1645
249.233,10
249.241,250
249.248,10
249.284,10
249.428,125
249.720,205
251.524,335
251.528,1475
252.187,10
252.219,665
252.226,10
252.627,10
253.288,475
253.583,715
253.961,240
254.108,440
254.156,205
254.254,10
254.654,15
255.326,420
256.060,705
256.740,695
256.743,695
257.422,10
257.425,715
257.719,10
258.153,10
258.718,730
259.291,495
259.665,305
259.963,795
260.083,235
260.640,60
260.643,575
261.322,15
261.371,700
261.374,30
261.517,180
261.521,10
261.615,135
261.618,20
261.811,20
261.816,70
261.907,170
261.911,10
262.886,735
262.889,175
262.980,10
262.983,15
262.988,10
262.994,10
263.029,10
263.055,25
263.058,25
263.284,10
264.686,365
264.784,1295
265.759,215
267.026,955
269.078,1280
269.171,1915
269.296,10
269.320,280
269.368,115
269.371,15
269.374,15
269.377,10
269.415,10
271.317,1305
271.609,595
271.958,570
272.004,10
273.120,635
273.266,665
273.803,185
274.387,460
274.391,650
275.119,15
275.123,655
275.752,10
275.756,560
275.850,165
275.853,15
275.901,145
276.094,15
276.097,10
276.191,10
276.195,10
276.198,205
276.884,695
276.923,10
277.459,10
277.751,580
277.755,190
277.803,15
278.141,15
278.145,365
278.678,10
279.360,585
280.091,655
280.781,700
282.285,765
282.290,1555
283.260,10
283.263,935
283.408,170
284.382,410
284.674,595
284.677,230
284.772,10
284.918,330
285.066,150
285.356,195
285.360,15
285.503,90
285.600,130
286.575,1025
286.624,15
286.919,220
288.671,640
288.677,1290
289.110,10
289.939,430
290.085,760
290.090,120
290.234,15
290.240,10
290.475,20
290.480,455
290.914,10
290.919,340
290.968,20
291.158,15
292.279,250
292.328,1095
292.571,10
292.586,275
293.839,10
293.845,1275
294.524,10
295.058,620
295.642,615
296.618,620
297.007,895
297.011,475
297.157,10
298.569,1460
298.578,15
298.584,10
298.616,10
298.620,10
298.623,15
298.626,10
298.668,10
298.671,15
298.674,15
299.640,10
300.472,1025
301.898,735
302.419,1515
303.007,500
304.677,565
304.961,1625
305.204,470
306.760,10
307.733,1805
307.736,925
308.561,10
308.565,810
309.244,10
310.073,740
310.781,840
311.585,750
312.315,760
312.320,765
313.002,10
313.685,650
314.414,760
315.782,660
315.826,1400
316.459,10
317.044,625
317.048,625
317.731,10
318.459,700
318.463,715
318.654,10
318.702,220
318.848,115
319.046,135
319.050,10
320.213,250
320.217,995
320.314,10
320.578,10
320.896,350
321.334,310
322.163,405
322.456,970
322.462,160
322.507,15
322.510,10
323.966,10
324.018,1525
324.503,10
324.506,645
325.234,10
325.770,625
326.608,615
327.136,740
327.818,560
328.403,575
328.407,720
328.841,25
328.939,525
330.206,1325
330.304,10
330.390,15
330.393,15
330.398,15
330.403,15
330.406,10
330.410,10
330.450,15
330.889,15
330.938,455
331.718,10
331.722,925
332.010,10
332.156,375
332.160,10
332.303,225
332.450,25
332.462,20
332.468,15
332.498,15
332.501,15
332.549,10
332.552,25
333.792,305
333.814,840
333.819,15
333.822,10
334.283,10
334.496,555
334.500,350
334.548,10
334.789,240
334.792,10
335.473,705
336.203,10
336.206,665
337.429,10
337.522,1270
337.529,10
337.888,10
337.909,345
338.007,240
339.372,705
340.058,630
340.788,685
341.322,675
341.325,620
342.345,10
343.272,645
344.637,1300
344.641,1375
344.783,10
344.787,10
345.222,195
345.225,410
345.904,10
346.490,625
347.221,635
348.396,645
349.130,1260
349.272,625
349.658,10
350.849,625
350.858,925
350.862,15
350.865,15
350.868,80
350.928,15
350.931,10
350.934,10
350.938,10
351.608,20
353.119,795
353.126,1535
353.265,10
353.412,255
354.240,10
354.245,960
355.118,10
355.752,750
355.758,710
356.483,10
357.071,700
357.853,385
357.995,1085
357.998,15
358.046,10
358.287,20
358.290,335
360.091,10
360.335,1825
360.773,285
361.114,660
361.902,785
361.946,65
361.950,15
361.953,15
362.285,25
363.162,420
363.165,710
363.176,10
363.747,10
364.234,575
364.242,600
364.822,10
365.063,525
366.054,350
366.680,890
366.769,530
366.776,260
366.818,10
366.867,15
366.873,15
367.016,20
367.170,220
367.174,10
368.427,615
369.256,755
369.942,735
370.085,825
370.377,15
370.436,360
371.207,10
371.254,855
371.257,10
371.303,15
371.498,285
371.596,10
372.034,515
372.594,10
372.727,585
372.865,275
373.838,580
375.352,310
375.359,1260
375.496,10
375.522,420
377.449,925
378.274,1015
378.666,835
378.860,445
379.397,10
380.618,675
380.715,1265
381.346,10
381.933,650
381.937,650
382.029,10
382.174,165
382.178,15
382.226,15
382.231,20
382.240,15
382.272,10
382.302,10
382.419,310
383.151,700
383.247,10
383.252,110
383.395,20
383.402,25
383.493,20
383.500,15
383.505,10
383.842,20
384.368,410
384.466,615
385.346,10
385.392,900
385.636,10
386.513,370
386.519,725
386.611,10
386.614,65
386.619,80
386.659,20
386.665,15
388.225,400
388.333,830
388.561,405
388.564,10
388.954,390
389.390,410
389.731,305
390.382,385
390.535,715
390.609,20
390.613,15
390.617,35
390.755,80
390.758,10
391.339,260
391.343,525
392.903,10
393.047,1445
393.051,40
393.972,10
394.265,1140
394.362,445
395.631,685
396.166,475
396.751,510
397.146,650
398.190,375
399.529,1065
400.115,1440
400.505,525
401.333,340
401.723,870
402.455,395
402.848,800
404.259,420
404.698,1340
406.306,420
407.427,1625
407.431,1240
407.579,10
407.719,10
407.723,190
407.768,15
407.772,15
407.776,10
407.780,10
407.817,15
408.014,210
408.162,170
408.256,10
408.261,30
408.267,15
408.272,15
408.404,15
408.409,95
408.549,230
409.669,550
410.403,590
410.797,715
411.232,335
411.864,390
412.633,730
412.643,735
412.693,10
413.277,135
413.819,535
414.011,640
414.545,10
414.548,695
415.227,10
415.230,670
415.278,10
415.910,10
416.056,715
416.059,10
416.896,10
417.034,910
418.047,10
418.054,1140
418.152,20
418.155,15
418.201,15
418.204,10
418.208,10
418.213,10
418.396,10
418.400,280
418.445,15
418.448,20
418.452,10
419.560,10
419.564,885
419.811,10
420.346,410
420.916,615
420.920,485
421.175,10
421.496,290
422.588,305
422.592,1140
422.637,10
422.641,10
422.645,10
422.686,15
422.788,15
422.832,15
423.125,15
423.859,530
423.864,595
424.392,20
425.075,605
425.078,630
425.125,10
425.714,10
425.717,610
425.726,15
425.767,25
425.822,20
425.910,145
425.952,15
425.955,10
426.196,315
426.733,10
427.555,570
427.559,645
427.566,15
427.707,15
427.710,10
427.714,10
428.146,15
428.152,695
428.828,10
428.835,715
429.658,10
429.832,745
429.853,120
429.950,145
429.953,15
429.999,10
430.003,15
430.007,25
430.047,60
430.050,10
431.022,305
431.026,720
431.168,10
431.172,120
431.269,20
431.315,25
431.753,60
431.901,415
432.291,180
432.297,460
432.439,10
433.025,150
433.557,485
433.741,655
433.854,10
434.242,10
434.949,565
434.971,715
435.268,15
435.361,250
435.364,15
435.367,15
435.370,220
435.461,10
436.339,725
436.726,185
436.729,450
437.555,10
437.558,755
437.606,10
438.287,15
438.973,680
439.171,700
439.651,10
439.654,690
440.236,10
440.285,645
440.334,10
440.480,10
440.918,160
441.602,460
441.611,715
441.946,10
442.335,265
442.917,350
442.921,660
443.556,10
443.703,610
444.094,10
444.285,620
444.288,10
444.770,10
445.208,605
445.647,530
445.651,400
445.697,10
445.745,10
445.748,15
447.012,20
447.023,1360
447.307,10
447.451,285
447.549,235
448.281,655
448.962,10
449.649,700
449.652,640
450.230,10
450.233,620
450.912,10
450.916,635
451.644,15
452.277,740
452.575,770
452.612,15
452.656,10
453.106,230
453.109,480
453.890,15
453.935,695
453.941,10
453.983,90
453.987,15
453.990,15
453.993,10
454.084,15
454.087,15
454.090,10
454.373,40
454.377,420
455.065,10
455.156,620
455.642,10
456.372,635
456.378,620
456.860,10
457.555,630
457.591,605
457.689,15
457.694,110
457.737,35
457.745,15
457.759,20
458.128,20
458.810,385
458.824,585
459.565,70
459.568,555
459.785,10
459.931,515
460.760,10
460.763,860
460.809,30
460.812,20
460.858,10
460.862,10
460.906,10
461.199,365
461.783,550
461.833,10
462.027,255
462.031,15
462.125,15
462.138,110
462.278,135
463.490,1200
463.543,10
463.685,90
463.688,25
463.691,10
463.695,15
463.734,30
463.737,45
463.782,20
463.786,15
463.842,10
463.902,15
464.016,225
464.020,10
465.054,570
465.059,595
465.205,15
465.732,120
465.743,485
465.880,10
466.321,210
466.860,365
466.951,580
467.293,15
467.576,145
467.585,470
467.590,10
468.121,100
468.124,520
468.267,10
468.270,105
468.317,20
468.706,20
468.709,425
468.804,10
468.808,70
468.953,15
468.956,10
469.002,80
469.005,25
469.008,15
469.096,10
469.099,15
469.102,30
469.287,20
469.779,265
469.828,580
469.925,10
469.928,130
470.071,15
470.075,10
470.120,10
470.123,10
470.127,10
470.461,15
470.464,445
470.510,15
470.513,10
470.517,10
470.618,15
471.046,20
471.050,455
471.632,10
472.265,605
472.268,640
472.851,10
472.907,625
473.094,10
473.098,100
473.102,15
473.105,15
473.108,15
473.142,20
473.146,15
473.150,15
473.162,20
473.240,20
473.391,35
473.535,270
473.728,10
474.133,170
474.136,435
474.215,10
474.218,140
474.654,15
474.657,410
474.849,15
475.196,130
475.336,455
475.781,10
475.806,125
476.019,435
476.311,225
476.314,370
476.750,10
477.459,360
478.723,770
478.847,1235
479.773,10
480.504,1115
482.016,655
482.024,1570
482.113,15
482.161,15
482.165,15
482.210,10
482.307,245
483.283,740
483.286,190
483.430,20
483.527,315
484.117,460
484.215,10
484.245,130
484.794,650
485.379,10
