df_hash,22ZHK4.QRA2JK
319.043,35.812
319.833,35.844
320.850,35.812
321.822,35.812
322.845,35.844
323.821,35.875
324.847,35.844
325.819,35.812
326.843,35.812
327.821,35.844
328.845,35.844
329.856,35.844
330.942,35.875
331.816,35.875
332.850,35.875
334.280,35.844
334.838,35.844
335.862,35.875
336.886,35.875
337.860,35.844
338.839,35.844
340.054,35.844
341.082,35.812
341.907,35.781
342.837,35.781
343.954,35.812
344.832,35.812
345.856,35.844
346.831,35.844
347.854,35.844
348.830,35.812
349.853,35.812
350.979,35.844
351.852,35.844
352.827,35.844
353.851,35.844
355.073,35.844
355.850,35.812
356.825,35.812
357.848,35.812
358.972,35.844
359.849,35.875
360.822,35.875
361.846,35.844
362.872,35.844
363.846,35.875
364.920,35.875
365.844,35.875
366.822,35.906
367.842,35.906
368.817,35.906
369.939,35.875
370.816,35.906
371.840,35.938
372.858,35.938
373.921,35.906
374.819,35.906
375.837,35.906
377.109,35.906
377.836,35.938
378.866,35.938
379.835,35.969
380.810,35.969
381.833,35.969
382.809,35.969
383.881,35.938
384.839,35.938
385.831,35.938
387.009,35.938
387.883,35.875
388.951,35.781
389.829,35.812
390.873,35.688
391.827,35.688
392.899,35.750
393.826,35.781
394.884,35.844
395.825,35.875
396.905,35.875
397.824,35.906
398.886,35.969
400.020,35.938
400.846,36.031
402.019,36.062
402.844,36.062
403.966,36.062
404.844,36.031
405.827,36.000
406.842,36.000
407.831,36.031
408.841,36.062
409.864,36.031
410.864,36.031
411.815,36.031
412.890,36.000
414.014,35.969
414.838,35.938
415.824,35.938
416.836,35.938
417.811,35.938
419.374,35.906
419.818,35.906
420.835,35.906
421.809,35.906
422.835,35.906
423.809,35.938
424.836,35.938
425.905,35.938
426.856,35.906
427.837,35.938
428.906,35.969
429.879,35.969
430.833,35.938
431.803,35.938
432.853,35.938
433.861,35.906
434.841,35.906
435.934,35.875
436.824,35.906
437.996,35.875
438.823,35.812
440.092,35.750
440.821,35.750
441.943,35.781
442.820,35.781
444.087,35.781
444.819,35.781
445.843,35.812
446.818,35.781
447.841,35.844
448.816,35.844
449.840,35.938
450.815,35.969
451.840,35.938
452.814,35.938
453.938,35.938
455.056,35.938
455.836,35.906
456.811,35.906
457.835,35.906
459.436,35.906
459.837,35.875
460.875,35.875
461.859,35.875
462.808,35.906
464.012,35.906
465.050,35.875
465.830,35.906
466.805,35.906
467.829,35.875
468.999,35.875
469.836,35.906
470.903,35.875
471.827,35.812
472.803,35.781
473.874,35.750
474.852,35.781
475.901,35.781
476.799,35.812
477.823,35.844
478.882,35.812
479.822,35.812
480.797,35.844
481.831,35.844
482.844,35.875
483.970,35.875
484.843,35.875
485.818,35.875
