df_hash,22ZHK4.DZ2M1F
437.930,53
438.858,52
439.734,52
440.956,52
441.879,52
442.757,52
443.886,52
444.758,52
445.682,52
446.901,52
447.801,52
448.704,52
449.927,52
450.801,61
451.632,65
452.799,61
453.726,60
454.603,60
455.773,60
456.700,60
457.577,60
458.796,60
459.673,60
460.574,60
461.770,60
462.744,60
463.525,60
464.743,60
465.621,60
466.547,60
467.717,60
468.644,69
469.526,73
470.691,77
471.588,79
472.495,76
473.667,76
474.542,76
475.468,76
476.638,76
477.516,76
478.442,76
479.636,76
480.539,76
481.660,78
482.591,80
483.561,79
484.390,80
485.588,81
486.486,81
487.392,82
488.537,82
489.488,81
490.339,81
491.556,81
492.434,81
493.312,81
494.530,81
495.407,81
496.352,81
497.504,81
498.430,81
499.259,77
500.478,75
501.355,71
502.247,67
503.451,64
504.356,66
505.255,56
506.425,59
507.302,60
508.232,60
509.409,59
510.404,59
511.223,59
512.440,59
513.309,59
514.176,59
515.358,68
516.273,74
517.153,77
518.320,73
519.247,73
520.125,73
521.343,73
