df_hash,22ZHK4.HAC2HB
318.163,34.719
319.162,34.750
320.334,34.750
321.161,34.750
322.330,34.719
323.159,34.750
324.377,34.719
325.158,34.719
326.132,34.688
327.157,34.656
328.169,34.656
329.154,34.656
330.129,34.688
331.153,34.719
332.128,34.750
333.152,34.750
334.320,34.750
335.149,34.719
336.124,34.781
337.148,34.781
338.171,34.719
339.146,34.688
340.170,34.656
341.145,34.688
342.168,34.688
343.240,34.656
344.215,34.656
345.141,34.656
346.165,34.688
347.140,34.688
348.211,34.750
349.221,34.781
350.161,34.781
351.244,34.781
352.159,34.781
353.134,34.812
354.255,34.812
355.234,34.844
356.156,34.781
357.132,34.812
358.207,34.812
359.130,34.781
360.153,34.781
361.133,34.781
362.158,34.719
363.126,34.719
364.149,34.719
365.124,34.688
366.147,34.688
367.205,34.688
368.145,34.719
369.120,34.750
370.146,34.688
371.215,34.688
372.242,34.750
373.117,34.750
374.140,34.750
375.439,34.719
376.138,34.719
377.113,34.719
378.148,34.719
379.116,34.719
380.134,34.781
381.109,34.781
382.134,34.781
383.107,34.781
384.131,34.750
385.106,34.812
386.531,34.781
387.152,34.750
388.144,34.719
389.199,34.656
390.173,34.656
391.154,34.656
392.123,34.656
393.147,34.656
394.170,34.656
395.145,34.688
396.120,34.688
397.532,34.781
398.167,34.781
399.141,34.844
400.167,34.875
401.149,34.875
402.169,34.875
403.159,34.938
404.113,34.969
405.144,34.906
406.110,34.938
407.134,34.906
408.115,34.906
409.132,34.906
410.131,34.875
411.130,34.875
412.110,34.875
413.129,34.844
414.104,34.875
415.129,34.938
416.104,34.969
417.129,34.969
418.107,35.000
419.129,35.031
420.201,35.031
421.128,35.031
422.108,35.031
423.227,35.000
424.105,34.969
425.129,34.938
426.102,34.938
427.126,34.906
428.192,34.875
429.125,34.875
430.101,34.906
431.125,34.875
432.170,34.875
433.123,34.875
434.099,34.906
435.123,34.938
436.208,34.906
437.130,34.938
438.151,34.969
439.122,34.938
440.146,34.875
441.126,34.906
442.145,34.938
443.121,34.938
444.390,34.906
445.119,34.906
446.143,34.875
447.143,34.875
448.143,34.844
449.121,34.844
450.141,34.906
451.116,34.906
452.140,34.906
453.115,34.938
454.139,34.938
455.263,34.969
456.138,35.000
457.113,35.062
458.137,35.062
459.112,35.094
460.233,35.062
461.111,35.031
462.135,35.000
463.110,35.000
464.134,35.031
465.109,35.031
466.135,35.000
467.108,34.969
468.132,34.969
469.107,34.969
470.130,34.969
471.108,35.000
472.133,35.062
473.105,35.062
474.128,35.031
475.152,35.031
476.161,35.000
477.345,35.000
478.126,35.031
479.301,35.031
480.124,35.031
481.200,35.000
482.168,34.938
483.098,34.906
484.122,34.906
485.145,34.875
486.121,34.875
487.144,34.812
488.128,34.844
489.143,34.844
490.122,34.844
491.142,34.844
492.117,34.844
493.155,34.969
