df_hash,22ZHK4.HAC2HB
110.595,855
110.887,150
110.892,250
111.277,15
111.283,315
112.009,10
112.840,745
112.984,785
112.990,225
113.034,15
113.040,10
113.094,15
113.230,15
113.236,10
113.525,10
113.670,435
114.203,10
114.939,680
115.085,730
115.619,10
115.909,745
115.913,230
115.958,20
115.969,10
116.446,25
117.128,435
117.713,715
117.840,680
117.860,10
118.105,315
118.109,15
118.113,10
118.117,15
118.591,410
119.224,10
119.907,650
119.911,725
120.054,10
120.882,205
120.887,575
120.931,180
120.934,20
120.938,15
120.941,10
121.028,10
121.471,15
121.613,525
121.617,10
121.620,160
121.711,10
121.715,40
121.759,30
121.764,15
121.770,10
121.906,15
122.150,40
122.979,375
123.125,790
123.128,185
123.176,10
123.182,10
123.271,25
123.275,30
123.320,25
123.323,15
123.664,20
123.954,465
123.956,200
124.539,20
125.319,515
125.322,735
125.907,10
126.196,755
126.203,200
126.294,10
126.297,15
126.300,15
126.343,20
126.346,10
126.349,10
126.351,10
126.455,10
126.733,50
127.416,385
128.149,695
128.829,745
128.833,735
129.113,10
129.140,225
129.317,20
129.320,20
129.512,35
129.517,420
130.242,10
130.259,690
130.925,10
131.756,710
131.762,725
131.998,10
132.002,270
132.047,15
132.440,15
132.637,415
133.119,10
133.266,680
133.802,145
134.534,525
135.216,710
135.362,730
135.368,205
135.531,15
135.898,20
136.630,475
136.634,685
137.312,10
137.605,780
138.144,220
138.287,540
138.291,10
138.337,185
138.341,15
138.438,10
138.583,15
138.586,10
138.590,20
138.945,40
138.973,435
139.555,10
139.558,710
140.385,10
141.066,720
141.070,765
141.212,10
141.217,175
141.359,15
141.749,85
142.501,440
143.163,710
143.850,670
144.675,725
144.820,765
145.357,215
146.088,505
146.093,715
146.771,10
147.599,725
147.602,750
147.746,10
148.284,230
149.063,475
149.066,685
149.699,10
150.378,725
150.525,790
150.731,10
150.817,170
150.820,15
150.824,90
150.866,15
150.869,15
151.208,40
151.939,420
152.627,695
153.471,755
153.889,730
153.892,430
153.937,15
153.941,15
153.944,10
153.987,10
153.991,10
153.995,10
153.998,10
154.133,230
154.870,330
155.546,385
156.229,705
156.375,715
156.379,180
156.521,10
156.525,115
156.668,15
156.671,10
156.719,10
156.722,10
156.725,15
156.916,40
157.643,325
158.328,705
159.008,655
159.837,745
160.130,740
160.422,390
161.792,265
162.372,1375
162.375,585
163.055,10
164.031,685
164.035,890
164.038,10
164.041,10
164.078,80
164.442,10
164.566,295
165.005,10
165.833,670
165.837,780
166.126,10
166.516,210
167.199,515
167.930,675
168.613,705
169.295,720
170.124,735
170.271,720
170.280,170
170.284,10
170.319,25
170.322,20
170.856,10
171.391,460
172.084,665
172.805,660
173.488,690
173.732,745
174.171,190
174.321,540
175.010,10
175.343,725
175.683,10
176.413,670
176.657,700
176.662,285
176.803,10
177.096,20
177.779,400
177.927,695
177.973,155
177.978,15
177.982,10
177.985,10
178.461,15
179.193,460
179.875,720
180.557,745
180.854,750
180.857,230
180.860,25
180.864,30
181.289,15
182.025,430
182.849,690
183.482,740
183.778,745
183.824,215
183.827,10
183.831,15
183.872,35
183.876,20
183.879,15
183.882,10
183.945,15
184.214,70
184.896,305
186.022,730
186.422,765
187.229,775
187.232,740
187.950,10
188.628,740
188.915,760
188.961,200
188.964,15
188.968,20
188.971,20
189.253,15
189.256,10
189.467,15
190.119,440
190.844,750
191.085,775
191.090,205
191.133,15
191.139,10
191.145,15
191.230,10
191.235,15
191.330,10
191.339,20
191.665,30
191.813,455
191.937,305
192.200,15
192.204,15
193.020,405
193.165,790
195.104,760
195.109,1140
195.151,20
195.154,15
195.158,10
195.252,205
195.443,10
196.753,725
197.044,790
197.048,215
197.092,30
197.097,10
197.100,20
197.194,10
197.207,15
197.238,15
197.241,10
197.244,10
197.578,15
198.307,425
199.132,770
199.136,825
199.959,10
200.639,780
201.076,790
201.080,285
201.471,55
201.760,430
202.147,10
203.022,740
203.119,755
203.703,240
203.709,495
203.995,10
203.999,270
204.044,10
204.683,50
205.065,345
205.927,730
206.643,780
207.499,785
207.507,770
208.132,10
208.816,690
209.106,770
209.690,210
209.787,580
209.791,200
210.524,20
211.494,570
211.881,715
211.934,755
212.709,10
212.904,790
213.015,310
213.053,20
213.056,20
214.132,400
214.953,745
215.680,740
215.778,755
215.924,290
215.928,15
216.319,425
217.045,10
218.067,690
219.091,975
219.383,1040
220.797,340
221.187,1325
221.918,270
222.017,930
222.313,160
223.431,230
223.966,1085
223.969,535
224.112,10
224.259,370
225.819,1550
225.827,10
226.357,10
226.505,675
227.574,790
227.577,260
228.310,10
228.549,995
229.280,720
229.817,10
230.256,490
230.503,440
231.084,285
231.328,800
232.742,485
233.034,975
233.447,285
233.572,545
233.577,25
233.589,15
233.595,15
234.691,705
235.812,400
237.031,1070
237.180,1250
237.469,140
237.472,365
237.810,10
237.814,270
237.859,15
237.862,10
239.273,1420
239.720,10
239.955,465
240.540,260
240.543,600
242.053,10
242.056,1360
243.321,10
243.465,1400
243.468,10
243.562,180
243.792,195
244.004,10
245.121,620
245.268,935
245.271,10
245.758,220
246.778,285
246.784,1030
248.315,10
248.341,1480
248.728,15
249.418,375
249.702,690
249.708,385
249.849,15
249.855,10
250.190,20
250.726,330
251.944,560
251.947,1290
253.166,10
253.217,1275
253.309,10
253.455,135
253.602,305
254.285,255
254.869,410
255.697,540
256.233,810
257.110,610
257.256,865
257.259,25
257.500,10
257.890,380
258.328,350
259.303,450
259.315,970
259.550,10
259.557,15
259.636,260
259.645,15
259.651,10
259.656,15
259.660,15
259.840,270
261.399,10
261.402,1440
261.501,15
261.504,15
261.507,10
261.547,20
261.691,210
261.694,15
262.617,340
262.620,655
263.056,10
264.225,385
264.570,1230
265.352,375
265.687,650
266.224,500
266.369,705
266.373,10
266.955,415
267.100,215
267.149,10
267.881,400
268.027,425
269.293,185
270.268,1265
270.804,870
271.243,610
272.558,495
272.562,1210
272.610,15
272.614,10
272.902,10
272.905,35
274.020,15
274.852,1420
275.009,850
275.291,150
275.532,275
276.506,315
276.798,940
276.803,250
276.947,10
276.952,10
277.091,10
277.481,345
278.065,380
278.455,615
278.460,350
279.137,10
280.696,745
280.700,1500
280.843,10
280.940,270
280.989,10
281.379,390
281.382,15
281.427,10
281.432,15
281.436,10
281.476,15
281.526,10
281.671,140
281.674,10
282.354,715
282.889,10
282.895,595
283.185,10
283.230,240
283.235,10
283.239,10
283.571,30
283.626,20
283.718,335
283.746,110
283.864,35
283.868,255
284.010,10
284.306,190
284.309,10
285.576,1185
285.718,260
286.936,145
287.229,1190
287.376,485
288.888,605
289.721,890
290.009,790
291.813,330
292.252,1770
292.495,450
293.471,260
293.764,1055
294.885,310
296.152,1110
296.155,1205
296.203,15
296.253,150
297.664,700
297.956,675
298.201,235
298.931,385
299.321,665
300.153,355
300.840,950
301.418,580
301.724,610
302.686,300
302.850,915
303.075,180
303.079,25
303.082,20
303.097,10
303.173,290
304.635,1435
305.174,10
305.320,605
306.293,15
306.439,1165
306.442,10
306.490,10
306.493,90
306.683,180
308.097,1500
308.389,10
308.487,295
308.535,15
308.782,95
309.607,265
309.611,755
309.753,15
309.757,70
309.761,125
310.344,530
311.023,10
311.997,715
312.265,950
312.289,255
312.974,15
313.362,585
314.921,615
315.457,1510
315.603,660
317.553,1485
317.894,465
318.528,290
318.532,705
318.919,10
318.969,420
319.017,15
319.022,15
319.026,15
319.030,20
319.113,15
319.211,225
320.647,740
321.337,690
321.455,660
321.989,10
322.340,700
323.314,280
324.380,990
324.670,1075
324.674,350
325.649,25
325.891,930
326.327,10
326.864,655
327.863,640
328.426,970
328.963,550
329.399,460
330.082,545
330.811,615
330.815,750
331.055,15
332.420,285
333.979,1395
333.983,1185
334.128,455
334.377,325
335.691,10
335.786,1200
336.198,10
336.368,545
336.793,10
337.440,595
337.977,590
338.576,625
338.710,620
338.955,10
339.051,335
339.054,15
339.057,10
339.341,35
339.926,280
339.929,685
340.365,10
340.658,330
341.876,270
342.171,1295
343.728,340
343.975,1550
344.120,200
344.264,15
344.269,255
344.410,20
346.069,15
346.116,1800
347.639,10
347.873,1515
347.876,10
348.108,10
348.217,525
348.991,770
348.996,180
350.258,10
350.262,1160
351.128,10
351.140,655
351.510,10
352.212,635
352.744,680
353.434,640
353.868,610
353.881,10
354.012,10
354.562,600
354.566,290
354.722,10
355.377,350
355.389,705
355.392,10
355.684,15
356.643,255
356.935,1045
356.939,210
356.985,10
358.219,10
359.275,1230
359.713,1075
360.932,505
361.078,1305
361.419,10
361.517,530
361.522,10
362.346,665
362.494,155
362.640,45
362.644,15
363.466,15
363.470,1010
363.856,10
364.153,390
364.685,345
365.806,530
366.098,1120
366.249,470
369.175,1680
369.851,1220
370.387,650
371.118,560
371.654,735
372.629,565
372.775,920
372.779,235
372.929,10
373.945,265
374.579,785
375.845,655
376.089,1325
376.093,300
376.235,10
376.381,260
376.386,10
377.893,1290
378.185,230
378.625,285
379.842,475
379.846,1155
379.988,200
382.766,1690
382.769,1080
383.594,10
384.569,795
385.300,1015
385.398,670
385.690,175
386.229,380
386.539,780
387.349,10
387.639,820
387.643,15
387.785,365
387.789,10
389.442,685
389.446,935
389.451,15
389.590,10
389.735,350
390.294,290
391.100,250
391.538,805
391.545,480
391.684,15
391.688,75
391.831,195
391.835,10
391.880,10
391.928,45
393.049,260
393.487,895
393.634,465
393.639,120
393.732,35
394.614,10
394.757,905
395.974,10
396.022,1390
397.594,15
397.803,1480
398.076,545
398.268,210
400.700,1365
401.508,1085
402.114,795
402.117,685
402.163,10
402.166,10
402.652,25
403.335,540
403.342,695
403.625,10
404.063,185
404.894,440
405.187,605
405.191,580
405.194,10
405.282,15
405.299,100
405.720,15
405.771,410
406.549,10
407.918,745
408.059,1410
408.063,170
408.108,60
408.111,10
409.035,10
409.327,920
410.107,265
410.448,665
411.276,525
411.569,800
411.820,325
412.398,235
413.714,610
415.470,1180
415.714,1865
416.571,315
416.836,830
417.665,270
418.103,825
418.651,420
419.469,530
420.206,895
421.420,670
422.834,1155
423.139,1435
423.234,275
424.054,155
424.346,850
425.370,360
425.760,960
425.907,395
426.297,165
426.882,315
427.272,610
427.860,395
427.969,670
428.004,10
428.009,65
428.150,30
428.248,195
429.906,1535
430.344,230
430.637,385
431.612,215
432.294,1005
432.300,725
432.347,10
432.363,10
432.733,10
432.739,465
433.416,10
434.394,645
434.942,935
435.075,630
435.220,170
435.226,15
435.366,20
435.396,95
435.610,15
435.614,15
435.757,45
435.760,445
436.054,10
436.084,260
436.150,10
436.586,495
436.591,10
437.318,20
437.564,705
437.853,290
438.146,350
438.682,10
438.687,725
439.512,10
440.244,840
440.392,780
441.075,10
441.121,830
441.908,10
441.951,740
441.956,15
442.047,15
442.583,165
442.589,525
443.266,10
443.274,750
443.997,10
444.001,685
444.830,10
445.509,750
445.802,785
446.374,195
447.167,655
447.755,850
447.761,470
448.288,15
448.971,635
448.977,575
449.117,10
449.269,215
449.556,410
449.559,10
449.610,10
449.614,15
449.712,15
451.067,35
451.360,1490
451.653,230
453.017,270
453.022,1420
453.164,10
453.167,140
453.310,85
453.313,10
453.360,10
453.749,490
454.431,10
454.435,575
454.482,10
454.578,255
454.725,15
455.553,855
455.658,10
455.805,135
455.850,15
455.865,55
456.112,10
456.382,450
456.918,250
456.922,525
456.967,15
456.971,10
456.974,10
457.065,15
457.090,15
457.747,25
457.751,710
457.925,10
458.431,175
458.481,545
459.161,10
459.843,725
459.847,715
459.896,10
459.989,10
459.993,45
460.039,40
460.051,15
460.136,160
460.150,20
460.262,15
460.283,10
460.290,10
460.295,15
460.672,370
460.819,10
461.355,230
462.087,515
462.092,770
462.233,15
462.330,145
462.335,20
463.159,15
463.597,820
463.601,425
463.646,10
463.650,95
463.653,10
464.719,805
464.725,200
464.871,200
465.063,10
467.059,1385
467.064,840
467.233,10
467.888,185
468.034,640
468.039,160
468.085,15
468.090,20
468.181,10
468.194,15
468.200,10
468.203,10
468.229,10
468.232,15
468.718,20
469.448,505
469.838,765
469.841,405
470.277,10
470.960,350
470.964,715
471.544,15
471.547,645
472.227,10
472.471,590
472.519,330
473.592,10
475.601,1045
475.834,1970
476.313,330
476.517,465
476.522,195
477.930,10
479.637,1370
479.882,1775
480.128,250
480.422,250
481.099,280
481.395,770
481.685,175
481.928,300
482.516,300
482.659,520
482.662,10
482.666,200
483.635,20
483.927,1180
484.024,240
485.584,1435
485.977,220
486.950,600
487.632,685
487.635,630
487.783,10
488.899,10
489.191,1230
490.205,350
490.557,950
491.532,390
491.678,1160
492.825,855
493.337,310
493.921,515
