df_hash,22ZHK4.QEBF70
319.257,36.812
320.279,36.781
321.400,36.781
322.227,36.781
323.297,36.781
324.274,36.781
325.255,36.781
326.273,36.750
327.248,36.750
328.320,36.688
329.247,36.688
330.270,36.656
331.295,36.625
332.270,36.594
333.245,36.562
334.269,36.531
335.245,36.531
336.308,36.562
337.242,36.594
338.277,36.656
339.241,36.656
340.270,36.656
341.240,36.719
342.264,36.750
343.239,36.750
344.263,36.750
345.238,36.781
346.261,36.750
347.484,36.750
348.260,36.719
349.235,36.719
350.259,36.719
351.529,36.719
352.258,36.750
353.233,36.750
354.257,36.781
355.238,36.781
356.503,36.812
357.253,36.812
358.254,36.844
359.229,36.844
360.253,36.812
361.228,36.844
362.252,36.844
363.227,36.875
364.265,36.844
365.226,36.844
366.250,36.844
367.257,36.844
368.248,36.844
369.223,36.875
370.247,36.875
371.274,36.875
372.246,36.906
373.221,36.875
374.245,36.875
375.269,36.875
376.249,36.844
377.370,36.750
378.242,36.750
379.266,36.781
380.241,36.750
381.508,36.719
382.240,36.719
383.264,36.719
384.239,36.781
385.272,36.750
386.240,36.781
387.262,36.875
388.311,36.906
389.260,36.844
390.236,36.875
391.312,36.875
392.478,36.875
393.258,36.906
394.233,36.906
395.403,36.969
396.232,36.906
397.255,36.906
398.248,36.906
399.303,36.969
400.229,36.906
401.253,36.906
402.326,36.906
403.252,36.938
404.227,36.938
405.251,36.938
406.253,37.000
407.250,37.000
408.225,37.000
409.297,36.938
410.274,36.969
411.247,36.938
412.466,36.938
413.246,36.938
414.275,36.938
415.245,36.906
416.225,36.875
417.246,36.875
418.219,36.844
419.243,36.875
420.218,36.906
421.417,36.906
422.216,36.906
423.275,36.906
424.267,36.906
425.239,36.938
426.360,37.062
427.238,37.062
428.262,37.062
429.238,37.094
430.261,37.062
431.261,37.094
432.275,37.094
433.234,37.094
434.293,37.094
435.233,37.094
436.256,37.000
437.232,36.969
438.256,37.000
439.282,36.969
440.256,37.000
441.230,37.000
442.448,37.000
443.236,37.000
444.301,37.000
445.238,37.031
446.251,37.000
447.226,37.031
448.250,37.031
449.225,37.031
450.543,37.031
451.370,37.031
452.249,37.062
453.256,37.000
454.246,37.062
455.239,37.031
456.284,37.062
457.247,37.031
458.243,37.062
459.219,37.062
460.243,37.031
461.513,37.031
462.290,37.062
463.216,37.094
464.288,37.062
465.264,37.031
466.242,37.000
467.314,37.031
468.238,37.031
469.223,37.000
470.241,37.000
471.260,36.969
472.236,36.938
473.280,36.875
474.234,36.875
475.258,36.844
476.238,36.844
477.257,36.875
478.238,36.875
479.256,36.875
480.233,36.844
481.255,36.938
482.230,36.938
483.255,36.969
484.228,37.000
485.500,37.031
486.227,37.062
487.251,37.031
488.226,37.031
489.249,37.000
490.225,37.031
491.260,36.969
492.224,36.969
493.247,37.000
494.222,37.031
495.392,36.969
496.221,36.969
497.245,36.969
498.220,36.969
499.243,37.000
500.219,36.969
501.243,36.969
502.230,36.969
503.241,36.906
504.216,36.844
505.240,36.781
506.215,36.719
507.580,36.594
508.237,36.469
509.237,36.344
510.297,36.188
511.236,36.031
512.215,35.906
513.243,35.781
514.210,35.656
515.380,35.500
516.309,35.406
517.233,35.312
518.208,35.281
519.232,35.219
520.256,35.219
521.231,35.219
