df_hash,22ZHK4.QEBF70
452.007,36
452.933,46
454.103,42
455.223,13
456.100,8
457.077,9
457.958,4
459.026,4
460.050,0
461.220,31
461.855,30
463.104,28
463.902,21
464.828,26
465.999,0
466.875,28
467.802,24
468.972,33
469.898,32
470.826,28
471.946,32
472.872,33
473.895,36
474.968,50
476.089,50
476.818,52
478.232,35
478.820,28
479.844,25
480.868,0
481.842,0
482.673,32
483.843,40
484.768,44
485.646,37
487.060,31
487.749,26
488.862,24
489.789,25
490.715,0
491.592,21
492.765,21
493.691,0
494.567,0
495.928,0
496.663,0
497.589,0
498.761,0
499.637,13
500.514,0
501.733,0
502.805,0
503.488,17
504.707,0
505.586,17
506.462,18
507.684,21
508.559,0
509.536,0
510.656,3
511.626,4
512.613,0
513.631,0
514.554,29
515.498,25
516.602,100
517.483,100
518.360,0
519.578,1
520.454,44
521.331,43
