df_hash,22ZHK4.QEBF70
14.758,293
14.783,284
14.808,237
14.833,191
14.858,172
14.883,178
14.908,197
14.933,223
14.958,257
14.983,290
15.008,306
15.033,289
15.058,252
15.083,229
15.108,248
15.133,306
15.158,373
15.183,418
15.208,437
15.233,442
15.258,444
15.283,439
15.308,420
15.333,393
15.358,374
15.383,368
15.408,365
15.433,354
15.458,331
15.483,310
15.508,297
15.533,285
15.558,262
15.583,233
15.608,210
15.633,196
15.658,173
15.683,126
15.708,65
15.733,32
15.758,61
15.783,143
15.808,230
15.833,276
15.858,273
15.883,248
15.908,226
15.933,211
15.958,197
15.983,182
16.008,175
16.033,182
16.058,198
16.083,211
16.108,213
16.133,200
16.158,175
16.183,139
16.208,102
16.233,73
16.258,50
16.283,18
16.308,-26
16.333,-63
16.358,-50
16.383,32
16.408,163
16.433,287
16.458,366
16.483,402
16.508,423
16.533,448
16.558,468
16.583,468
16.608,450
16.633,430
16.658,419
16.683,413
16.708,402
16.733,382
16.758,356
16.783,322
16.808,276
16.833,219
16.858,160
16.883,103
16.908,37
16.933,-47
16.958,-133
16.983,-174
17.008,-129
17.033,-10
17.058,127
17.083,225
17.108,267
17.133,277
17.158,286
17.183,296
17.208,295
17.233,281
17.258,264
17.283,260
17.308,268
17.333,280
17.358,289
17.383,298
17.408,302
17.433,291
17.458,261
17.483,224
17.508,193
17.533,168
17.558,131
17.583,78
17.608,38
17.633,53
17.658,137
17.683,255
17.708,346
17.733,379
17.758,370
17.783,357
17.808,358
17.833,362
17.858,350
17.883,324
17.908,304
17.933,300
17.958,300
17.983,286
18.008,255
18.033,222
18.058,203
18.083,192
18.108,171
18.133,131
18.158,85
18.183,52
18.208,40
18.233,29
18.258,-5
18.283,-64
18.308,-115
18.333,-115
18.358,-43
18.383,75
18.408,195
18.433,273
18.458,305
18.483,310
18.508,312
18.533,320
18.558,324
18.583,320
18.608,312
18.633,314
18.658,327
18.683,339
18.708,337
18.733,317
18.758,294
18.783,287
18.808,301
18.833,321
18.858,324
18.883,303
18.908,274
18.933,259
18.958,263
18.983,264
19.008,239
19.033,193
19.058,162
19.083,189
19.108,284
19.133,407
19.158,502
19.183,541
19.208,538
19.233,528
19.258,529
19.283,534
19.308,527
19.333,510
19.358,496
19.383,490
19.408,479
19.433,444
19.458,380
19.483,303
19.508,232
19.533,162
19.558,78
19.583,-24
19.608,-129
19.633,-208
19.658,-257
19.683,-294
19.708,-340
19.733,-387
19.758,-394
19.783,-328
19.808,-201
19.833,-68
19.858,17
19.883,39
19.908,25
19.933,13
19.958,17
19.983,25
20.008,30
20.033,46
20.058,97
20.083,189
20.108,300
20.133,396
20.158,452
20.183,467
20.208,449
20.233,411
20.258,363
20.283,320
20.308,296
20.333,288
20.358,278
20.383,258
20.408,242
20.433,260
20.458,325
20.483,412
20.508,473
20.533,480
20.558,445
20.583,404
20.608,377
20.633,358
20.658,331
20.683,298
20.708,275
20.733,270
20.758,267
20.783,247
20.808,211
20.833,183
20.858,180
20.883,191
20.908,184
20.933,143
20.958,85
20.983,37
21.008,6
21.033,-26
21.058,-76
21.083,-120
21.108,-112
21.133,-24
21.158,119
21.183,260
21.208,354
21.233,399
21.258,425
21.283,453
21.308,483
21.333,502
21.358,514
21.383,533
21.408,565
21.433,597
21.458,611
21.483,605
21.508,592
21.533,581
21.558,563
21.583,525
21.608,475
21.633,437
21.658,417
21.683,388
21.708,305
21.733,160
21.758,0
21.783,-106
21.808,-127
21.833,-91
21.858,-56
21.883,-57
21.908,-87
21.933,-118
21.958,-134
21.983,-136
22.008,-130
22.033,-116
22.058,-93
22.083,-67
22.108,-43
22.133,-24
22.158,-3
22.183,18
22.208,32
22.233,38
22.258,50
22.283,82
22.308,128
22.333,156
22.358,146
22.383,115
22.408,110
22.433,170
22.458,284
22.483,401
22.508,474
22.533,492
22.558,476
22.583,448
22.608,420
22.633,394
22.658,373
22.683,363
22.708,363
22.733,367
22.758,365
22.783,354
22.808,331
22.833,300
22.858,265
22.883,237
22.908,218
22.933,195
22.958,156
22.983,108
23.008,81
23.033,113
23.058,210
23.083,338
23.108,448
23.133,509
23.158,524
23.183,510
23.208,481
23.233,443
23.258,404
23.283,376
23.308,362
23.333,357
23.358,354
23.383,353
23.408,355
23.433,355
23.458,346
23.483,335
23.508,337
23.533,350
23.558,342
23.583,267
23.608,117
23.633,-56
23.658,-172
23.683,-189
23.708,-133
23.733,-64
23.758,-22
23.783,-2
23.808,14
23.833,33
23.858,44
23.883,45
23.908,49
23.933,65
23.958,84
23.983,92
24.008,88
24.033,90
24.058,109
24.083,135
24.108,150
24.133,151
24.158,148
24.183,148
24.208,134
24.233,94
24.258,48
24.283,44
24.308,111
24.333,232
24.358,348
24.383,414
24.408,426
24.433,414
24.458,400
24.483,389
24.508,375
24.533,362
24.558,360
24.583,371
24.608,386
24.633,391
24.658,383
24.683,364
24.708,339
24.733,310
24.758,282
24.783,263
24.808,247
24.833,222
24.858,180
24.883,138
24.908,130
24.933,175
24.958,257
24.983,334
25.008,373
25.033,372
25.058,353
25.083,337
25.108,328
25.133,318
25.158,304
25.183,290
25.208,282
25.233,278
25.258,273
25.283,260
25.308,238
25.333,214
25.358,194
25.383,179
25.408,158
25.433,113
25.458,43
25.483,-23
25.508,-44
25.533,1
25.558,96
25.583,188
25.608,238
25.633,242
25.658,226
25.683,213
25.708,207
25.733,198
25.758,182
25.783,166
25.808,160
25.833,162
25.858,168
25.883,168
25.908,158
25.933,136
25.958,107
25.983,82
26.008,68
26.033,59
26.058,40
26.083,5
26.108,-19
26.133,3
26.158,88
26.183,204
26.208,296
26.233,335
26.258,334
26.283,325
26.308,323
26.333,315
26.358,293
26.383,272
26.408,270
26.433,288
26.458,299
26.483,286
26.508,259
26.533,239
26.558,230
26.583,216
26.608,187
26.633,157
26.658,141
26.683,131
26.708,102
26.733,56
26.758,39
26.783,94
26.808,209
26.833,315
26.858,358
26.883,365
26.908,411
26.933,527
26.958,656
26.983,702
27.008,632
27.033,503
27.058,404
27.083,375
27.108,394
27.133,425
27.158,455
27.183,472
27.208,441
27.233,328
27.258,154
27.283,-3
27.308,-71
27.333,-46
27.358,8
27.383,49
27.408,94
27.433,190
27.458,342
27.483,489
27.508,567
27.533,566
27.558,526
27.583,470
27.608,386
27.633,263
27.658,142
27.683,87
27.708,117
27.733,184
27.758,231
27.783,265
27.808,343
27.833,476
27.858,580
27.883,533
27.908,303
27.933,-9
27.958,-256
27.983,-371
28.008,-401
28.033,-419
28.058,-429
28.083,-370
28.108,-208
28.133,6
28.158,172
28.183,231
28.208,208
28.233,170
28.258,155
28.283,155
28.308,147
28.333,133
28.358,130
28.383,144
28.408,160
28.433,163
28.458,159
28.483,164
28.508,183
28.533,203
28.558,211
28.583,211
28.608,211
28.633,207
28.658,183
28.683,133
28.708,86
28.733,85
28.758,153
28.783,265
28.808,369
28.833,433
28.858,459
28.883,471
28.908,480
28.933,480
28.958,460
28.983,431
29.008,413
29.033,415
29.058,424
29.083,418
29.108,394
29.133,367
29.158,349
29.183,333
29.208,305
29.233,260
29.258,211
29.283,168
29.308,124
29.333,63
29.358,-8
29.383,-55
29.408,-35
29.433,56
29.458,175
29.483,264
29.508,299
29.533,297
29.558,286
29.583,276
29.608,259
29.633,232
29.658,210
29.683,211
29.708,232
29.733,251
29.758,257
29.783,254
29.808,254
29.833,256
29.858,248
29.883,228
29.908,211
29.933,210
29.958,211
29.983,188
30.008,135
30.033,84
30.058,85
30.083,155
30.108,263
30.133,354
30.158,396
30.183,397
30.208,379
30.233,357
30.258,333
30.283,311
30.308,303
30.333,313
30.358,335
30.383,354
30.408,360
30.433,357
30.458,347
30.483,330
30.508,306
30.533,287
30.558,279
30.583,274
30.608,248
30.633,188
30.658,115
30.683,73
30.708,85
30.733,130
30.758,162
30.783,144
30.808,85
30.833,18
30.858,-25
30.883,-39
30.908,-26
30.933,3
30.958,43
30.983,83
31.008,111
31.033,125
31.058,133
31.083,144
31.108,159
31.133,179
31.158,206
31.183,236
31.208,253
31.233,232
31.258,169
31.283,101
31.308,86
31.333,155
31.358,279
31.383,387
31.408,426
31.433,404
31.458,361
31.483,334
31.508,321
31.533,307
31.558,291
31.583,292
31.608,317
31.633,352
31.658,372
31.683,374
31.708,375
31.733,392
31.758,417
31.783,423
31.808,400
31.833,368
31.858,349
31.883,344
31.908,327
31.933,272
31.958,191
31.983,123
32.008,98
32.033,108
32.058,117
32.083,96
32.108,54
32.133,25
32.158,35
32.183,78
32.208,126
32.233,156
32.258,171
32.283,186
32.308,213
32.333,244
32.358,265
32.383,270
32.408,267
32.433,265
32.458,262
32.483,248
32.508,216
32.533,178
32.558,151
32.583,141
32.608,135
32.633,113
32.658,73
32.683,43
32.708,58
32.733,127
32.758,225
32.783,307
32.808,342
32.833,334
32.858,308
32.883,284
32.908,264
32.933,240
32.958,212
32.983,191
33.008,188
33.033,196
33.058,200
33.083,188
33.108,165
33.133,144
33.158,131
33.183,124
33.208,116
33.233,114
33.258,123
33.283,139
33.308,140
33.333,113
33.358,74
33.383,66
33.408,126
33.433,250
33.458,396
33.483,515
33.508,582
33.533,598
33.558,578
33.583,534
33.608,477
33.633,423
33.658,386
33.683,368
33.708,356
33.733,340
33.758,322
33.783,311
33.808,306
33.833,293
33.858,266
33.883,240
33.908,230
33.933,228
33.958,198
33.983,116
34.008,3
34.033,-74
34.058,-64
34.083,27
34.108,139
34.133,210
34.158,227
34.183,213
34.208,197
34.233,184
34.258,167
34.283,148
34.308,138
34.333,142
34.358,149
34.383,145
34.408,130
34.433,113
34.458,100
34.483,84
34.508,61
34.533,38
34.558,25
34.583,17
34.608,-1
34.633,-31
34.658,-38
34.683,20
34.708,154
34.733,318
34.758,442
34.783,493
34.808,492
34.833,480
34.858,473
34.883,461
34.908,434
34.933,404
34.958,392
34.983,399
35.008,401
35.033,379
35.058,337
35.083,296
35.108,267
35.133,238
35.158,201
35.183,166
35.208,154
35.233,159
35.258,154
35.283,115
35.308,64
35.333,51
35.358,107
35.383,209
35.408,299
35.433,339
35.458,334
35.483,317
35.508,301
35.533,278
35.558,245
35.583,228
35.608,260
35.633,341
35.658,423
35.683,453
35.708,417
35.733,350
35.758,294
35.783,253
35.808,202
35.833,122
35.858,32
35.883,-29
35.908,-40
35.933,-21
35.958,-7
35.983,-15
36.008,-19
36.033,18
36.058,114
36.083,244
36.108,362
36.133,435
36.158,460
36.183,462
36.208,459
36.233,458
36.258,454
36.283,450
36.308,454
36.333,471
36.358,487
36.383,475
36.408,415
36.433,315
36.458,201
36.483,99
36.508,22
36.533,-27
36.558,-51
36.583,-51
36.608,-40
36.633,-41
36.658,-66
36.683,-101
36.708,-107
36.733,-56
36.758,40
36.783,143
36.808,214
36.833,244
36.858,250
36.883,253
36.908,253
36.933,247
36.958,238
36.983,237
37.008,252
37.033,273
37.058,287
37.083,289
37.108,281
37.133,265
37.158,242
37.183,212
37.208,183
37.233,159
37.258,135
37.283,100
37.308,57
37.333,32
37.358,55
37.383,133
37.408,237
37.433,327
37.458,381
37.483,408
37.508,419
37.533,418
37.558,398
37.583,364
37.608,335
37.633,323
37.658,324
37.683,317
37.708,293
37.733,260
37.758,231
37.783,207
37.808,180
37.833,150
37.858,127
37.883,119
37.908,113
37.933,89
37.958,46
37.983,18
38.008,44
38.033,133
38.058,248
38.083,339
38.108,381
38.133,388
38.158,387
38.183,392
38.208,396
38.233,387
38.258,368
38.283,353
38.308,351
38.333,357
38.358,357
38.383,342
38.408,316
38.433,288
38.458,264
38.483,239
38.508,206
38.533,165
38.558,125
38.583,98
38.608,80
38.633,53
38.658,4
38.683,-55
38.708,-87
38.733,-53
38.758,49
38.783,178
38.808,281
38.833,332
38.858,346
38.883,350
38.908,358
38.933,363
38.958,353
38.983,334
39.008,319
39.033,316
39.058,315
39.083,308
39.108,292
39.133,275
39.158,260
39.183,245
39.208,224
39.233,197
39.258,171
39.283,151
39.308,136
39.333,121
39.358,96
39.383,54
39.408,-2
39.433,-55
39.458,-74
39.483,-36
39.508,45
39.533,131
39.558,177
39.583,178
39.608,163
39.633,162
39.658,175
39.683,175
39.708,148
39.733,114
39.758,102
39.783,110
39.808,103
39.833,67
39.858,57
39.883,171
39.908,455
39.933,821
39.958,1082
39.983,1080
40.008,811
40.033,429
40.058,124
40.083,-13
40.108,-35
40.133,-53
40.158,-128
40.183,-225
40.208,-261
40.233,-188
40.258,-22
40.283,181
40.308,377
40.333,545
40.358,673
40.383,748
40.408,763
40.433,732
40.458,685
40.483,644
40.508,603
40.533,545
40.558,468
40.583,397
40.608,365
40.633,380
40.658,412
40.683,422
40.708,391
40.733,332
40.758,271
40.783,223
40.808,182
40.833,131
40.858,57
40.883,-40
40.908,-147
40.933,-235
40.958,-274
40.983,-248
41.008,-169
41.033,-70
41.058,14
41.083,67
41.108,93
41.133,107
41.158,119
41.183,131
41.208,139
41.233,141
41.258,138
41.283,137
41.308,148
41.333,168
41.358,186
41.383,184
41.408,156
41.433,117
41.458,89
41.483,83
41.508,85
41.533,77
41.558,61
41.583,57
41.608,80
41.633,114
41.658,122
41.683,86
41.708,36
41.733,31
41.758,102
41.783,228
41.808,349
41.833,422
41.858,448
41.883,458
41.908,473
41.933,489
41.958,491
41.983,480
42.008,471
42.033,479
42.058,496
42.083,505
42.108,492
42.133,463
42.158,429
42.183,395
42.208,358
42.233,309
42.258,251
42.283,195
42.308,150
42.333,114
42.358,76
42.383,24
42.408,-34
42.433,-79
42.458,-79
42.483,-16
42.508,95
42.533,214
42.558,298
42.583,329
42.608,321
42.633,304
42.658,297
42.683,300
42.708,306
42.733,312
42.758,323
42.783,342
42.808,362
42.833,367
42.858,353
42.883,328
42.908,306
42.933,289
42.958,268
42.983,236
43.008,198
43.033,167
43.058,146
43.083,123
43.108,79
43.133,19
43.158,-26
43.183,-20
43.208,48
43.233,151
43.258,241
43.283,286
43.308,291
43.333,280
43.358,273
43.383,270
43.408,261
43.433,247
43.458,239
43.483,247
43.508,266
43.533,278
43.558,274
43.583,261
43.608,251
43.633,248
43.658,238
43.683,208
43.708,163
43.733,123
43.758,103
43.783,95
43.808,75
43.833,31
43.858,-15
43.883,-22
43.908,32
43.933,134
43.958,236
43.983,300
44.008,324
44.033,328
44.058,330
44.083,328
44.108,317
44.133,303
44.158,298
44.183,309
44.208,323
44.233,326
44.258,319
44.283,314
44.308,320
44.333,326
44.358,317
44.383,294
44.408,272
44.433,260
44.458,244
44.483,205
44.508,147
44.533,108
44.558,129
44.583,211
44.608,314
44.633,385
44.658,408
44.683,396
44.708,372
44.733,341
44.758,302
44.783,256
44.808,214
44.833,183
44.858,153
44.883,117
44.908,80
44.933,56
44.958,47
44.983,39
45.008,21
45.033,-2
45.058,-14
45.083,-15
45.108,-23
45.133,-53
45.158,-84
45.183,-69
45.208,18
45.233,157
45.258,285
45.283,361
45.308,385
45.333,388
45.358,390
45.383,386
45.408,368
45.433,341
45.458,324
45.483,323
45.508,328
45.533,326
45.558,317
45.583,306
45.608,293
45.633,273
45.658,244
45.683,214
45.708,187
45.733,152
45.758,100
45.783,44
45.808,22
45.833,68
45.858,175
45.883,293
45.908,369
45.933,389
45.958,379
45.983,367
46.008,357
46.033,340
46.058,311
46.083,282
46.108,266
46.133,265
46.158,265
46.183,261
46.208,253
46.233,245
46.258,232
46.283,210
46.308,182
46.333,156
46.358,131
46.383,94
46.408,45
46.433,8
46.458,21
46.483,102
46.508,218
46.533,314
46.558,355
46.583,349
46.608,330
46.633,319
46.658,310
46.683,289
46.708,260
46.733,243
46.758,249
46.783,265
46.808,270
46.833,261
46.858,249
46.883,246
46.908,242
46.933,222
46.958,186
46.983,153
47.008,141
47.033,138
47.058,116
47.083,64
47.108,14
47.133,15
47.158,85
47.183,198
47.208,300
47.233,357
47.258,371
47.283,362
47.308,342
47.333,312
47.358,276
47.383,248
47.408,240
47.433,247
47.458,254
47.483,254
47.508,253
47.533,255
47.558,254
47.583,238
47.608,208
47.633,177
47.658,158
47.683,138
47.708,96
47.733,35
47.758,-5
47.783,18
47.808,109
47.833,227
47.858,313
47.883,345
47.908,340
47.933,326
47.958,314
47.983,294
48.008,265
48.033,235
48.058,214
48.083,199
48.108,181
48.133,156
48.158,127
48.183,97
48.208,58
48.233,11
48.258,-25
48.283,-28
48.308,2
48.333,35
48.358,37
48.383,15
48.408,12
48.433,71
48.458,183
48.483,298
48.508,367
48.533,386
48.558,382
48.583,380
48.608,381
48.633,374
48.658,363
48.683,362
48.708,379
48.733,404
48.758,422
48.783,431
48.808,438
48.833,447
48.858,450
48.883,442
48.908,430
48.933,424
48.958,416
48.983,389
49.008,336
49.033,286
49.058,284
49.083,354
49.108,471
49.133,581
49.158,645
49.183,660
49.208,643
49.233,606
49.258,542
49.283,445
49.308,323
49.333,191
49.358,62
49.383,-64
49.408,-191
49.433,-310
49.458,-404
49.483,-455
49.508,-451
49.533,-390
49.558,-288
49.583,-172
49.608,-82
49.633,-38
49.658,-25
49.683,-3
49.708,61
49.733,168
49.758,280
49.783,357
49.808,383
49.833,378
49.858,367
49.883,364
49.908,363
49.933,353
49.958,333
49.983,310
50.008,292
50.033,282
50.058,269
50.083,242
50.108,200
50.133,155
50.158,121
50.183,101
50.208,75
50.233,24
50.258,-48
50.283,-108
50.308,-111
50.333,-41
50.358,72
50.383,181
50.408,252
50.433,291
50.458,323
50.483,357
50.508,384
50.533,384
50.558,362
50.583,340
50.608,336
50.633,347
50.658,352
50.683,335
50.708,298
50.733,261
50.758,237
50.783,226
50.808,216
50.833,205
50.858,201
50.883,225
50.908,288
50.933,383
50.958,481
50.983,544
51.008,547
51.033,492
51.058,411
51.083,338
51.108,287
51.133,251
51.158,216
51.183,183
51.208,164
51.233,165
51.258,174
51.283,169
51.308,146
51.333,120
51.358,109
51.383,109
51.408,91
51.433,39
51.458,-32
51.483,-78
51.508,-60
51.533,18
51.558,121
51.583,212
51.608,278
51.633,330
51.658,374
51.683,406
51.708,411
51.733,384
51.758,335
51.783,284
51.808,246
51.833,227
51.858,219
51.883,206
51.908,178
51.933,139
51.958,108
51.983,100
52.008,112
52.033,119
52.058,108
52.083,95
52.108,117
52.133,197
52.158,318
52.183,430
52.208,497
52.233,517
52.258,510
52.283,494
52.308,468
52.333,433
52.358,401
52.383,387
52.408,391
52.433,392
52.458,369
52.483,324
52.508,275
52.533,236
52.558,207
52.583,182
52.608,159
52.633,138
52.658,116
52.683,88
52.708,62
52.733,58
52.758,94
52.783,161
52.808,224
52.833,254
52.858,248
52.883,228
52.908,215
52.933,204
52.958,179
52.983,138
53.008,99
53.033,81
53.058,89
53.083,110
53.108,126
53.133,127
53.158,111
53.183,85
53.208,58
53.233,42
53.258,36
53.283,26
53.308,-3
53.333,-45
53.358,-65
53.383,-26
53.408,76
53.433,203
53.458,301
53.483,343
53.508,340
53.533,321
53.558,305
53.583,295
53.608,287
53.633,284
53.658,288
53.683,297
53.708,306
53.733,308
53.758,300
53.783,281
53.808,250
53.833,212
53.858,176
53.883,148
53.908,121
53.933,83
53.958,38
53.983,15
54.008,45
54.033,133
54.058,242
54.083,324
54.108,354
54.133,346
54.158,328
54.183,318
54.208,312
54.233,306
54.258,303
54.283,310
54.308,327
54.333,345
54.358,358
54.383,367
54.408,375
54.433,380
54.458,376
54.483,363
54.508,345
54.533,320
54.558,281
54.583,218
54.608,146
54.633,94
54.658,90
54.683,132
54.708,190
54.733,224
54.758,216
54.783,174
54.808,121
54.833,76
54.858,45
54.883,20
54.908,-4
54.933,-29
54.958,-45
54.983,-39
55.008,-7
55.033,41
55.058,92
55.083,136
55.108,184
55.133,245
55.158,312
55.183,362
55.208,378
55.233,376
55.258,395
55.283,464
55.308,571
55.333,674
55.358,737
55.383,753
55.408,742
55.433,724
55.458,706
55.483,686
55.508,669
55.533,660
55.558,657
55.583,646
55.608,623
55.633,594
55.658,565
55.683,524
55.708,440
55.733,294
55.758,92
55.783,-136
55.808,-366
55.833,-576
55.858,-732
55.883,-775
55.908,-657
55.933,-398
55.958,-111
55.983,57
56.008,28
56.033,-146
56.058,-318
56.083,-346
56.108,-194
56.133,47
56.158,233
56.183,255
56.208,108
56.233,-111
56.258,-271
56.283,-280
56.308,-146
56.333,36
56.358,159
56.383,172
56.408,104
56.433,23
56.458,-24
56.483,-31
56.508,-6
56.533,55
56.558,167
56.583,330
56.608,521
56.633,705
56.658,856
56.683,965
56.708,1031
56.733,1057
56.758,1067
56.783,1095
56.808,1161
56.833,1240
56.858,1265
56.883,1176
56.908,969
56.933,709
56.958,494
56.983,400
57.008,444
57.033,564
57.058,637
57.083,538
57.108,221
57.133,-219
57.158,-584
57.183,-695
57.208,-527
57.233,-227
57.258,-7
57.283,5
57.308,-154
57.333,-355
57.358,-476
57.383,-477
57.408,-388
57.433,-263
57.458,-150
57.483,-76
57.508,-47
57.533,-47
57.558,-38
57.583,0
57.608,64
57.633,126
57.658,165
57.683,180
57.708,180
57.733,165
57.758,131
57.783,98
57.808,97
57.833,153
57.858,248
57.883,338
57.908,387
57.933,396
57.958,391
57.983,388
58.008,385
58.033,370
58.058,349
58.083,339
58.108,349
58.133,374
58.158,405
58.183,436
58.208,469
58.233,499
58.258,514
58.283,510
58.308,489
58.333,460
58.358,423
58.383,376
58.408,330
58.433,306
58.458,320
58.483,357
58.508,379
58.533,355
58.558,287
58.583,202
58.608,124
58.633,61
58.658,13
58.683,-11
58.708,-5
58.733,29
58.758,75
58.783,112
58.808,134
58.833,146
58.858,149
58.883,137
58.908,105
58.933,66
58.958,33
58.983,8
59.008,-25
59.033,-74
59.058,-112
59.083,-98
59.108,-9
59.133,126
59.158,248
59.183,311
59.208,317
59.233,299
59.258,289
59.283,287
59.308,282
59.333,270
59.358,264
59.383,279
59.408,311
59.433,343
59.458,357
59.483,353
59.508,344
59.533,340
59.558,344
59.583,351
59.608,363
59.633,383
59.658,412
59.683,437
59.708,446
59.733,437
59.758,429
59.783,449
59.808,514
59.833,609
59.858,698
59.883,745
59.908,744
59.933,711
59.958,668
59.983,626
60.008,581
60.033,534
60.058,497
60.083,480
60.108,476
60.133,463
60.158,419
60.183,347
60.208,263
60.233,179
60.258,94
60.283,0
60.308,-96
60.333,-178
60.358,-237
60.383,-287
60.408,-345
60.433,-407
60.458,-439
60.483,-407
60.508,-317
60.533,-208
60.558,-126
60.583,-85
60.608,-66
60.633,-50
60.658,-37
60.683,-33
60.708,-30
60.733,-13
60.758,28
60.783,77
60.808,109
60.833,119
60.858,124
60.883,145
60.908,181
