df_hash,22ZHK4.A59L8C
224.495,765
225.320,845
225.326,925
226.104,10
226.985,780
228.343,755
229.174,1525
230.050,800
230.147,820
230.151,225
230.155,15
230.342,15
230.832,520
230.975,10
230.979,195
231.368,20
231.610,15
232.341,600
233.414,820
233.758,1000
234.071,445
234.729,225
234.778,655
234.786,10
235.851,10
236.241,1190
236.244,315
237.313,380
237.949,640
238.195,735
238.207,10
238.629,20
238.922,690
239.458,270
240.336,520
240.971,860
241.115,745
241.119,10
241.361,245
241.374,10
241.378,10
241.457,55
241.460,25
241.557,15
242.724,395
242.773,760
242.778,165
242.824,20
242.831,15
242.838,15
242.971,55
242.975,15
243.017,10
243.024,10
243.029,20
243.261,20
243.266,10
243.312,15
244.044,250
244.820,780
245.026,795
245.698,10
246.286,875
246.431,610
246.966,175
247.112,635
247.118,10
247.258,200
247.264,10
248.087,735
248.331,260
248.334,15
248.380,15
249.502,415
249.890,755
250.183,425
251.012,315
251.694,770
251.702,785
251.941,10
252.007,220
253.059,335
253.116,725
253.498,75
253.503,405
253.790,20
253.796,280
254.571,10
255.156,650
255.302,690
255.305,165
255.309,20
255.497,20
255.790,150
256.569,315
256.717,755
256.780,180
256.865,15
256.959,140
256.963,15
257.008,15
257.011,10
257.014,15
257.254,115
257.257,10
258.080,335
259.056,795
259.075,965
259.219,10
259.349,10
260.323,265
260.327,890
260.372,15
260.375,15
260.860,40
261.496,400
262.322,735
262.616,745
263.549,370
264.369,875
264.375,880
264.668,10
265.054,325
265.373,10
265.637,595
266.422,330
267.295,780
268.612,855
268.708,1365
268.712,10
268.759,85
268.762,10
268.765,25
268.904,25
268.952,15
268.955,220
269.098,180
270.616,785
271.438,750
272.254,750
272.259,735
272.852,10
273.539,650
273.978,690
274.071,10
274.657,650
274.899,570
274.902,210
276.021,10
276.025,945
276.069,150
276.073,25
276.076,20
276.190,175
276.216,10
276.313,85
276.463,190
277.191,685
278.166,10
278.703,735
279.384,745
280.359,700
280.896,670
281.481,830
281.627,665
281.676,10
281.773,130
281.779,15
281.822,10
281.827,15
281.832,15
281.873,10
281.883,20
281.888,40
282.164,15
282.895,340
283.841,730
284.698,925
284.795,945
284.799,10
285.088,280
285.101,15
285.185,75
285.192,10
285.238,10
285.244,10
285.249,10
285.332,10
286.892,375
287.624,1395
288.306,675
288.403,725
288.408,145
288.555,10
288.893,35
289.134,10
289.138,605
289.281,220
290.646,535
292.208,705
292.765,1425
293.132,830
293.623,425
294.557,345
294.561,985
294.908,10
295.228,265
295.816,275
296.349,605
296.936,700
297.813,595
298.397,730
299.031,620
299.616,605
299.620,695
300.106,10
300.542,535
301.530,335
302.054,965
302.346,685
302.882,250
302.885,365
303.565,10
304.052,915
304.686,310
305.271,640
306.002,700
306.005,695
306.831,10
307.708,785
307.715,825
308.469,10
309.173,835
309.466,745
309.902,230
310.156,480
310.682,305
311.366,435
312.194,720
312.778,825
313.948,565
314.875,1240
315.850,895
316.642,940
316.924,750
317.946,10
318.679,1345
319.554,765
319.604,795
320.288,10
321.114,915
321.943,815
322.919,770
323.215,865
323.359,580
324.186,750
324.189,125
324.340,145
324.630,30
325.599,395
326.433,765
327.306,865
327.312,845
327.940,10
328.142,585
329.111,270
330.036,935
330.039,1010
330.718,10
331.791,715
332.269,935
332.276,620
333.107,10
333.643,620
334.180,715
334.764,510
335.057,675
335.061,155
335.064,20
335.106,10
335.109,10
335.496,15
336.130,420
336.572,695
336.575,490
336.715,10
336.861,250
338.036,305
338.231,815
338.390,295
339.546,25
339.834,1190
339.838,215
339.934,10
339.937,20
340.354,15
340.374,510
340.469,10
340.858,200
341.642,435
342.272,675
342.958,700
343.247,720
343.832,235
344.621,635
345.587,730
345.590,1000
346.175,10
347.391,525
347.589,1395
347.684,165
348.856,790
349.099,205
349.684,430
350.316,615
350.763,645
351.299,275
351.785,460
351.827,730
352.705,10
353.540,765
353.925,980
354.752,450
355.654,735
356.702,895
357.582,960
358.124,855
359.000,760
359.629,705
360.505,795
361.356,935
362.845,820
363.576,1450
364.428,785
364.649,780
365.359,235
365.382,630
365.478,155
365.483,10
365.488,10
366.209,10
366.745,620
367.427,730
368.318,760
369.133,840
370.111,850
370.939,880
371.815,845
371.819,780
372.449,10
373.131,710
373.134,710
374.106,10
374.109,825
374.859,10
375.373,905
375.377,550
375.617,10
375.915,365
377.474,885
377.521,885
378.011,10
378.299,320
378.322,10
379.810,475
380.253,1315
380.980,655
381.663,685
382.638,730
383.466,905
384.148,850
384.152,650
384.295,10
384.300,15
384.306,145
385.609,745
386.635,535
386.653,1005
387.268,10
388.146,725
388.195,730
388.731,225
389.414,510
390.145,760
390.829,700
390.876,550
391.025,180
392.631,815
392.923,840
393.313,300
394.143,550
395.020,740
395.654,760
396.385,735
397.116,755
397.993,805
398.335,820
398.871,420
399.470,355
399.603,705
399.606,10
399.609,215
401.675,1205
401.680,800
402.528,10
403.360,890
404.526,810
404.870,1160
405.318,320
405.696,545
406.037,385
407.367,295
408.621,1295
409.355,1255
409.404,725
409.742,10
409.746,420
409.914,100
409.917,90
409.940,10
410.035,130
410.329,240
410.815,440
410.864,210
412.083,620
413.253,520
414.081,1230
414.088,515
414.253,285
414.281,135
414.296,15
414.471,240
415.885,645
416.275,735
417.689,445
418.078,1215
418.858,575
419.444,680
420.468,565
420.472,1055
420.500,10
421.006,220
421.450,320
422.028,610
422.369,545
422.372,235
422.566,10
423.856,265
424.222,1085
424.828,590
425.735,515
426.025,1145
426.028,210
427.536,890
427.828,615
427.832,250
428.221,10
428.805,315
429.345,640
429.925,495
430.608,610
430.900,715
431.681,345
432.216,635
433.389,560
433.435,1320
433.438,10
433.825,15
434.660,350
435.029,880
435.826,260
436.041,595
436.701,475
436.848,585
437.043,485
438.115,530
438.797,560
438.992,570
438.995,320
439.236,260
439.626,205
439.629,10
440.395,290
441.033,620
441.044,550
441.871,10
442.600,835
442.990,820
443.039,230
443.431,10
444.111,540
444.794,745
445.479,760
445.963,670
446.256,350
447.039,320
447.573,695
448.255,655
449.086,700
449.669,795
450.574,660
451.378,765
452.057,790
452.935,860
453.715,840
454.641,815
454.647,805
455.383,10
456.055,805
456.981,800
457.810,785
458.590,820
459.326,835
460.101,785
460.301,740
460.495,115
460.498,45
460.637,10
460.665,395
461.914,690
462.734,635
463.611,775
464.445,840
465.220,820
465.223,845
465.974,10
466.634,775
467.512,715
468.147,730
468.879,730
468.925,460
469.803,275
470.545,780
471.119,740
471.947,780
472.884,795
473.605,845
474.287,780
475.122,765
476.094,795
476.677,775
477.407,730
478.236,745
478.285,765
478.870,10
479.748,835
479.991,830
480.055,175
480.089,20
480.871,10
481.459,600
482.340,870
482.770,730
483.550,645
484.185,725
485.013,710
485.847,750
486.134,725
486.410,485
486.816,270
486.821,205
487.011,10
487.997,535
488.818,730
489.506,745
489.693,755
489.696,230
490.034,10
491.447,395
491.692,1405
492.082,295
493.009,430
493.012,815
493.545,10
495.058,560
495.158,1330
495.299,300
495.335,10
495.838,320
496.518,705
496.895,450
496.903,15
496.907,110
497.871,805
498.228,265
498.760,400
499.095,370
499.254,435
499.640,275
499.645,10
501.854,1105
502.319,1425
502.611,670
503.543,725
503.638,265
503.856,10
504.172,375
504.464,395
504.757,275
505.590,250
506.268,695
507.343,855
507.791,665
508.267,715
509.046,635
509.777,665
510.317,700
511.042,740
511.045,575
511.184,200
511.971,590
512.507,265
512.751,420
513.970,320
514.021,1000
514.366,205
514.897,450
