df_hash,22ZHK4.A59L8C
319.457,34.594
320.435,34.594
321.362,34.625
322.577,34.750
323.504,34.750
324.638,34.781
325.551,34.781
326.428,34.812
327.501,34.812
328.576,34.812
329.305,34.781
330.572,34.781
331.499,34.781
332.376,34.688
333.497,34.719
334.472,34.719
335.301,34.688
336.568,34.656
337.468,34.656
338.374,34.656
339.250,34.719
340.429,34.719
341.639,34.719
342.516,34.719
343.394,34.750
344.613,34.719
345.441,34.750
346.418,34.750
347.586,34.750
348.464,34.781
349.341,34.750
350.480,34.781
351.437,34.750
352.266,34.719
353.533,34.656
354.460,34.719
355.342,34.719
356.556,34.688
357.444,34.719
358.555,34.688
359.238,34.719
360.407,34.719
361.376,34.688
362.504,34.719
363.284,34.719
364.503,34.719
365.491,34.750
366.212,34.750
367.576,34.719
368.451,34.719
369.378,34.688
370.499,34.688
371.425,34.719
372.303,34.719
373.521,34.781
374.399,34.750
375.520,34.750
376.495,34.781
377.469,34.812
378.640,34.812
379.469,34.812
380.418,34.812
381.516,34.812
382.494,34.781
383.321,34.750
384.588,34.781
385.601,34.781
386.343,34.750
387.464,34.781
388.439,34.781
389.318,34.812
390.583,34.781
391.364,34.781
392.364,34.781
393.460,34.781
394.316,34.781
395.557,34.781
396.583,34.812
397.214,34.750
398.481,34.719
399.456,34.719
400.385,34.750
401.601,34.750
402.430,34.812
403.356,34.812
404.478,34.844
405.482,34.875
406.530,34.844
407.513,34.906
408.427,34.906
409.352,34.938
410.551,34.969
411.451,34.938
412.570,34.969
413.545,35.000
414.328,35.000
415.593,35.031
416.446,35.031
417.364,35.031
418.518,35.000
419.347,35.000
420.326,35.000
421.561,35.062
422.417,35.000
423.547,34.969
424.473,34.969
425.396,34.938
426.562,35.000
427.488,34.969
428.365,35.000
429.486,35.031
430.461,35.000
431.393,34.969
432.558,34.969
433.441,34.969
434.410,34.969
435.534,34.969
436.462,34.938
437.384,34.969
438.603,34.969
439.383,34.938
440.504,34.906
441.479,34.938
442.334,34.938
443.584,34.938
444.550,34.969
445.476,34.938
446.459,34.938
447.432,34.938
448.358,34.938
449.328,34.938
450.571,34.969
451.388,34.938
452.448,34.969
453.453,35.031
454.544,35.000
455.519,35.062
456.406,35.062
457.477,35.031
458.493,35.031
459.426,35.000
460.662,34.938
461.467,34.969
462.238,34.938
463.562,34.938
464.440,34.938
465.366,34.938
466.488,34.906
467.419,34.938
468.292,34.969
469.413,34.938
470.388,35.031
471.532,34.969
472.874,35.000
473.410,35.000
474.582,35.031
475.529,34.938
476.432,34.938
477.555,35.031
478.630,35.000
479.390,35.031
480.562,35.000
481.511,35.031
482.345,35.031
483.502,35.000
484.476,35.000
485.695,35.031
486.595,35.094
487.372,35.000
488.623,34.969
489.254,35.031
490.719,35.000
491.594,35.000
492.487,35.000
493.352,35.031
494.470,35.031
495.489,35.031
496.372,35.000
497.493,35.000
498.419,34.969
499.367,34.969
500.419,34.969
501.441,35.000
502.514,35.000
503.537,35.031
504.415,35.031
505.293,35.031
506.472,35.031
507.746,35.031
508.511,35.062
509.339,35.031
510.314,35.031
511.533,35.031
512.411,35.031
513.337,35.000
514.459,35.000
515.442,35.031
