df_hash,22ZHK4.34VB5M
181.263,500
181.848,510
181.851,530
182.243,10
182.823,470
183.385,530
183.872,505
184.432,520
184.910,505
185.342,510
185.848,520
186.430,530
186.843,495
187.414,520
187.821,490
188.381,505
188.917,510
189.362,515
189.913,515
190.428,510
190.914,510
191.403,520
191.988,510
191.995,540
192.525,10
192.963,520
192.967,505
193.500,10
194.133,505
194.474,510
195.059,530
195.596,530
196.135,520
196.720,530
197.111,505
197.546,495
198.110,500
198.707,500
199.057,495
199.642,520
200.086,490
200.617,515
200.620,510
201.153,10
202.063,545
202.567,565
203.253,830
203.786,675
204.384,645
204.955,550
204.959,550
205.540,10
206.029,530
206.033,530
206.618,10
207.101,490
207.588,540
208.128,495
208.514,520
209.148,535
209.684,515
210.221,540
210.225,515
210.954,10
211.196,510
211.756,530
211.921,545
212.024,240
212.028,10
212.076,55
212.268,190
213.292,525
213.828,545
214.364,540
214.957,500
215.485,585
215.924,530
216.461,525
217.061,555
217.605,540
217.728,535
217.733,155
217.780,10
217.785,25
218.367,10
218.703,335
219.170,525
219.727,515
219.730,510
220.214,10
220.653,520
221.190,515
221.628,545
221.774,320
221.778,225
222.311,10
222.896,540
223.042,545
223.608,175
223.891,335
224.407,520
224.943,525
225.590,525
225.918,535
226.565,525
227.061,510
227.584,550
228.020,495
228.551,515
229.136,535
229.526,520
230.110,510
230.662,535
231.232,525
231.649,510
231.935,525
231.965,245
232.207,235
232.210,10
233.182,510
233.718,525
234.162,495
234.693,510
235.135,485
235.717,490
236.205,530
236.789,520
237.183,505
237.764,525
237.768,560
237.910,10
237.914,85
238.600,20
239.133,350
239.958,925
239.967,630
239.975,190
240.251,230
241.421,535
242.055,580
243.176,805
243.468,1100
244.638,255
245.529,1165
246.100,935
246.491,505
246.979,435
247.515,485
247.758,480
247.764,270
248.440,15
248.455,700
248.490,10
248.589,90
248.635,15
248.639,15
248.642,15
248.645,10
248.736,10
248.879,235
249.708,440
250.249,425
250.975,615
251.122,630
251.128,215
251.371,175
252.780,1090
254.148,355
254.437,1445
255.705,300
256.923,1165
257.939,1355
258.486,965
258.775,585
258.781,10
258.897,425
259.118,10
260.969,1505
261.408,515
261.965,500
262.383,485
262.920,485
263.066,480
263.069,185
263.114,15
263.117,10
263.358,10
263.602,280
263.894,165
264.870,325
265.015,965
265.309,215
265.321,270
265.845,10
266.240,495
267.112,400
268.188,830
269.306,1135
269.747,1215
270.135,235
271.012,495
271.402,850
271.843,425
272.133,460
273.236,305
273.498,1065
274.473,300
275.010,1050
275.984,480
276.570,995
277.544,540
277.667,1060
277.934,10
277.938,295
279.494,10
279.498,1550
279.885,15
281.542,485
281.981,1600
283.102,415
283.495,1095
285.055,545
285.609,1515
285.886,490
286.422,10
286.431,895
286.437,15
286.440,10
286.563,10
286.567,15
288.183,15
289.129,1555
290.756,1070
290.760,1645
291.441,10
291.444,385
291.447,10
292.855,625
293.536,1105
293.541,610
293.547,20
293.553,10
293.583,10
293.681,170
295.068,1040
296.167,315
296.850,1085
297.142,720
297.148,290
297.727,10
298.121,505
298.702,510
299.240,585
299.774,440
300.213,565
300.219,490
300.759,10
301.334,550
301.627,495
302.311,340
303.144,750
303.967,725
304.117,880
304.162,115
304.165,10
304.168,25
304.259,25
304.263,15
304.521,315
305.624,545
305.628,575
305.673,10
305.676,10
305.679,15
305.773,10
305.776,15
306.210,20
306.600,460
307.039,480
308.309,455
308.550,1195
309.138,275
309.430,555
309.525,10
310.109,445
310.499,540
310.645,480
310.649,165
310.792,70
310.795,10
310.959,230
312.086,580
312.596,485
313.571,530
314.253,1045
314.257,600
314.305,10
315.228,10
315.669,950
316.207,540
316.788,510
317.325,555
317.617,550
318.982,280
319.542,1380
320.741,410
322.054,1315
322.639,1450
323.183,500
323.617,495
324.008,485
324.686,480
324.693,660
324.980,10
325.563,280
326.099,540
326.538,530
326.542,460
327.105,10
327.611,550
328.342,560
328.586,660
329.707,245
330.243,1200
330.831,525
331.310,555
331.511,485
332.095,295
332.356,775
332.633,300
333.370,10
333.374,725
336.385,1650
336.388,1075
336.922,300
337.361,600
338.482,425
338.628,1135
338.775,10
339.310,220
339.836,595
339.911,435
340.286,10
340.676,485
341.261,445
341.797,520
342.236,530
342.813,470
343.456,505
343.504,690
343.750,10
344.868,300
345.990,1210
346.527,1070
346.818,505
347.793,370
348.086,940
348.510,255
349.061,505
349.597,490
349.744,530
350.036,190
350.572,305
350.779,520
350.787,205
350.864,10
350.868,15
351.547,285
352.086,505
352.522,530
352.526,365
352.717,220
352.720,10
353.868,570
354.374,540
355.301,555
355.904,1000
356.035,520
356.812,10
356.861,980
357.447,10
357.787,500
357.793,440
359.054,10
359.201,1300
359.363,235
360.371,560
360.858,465
361.452,575
361.589,555
361.596,110
361.787,15
361.979,15
362.614,385
362.707,540
362.808,320
363.700,725
364.076,115
364.225,325
364.271,180
364.274,15
364.612,10
365.099,380
365.733,505
365.737,605
366.886,10
367.098,1130
367.124,225
368.512,620
368.954,795
369.195,785
369.487,235
369.634,170
369.640,30
369.645,15
369.648,10
369.682,10
369.779,50
369.925,210
369.929,10
371.437,510
373.101,955
373.534,1630
374.508,465
374.801,1275
375.543,645
376.849,15
376.995,1510
377.141,10
377.969,225
378.554,875
379.383,460
379.774,875
380.748,440
381.333,975
381.336,545
381.382,10
381.724,10
382.162,370
383.137,500
385.235,1010
386.208,2005
386.628,1045
387.281,255
387.427,825
387.430,200
387.434,10
387.573,70
387.720,115
387.728,10
389.133,255
390.108,1200
390.644,985
391.083,485
391.099,500
391.207,15
391.231,125
393.971,1045
394.254,1700
394.264,180
394.269,25
394.398,120
394.410,125
395.910,500
396.056,1050
396.447,120
397.470,305
397.860,1060
399.443,485
400.805,1480
401.418,1415
402.296,595
402.344,935
402.348,60
402.442,10
402.445,15
404.246,55
404.540,1815
404.684,420
405.806,1130
406.208,75
406.342,365
406.345,180
406.488,15
406.493,15
406.586,10
406.591,10
407.073,15
407.171,265
407.805,520
408.292,545
408.731,545
409.423,445
410.242,670
411.270,780
413.170,960
413.264,1965
413.527,10
413.850,285
415.265,460
415.558,1455
415.659,275
415.665,10
417.067,965
418.042,540
418.432,935
419.022,440
419.165,590
419.846,160
419.849,580
419.992,165
420.821,690
421.680,150
422.917,825
423.600,1275
423.745,930
424.867,385
425.844,745
426.820,925
427.500,960
428.477,715
429.162,725
429.327,1150
430.278,330
430.668,595
431.302,380
432.254,515
432.375,1010
432.618,415
433.740,550
434.276,610
435.153,435
435.349,980
435.397,165
435.400,50
435.404,10
435.554,245
436.665,505
437.201,580
437.787,540
438.332,535
438.761,525
439.297,550
439.900,490
440.275,500
440.906,520
441.393,500
441.832,525
441.836,500
442.413,10
442.905,520
443.344,530
443.882,505
444.465,500
444.854,515
445.440,510
445.976,530
446.809,540
447.102,540
447.828,550
448.072,545
448.413,540
448.418,170
448.562,10
448.627,10
448.975,10
449.003,295
449.586,345
450.168,675
450.755,550
451.241,520
451.828,555
452.363,530
452.818,590
453.929,460
454.068,1160
454.074,80
454.312,10
455.434,275
455.999,1175
456.555,525
457.094,535
457.529,505
458.069,525
458.215,515
458.359,245
458.504,130
458.509,110
460.162,1070
460.701,525
461.332,545
461.820,535
462.453,600
462.799,545
463.477,515
464.139,590
464.598,580
465.330,575
466.304,665
466.311,995
466.694,10
467.888,515
468.108,1070
468.401,230
468.937,340
468.944,515
469.474,10
469.953,520
470.156,525
470.160,195
470.305,15
470.309,10
470.459,15
471.064,280
471.569,580
471.573,565
471.862,10
471.866,165
471.911,20
471.914,15
471.918,15
472.008,10
472.035,10
472.106,255
472.109,10
472.837,605
472.935,205
472.983,15
472.988,10
474.202,255
474.844,1080
475.326,550
475.934,565
476.445,530
476.989,525
477.566,530
478.106,540
478.639,555
479.230,570
479.370,540
479.662,270
480.199,255
480.735,545
481.174,495
481.709,515
482.294,545
482.301,535
482.854,10
483.269,510
483.812,515
484.342,525
485.223,540
485.317,850
485.320,15
485.464,210
487.024,1050
487.121,590
487.124,15
487.414,15
488.246,400
488.534,1000
488.538,105
488.781,135
491.071,745
491.316,1630
492.443,10
