df_hash,22ZHK4.34VB5M
432.036,113
432.959,113
434.230,116
435.007,117
435.982,118
437.106,118
437.984,118
438.907,117
440.081,117
441.028,116
441.880,116
443.051,116
443.977,116
444.860,116
446.024,116
446.951,116
447.833,115
449.096,115
449.924,115
450.851,115
452.043,115
452.898,115
453.828,113
454.994,113
455.921,113
456.847,113
457.968,113
458.846,113
459.808,114
460.942,114
461.868,114
462.748,114
463.936,113
464.842,112
465.719,110
466.889,109
467.816,110
468.693,109
469.863,109
470.789,111
471.716,111
472.886,111
473.763,111
474.641,111
475.859,111
476.739,111
477.712,111
478.833,111
479.711,111
480.659,111
481.807,111
482.684,112
483.617,112
484.781,113
485.658,112
486.584,113
487.754,112
488.729,112
489.558,112
490.728,112
491.654,112
492.629,112
