df_hash,22ZHK4.YBNJA6
297.082,930
298.057,735
298.447,905
298.739,530
299.568,305
300.159,800
300.400,505
300.643,360
301.371,10
302.249,940
303.761,805
304.060,1540
305.422,265
305.564,1100
306.831,445
307.368,1340
308.879,515
309.757,1465
310.439,915
311.124,630
311.880,440
311.950,1060
311.976,140
313.218,800
314.193,455
315.707,960
315.996,1485
316.971,365
317.800,995
319.214,740
320.481,1405
320.581,1345
320.871,325
320.874,10
321.163,325
321.167,25
321.310,25
321.313,35
321.459,25
322.285,10
322.288,1005
322.826,20
323.506,455
324.381,765
325.308,865
326.185,905
327.161,915
328.232,985
329.109,1035
330.637,960
330.670,1430
330.962,10
331.937,260
333.107,1090
334.375,1275
336.178,1235
337.738,1845
337.836,1505
339.405,135
339.791,1520
340.127,400
340.907,285
341.882,795
342.321,965
342.613,520
343.324,280
343.467,630
345.102,220
345.538,1410
345.786,715
347.098,205
347.146,1200
347.149,15
347.342,10
348.561,320
349.146,1275
349.389,575
349.392,230
349.538,10
349.976,15
350.803,605
350.805,800
351.486,15
352.314,715
353.728,825
354.264,1310
355.002,570
355.097,805
355.389,10
355.434,300
355.483,15
355.486,15
355.531,240
356.506,580
357.043,285
357.627,580
358.603,605
358.847,1010
359.821,280
360.260,975
360.407,315
361.625,235
361.918,1260
362.897,210
363.478,1000
364.550,565
364.990,1135
366.015,400
366.646,1005
367.916,730
367.927,1190
368.303,10
369.133,405
370.156,825
370.546,1085
370.839,435
371.675,255
372.935,805
373.471,1190
373.618,600
374.742,160
375.957,1165
376.688,1245
377.912,655
379.624,1335
380.429,1640
380.432,635
381.129,10
381.953,880
381.957,860
383.367,1125
383.370,235
383.562,10
383.757,15
385.172,350
385.562,1430
386.000,400
386.828,500
387.218,855
388.242,325
388.248,1075
388.486,220
389.315,390
389.321,450
390.290,10
391.559,965
393.083,1265
393.660,1495
394.043,665
395.310,380
395.603,1195
395.612,295
396.705,25
397.554,1180
398.251,765
399.356,755
400.039,1135
401.551,670
403.500,1475
403.939,1985
405.599,470
407.254,1665
408.229,1720
409.645,890
409.838,1350
410.179,310
411.154,285
412.423,1055
414.079,1265
414.421,1630
414.813,255
416.031,475
417.150,945
418.271,1510
418.612,1120
419.636,225
419.640,1110
421.440,10
421.443,1830
421.590,40
421.594,10
421.881,10
422.708,370
422.951,805
423.881,240
424.364,925
425.048,470
426.607,810
427.290,1425
427.582,820
428.557,235
428.909,890
429.386,290
429.776,635
431.206,345
432.019,1435
432.311,830
433.042,245
433.575,760
434.359,505
434.992,840
436.333,555
436.359,1430
436.601,10
436.896,305
437.283,335
438.358,375
439.282,1015
440.213,965
441.330,935
441.479,1100
442.452,225
443.133,925
443.572,650
444.794,425
445.278,1350
445.522,325
445.912,280
446.204,485
446.889,280
447.716,645
448.154,890
448.300,595
448.311,10
449.520,265
450.111,950
450.790,535
451.229,760
451.615,340
452.591,485
454.004,965
455.516,1365
455.813,1600
456.246,270
456.946,435
457.248,680
457.660,310
458.831,385
459.415,1215
459.621,730
461.414,1115
462.214,765
462.584,850
463.022,395
463.852,430
464.683,840
465.655,805
465.855,930
465.858,180
465.862,10
465.952,20
465.955,10
466.484,10
467.556,700
468.190,990
469.116,670
470.002,885
470.975,875
471.944,1020
473.022,1015
473.991,1015
474.820,1010
475.849,845
476.093,965
476.774,310
477.062,700
477.066,280
477.355,10
477.359,220
477.407,15
477.420,15
477.424,10
477.453,15
477.465,10
477.482,10
477.489,15
477.503,10
477.603,15
477.794,20
478.768,310
479.794,1005
480.426,925
481.401,815
482.327,915
482.332,965
483.303,10
484.307,1010
484.573,985
485.301,10
485.989,870
486.227,790
486.231,250
486.714,15
487.495,470
487.791,800
488.323,275
489.299,530
490.428,940
490.528,1220
491.248,10
491.297,825
492.369,10
493.345,1045
494.325,1025
495.330,985
496.174,1000
496.223,835
496.965,10
497.634,855
498.074,690
499.341,425
500.023,1260
500.710,665
500.714,740
502.171,10
502.948,1155
503.498,1065
503.923,380
505.581,490
505.883,1745
506.263,280
507.141,400
507.979,855
508.430,885
508.953,340
509.773,605
510.017,900
510.609,205
511.884,540
512.313,1320
512.941,325
514.063,800
514.068,780
514.378,360
514.407,165
514.413,10
514.656,325
516.062,590
516.451,770
517.524,510
519.084,1055
520.794,1630
521.424,1620
