df_hash,22ZHK4.YBNJA6
438.989,53
440.162,54
441.085,55
441.963,56
443.207,56
444.059,56
444.937,55
446.155,55
447.033,55
447.910,55
449.211,55
450.007,55
450.940,55
452.103,64
452.980,69
453.931,64
455.076,63
455.960,64
456.930,57
458.101,55
458.928,57
459.854,57
461.024,56
462.194,56
462.827,56
463.997,60
464.924,65
465.808,68
466.971,70
467.897,69
468.775,69
469.948,69
470.963,69
471.749,69
472.967,63
473.845,62
474.795,61
476.010,61
476.818,61
477.696,61
478.915,62
479.841,62
480.740,63
481.888,65
482.807,66
483.987,66
484.884,65
485.743,64
486.666,63
487.836,63
488.763,63
489.639,69
490.810,66
491.736,65
492.614,64
493.786,62
494.809,61
495.587,60
496.805,60
497.978,62
498.560,61
499.828,60
500.657,60
501.583,60
502.753,60
503.632,60
504.557,61
505.873,59
506.604,56
507.530,57
508.944,66
509.630,62
510.505,63
511.869,65
512.600,66
513.478,65
514.765,64
515.574,64
516.455,64
517.670,64
518.548,64
519.425,57
520.644,59
521.521,60
