df_hash,22ZHK4.YBNJA6
318.678,35.500
319.701,35.500
320.676,35.500
321.704,35.531
322.676,35.469
323.699,35.500
324.674,35.469
325.697,35.469
326.675,35.469
327.744,35.469
328.671,35.531
329.696,35.531
330.728,35.531
331.745,35.562
332.669,35.562
333.692,35.562
334.720,35.594
335.691,35.594
336.715,35.562
337.690,35.562
338.713,35.531
339.737,35.500
340.715,35.500
341.687,35.531
342.710,35.531
343.700,35.531
344.709,35.562
345.684,35.531
346.708,35.562
347.683,35.594
348.856,35.562
349.682,35.531
350.706,35.500
351.783,35.500
352.709,35.562
353.679,35.562
354.714,35.531
355.683,35.531
356.709,35.500
357.704,35.500
358.700,35.531
359.675,35.562
360.699,35.594
361.824,35.594
362.697,35.594
363.673,35.594
364.696,35.625
366.000,35.594
366.697,35.594
367.670,35.625
369.038,35.625
369.669,35.625
370.692,35.656
371.719,35.656
372.693,35.656
373.666,35.656
374.690,35.656
375.714,35.688
376.747,35.688
377.907,35.688
378.710,35.688
379.687,35.656
380.734,35.656
381.710,35.719
382.785,35.719
383.661,35.719
384.684,35.688
385.707,35.562
386.682,35.531
387.706,35.531
389.073,35.531
389.724,35.500
390.680,35.531
391.763,35.469
393.068,35.438
393.701,35.469
394.677,35.469
395.721,35.594
396.701,35.625
397.725,35.594
398.674,35.625
399.698,35.625
400.673,35.625
401.697,35.594
402.727,35.594
403.698,35.562
404.675,35.562
405.694,35.562
406.692,35.531
407.692,35.562
408.670,35.531
409.692,35.562
410.670,35.531
411.739,35.562
412.714,35.594
413.738,35.625
414.810,35.594
415.747,35.625
416.667,35.656
417.691,35.656
418.759,35.656
419.931,35.656
420.660,35.688
421.684,35.719
422.659,35.719
423.877,35.688
424.658,35.719
425.681,35.688
426.658,35.656
427.777,35.625
428.657,35.656
429.703,35.625
430.654,35.594
431.678,35.562
432.701,35.594
433.773,35.625
434.749,35.562
435.675,35.594
436.698,35.594
437.674,35.562
438.846,35.562
439.672,35.562
440.696,35.562
441.724,35.594
442.695,35.625
443.670,35.625
444.791,35.594
445.668,35.594
446.740,35.625
447.667,35.656
448.812,35.688
449.763,35.656
450.738,35.656
451.665,35.656
452.736,35.625
453.663,35.594
454.687,35.625
455.808,35.625
456.734,35.625
457.666,35.594
458.684,35.562
459.670,35.594
460.683,35.625
461.909,35.688
462.682,35.656
463.657,35.688
464.680,35.688
465.804,35.688
466.686,35.688
467.654,35.688
468.727,35.688
469.945,35.656
470.959,35.625
471.655,35.594
472.724,35.625
473.650,35.594
474.677,35.625
475.843,35.625
476.770,35.625
477.670,35.656
478.698,35.625
479.790,35.688
480.673,35.719
481.794,35.719
482.669,35.719
483.703,35.719
484.668,35.688
485.740,35.688
486.719,35.625
487.787,35.656
488.714,35.656
489.689,35.656
490.664,35.625
491.687,35.656
492.662,35.625
493.686,35.656
494.806,35.688
495.685,35.688
496.660,35.719
497.688,35.688
498.659,35.719
499.682,35.688
500.705,35.688
501.684,35.656
502.656,35.688
503.680,35.688
504.703,35.688
505.692,35.688
506.653,35.688
507.677,35.719
508.718,35.656
509.684,35.688
510.654,35.688
511.685,35.688
512.650,35.688
513.773,35.656
514.749,35.625
515.672,35.625
516.647,35.656
517.769,35.656
518.843,35.531
519.669,35.500
520.791,35.531
521.668,35.531
