df_hash,22ZHK4.9VZJG1
309.478,760
310.307,755
311.086,730
311.866,770
312.549,780
313.396,800
314.060,790
314.943,760
315.718,765
316.449,785
317.278,795
317.960,795
318.789,750
319.472,765
320.349,775
321.032,795
321.864,750
322.543,725
323.226,750
324.058,750
324.786,765
325.468,755
326.300,740
326.979,760
327.808,775
328.539,760
329.222,725
330.051,740
330.733,770
331.562,785
332.293,805
333.123,765
333.804,755
334.633,750
335.317,750
335.998,735
336.740,725
337.558,750
338.241,765
339.069,760
339.751,745
340.492,740
341.315,755
341.994,760
342.686,725
343.408,725
344.091,725
344.815,720
345.602,715
346.284,705
347.015,715
347.698,720
348.382,735
349.063,735
350.041,730
350.627,745
351.475,755
352.135,750
352.817,725
353.548,700
354.230,700
354.919,730
355.742,750
356.425,740
357.253,750
357.985,790
358.816,805
359.495,765
360.324,765
361.056,785
361.889,775
362.713,765
363.447,790
364.225,820
365.053,805
365.736,765
366.467,760
367.296,760
367.980,755
368.661,725
369.495,735
370.220,745
370.903,760
371.732,735
372.415,745
373.243,815
374.072,815
374.904,825
375.694,775
376.460,780
377.289,785
378.008,800
378.800,810
379.540,755
380.215,745
381.044,760
381.725,765
382.408,750
383.237,715
383.968,750
384.797,780
385.480,780
386.457,750
387.068,765
387.868,770
388.551,770
389.237,735
389.919,740
390.745,730
391.503,740
392.161,720
392.841,700
393.600,715
394.254,720
394.937,725
395.631,705
396.302,700
397.131,715
397.862,735
398.549,740
399.228,730
399.959,715
400.787,710
401.478,720
402.157,705
402.835,725
403.566,715
404.256,715
405.008,725
405.760,745
406.588,775
407.326,790
408.148,765
408.879,765
409.659,780
409.955,750
409.970,285
410.245,10
410.930,400
411.620,695
412.292,665
412.978,690
413.706,670
414.388,675
414.937,675
415.659,690
416.338,695
417.025,685
417.705,670
418.438,680
419.117,675
419.897,675
420.425,670
421.067,675
421.786,690
422.437,710
423.168,705
423.992,715
424.675,740
425.357,750
426.095,735
426.921,725
427.600,740
428.431,770
429.111,775
429.814,750
430.671,735
431.354,745
432.044,750
432.870,750
433.596,730
434.425,760
435.255,800
435.936,805
436.765,795
437.447,760
438.179,730
438.861,740
439.738,745
440.373,760
441.107,720
441.786,705
442.469,725
443.298,735
443.980,740
444.860,715
445.398,730
446.223,730
446.910,735
447.647,715
448.319,700
449.002,715
449.684,720
450.417,700
451.097,695
451.780,710
452.511,710
453.340,740
454.022,730
454.705,730
455.534,755
456.265,790
457.094,795
457.778,750
458.605,760
459.434,785
460.117,795
460.996,800
461.676,755
462.359,740
463.187,750
464.019,745
464.602,740
465.430,740
466.118,770
466.941,795
467.675,770
468.502,745
469.184,770
470.022,770
470.695,785
471.675,755
472.255,770
473.084,780
473.997,785
474.605,805
475.424,770
476.107,760
477.029,775
477.667,780
478.495,795
479.357,815
480.007,780
480.737,750
481.568,755
482.398,765
483.077,775
483.848,740
484.494,710
485.177,710
485.857,730
486.539,725
487.270,715
488.099,705
488.783,745
489.618,765
490.341,775
491.029,755
491.859,720
492.535,735
493.218,725
493.510,785
493.516,225
494.049,10
494.681,435
495.326,715
495.996,705
496.826,725
497.639,750
498.239,730
498.921,695
499.604,755
500.335,710
501.018,700
501.706,690
501.995,690
502.383,295
503.215,420
503.358,700
503.796,240
504.186,370
505.183,475
507.416,930
509.598,2320
509.603,2155
509.650,30
509.663,15
509.666,10
509.744,15
509.747,10
509.750,10
509.754,10
509.793,15
509.796,10
509.801,15
509.807,10
509.844,20
509.847,20
509.850,20
509.894,30
510.037,55
510.183,110
511.011,165
511.015,870
511.065,15
511.116,15
511.157,10
511.190,15
511.354,10
511.401,15
511.407,10
511.411,15
511.415,15
511.419,10
511.423,10
511.426,10
511.430,15
511.434,10
511.438,10
511.441,10
511.738,30
511.891,410
511.986,10
511.990,275
512.231,15
512.816,280
512.963,545
514.473,205
514.913,1550
515.451,350
516.037,550
516.423,670
517.836,420
518.086,1395
518.520,295
518.811,320
519.055,390
519.738,270
520.222,605
520.524,520
520.713,260
