df_hash,22ZHK4.9VZJG1
431.210,78
432.036,78
432.865,77
433.941,80
434.913,78
435.747,75
436.963,77
437.889,73
438.722,76
439.937,75
440.923,77
441.693,78
443.062,79
443.883,80
444.718,80
445.888,78
446.765,80
447.785,79
448.858,76
449.761,77
450.666,77
451.833,80
452.770,78
453.636,77
454.854,76
455.737,80
456.658,76
457.828,77
458.705,80
459.878,78
460.804,82
461.825,82
462.557,80
463.776,74
464.750,75
465.533,83
466.762,81
467.627,78
468.554,83
469.734,77
470.614,81
471.539,85
472.795,80
473.767,82
474.501,78
475.719,83
476.599,80
477.478,83
478.725,82
479.572,77
480.448,79
481.715,79
482.546,82
483.422,77
484.643,77
485.522,74
486.402,77
487.625,79
488.638,78
489.610,76
490.880,75
491.563,76
492.345,79
493.565,78
494.442,70
495.616,64
496.538,63
497.586,66
498.342,68
499.515,67
500.396,78
501.411,77
502.484,75
503.383,61
504.338,7
505.473,29
506.335,42
507.262,3
508.431,3
509.308,3
510.478,24
511.694,100
512.379,0
513.208,15
514.411,18
515.313,21
516.183,24
517.352,11
518.376,17
519.156,0
520.495,0
