df_hash,22ZHK4.9VZJG1
430.965,82
431.896,81
432.772,81
433.937,81
434.865,81
435.741,80
436.960,79
437.840,79
438.715,78
439.933,79
440.914,79
441.688,80
442.911,80
443.793,81
444.711,81
445.881,82
446.759,82
447.690,82
448.855,82
449.757,82
450.659,83
451.829,83
452.755,83
453.632,83
454.805,83
455.729,83
456.619,82
457.825,82
458.702,81
459.875,80
460.799,79
461.680,79
462.554,78
463.772,79
464.652,79
465.527,79
466.747,79
467.624,79
468.550,79
469.720,79
470.597,78
471.524,79
472.719,79
473.573,78
474.497,78
475.670,78
476.594,78
477.472,78
478.721,78
479.567,77
480.445,77
481.617,77
482.541,77
483.419,78
484.637,78
485.515,79
486.394,80
487.611,81
488.549,81
489.387,82
490.588,82
491.466,82
492.340,81
493.559,81
494.436,81
495.609,81
496.533,82
497.542,82
498.336,82
499.506,83
500.384,83
501.311,83
502.480,83
503.376,83
504.291,83
505.469,83
506.331,83
507.258,83
508.428,83
509.305,83
510.234,83
511.462,83
512.331,83
513.205,83
514.375,83
515.301,78
516.179,79
517.349,79
518.278,79
519.153,78
520.474,78
