df_hash,22ZHK4.S8VSPF
434.608,72
435.768,71
436.989,71
437.571,71
438.793,71
439.742,72
440.545,73
441.764,74
442.642,74
443.519,74
444.738,73
445.615,72
446.541,72
447.711,73
448.589,74
449.516,74
450.686,74
451.563,72
452.489,71
453.806,70
454.591,70
455.487,70
456.636,70
457.560,70
458.778,70
459.674,70
460.540,70
461.410,71
462.629,71
463.556,71
464.384,70
465.653,69
466.480,69
467.407,69
468.577,69
469.454,69
470.384,69
471.552,69
472.428,68
473.354,68
474.564,68
475.450,68
476.362,68
477.499,68
478.424,68
479.302,68
480.521,68
481.398,69
482.313,72
483.496,70
484.375,69
485.249,65
486.468,67
487.346,67
488.223,61
489.443,58
490.320,60
