df_hash,22ZHK4.QRYGM8
219.775,10
219.780,10
219.791,15
219.795,10
219.973,10
219.977,10
220.264,10
220.946,555
221.092,690
221.097,200
221.273,15
221.335,25
221.339,70
221.342,15
222.310,255
222.314,755
222.363,10
222.370,10
222.374,10
222.460,20
222.463,25
222.466,15
222.896,10
223.579,450
223.582,700
224.207,10
224.702,680
225.236,540
226.211,580
227.333,910
228.161,1115
228.897,900
228.993,710
229.721,10
230.111,730
230.124,465
230.424,225
230.501,10
231.232,710
231.236,140
231.281,15
231.284,15
231.287,10
231.378,20
231.408,25
231.427,20
231.430,10
231.671,10
233.036,380
233.182,1280
233.196,265
233.427,10
233.572,320
233.578,10
234.548,640
234.840,300
235.669,340
236.254,865
237.127,575
237.765,800
237.768,695
238.508,10
239.131,625
239.285,735
239.862,210
240.545,535
240.788,725
240.847,185
240.888,10
240.893,15
240.898,20
241.227,20
241.232,380
241.411,15
241.422,210
241.458,10
242.640,410
242.644,780
242.692,20
242.703,15
242.711,10
242.738,10
242.772,25
243.177,135
243.860,295
244.473,700
245.129,635
245.664,635
246.432,645
247.077,650
247.906,730
248.588,775
248.652,805
250.002,10
250.539,1305
251.531,640
251.613,900
251.616,10
252.365,10
253.757,880
254.146,1330
255.458,415
255.513,1335
256.097,10
256.805,660
257.510,660
258.048,785
258.583,505
259.168,560
259.996,570
260.000,790
260.050,15
260.061,15
260.347,20
260.533,270
260.826,10
261.412,510
262.095,645
262.521,670
262.532,380
262.629,10
262.632,100
263.458,15
264.043,925
264.046,505
264.335,10
264.339,240
264.599,10
265.165,365
265.168,515
265.262,10
265.457,280
265.460,10
265.559,90
265.703,100
266.581,960
267.358,10
267.365,740
267.504,10
267.508,105
267.553,10
267.557,20
267.560,10
267.656,10
267.661,10
267.894,15
269.016,375
269.020,1175
269.199,150
269.601,435
269.848,10
269.991,280
270.137,245
271.404,830
271.941,405
272.770,630
272.917,820
273.065,180
273.069,10
274.330,1365
274.428,10
275.208,10
275.695,815
276.816,455
277.353,1175
278.035,545
278.620,645
279.325,635
279.844,655
280.573,605
281.130,630
281.789,690
281.794,665
281.940,15
281.980,10
282.019,10
282.081,10
282.085,10
283.105,15
284.714,1210
285.835,1615
285.841,1160
285.933,15
286.025,150
286.277,10
286.524,450
287.932,750
288.518,680
289.200,645
289.883,650
290.710,725
290.737,760
291.032,250
293.636,1215
294.085,1465
294.190,535
294.319,10
294.332,10
294.343,195
294.855,525
295.683,10
295.689,840
296.805,10
297.780,1130
298.711,940
298.951,815
299.194,640
301.241,740
302.218,1295
303.093,1050
303.097,700
303.194,15
303.197,80
303.337,10
303.341,290
303.484,15
303.487,200
306.312,1380
307.238,1295
307.534,1070
307.679,215
307.957,15
308.603,400
309.143,795
309.517,395
309.725,620
309.731,10
310.997,865
311.040,365
311.138,195
311.151,10
311.675,400
311.689,15
311.820,80
311.824,15
312.650,50
312.944,1005
313.040,195
313.046,15
313.187,340
314.599,740
315.965,665
316.700,1355
316.793,690
316.797,10
316.845,100
316.861,15
316.869,15
316.872,10
317.088,15
317.378,15
318.061,525
318.354,710
318.744,335
319.036,385
319.351,235
320.011,260
320.304,755
320.988,280
321.132,725
321.136,60
321.184,125
321.187,10
322.007,765
322.253,10
322.256,15
322.283,245
323.619,675
324.227,790
324.930,545
325.715,735
325.718,730
326.398,10
327.226,675
327.231,905
327.372,10
327.377,10
327.394,10
327.838,125
329.178,400
330.300,1380
331.809,1075
331.812,1605
331.956,20
332.248,335
334.198,815
334.296,1225
334.588,340
335.709,1130
336.248,10
338.090,550
338.195,1810
338.201,250
339.025,10
339.804,845
340.585,650
341.267,790
341.272,675
341.473,130
341.496,10
341.521,15
341.950,15
342.096,530
342.100,140
342.144,20
342.149,15
342.153,15
342.486,10
342.632,10
343.899,505
344.732,1350
344.874,795
344.883,10
344.891,145
345.024,10
345.314,365
346.532,685
347.361,660
348.190,760
349.166,800
349.896,1075
350.725,680
351.018,880
352.236,295
352.675,1245
352.870,555
354.629,1160
355.697,595
356.137,1075
357.355,465
358.915,1220
360.184,1645
360.280,1185
360.284,215
360.719,10
361.410,300
361.986,600
362.528,695
363.206,640
363.888,700
364.636,640
365.013,700
365.025,375
365.155,205
366.463,1285
367.593,10
368.505,1060
368.773,995
369.059,225
369.495,310
369.592,350
369.598,215
370.572,15
371.152,955
371.688,570
372.517,610
372.956,610
373.640,600
373.649,660
374.175,10
374.762,555
375.886,565
376.173,1150
376.276,10
377.417,465
377.494,1115
377.929,10
378.513,475
378.663,745
379.638,330
379.784,615
380.076,10
381.406,380
381.742,1155
381.746,400
381.749,10
382.272,20
383.096,745
383.100,785
383.242,235
384.462,850
385.192,285
385.197,805
385.436,10
386.071,270
386.558,525
387.679,545
388.370,1100
388.898,500
390.025,755
390.848,1140
391.189,875
391.531,200
392.262,410
392.847,700
392.944,585
392.952,175
392.993,20
392.998,15
393.142,10
393.532,15
394.455,500
394.461,945
395.041,10
395.577,555
396.731,595
396.847,1125
396.999,10
397.139,200
397.235,10
397.966,305
399.269,770
399.331,1165
400.160,260
400.455,805
400.745,255
401.573,290
403.231,775
403.235,1735
403.523,10
404.236,295
404.893,705
405.425,690
406.692,535
407.279,1260
407.525,600
407.570,260
407.574,10
407.577,10
407.838,10
408.499,225
409.081,670
409.325,585
409.332,295
409.474,10
410.308,955
411.154,10
412.397,650
412.932,1410
413.664,640
414.639,720
414.898,1185
415.858,915
416.296,125
416.686,350
417.078,430
417.661,335
417.665,655
417.808,180
419.904,715
420.733,1375
421.028,770
421.514,330
421.517,380
421.520,20
421.524,10
422.391,10
422.683,950
423.366,305
424.048,745
424.877,620
425.462,825
426.437,640
427.119,900
428.923,770
430.049,1765
431.020,1200
431.264,945
432.678,255
433.652,1430
434.188,910
434.192,645
434.335,10
434.338,15
434.481,195
434.485,15
434.529,10
434.534,25
434.537,20
434.885,225
435.312,505
435.358,10
435.363,120
435.993,325
437.260,280
437.796,1345
438.627,575
439.220,725
439.263,660
439.892,10
440.575,620
441.507,765
442.379,845
442.383,785
442.428,130
442.431,15
442.435,10
442.438,10
442.986,15
443.973,570
443.990,895
444.475,35
444.480,510
445.158,10
445.596,780
445.600,430
445.840,10
445.846,235
446.962,10
447.546,1120
447.551,545
448.265,10
449.058,710
449.063,795
449.930,10
450.578,795
451.401,825
452.227,815
452.958,795
453.646,770
454.177,640
454.471,505
454.615,270
455.884,195
456.419,1275
456.425,570
457.252,10
458.077,850
458.223,835
458.521,40
458.906,320
459.640,405
460.564,750
460.732,1000
460.876,190
461.441,605
461.539,10
461.597,155
461.685,10
461.777,15
461.831,285
462.519,650
463.098,10
463.105,585
463.790,10
463.953,610
464.317,140
464.320,495
465.293,10
466.145,885
467.001,895
467.827,820
468.517,810
469.339,780
470.313,865
470.316,950
470.855,10
471.582,555
472.264,725
472.268,700
472.556,10
472.946,195
473.632,455
474.606,675
474.750,1035
474.754,15
474.757,15
474.801,15
474.806,30
474.809,20
474.916,20
475.189,115
475.192,260
475.196,10
475.871,10
476.022,775
476.849,10
477.675,885
479.040,800
479.046,1460
479.777,10
480.454,645
480.459,730
480.505,10
480.990,10
481.683,535
482.404,695
483.235,740
483.242,765
483.967,10
484.357,775
484.745,10
485.427,765
486.168,735
486.842,710
487.601,690
488.108,660
488.792,665
489.475,705
490.156,675
490.894,710
491.569,720
492.253,650
492.257,690
492.935,10
493.617,640
493.620,775
494.387,15
494.446,720
494.450,15
494.494,10
494.505,10
494.515,10
494.543,15
494.546,10
494.549,20
494.553,30
494.596,20
494.641,15
494.644,10
494.648,10
494.653,15
494.889,15
494.896,25
495.061,35
495.713,350
496.444,720
496.449,670
496.981,10
497.711,640
497.812,655
498.346,10
498.349,640
499.029,10
499.779,720
500.006,750
500.442,10
501.125,650
501.286,740
501.808,125
502.539,550
503.221,720
503.227,705
503.904,10
504.259,920
505.708,890
506.682,685
506.975,895
507.375,310
507.512,430
508.344,15
508.490,915
508.643,285
508.783,10
508.793,10
508.820,225
510.583,1205
510.729,580
511.707,145
512.094,1020
512.418,610
514.349,840
514.520,1095
514.726,140
514.733,15
515.848,280
515.851,1110
516.146,10
516.482,260
516.680,10
517.508,655
517.799,775
518.486,255
518.773,780
518.920,350
520.043,1110
520.285,10
521.556,275
