df_hash,22ZHK4.QRYGM8
319.549,35.688
320.499,35.656
321.522,35.688
322.497,35.688
323.521,35.688
324.512,35.688
325.520,35.719
326.495,35.719
327.549,35.781
328.560,35.750
329.518,35.781
330.563,35.812
331.522,35.812
332.494,35.844
333.516,35.844
334.496,35.844
335.514,35.844
336.489,35.844
337.513,35.844
338.634,35.844
339.512,35.812
340.536,35.812
341.608,35.781
342.564,35.750
343.510,35.719
344.485,35.750
345.706,35.781
346.486,35.750
347.508,35.719
348.777,35.719
349.555,35.750
350.481,35.719
351.531,35.750
352.502,35.844
353.531,35.844
354.479,35.844
355.503,35.812
356.552,35.812
357.501,35.781
358.525,35.781
359.787,35.812
360.524,35.844
361.499,35.844
362.523,35.812
363.503,35.844
364.523,35.938
365.542,35.938
366.521,35.938
367.496,35.969
368.763,36.000
369.500,35.969
370.567,36.000
371.496,36.000
372.522,35.938
373.492,35.969
374.544,35.875
375.491,35.875
376.539,35.875
377.526,35.875
378.660,35.875
379.635,35.875
380.550,35.875
381.735,35.812
382.511,35.844
383.511,35.781
384.515,35.812
385.683,35.781
386.509,35.812
387.484,35.812
388.508,35.812
389.825,35.812
390.507,35.812
391.482,35.875
392.529,35.906
393.522,35.969
394.505,36.000
395.480,36.000
396.529,36.000
397.527,36.000
398.526,36.000
399.477,36.000
400.501,36.031
401.478,35.969
402.500,35.969
403.476,35.938
404.888,35.906
405.523,35.875
406.497,35.875
407.521,35.906
408.496,35.938
409.528,35.844
410.499,35.812
411.519,35.844
412.531,35.844
413.518,35.906
414.518,35.906
415.517,35.938
416.492,35.938
417.515,35.906
418.490,35.875
419.514,35.969
420.518,35.969
421.573,35.938
422.488,35.969
423.512,35.938
424.536,35.938
425.511,35.969
426.490,35.969
427.510,36.000
428.485,35.969
429.509,35.969
430.532,36.000
431.507,36.062
432.493,36.031
433.555,36.062
434.855,36.031
435.546,36.062
436.480,36.062
437.504,36.031
438.479,36.094
439.505,36.094
440.478,36.062
441.594,36.031
442.477,36.062
443.500,36.000
444.572,36.000
445.501,36.031
446.474,36.000
447.498,35.969
448.473,35.969
449.643,35.938
450.474,36.000
451.496,36.000
452.471,35.969
453.494,36.000
454.518,35.938
455.493,35.938
456.553,35.969
457.492,35.969
458.516,35.969
459.637,35.969
460.529,35.938
461.500,35.938
462.513,35.938
463.489,35.938
464.513,36.062
465.488,36.094
466.511,36.094
467.486,36.094
468.514,36.094
469.485,36.094
470.521,36.094
471.484,36.125
472.509,36.156
473.629,36.156
474.519,36.094
475.482,36.094
476.528,36.062
477.481,36.062
478.504,36.062
479.772,36.094
480.515,36.062
481.478,36.031
482.502,36.031
483.477,36.031
484.601,36.031
485.722,36.031
486.500,36.062
487.596,36.062
488.640,36.062
489.768,36.062
490.501,36.094
491.472,36.125
492.496,36.125
493.471,36.125
494.592,36.125
495.470,36.094
496.515,36.094
497.533,36.125
498.496,36.094
499.488,36.125
500.500,36.094
501.466,36.094
502.490,36.125
503.514,36.094
504.686,36.094
505.536,36.062
506.498,36.094
507.541,36.062
508.486,36.125
509.511,36.156
510.486,36.125
511.509,36.156
512.484,36.125
513.508,36.125
514.729,36.156
515.535,36.188
516.507,36.188
517.505,36.156
518.480,36.125
519.520,36.125
520.480,36.125
521.503,36.125
522.479,36.125
