df_hash,22ZHK4.QRYGM8
14.546,0.953
14.576,0.952
14.606,0.950
14.636,0.951
14.666,0.958
14.696,0.951
14.726,0.947
14.756,0.949
14.786,0.958
14.816,0.949
14.846,0.954
14.876,0.949
14.906,0.950
14.936,0.952
14.966,0.955
14.996,0.950
15.026,0.949
15.056,0.953
15.086,0.956
15.116,0.949
15.146,0.953
15.176,0.953
15.206,0.950
15.236,0.952
15.266,0.949
15.296,0.949
15.326,0.955
15.356,0.955
15.386,0.943
15.416,0.952
15.446,0.955
15.476,0.950
15.506,0.951
15.536,0.951
15.566,0.950
15.596,0.952
15.626,0.952
15.656,0.948
15.686,0.946
15.716,0.952
15.746,0.956
15.776,0.945
15.806,0.949
15.836,0.950
15.866,0.951
15.896,0.949
15.926,0.953
15.956,0.955
15.986,0.950
16.016,0.944
16.046,0.955
16.076,0.955
16.106,0.954
16.136,0.948
16.166,0.946
16.196,0.952
16.226,0.950
16.256,0.952
16.286,0.950
16.316,0.948
16.346,0.947
16.376,0.956
16.406,0.950
16.436,0.946
16.466,0.950
16.496,0.950
16.526,0.948
16.556,0.946
16.586,0.952
16.616,0.958
16.646,0.947
16.676,0.948
16.706,0.951
16.736,0.955
16.766,0.950
16.796,0.948
16.826,0.950
16.856,0.949
16.886,0.955
16.916,0.951
16.946,0.947
16.976,0.949
17.006,0.957
17.036,0.949
17.066,0.948
17.096,0.949
17.126,0.952
17.156,0.953
17.186,0.951
17.216,0.946
17.246,0.956
17.276,0.951
17.306,0.948
17.336,0.950
17.366,0.952
17.396,0.955
17.426,0.954
17.456,0.949
17.486,0.949
17.516,0.948
17.546,0.953
17.576,0.951
17.606,0.948
17.636,0.951
17.666,0.955
17.696,0.951
17.726,0.947
17.756,0.949
17.786,0.951
17.816,0.950
17.846,0.948
17.876,0.952
17.906,0.953
17.936,0.955
17.966,0.953
17.996,0.955
18.026,0.951
18.056,0.955
18.086,0.958
18.116,0.957
18.146,0.947
18.176,0.949
18.206,0.949
18.236,0.947
18.266,0.954
18.296,0.951
18.326,0.946
18.356,0.953
18.386,0.958
18.416,0.945
18.446,0.952
18.476,0.954
18.506,0.950
18.536,0.947
18.566,0.953
18.596,0.958
18.626,0.949
18.656,0.947
18.686,0.952
18.716,0.953
18.746,0.949
18.776,0.952
18.806,0.954
18.836,0.952
18.866,0.953
18.896,0.952
18.926,0.950
18.956,0.953
18.986,0.950
19.016,0.955
19.046,0.954
19.076,0.945
19.106,0.952
19.136,0.951
19.166,0.950
19.196,0.949
19.226,0.951
19.256,0.951
19.286,0.949
19.316,0.951
19.346,0.948
19.376,0.952
19.406,0.954
19.436,0.951
19.466,0.948
19.496,0.953
19.526,0.952
19.556,0.953
19.586,0.952
19.616,0.951
19.646,0.948
19.676,0.949
19.706,0.954
19.736,0.952
19.766,0.947
19.796,0.953
19.826,0.948
19.856,0.947
19.886,0.948
19.916,0.947
19.946,0.951
19.976,0.948
20.006,0.952
20.036,0.946
20.066,0.954
20.096,0.947
20.126,0.945
20.156,0.958
20.186,0.953
20.216,0.955
20.246,0.953
20.276,0.945
20.306,0.945
20.336,0.954
20.366,0.956
20.396,0.952
20.426,0.950
20.456,0.950
20.486,0.955
20.516,0.948
20.546,0.949
20.576,0.949
20.606,0.954
20.636,0.951
20.666,0.948
20.696,0.955
20.726,0.952
20.756,0.949
20.786,0.947
20.816,0.955
20.846,0.951
20.876,0.945
20.906,0.946
20.936,0.950
20.966,0.951
20.996,0.952
21.026,0.959
21.056,0.958
21.086,0.949
21.116,0.955
21.146,0.948
21.176,0.943
21.206,0.945
21.236,0.950
21.266,0.951
21.296,0.949
21.326,0.949
21.356,0.949
21.386,0.947
21.416,0.951
21.446,0.958
21.476,0.958
21.506,0.958
21.536,0.946
21.566,0.950
21.596,0.952
21.626,0.951
21.656,0.956
21.686,0.954
21.716,0.950
21.746,0.954
21.776,0.952
21.806,0.947
21.836,0.950
21.866,0.954
21.896,0.953
21.926,0.953
21.956,0.950
21.986,0.956
22.016,0.956
22.046,0.951
22.076,0.949
22.106,0.956
22.136,0.955
22.166,0.952
22.196,0.948
22.226,0.950
22.256,0.951
22.286,0.952
22.316,0.955
22.346,0.955
22.376,0.951
22.406,0.958
22.436,0.951
22.466,0.948
22.496,0.953
22.526,0.953
22.556,0.951
22.586,0.955
22.616,0.950
22.646,0.955
22.676,0.956
22.706,0.948
22.736,0.951
22.766,0.954
22.796,0.955
22.826,0.953
22.856,0.953
22.886,0.948
22.916,0.952
22.946,0.954
22.976,0.954
23.006,0.951
23.036,0.951
23.066,0.956
23.096,0.950
23.126,0.951
23.156,0.953
23.186,0.950
23.216,0.954
23.246,0.954
23.276,0.952
23.306,0.954
23.336,0.957
23.366,0.954
23.396,0.948
23.426,0.951
23.456,0.957
23.486,0.953
23.516,0.955
23.546,0.950
23.576,0.951
23.606,0.952
23.636,0.953
23.666,0.955
23.696,0.948
23.726,0.949
23.756,0.957
23.786,0.949
23.816,0.945
23.846,0.955
23.876,0.953
23.906,0.953
23.936,0.952
23.966,0.952
23.996,0.955
24.026,0.954
24.056,0.945
24.086,0.951
24.116,0.955
24.146,0.952
24.176,0.955
24.206,0.949
24.236,0.955
24.266,0.953
24.296,0.954
24.326,0.955
24.356,0.960
24.386,0.943
24.416,0.959
24.446,0.948
24.476,0.948
24.506,0.945
24.536,0.942
24.566,0.939
24.596,0.947
24.626,0.955
24.656,0.951
24.686,0.946
24.716,0.949
24.746,0.958
24.776,0.957
24.806,0.950
24.836,0.947
24.866,0.952
24.896,0.950
24.926,0.953
24.956,0.957
24.986,0.953
25.016,0.947
25.046,0.954
25.076,0.948
25.106,0.950
25.136,0.954
25.166,0.951
25.196,0.952
25.226,0.950
25.256,0.955
25.286,0.949
25.316,0.943
25.346,0.950
25.376,0.956
25.406,0.953
25.436,0.948
25.466,0.949
25.496,0.949
25.526,0.949
25.556,0.953
25.586,0.952
25.616,0.948
25.646,0.951
25.676,0.958
25.706,0.949
25.736,0.949
25.766,0.952
25.796,0.952
25.826,0.954
25.856,0.947
25.886,0.954
25.916,0.954
25.946,0.950
25.976,0.947
26.006,0.955
26.036,0.953
26.066,0.947
26.096,0.950
26.126,0.954
26.156,0.954
26.186,0.956
26.216,0.953
26.246,0.947
26.276,0.953
26.306,0.954
26.336,0.950
26.366,0.945
26.396,0.951
26.426,0.954
26.456,0.952
26.486,0.951
26.516,0.954
26.546,0.956
26.576,0.946
26.606,0.947
26.636,0.956
26.666,0.956
26.696,0.953
26.726,0.949
26.756,0.952
26.786,0.953
26.816,0.949
26.846,0.959
26.876,0.951
26.906,0.947
26.936,0.956
26.966,0.951
26.996,0.951
27.026,0.952
27.056,0.955
27.086,0.950
27.116,0.949
27.146,0.955
27.176,0.952
27.206,0.957
27.236,0.956
27.266,0.950
27.296,0.953
27.326,0.952
27.356,0.956
27.386,0.953
27.416,0.950
27.446,0.954
27.476,0.948
27.506,0.952
27.536,0.958
27.566,0.953
27.596,0.949
27.626,0.959
27.656,0.950
27.686,0.952
27.716,0.954
27.746,0.955
27.776,0.953
27.806,0.952
27.836,0.948
27.866,0.956
27.896,0.954
27.926,0.956
27.956,0.954
27.986,0.949
28.016,0.955
28.046,0.954
28.076,0.952
28.106,0.953
28.136,0.953
28.166,0.949
28.196,0.953
28.226,0.954
28.256,0.952
28.286,0.947
28.316,0.954
28.346,0.955
28.376,0.948
28.406,0.952
28.436,0.953
28.466,0.953
28.496,0.951
28.526,0.952
28.556,0.948
28.586,0.953
28.616,0.953
28.646,0.934
28.676,0.941
28.706,0.952
28.736,0.958
28.766,0.956
28.796,0.952
28.826,0.952
28.856,0.948
28.886,0.950
28.916,0.957
28.946,0.955
28.976,0.945
29.006,0.954
29.036,0.952
29.066,0.945
29.096,0.951
29.126,0.949
29.156,0.950
29.186,0.946
29.216,0.943
29.246,0.951
29.276,0.948
29.306,0.937
29.336,0.943
29.366,0.946
29.396,0.948
29.426,0.957
29.456,0.955
29.486,0.948
29.516,0.948
29.546,0.944
29.576,0.945
29.606,0.952
29.636,0.946
29.666,0.950
29.696,0.949
29.726,0.944
29.756,0.948
29.786,0.948
29.816,0.946
29.846,0.949
29.876,0.947
29.906,0.956
29.936,0.952
29.966,0.944
29.996,0.941
30.026,0.949
30.056,0.949
30.086,0.950
30.116,0.946
30.146,0.952
30.176,0.949
30.206,0.946
30.236,0.949
30.266,0.951
30.296,0.947
30.326,0.952
30.356,0.947
30.386,0.947
30.416,0.951
30.446,0.950
30.476,0.950
30.506,0.957
30.536,0.937
30.566,0.915
30.596,0.929
30.626,0.968
30.656,0.972
30.686,0.968
30.716,0.961
30.746,0.953
30.776,0.933
30.806,0.945
30.836,0.951
30.866,0.959
30.896,0.960
30.926,0.954
30.956,0.938
30.986,0.944
31.016,0.939
31.046,0.948
31.076,0.942
31.106,0.940
31.136,0.964
31.166,0.965
31.196,0.983
31.226,0.984
31.256,0.945
31.286,0.974
31.316,0.902
31.346,0.967
31.376,0.968
31.406,0.965
31.436,0.944
31.466,0.943
31.496,0.954
31.526,0.953
31.556,0.966
31.586,0.948
31.616,0.924
31.646,0.927
31.676,0.951
31.706,0.969
31.736,0.976
31.766,0.943
31.796,0.946
31.826,0.940
31.856,0.958
31.886,0.960
31.916,0.967
31.946,0.966
31.976,0.964
32.006,0.946
32.036,0.930
32.066,0.930
32.096,0.949
32.126,0.953
32.156,0.957
32.186,0.968
32.216,0.955
32.246,0.962
32.276,0.951
32.306,0.945
32.336,0.951
32.366,0.954
32.396,0.946
32.426,0.951
32.456,0.953
32.486,0.950
32.516,0.949
32.546,0.955
32.576,0.954
32.606,0.952
32.636,0.943
32.666,0.944
32.696,0.950
32.726,0.951
32.756,0.956
32.786,0.960
32.816,0.944
32.846,0.960
32.876,0.949
32.906,0.950
32.936,0.953
32.966,0.953
32.996,0.948
33.026,0.953
33.056,0.952
33.086,0.945
33.116,0.950
33.146,0.957
33.176,0.956
33.206,0.953
33.236,0.946
33.266,0.950
33.296,0.956
33.326,0.956
33.356,0.957
33.386,0.950
33.416,0.949
33.446,0.958
33.476,0.951
33.506,0.950
33.536,0.954
33.566,0.957
33.596,0.951
33.626,0.953
33.656,0.958
33.686,0.954
33.716,0.950
33.746,0.958
33.776,0.956
33.806,0.951
33.836,0.949
33.866,0.951
33.896,0.956
33.926,0.954
33.956,0.957
33.986,0.949
34.016,0.954
34.046,0.956
34.076,0.951
34.106,0.952
34.136,0.955
34.166,0.954
34.196,0.953
34.226,0.950
34.256,0.958
34.286,0.959
34.316,0.947
34.346,0.950
34.376,0.954
34.406,0.956
34.436,0.951
34.466,0.953
34.496,0.952
34.526,0.955
34.556,0.957
34.586,0.958
34.616,0.957
34.646,0.949
34.676,0.956
34.706,0.954
34.736,0.951
34.766,0.951
34.796,0.954
34.826,0.955
34.856,0.955
34.886,0.952
34.916,0.954
34.946,0.951
34.976,0.955
35.006,0.954
35.036,0.955
35.066,0.951
35.096,0.950
35.126,0.957
35.156,0.954
35.186,0.953
35.216,0.953
35.246,0.951
35.276,0.955
35.306,0.959
35.336,0.953
35.366,0.948
35.396,0.956
35.426,0.953
35.456,0.953
35.486,0.952
35.516,0.953
35.546,0.955
35.576,0.956
35.606,0.953
35.636,0.953
35.666,0.956
35.696,0.952
35.726,0.954
35.756,0.956
35.786,0.946
35.816,0.954
35.846,0.956
35.876,0.958
35.906,0.954
35.936,0.950
35.966,0.955
35.996,0.953
36.026,0.958
36.056,0.958
36.086,0.950
36.116,0.953
36.146,0.956
36.176,0.954
36.206,0.957
36.236,0.953
36.266,0.955
36.296,0.954
36.326,0.952
36.356,0.955
36.386,0.953
36.416,0.951
36.446,0.949
36.476,0.955
36.506,0.958
36.536,0.954
36.566,0.954
36.596,0.949
36.626,0.951
36.656,0.952
36.686,0.955
36.716,0.959
36.746,0.953
36.776,0.951
36.806,0.959
36.836,0.953
36.866,0.952
36.896,0.950
36.926,0.955
36.956,0.952
36.986,0.951
37.016,0.953
37.046,0.957
37.076,0.951
37.106,0.953
37.136,0.957
37.166,0.953
37.196,0.958
37.226,0.954
37.256,0.953
37.286,0.955
37.316,0.956
37.346,0.955
37.376,0.954
37.406,0.943
37.436,0.958
37.466,0.955
37.496,0.951
37.526,0.955
37.556,0.955
37.586,0.955
37.616,0.958
37.646,0.960
37.676,0.954
37.706,0.958
37.736,0.954
37.766,0.955
37.796,0.956
37.826,0.955
37.856,0.960
37.886,0.950
37.916,0.956
37.946,0.956
37.976,0.954
38.006,0.957
38.036,0.958
38.066,0.951
38.096,0.955
38.126,0.956
38.156,0.955
38.186,0.952
38.216,0.956
38.246,0.956
38.276,0.954
38.306,0.954
38.336,0.952
38.366,0.956
38.396,0.953
38.426,0.951
38.456,0.953
38.486,0.956
38.516,0.957
38.546,0.961
38.576,0.953
38.606,0.952
38.636,0.958
38.666,0.955
38.696,0.958
38.726,0.957
38.756,0.951
38.786,0.957
38.816,0.952
38.846,0.954
38.876,0.953
38.906,0.958
38.936,0.954
38.966,0.957
38.996,0.954
39.026,0.953
39.056,0.959
39.086,0.959
39.116,0.956
39.146,0.952
39.176,0.956
39.206,0.954
39.236,0.962
39.266,0.955
39.296,0.954
39.326,0.953
39.356,0.956
39.386,0.958
39.416,0.959
39.446,0.948
39.476,0.953
39.506,0.959
39.536,0.950
39.566,0.952
39.596,0.954
39.626,0.955
39.656,0.957
39.686,0.954
39.716,0.954
39.746,0.958
39.776,0.956
39.806,0.950
39.836,0.951
39.866,0.958
39.896,0.956
39.926,0.958
39.956,0.952
39.986,0.950
40.016,0.950
40.046,0.953
40.076,0.957
40.106,0.956
40.136,0.946
40.166,0.959
40.196,0.952
40.226,0.950
40.256,0.957
40.286,0.954
40.316,0.953
40.346,0.952
40.376,0.955
40.406,0.956
40.436,0.955
40.466,0.950
40.496,0.957
40.526,0.955
40.556,0.958
40.586,0.950
40.616,0.950
40.646,0.953
40.676,0.957
40.706,0.953
40.736,0.956
40.766,0.952
40.796,0.958
40.826,0.955
40.856,0.950
40.886,0.951
40.916,0.952
40.946,0.952
40.976,0.954
41.006,0.954
41.036,0.955
41.066,0.948
41.096,0.958
41.126,0.958
41.156,0.956
41.186,0.955
41.216,0.951
41.246,0.949
41.276,0.955
41.306,0.956
41.336,0.951
41.366,0.955
41.396,0.950
41.426,0.958
41.456,0.954
41.486,0.956
41.516,0.955
41.546,0.953
41.576,0.956
41.606,0.953
41.636,0.955
41.666,0.956
41.696,0.954
41.726,0.955
41.756,0.956
41.786,0.958
41.816,0.950
41.846,0.955
41.876,0.953
41.906,0.956
41.936,0.959
41.966,0.953
41.996,0.946
42.026,0.959
42.056,0.952
42.086,0.952
42.116,0.955
42.146,0.954
42.176,0.955
42.206,0.952
42.236,0.955
42.266,0.958
42.296,0.951
42.326,0.948
42.356,0.958
42.386,0.955
42.416,0.958
42.446,0.951
42.476,0.950
42.506,0.954
42.536,0.957
42.566,0.958
42.596,0.958
42.626,0.948
42.656,0.952
42.686,0.958
42.716,0.950
42.746,0.953
42.776,0.956
42.806,0.953
42.836,0.955
42.866,0.956
42.896,0.956
42.926,0.957
42.956,0.954
42.986,0.950
43.016,0.952
43.046,0.955
43.076,0.958
43.106,0.954
43.136,0.954
43.166,0.954
43.196,0.953
43.226,0.961
43.256,0.955
43.286,0.948
43.316,0.957
43.346,0.955
43.376,0.951
43.406,0.954
43.436,0.954
43.466,0.954
43.496,0.954
43.526,0.952
43.556,0.954
43.586,0.953
43.616,0.953
43.646,0.950
43.676,0.958
43.706,0.957
43.736,0.955
43.766,0.954
43.796,0.948
43.826,0.954
43.856,0.954
43.886,0.959
43.916,0.949
43.946,0.953
43.976,0.960
44.006,0.952
44.036,0.951
44.066,0.955
44.096,0.957
44.126,0.956
44.156,0.955
44.186,0.956
44.216,0.955
44.246,0.951
44.276,0.952
44.306,0.956
44.336,0.955
44.366,0.957
44.396,0.950
44.426,0.950
44.456,0.952
44.486,0.955
44.516,0.955
44.546,0.952
44.576,0.948
44.606,0.957
44.636,0.954
44.666,0.951
44.696,0.955
44.726,0.957
44.756,0.954
44.786,0.953
44.816,0.957
44.846,0.955
44.876,0.946
44.906,0.956
44.936,0.960
44.966,0.954
44.996,0.956
45.026,0.948
45.056,0.951
45.086,0.956
45.116,0.958
45.146,0.950
45.176,0.948
45.206,0.955
45.236,0.961
45.266,0.949
45.296,0.955
45.326,0.957
45.356,0.956
45.386,0.953
45.416,0.955
45.446,0.956
45.476,0.949
45.506,0.951
45.536,0.958
45.566,0.954
45.596,0.956
45.626,0.952
45.656,0.953
45.686,0.957
45.716,0.956
45.746,0.956
45.776,0.958
45.806,0.949
45.836,0.958
45.866,0.956
45.896,0.952
45.926,0.953
45.956,0.954
45.986,0.954
46.016,0.950
46.046,0.957
46.076,0.959
46.106,0.952
46.136,0.950
46.166,0.953
46.196,0.956
46.226,0.952
46.256,0.952
46.286,0.959
46.316,0.955
46.346,0.956
46.376,0.952
46.406,0.951
46.436,0.953
46.466,0.958
46.496,0.952
46.526,0.952
46.556,0.952
46.586,0.956
46.616,0.954
46.646,0.953
46.676,0.956
46.706,0.957
46.736,0.956
46.766,0.952
46.796,0.955
46.826,0.952
46.856,0.958
46.886,0.955
46.916,0.952
46.946,0.952
46.976,0.954
47.006,0.953
47.036,0.957
47.066,0.958
47.096,0.954
47.126,0.957
47.156,0.988
47.186,0.943
47.216,0.938
47.246,0.950
47.276,0.955
47.306,0.958
47.336,0.955
47.366,0.951
47.396,0.951
47.426,0.955
47.456,0.959
47.486,0.954
47.516,0.953
47.546,0.957
47.576,0.956
47.606,0.958
47.636,0.957
47.666,0.951
47.696,0.955
47.726,0.958
47.756,0.956
47.786,0.956
47.816,0.952
47.846,0.954
47.876,0.955
47.906,0.952
47.936,0.957
47.966,0.955
47.996,0.953
48.026,0.958
48.056,0.955
48.086,0.958
48.116,0.955
48.146,0.954
48.176,0.959
48.206,0.954
48.236,0.953
48.266,0.958
48.296,0.959
48.326,0.955
48.356,0.953
48.386,0.955
48.416,0.956
48.446,0.954
48.476,0.958
48.506,0.956
48.536,0.950
48.566,0.959
48.596,0.954
48.626,0.951
48.656,0.955
48.686,0.954
48.716,0.953
48.746,0.954
48.776,0.958
48.806,0.954
48.836,0.957
48.866,0.956
48.896,0.956
48.926,0.956
48.956,0.957
48.986,0.958
49.016,0.955
49.046,0.953
49.076,0.954
49.106,0.953
49.136,0.956
49.166,0.957
49.196,0.949
49.226,0.959
49.256,0.960
49.286,0.953
49.316,0.957
49.346,0.958
49.376,0.952
49.406,0.956
49.436,0.954
49.466,0.958
49.496,0.954
49.526,0.953
49.556,0.955
49.586,0.954
49.616,0.960
49.646,0.954
49.676,0.952
49.706,0.950
49.736,0.957
49.766,0.958
49.796,0.958
49.826,0.953
49.856,0.956
49.886,0.957
49.916,0.951
49.946,0.954
49.976,0.960
50.006,0.952
50.036,0.956
50.066,0.954
50.096,0.957
50.126,0.957
50.156,0.947
50.186,0.951
50.216,0.959
50.246,0.958
50.276,0.956
50.306,0.949
50.336,0.953
50.366,0.959
50.396,0.954
50.426,0.960
50.456,0.957
50.486,0.953
50.516,0.958
50.546,0.959
50.576,0.950
50.606,0.955
50.636,0.957
50.666,0.956
50.696,0.958
50.726,0.956
50.756,0.958
50.786,0.953
50.816,0.953
50.846,0.958
50.876,0.957
50.906,0.957
50.936,0.954
50.966,0.953
50.996,0.957
51.026,0.958
51.056,0.958
51.086,0.957
51.116,0.951
51.146,0.953
51.176,0.960
51.206,0.957
51.236,0.951
51.266,0.958
51.296,0.958
51.326,0.954
51.356,0.954
51.386,0.957
51.416,0.957
51.446,0.954
51.476,0.956
51.506,0.953
51.536,0.960
51.566,0.953
51.596,0.957
51.626,0.955
51.656,0.957
51.686,0.955
51.716,0.956
51.746,0.956
51.776,0.955
51.806,0.957
51.836,0.953
51.866,0.954
51.896,0.956
51.926,0.955
51.956,0.954
51.986,0.956
52.016,0.957
52.046,0.955
52.076,0.952
52.106,0.953
52.136,0.958
52.166,0.961
52.196,0.954
52.226,0.947
52.256,0.958
52.286,0.956
52.316,0.956
52.346,0.957
52.376,0.952
52.406,0.955
52.436,0.958
52.466,0.951
52.496,0.958
52.526,0.954
52.556,0.958
52.586,0.956
52.616,0.951
52.646,0.957
52.676,0.955
52.706,0.952
52.736,0.957
52.766,0.958
52.796,0.958
52.826,0.956
52.856,0.953
52.886,0.952
52.916,0.953
52.946,0.960
52.976,0.959
53.006,0.948
53.036,0.957
53.066,0.955
53.096,0.949
53.126,0.952
53.156,0.953
53.186,0.953
53.216,0.955
53.246,0.957
53.276,0.959
53.306,0.947
53.336,0.953
53.366,0.962
53.396,0.957
53.426,0.955
53.456,0.953
53.486,0.954
53.516,0.959
53.546,0.958
53.576,0.955
53.606,0.956
53.636,0.952
53.666,0.957
53.696,0.955
53.726,0.952
53.756,0.956
53.786,0.957
53.816,0.957
53.846,0.954
53.876,0.953
53.906,0.952
53.936,0.954
53.966,0.959
53.996,0.957
54.026,0.955
54.056,0.949
54.086,0.954
54.116,0.954
54.146,0.957
54.176,0.956
54.206,0.954
54.236,0.949
54.266,0.962
54.296,0.954
54.326,0.953
54.356,0.956
54.386,0.956
54.416,0.956
54.446,0.958
54.476,0.954
54.506,0.956
54.536,0.955
54.566,0.956
54.596,0.959
54.626,0.958
54.656,0.959
54.686,0.954
54.716,0.955
54.746,0.956
54.776,0.954
54.806,0.958
54.836,0.957
54.866,0.948
54.896,0.956
54.926,0.958
54.956,0.951
54.986,0.956
55.016,0.955
55.046,0.957
55.076,0.957
55.106,0.958
55.136,0.952
55.166,0.956
55.196,0.956
55.226,0.957
55.256,0.955
55.286,0.954
55.316,0.955
55.346,0.958
55.376,0.961
55.406,0.956
55.436,0.954
55.466,0.956
55.496,0.956
55.526,0.958
55.556,0.958
55.586,0.951
55.616,0.960
55.646,0.959
55.676,0.950
55.706,0.956
55.736,0.956
55.766,0.954
55.796,0.956
55.826,0.959
55.856,0.956
55.886,0.955
55.916,0.956
55.946,0.956
55.976,0.955
56.006,0.954
56.036,0.952
56.066,0.958
56.096,0.962
56.126,0.953
56.156,0.954
56.186,0.958
56.216,0.955
56.246,0.956
56.276,0.962
56.306,0.948
56.336,0.954
56.366,0.961
56.396,0.954
56.426,0.954
56.456,0.955
56.486,0.955
56.516,0.954
56.546,0.957
56.576,0.956
56.606,0.953
56.636,0.957
56.666,0.955
56.696,0.955
56.726,0.953
56.756,0.954
56.786,0.958
56.816,0.962
56.846,0.954
56.876,0.951
56.906,0.951
56.936,0.955
