df_hash,22ZHK4.TV3FRY
319.298,35.844
320.278,35.875
321.297,35.875
322.272,35.906
323.542,35.906
324.271,35.906
325.294,35.938
326.292,35.938
327.299,35.969
328.278,35.969
329.292,35.969
330.267,35.938
331.291,35.938
332.266,35.938
333.289,35.969
334.266,35.938
335.293,35.906
336.558,35.875
337.482,35.875
338.320,35.875
339.491,35.875
340.266,35.906
341.384,35.844
342.308,35.906
343.283,35.906
344.308,35.906
345.299,35.906
346.306,35.938
347.281,35.906
348.353,35.938
349.335,35.938
350.352,35.969
351.473,36.000
352.400,36.094
353.293,36.062
354.310,36.094
355.276,36.125
356.325,36.156
357.302,36.156
358.298,36.156
359.298,36.156
360.297,36.125
361.488,36.125
362.296,36.000
363.333,35.969
364.302,35.938
365.270,35.906
366.342,35.875
367.369,35.906
368.294,35.875
369.324,35.906
370.297,35.875
371.267,35.906
372.290,35.906
373.276,35.875
374.289,35.938
375.313,35.938
376.300,35.938
377.384,35.938
378.350,35.938
379.262,35.906
380.286,35.906
381.383,35.812
382.285,35.844
383.263,35.844
384.283,35.812
385.269,35.812
386.281,35.844
387.317,35.844
388.287,35.875
389.361,35.875
390.280,35.875
391.356,35.969
392.671,35.938
393.308,35.938
394.284,35.969
395.301,35.969
396.276,35.969
397.299,36.000
398.518,35.969
399.299,36.031
400.325,36.031
401.297,36.062
402.372,36.062
403.380,36.125
404.326,36.125
405.295,36.125
406.280,36.094
407.294,36.062
408.269,36.031
409.318,36.000
410.268,36.031
411.294,36.000
412.271,36.031
413.290,35.969
414.314,35.938
415.289,35.969
416.312,35.969
417.944,35.969
418.263,36.000
419.290,36.031
420.513,36.031
421.285,36.031
422.409,36.000
423.287,35.969
424.281,36.000
425.290,36.031
426.306,36.000
427.578,36.000
428.403,36.000
429.341,36.000
430.301,35.938
431.333,35.969
432.406,36.000
433.278,35.969
434.253,35.969
435.325,35.969
436.390,36.000
437.332,36.031
438.546,36.062
439.275,36.031
440.301,36.031
441.277,36.031
442.297,36.000
443.470,36.000
444.296,36.000
445.281,35.938
446.296,35.969
447.269,35.938
448.294,35.938
449.269,35.938
450.293,35.969
451.272,35.969
452.291,36.000
453.266,36.031
454.536,36.031
455.271,36.062
456.289,36.062
457.264,36.062
458.344,36.031
459.263,36.031
460.287,36.000
461.265,36.031
462.291,36.031
463.260,36.000
464.284,35.969
465.262,36.000
466.287,35.969
467.406,36.000
468.282,36.000
469.357,36.000
470.280,36.000
471.263,36.000
472.285,36.000
473.508,36.000
474.278,36.031
475.334,36.031
476.277,36.000
477.259,36.000
478.275,36.000
479.543,36.000
480.284,36.000
481.276,36.031
482.328,36.031
483.297,35.969
484.272,35.969
485.442,36.000
486.276,36.031
487.246,36.000
488.270,36.031
489.318,36.000
490.269,36.062
491.296,36.031
492.267,36.062
493.339,36.094
494.363,36.125
495.294,36.125
496.265,36.094
497.289,36.062
498.263,36.094
499.288,36.094
500.316,36.094
501.291,36.094
502.261,36.062
503.334,36.031
504.364,36.000
505.284,35.938
506.274,35.969
507.428,35.969
508.257,35.969
509.528,36.000
510.265,36.000
511.285,36.000
512.555,35.969
513.279,36.031
514.257,36.062
515.349,36.062
516.253,36.094
517.276,36.062
518.257,36.094
519.407,36.094
520.399,36.031
521.302,36.031
522.298,36.031
523.278,36.031
524.297,36.031
525.272,36.000
526.283,36.000
527.271,36.000
528.252,36.000
529.516,36.000
530.393,36.000
531.268,36.000
532.269,36.031
533.268,36.000
534.684,36.000
535.271,36.031
536.262,36.062
537.309,36.062
538.288,36.094
539.263,36.094
540.293,36.031
541.457,36.062
542.334,36.031
543.294,36.031
544.285,36.031
545.259,36.000
546.284,35.969
547.259,35.938
548.282,36.031
549.258,36.062
550.331,36.094
551.308,36.062
552.333,36.125
553.255,36.125
554.279,36.125
555.326,36.125
556.278,36.156
557.277,36.156
558.280,36.062
559.397,36.031
560.275,36.062
561.496,36.062
562.316,36.031
563.249,36.031
564.273,36.062
565.248,36.031
566.321,36.000
567.252,36.000
568.271,35.969
569.246,36.000
570.290,36.000
571.299,36.000
572.317,36.031
573.243,36.031
574.266,36.031
575.291,36.031
576.267,36.062
577.242,36.031
578.265,36.062
579.252,36.062
580.437,36.062
581.263,36.062
582.262,36.062
583.293,36.094
584.261,36.062
585.240,36.062
586.260,36.031
587.284,36.062
588.259,36.031
589.282,36.031
590.257,36.062
591.291,35.938
592.258,35.906
593.329,35.906
594.318,35.969
595.279,36.031
596.254,36.031
597.285,36.031
598.327,36.031
599.301,36.000
600.352,35.969
601.339,36.094
602.250,36.062
603.274,36.062
604.297,36.031
605.286,35.969
606.248,35.969
607.518,35.969
608.247,36.000
609.275,36.031
610.254,36.000
611.269,36.031
612.345,36.031
613.268,36.031
614.243,36.031
615.364,36.062
616.297,36.031
617.266,36.062
618.485,36.031
619.264,36.031
620.245,36.031
621.264,36.031
622.247,36.031
623.310,36.000
624.434,36.031
625.261,36.062
626.370,36.094
627.308,36.094
628.236,36.062
629.293,36.125
630.428,36.125
631.262,36.125
632.232,36.125
633.266,36.188
634.263,36.188
635.261,36.188
636.376,36.156
637.259,36.125
638.278,36.125
639.253,36.094
640.437,36.125
641.251,36.125
642.336,36.156
643.299,36.094
644.278,36.062
645.249,36.031
646.273,36.062
647.396,36.062
648.271,36.094
649.254,36.062
650.276,36.000
651.638,36.000
652.301,35.969
653.255,36.000
654.267,36.000
655.391,36.000
656.267,36.000
657.242,36.000
658.266,36.031
659.242,36.031
660.273,36.094
661.239,36.062
662.294,36.094
663.238,36.094
664.262,36.094
665.262,36.094
666.262,36.062
667.236,36.062
668.290,36.062
669.355,36.062
670.271,36.031
671.234,36.062
672.257,36.031
673.237,36.031
674.280,36.062
675.232,36.062
676.353,36.062
677.230,36.094
678.258,36.062
679.475,36.062
680.252,36.094
681.276,36.031
682.266,36.062
683.226,36.031
684.298,36.000
685.471,35.969
686.274,35.969
687.273,35.906
688.249,35.875
689.272,35.875
690.247,35.844
691.416,35.844
692.245,35.875
693.286,35.969
694.341,35.938
695.268,36.000
