df_hash,22ZHK4.TV3FRY
247.975,15
247.978,10
247.981,15
248.465,15
248.901,345
249.450,595
250.023,590
250.754,575
251.387,620
251.393,665
252.071,10
252.898,740
253.643,790
254.365,735
254.995,730
255.686,705
256.408,690
256.587,670
257.140,210
257.628,455
258.656,690
259.092,670
259.723,665
260.435,665
260.992,680
261.235,665
261.674,210
262.358,445
262.941,640
263.185,635
263.624,195
264.160,435
264.748,625
265.281,590
265.964,585
266.549,600
267.280,600
267.917,645
268.522,690
269.182,680
269.865,655
270.501,640
271.131,655
271.670,650
272.357,625
272.935,580
273.471,635
274.106,565
274.352,600
274.739,190
275.275,390
275.959,625
276.543,630
277.234,670
277.519,690
277.908,185
278.639,485
279.324,680
280.004,705
280.712,690
281.272,670
281.965,645
282.637,675
283.323,700
284.052,695
284.733,665
285.415,690
285.562,925
285.566,15
286.599,330
287.219,630
287.903,630
288.488,655
289.175,650
289.755,625
290.458,660
291.168,665
291.655,640
292.387,630
292.485,670
292.923,205
293.070,425
293.611,10
294.245,600
294.776,575
295.409,640
295.851,595
296.823,465
297.085,980
297.360,285
297.652,250
297.944,295
298.773,285
299.187,885
299.359,315
299.364,10
299.464,280
300.745,945
301.806,410
301.993,1100
302.137,10
302.381,230
303.063,330
303.600,595
304.191,590
304.907,575
305.421,580
306.140,665
307.113,690
307.354,760
307.646,560
308.085,280
308.340,410
309.061,285
309.450,640
310.717,515
311.061,1285
311.110,240
311.403,10
312.093,330
312.818,745
313.353,670
314.081,665
314.724,665
315.446,680
316.145,695
317.303,690
317.407,1055
318.496,265
318.499,1080
318.762,245
320.029,615
320.584,635
321.156,595
321.691,600
322.369,565
322.954,610
323.641,660
324.324,650
324.856,640
325.586,650
326.193,630
326.808,615
327.391,615
328.073,640
328.624,640
329.340,645
330.023,650
330.781,705
331.390,735
332.119,715
332.801,700
332.861,690
334.172,10
334.898,1350
335.446,655
336.117,665
336.861,660
337.505,650
338.067,655
338.798,685
339.522,700
340.163,675
340.848,675
341.528,680
342.116,660
342.796,645
343.478,655
344.063,670
344.651,670
344.755,180
345.475,490
346.260,725
346.989,755
347.676,715
348.357,730
349.036,705
349.377,710
349.806,205
350.455,480
351.132,670
351.669,655
352.677,655
352.980,635
353.618,625
354.468,700
355.178,805
356.007,745
356.740,765
357.372,745
358.055,705
358.800,660
358.966,705
358.981,150
358.988,15
358.991,10
359.420,10
360.005,430
360.590,610
361.126,595
361.711,595
362.394,560
362.930,635
363.612,625
364.354,700
365.026,730
365.417,695
365.719,345
366.543,335
366.642,750
366.707,125
366.738,20
366.741,15
366.744,15
366.781,10
366.784,10
367.123,15
367.805,360
368.341,720
369.073,635
369.755,685
369.906,665
370.019,205
370.194,20
370.460,20
370.978,415
371.705,660
372.443,625
372.582,795
372.588,10
373.509,350
374.073,645
374.776,575
375.320,640
375.609,675
376.004,270
376.552,375
377.263,655
377.672,635
377.945,410
378.639,225
378.795,710
379.213,215
379.582,375
379.616,315
379.751,305
381.115,670
381.704,670
382.236,570
382.820,595
383.503,585
384.039,640
384.680,585
385.161,590
385.843,575
386.428,615
387.160,640
387.793,655
388.525,655
389.065,680
389.758,680
390.425,660
391.013,650
391.693,650
392.278,695
393.010,565
393.497,590
394.180,615
394.472,650
394.476,275
394.767,10
395.459,330
396.032,640
396.279,635
396.714,280
397.253,360
398.177,615
398.523,610
399.084,605
399.737,640
400.469,640
401.153,665
401.834,685
402.516,725
403.280,710
403.930,710
404.784,745
405.441,795
405.733,755
405.787,210
405.931,20
405.935,10
406.568,15
407.001,495
407.685,740
408.415,685
408.971,670
409.638,670
410.463,700
410.901,710
411.245,735
411.437,295
411.876,10
412.760,490
413.393,820
414.073,710
414.362,705
414.558,285
414.753,10
415.483,360
416.172,680
416.752,650
417.304,585
418.168,610
418.507,590
419.091,610
419.786,630
420.517,665
420.602,685
420.662,145
421.188,40
421.725,475
422.271,605
422.943,610
423.527,640
424.214,650
424.898,660
425.630,670
426.310,685
426.989,665
427.721,695
428.406,715
429.085,700
429.816,695
430.450,705
431.036,680
431.729,655
432.415,660
433.086,685
433.814,710
434.547,700
435.330,725
436.139,790
436.254,780
436.837,10
436.840,730
437.568,10
438.250,725
438.934,705
439.815,675
440.401,690
441.057,720
441.712,705
442.543,680
443.959,940
445.758,1305
446.587,1905
447.274,740
447.709,770
447.953,360
448.683,350
449.366,705
450.049,715
450.877,725
451.316,840
451.563,300
452.294,280
452.547,700
452.973,270
453.119,440
453.802,240
454.926,605
455.070,1075
455.073,190
455.119,20
455.133,25
455.137,10
455.460,10
456.192,375
457.048,700
457.605,800
457.999,605
458.096,430
458.628,175
459.068,270
459.798,700
460.527,695
461.163,665
461.852,660
463.218,720
463.406,1345
463.410,205
463.650,15
463.796,460
465.454,705
466.186,915
466.885,685
467.614,725
468.964,755
469.646,1420
470.332,680
470.625,690
471.012,190
471.314,475
471.816,360
472.428,290
472.718,730
472.721,260
472.815,10
473.108,130
473.702,270
474.570,685
475.258,750
475.935,765
476.623,670
477.891,720
478.132,1275
478.230,200
478.519,20
479.251,400
479.844,670
479.889,680
480.498,10
481.155,650
482.422,650
482.565,1330
482.574,165
482.756,10
482.764,50
482.772,15
482.858,10
482.863,160
482.868,20
483.151,15
483.833,260
484.613,720
485.248,705
485.881,685
486.619,675
487.294,665
487.297,670
487.587,10
487.590,340
487.733,10
487.736,10
487.740,15
487.852,215
489.122,1020
489.248,10
489.298,400
489.311,10
489.396,10
489.537,180
489.540,10
489.635,215
489.780,55
489.784,10
491.053,710
492.026,655
492.608,660
493.343,840
493.827,640
495.193,610
495.241,1335
495.485,310
496.906,275
497.591,1215
498.280,615
498.459,915
498.510,10
500.118,950
500.754,640
501.486,690
501.532,665
502.018,10
502.699,665
503.431,645
503.968,645
504.308,670
504.312,175
504.357,25
504.361,15
504.650,10
505.235,365
505.773,625
506.454,620
506.747,655
507.238,200
507.282,505
507.433,10
508.019,260
508.696,500
508.700,735
509.087,265
509.963,400
510.012,640
510.648,10
511.189,605
511.233,615
511.621,10
511.670,380
511.673,15
511.769,15
511.773,205
514.403,1270
514.996,1340
516.204,515
516.894,1355
517.569,640
518.498,740
518.846,610
519.522,590
520.056,620
520.640,585
521.335,630
521.908,630
522.005,610
522.011,155
522.054,15
522.590,20
523.128,470
523.882,670
524.689,710
525.223,715
525.910,650
526.636,710
527.319,695
528.001,685
528.684,670
529.269,665
529.952,660
530.634,665
531.317,675
532.048,700
532.733,710
532.787,735
533.024,245
534.000,380
534.723,665
535.363,655
535.900,640
536.633,580
536.889,695
536.928,240
537.240,10
537.605,370
537.609,325
537.655,15
537.855,60
539.458,275
539.461,1550
540.107,10
540.261,635
540.287,190
540.336,25
540.396,30
540.485,25
540.490,10
540.629,10
541.460,370
541.603,710
541.606,255
541.610,10
541.750,15
542.746,320
543.410,660
543.992,665
544.528,635
544.821,650
544.874,195
545.211,15
545.945,465
546.527,710
547.755,560
548.970,1215
549.550,1235
550.120,570
550.771,590
551.354,580
551.891,595
552.499,600
553.215,625
553.840,670
554.527,685
554.866,695
554.961,350
555.156,255
557.155,770
557.745,1300
559.311,550
559.315,1315
559.350,165
559.353,120
559.402,15
559.546,10
560.227,290
560.909,655
561.884,720
561.983,885
562.181,75
563.590,300
564.809,1365
565.502,1220
566.093,640
566.379,670
566.913,290
567.901,325
568.563,1170
569.980,665
570.189,1400
570.225,175
570.229,25
570.232,20
570.252,10
570.659,10
571.196,435
572.033,665
572.323,750
572.613,265
573.145,295
573.779,650
574.471,565
574.841,645
574.949,380
574.953,130
575.049,10
576.579,1310
576.626,200
576.634,15
576.660,10
576.753,10
577.485,355
577.777,695
577.780,215
577.783,25
578.023,10
578.237,10
578.899,410
579.142,660
579.555,350
580.316,320
580.800,775
581.775,550
582.069,960
582.798,330
583.042,680
583.432,305
584.115,335
584.700,700
585.236,565
585.827,645
586.211,560
586.215,425
586.649,10
587.333,355
587.920,680
588.061,655
588.551,10
589.136,580
589.834,620
590.940,625
591.086,1160
591.232,230
592.744,1105
593.865,445
594.409,1205
595.230,385
596.561,1015
597.180,1210
597.184,720
597.281,10
598.545,10
598.837,1050
599.445,565
599.958,565
600.251,625
600.697,305
601.764,355
602.055,1180
602.932,305
603.569,820
605.230,620
605.419,1680
605.423,125
605.863,10
606.491,505
607.030,650
607.766,600
607.965,635
608.295,225
608.978,420
609.617,590
609.806,610
610.104,220
610.392,345
610.830,260
612.049,370
612.585,1325
613.317,620
614.001,685
614.396,670
615.369,340
615.949,1000
616.932,635
617.073,980
617.463,20
617.900,320
618.587,655
619.273,690
619.712,660
619.871,195
620.591,390
621.215,700
621.897,665
623.165,655
623.798,1255
624.979,565
625.504,1295
626.090,620
626.627,555
627.214,575
627.898,580
628.429,570
629.020,605
629.697,595
630.233,620
630.916,670
631.209,660
631.647,240
632.183,405
632.866,680
633.602,680
634.280,680
634.962,690
635.650,675
636.379,685
637.058,695
637.744,735
638.475,685
639.155,700
639.842,735
640.666,740
641.349,720
642.083,710
642.767,710
643.445,700
644.127,710
644.810,705
645.687,750
646.370,805
646.614,770
647.247,190
647.881,550
648.564,715
649.295,705
649.977,720
650.270,710
650.663,205
651.643,480
652.074,695
652.902,735
653.589,765
654.271,725
655.097,740
655.692,755
656.423,690
657.339,620
657.397,980
657.488,15
657.632,255
658.851,630
659.533,645
660.463,650
660.946,695
661.636,740
662.436,760
663.190,720
663.893,715
664.565,730
665.268,755
665.978,720
666.650,695
667.455,680
668.162,735
668.893,765
669.722,775
669.868,760
670.414,200
671.087,535
671.918,765
672.647,775
672.891,730
672.895,220
673.332,50
674.215,465
674.842,730
675.523,725
676.267,715
676.944,665
677.619,690
678.351,705
679.034,690
679.717,735
680.557,705
681.959,750
682.349,1570
683.053,350
683.764,675
684.302,775
685.569,520
686.154,1225
686.249,300
686.785,310
687.373,670
687.516,550
687.519,195
688.589,530
688.735,555
688.740,135
689.250,35
689.418,455
689.710,245
690.393,260
691.712,665
691.812,975
692.976,425
693.079,1300
694.585,280
694.878,1510
