df_hash,22ZHK4.QK206M
318.711,37.781
319.735,37.781
320.710,37.781
321.733,37.781
322.776,37.750
323.731,37.750
324.707,37.781
325.731,37.781
326.731,37.750
327.876,37.781
328.753,37.812
329.764,37.781
330.752,37.781
331.727,37.781
332.751,37.812
333.895,37.844
334.749,37.844
335.725,37.844
336.748,37.812
338.021,37.781
338.747,37.781
339.722,37.750
340.746,37.750
341.721,37.719
342.747,37.781
343.720,37.781
344.928,37.719
345.718,37.781
346.742,37.812
347.717,37.812
348.741,37.812
349.716,37.812
350.740,37.844
352.010,37.844
352.738,37.812
353.714,37.812
354.737,37.844
355.770,37.781
356.736,37.812
357.711,37.812
358.735,37.844
359.710,37.875
360.740,37.875
361.709,37.875
362.732,37.906
363.906,37.938
364.731,37.906
365.901,37.969
366.730,37.938
367.802,37.938
368.729,37.938
369.704,37.938
370.728,37.938
371.705,37.906
372.726,37.844
373.725,37.812
374.725,37.812
375.758,37.812
376.870,37.812
377.906,37.812
378.732,37.812
379.746,37.750
380.743,37.750
381.745,37.781
382.720,37.781
383.748,37.812
384.721,37.812
385.794,37.781
386.718,37.781
387.984,37.812
389.109,37.781
389.740,37.781
390.912,37.781
391.767,37.750
392.767,37.812
393.741,37.750
394.719,37.750
395.736,37.781
396.711,37.750
397.755,37.719
398.710,37.750
399.734,37.781
400.709,37.812
401.733,37.844
402.708,37.812
403.740,37.844
404.706,37.844
405.730,37.844
406.710,37.875
407.972,37.906
408.708,37.906
409.734,37.875
410.703,37.875
411.726,37.875
412.711,37.875
413.727,37.875
414.700,37.875
415.747,37.844
416.700,37.844
417.966,37.844
418.698,37.844
419.732,37.844
420.696,37.781
421.720,37.781
422.744,37.812
423.719,37.781
424.743,37.750
425.718,37.781
426.741,37.781
427.717,37.812
