df_hash,22ZHK4.25F3JF
255.964,275
256.309,835
256.448,180
256.453,40
256.456,10
256.788,10
257.622,605
258.592,805
259.423,905
260.397,945
261.371,1000
262.345,985
262.687,925
263.324,205
263.515,710
264.198,210
265.174,680
265.270,865
265.277,215
265.565,10
265.876,15
266.683,610
267.658,875
268.487,900
269.462,920
270.317,890
271.314,920
272.241,920
273.109,915
273.319,920
273.657,285
273.663,10
275.036,620
275.848,965
276.677,865
277.654,830
278.487,915
279.505,945
280.433,955
281.259,950
282.088,885
283.067,890
283.895,900
284.866,935
285.991,940
286.670,920
287.646,915
288.484,895
289.306,860
290.194,895
291.108,890
291.986,905
292.961,890
293.787,885
294.622,870
295.445,890
296.423,885
297.394,900
298.223,935
298.662,925
299.198,400
299.911,495
300.174,770
300.466,330
300.709,235
301.538,275
302.419,845
303.637,860
304.369,930
305.194,950
306.174,945
306.222,960
306.559,10
306.563,320
306.997,10
307.001,515
307.104,10
307.144,10
307.147,15
307.245,145
308.655,605
309.338,805
310.074,760
310.559,720
310.811,240
311.190,475
311.726,295
311.732,610
312.271,10
313.092,565
313.822,780
314.066,820
315.044,235
315.577,645
315.723,850
316.455,200
317.283,645
317.576,835
318.307,285
318.941,565
319.233,835
319.237,325
319.379,10
319.626,10
319.787,85
320.895,505
321.573,910
322.859,905
323.523,930
324.498,945
325.375,940
326.305,920
327.179,910
328.030,905
328.256,860
328.359,305
328.848,10
329.775,550
330.849,910
331.666,925
332.641,920
333.418,930
334.400,935
335.612,940
336.344,945
337.277,960
337.280,980
338.245,10
339.268,990
340.194,1000
341.170,950
342.096,960
343.022,930
343.850,880
343.902,885
344.891,10
345.849,950
346.776,985
347.752,1000
348.677,975
349.658,965
350.557,960
351.750,925
352.471,930
353.417,945
354.526,960
355.426,1025
355.453,1030
356.554,10
357.451,1065
358.475,1040
359.401,955
360.230,925
361.061,915
362.085,850
363.008,930
364.130,965
364.958,1170
365.250,870
365.254,270
366.079,10
367.061,755
368.029,1000
369.010,985
369.985,950
371.637,965
372.766,1705
373.343,870
374.288,870
375.151,885
376.121,920
377.096,935
378.006,955
378.900,920
379.875,940
379.879,915
380.704,10
381.093,885
381.575,395
382.519,505
383.482,915
384.486,960
385.432,950
386.325,900
387.090,925
387.968,915
388.893,860
389.732,905
390.550,880
391.818,880
392.359,1160
392.939,610
393.088,755
393.915,755
394.694,10
395.133,685
396.021,565
396.769,940
397.085,610
397.090,10
397.167,235
398.840,935
399.618,920
399.861,910
399.865,240
400.593,10
401.424,625
401.811,890
401.990,440
402.055,190
402.545,10
403.079,255
403.918,765
404.736,915
405.760,790
406.566,925
407.519,960
407.963,955
408.002,405
408.006,15
408.009,10
408.012,10
408.054,10
408.148,10
408.491,15
409.465,495
410.738,990
410.976,1255
410.983,10
411.122,10
411.125,350
411.175,10
411.319,15
411.563,225
412.151,795
413.953,10
414.778,1810
415.753,870
416.680,875
417.728,965
418.775,1040
419.750,1065
419.823,1040
420.726,10
421.846,1025
422.871,1020
423.715,985
424.684,935
425.649,945
426.770,995
427.696,1035
428.747,985
429.548,950
430.637,970
431.450,985
432.453,965
433.448,930
434.375,955
435.375,960
436.324,955
437.305,985
438.274,990
439.103,985
440.078,945
441.080,930
441.882,940
442.857,920
443.685,895
444.515,885
446.318,880
447.150,1720
447.975,855
448.419,915
448.433,235
448.436,25
448.637,310
449.394,250
449.953,545
450.677,385
451.437,835
451.729,825
452.314,350
453.154,510
453.686,870
454.020,820
455.092,1070
455.824,10
456.371,800
457.142,545
457.286,795
457.290,125
457.335,15
457.338,10
457.342,10
457.344,10
458.021,15
459.098,550
459.437,815
459.528,875
461.044,1015
462.307,535
463.288,1180
463.965,825
464.794,845
464.939,840
464.943,170
464.988,10
464.992,15
465.528,10
466.354,590
467.231,795
468.011,840
469.034,890
470.064,930
470.937,960
471.764,955
472.786,945
473.906,925
473.912,800
474.104,295
474.107,255
474.457,10
475.372,335
476.200,900
476.203,920
477.307,10
478.199,910
479.125,990
480.149,1000
481.075,990
481.904,945
482.885,930
483.724,885
483.879,825
483.959,185
483.965,20
483.968,15
484.392,10
485.267,590
485.368,870
486.781,680
487.607,780
488.436,815
489.282,835
490.099,875
490.727,865
490.732,515
491.090,10
492.097,370
492.728,990
493.662,775
494.286,785
494.822,720
494.968,485
495.797,260
496.625,770
497.064,665
497.747,680
498.429,675
499.118,665
499.843,650
499.847,780
500.682,10
501.442,745
502.183,785
502.963,820
503.696,740
504.426,710
504.669,725
504.786,275
505.108,15
505.796,405
506.545,720
507.204,700
508.061,765
509.840,770
510.665,1820
511.640,835
512.764,970
513.298,925
514.028,795
514.275,730
514.613,275
514.736,335
515.003,10
515.007,10
515.010,10
515.789,370
515.930,255
516.661,645
516.991,750
517.489,280
517.831,575
519.158,280
519.586,1300
520.951,520
522.608,1425
523.491,1605
524.172,830
525.070,745
525.151,800
525.192,205
525.244,15
525.289,25
525.292,15
525.296,10
525.826,10
526.656,525
526.800,865
527.483,205
527.922,645
529.141,435
530.018,1330
530.894,800
531.578,755
532.361,780
533.235,790
534.162,855
534.856,840
535.673,795
536.510,855
537.330,875
538.230,880
539.160,865
540.011,895
540.989,925
541.913,930
542.793,920
543.668,900
544.594,885
545.428,865
546.518,875
547.275,915
548.054,925
549.037,895
549.884,905
550.690,900
551.516,875
552.345,820
553.320,830
554.152,880
555.123,920
556.001,920
557.052,945
557.874,930
558.779,890
559.609,855
560.436,860
561.411,885
561.465,1005
561.568,10
561.708,100
561.951,15
563.264,730
564.101,945
565.263,900
565.848,905
566.726,900
567.700,860
568.534,900
569.601,900
569.613,890
569.750,195
569.754,15
570.335,10
570.774,640
571.161,350
572.088,550
572.973,885
573.144,870
573.940,235
573.943,780
573.989,15
574.011,10
574.184,215
576.430,1415
577.407,865
577.548,800
577.596,305
577.949,10
578.766,480
579.644,760
580.472,860
580.716,835
580.775,250
581.008,10
581.155,370
581.349,260
583.251,930
584.086,915
584.908,870
585.741,870
586.030,880
586.712,245
587.541,655
588.369,880
588.662,915
588.715,255
589.490,10
591.052,855
591.982,1535
592.854,865
593.390,945
593.393,480
593.688,20
594.709,315
595.486,985
595.490,750
596.486,10
596.491,870
596.568,10
596.851,250
597.146,550
598.802,835
599.716,830
599.749,875
599.924,10
599.971,125
600.020,10
600.024,20
600.030,10
600.467,10
601.044,620
601.288,585
602.172,290
602.993,860
603.866,875
604.798,860
605.772,865
606.309,980
606.664,650
607.430,230
608.408,895
609.236,900
610.208,940
611.250,920
612.159,970
612.841,940
613.815,815
613.819,950
614.796,10
615.624,945
616.448,875
617.436,840
618.399,915
618.839,1020
618.886,430
618.986,170
620.794,905
620.838,880
620.893,10
620.933,50
620.937,10
620.941,10
620.945,25
620.984,15
621.472,10
621.861,590
622.301,320
623.517,500
624.253,1185
625.077,820
625.544,850
626.451,290
627.421,1080
628.147,915
628.151,715
628.979,10
629.810,825
630.634,840
631.681,905
632.437,910
632.633,930
633.413,10
633.805,880
634.100,480
634.927,300
635.655,830
636.483,695
637.314,785
638.389,835
639.266,940
640.631,1000
641.167,1210
642.139,780
643.069,955
643.991,935
644.831,930
645.683,870
646.479,850
647.467,855
648.280,855
648.751,860
648.837,510
649.109,10
649.117,310
649.255,10
649.259,150
649.308,15
649.443,140
650.916,615
651.068,1050
652.425,520
653.308,850
654.277,885
655.251,980
656.181,985
656.767,960
657.062,620
658.030,310
658.904,880
659.687,930
660.712,840
660.809,880
660.812,170
660.816,15
661.348,15
661.351,395
661.497,190
662.907,450
663.609,1100
663.831,715
663.837,270
663.977,10
663.983,100
664.126,10
665.099,270
666.172,845
667.049,905
668.130,1045
668.706,1035
668.711,670
668.852,15
669.096,305
670.900,970
671.101,860
671.241,200
671.632,10
672.460,565
673.288,805
673.972,785
674.800,790
675.774,855
676.603,885
677.582,825
677.727,1015
679.187,10
679.239,1500
679.531,240
679.534,10
679.747,10
680.531,425
681.338,775
682.221,820
683.282,920
684.257,1005
685.286,1015
686.353,1045
687.332,1010
688.303,1000
689.188,985
689.427,930
689.482,245
690.205,10
690.935,650
690.939,865
690.943,10
691.131,150
692.593,745
693.569,815
694.396,885
695.524,960
696.492,1015
697.520,975
698.360,985
699.369,940
700.149,925
701.177,890
701.903,915
701.952,820
702.097,95
702.196,15
703.084,15
703.854,875
704.683,945
705.671,920
706.632,955
707.467,930
708.436,905
709.411,925
710.386,975
711.363,1000
712.483,1060
713.457,1040
714.432,1000
715.261,935
716.090,880
717.214,880
717.942,920
718.868,930
719.844,950
720.852,975
721.846,965
722.621,955
723.012,915
723.596,305
723.768,620
723.889,175
723.895,20
724.139,10
724.426,15
725.436,660
725.622,910
726.235,225
727.211,685
728.179,925
729.185,950
729.982,945
730.957,955
731.835,935
732.664,810
732.907,850
733.541,355
734.029,535
734.325,540
735.394,325
736.345,950
737.148,920
737.246,870
737.344,200
737.957,15
738.760,670
739.735,830
740.025,835
740.028,330
740.566,15
741.390,575
742.270,900
743.097,870
743.925,830
744.170,745
744.754,390
745.729,445
746.217,1070
747.893,380
748.361,1510
749.196,710
750.847,875
751.140,1650
751.144,285
751.198,10
751.432,110
752.507,1290
754.064,745
754.804,780
754.893,740
755.065,180
755.237,40
755.579,10
756.258,570
756.697,685
757.729,455
758.402,950
759.484,675
