df_hash,22ZHK4.LYE8RS
14.248,0.992
14.278,1.002
14.308,0.995
14.338,1.001
14.368,0.991
14.398,1.004
14.428,0.999
14.458,1.001
14.488,1.001
14.518,0.992
14.548,0.997
14.578,0.973
14.608,0.990
14.638,0.991
14.668,1.000
14.698,0.991
14.728,0.993
14.758,0.993
14.788,0.992
14.818,0.991
14.848,0.985
14.878,0.979
14.908,0.999
14.938,0.990
14.968,0.991
14.998,0.988
15.028,0.986
15.058,1.003
15.088,1.008
15.118,1.005
15.148,0.997
15.178,0.999
15.208,1.003
15.238,0.989
15.268,0.983
15.298,0.995
15.328,1.006
15.358,0.988
15.388,0.983
15.418,0.981
15.448,0.991
15.478,0.998
15.508,0.991
15.538,0.993
15.568,0.989
15.598,0.994
15.628,0.996
15.658,0.988
15.688,0.992
15.718,0.989
15.748,0.977
15.778,0.967
15.808,0.986
15.838,0.980
15.868,0.983
15.898,0.965
15.928,0.976
15.958,0.982
15.988,0.992
16.018,0.998
16.048,1.001
16.078,0.997
16.108,0.987
16.138,0.991
16.168,1.001
16.198,0.998
16.228,0.993
16.258,0.990
16.288,0.983
16.318,0.995
16.348,0.996
16.378,0.989
16.408,0.986
16.438,0.984
16.468,0.983
16.498,0.978
16.528,0.976
16.558,0.981
16.588,0.990
16.618,0.985
16.648,1.004
16.678,0.978
16.708,0.988
16.738,0.995
16.768,0.993
16.798,0.997
16.828,0.994
16.858,0.982
16.888,0.979
16.918,0.980
16.948,0.981
16.978,0.988
17.008,0.997
17.038,0.992
17.068,0.993
17.098,0.994
17.128,0.995
17.158,0.992
17.188,0.982
17.218,0.988
17.248,0.990
17.278,0.983
17.308,0.987
17.338,0.987
17.368,0.972
17.398,0.989
17.428,0.989
17.458,0.991
17.488,0.992
17.518,0.985
17.548,0.997
17.578,1.004
17.608,0.989
17.638,0.986
17.668,0.994
17.698,0.993
17.728,0.994
17.758,0.982
17.788,0.978
17.818,0.982
17.848,0.984
17.878,0.991
17.908,0.994
17.938,0.991
17.968,0.986
17.998,0.986
18.028,0.982
18.058,0.982
18.088,0.985
18.118,0.990
18.148,0.994
18.178,0.995
18.208,0.990
18.238,0.987
18.268,0.984
18.298,0.990
18.328,0.983
18.358,0.990
18.388,0.985
18.418,0.996
18.448,0.994
18.478,0.986
18.508,0.983
18.538,0.980
18.568,0.983
18.598,0.987
18.628,0.994
18.658,0.985
18.688,0.988
18.718,0.987
18.748,0.986
18.778,0.989
18.808,0.985
18.838,0.986
18.868,0.987
18.898,0.989
18.928,0.990
18.958,0.991
18.988,0.989
19.018,0.992
19.048,0.990
19.078,0.989
19.108,0.986
19.138,0.993
19.168,0.994
19.198,0.987
19.228,0.988
19.258,0.989
19.288,0.998
19.318,0.993
19.348,0.985
19.378,0.985
19.408,0.990
19.438,0.987
19.468,0.998
19.498,0.986
19.528,0.987
19.558,0.993
19.588,0.987
19.618,0.978
19.648,0.976
19.678,0.971
19.708,0.943
19.738,0.996
19.768,1.020
19.798,1.009
19.828,1.000
19.858,1.001
19.888,1.013
19.918,0.999
19.948,1.011
19.978,1.018
20.008,0.989
20.038,0.953
20.068,0.947
20.098,0.934
20.128,0.947
20.158,0.992
20.188,1.006
20.218,1.004
20.248,0.996
20.278,0.972
20.308,0.951
20.338,0.952
20.368,0.984
20.398,1.021
20.428,1.048
20.458,1.056
20.488,1.026
20.518,0.978
20.548,0.971
20.578,0.982
20.608,0.988
20.638,1.008
20.668,1.004
20.698,1.011
20.728,1.024
20.758,1.012
20.788,1.011
20.818,1.014
20.848,1.022
20.878,1.009
20.908,1.007
20.938,1.012
20.968,0.996
20.998,1.003
21.028,1.008
21.058,1.001
21.088,0.997
21.118,1.001
21.148,1.002
21.178,0.995
21.208,0.987
21.238,0.992
21.268,0.990
21.298,0.998
21.328,0.995
21.358,0.997
21.388,1.011
21.418,1.011
21.448,1.009
21.478,1.005
21.508,1.001
21.538,0.999
21.568,0.993
21.598,0.989
21.628,0.992
21.658,1.003
21.688,1.006
21.718,0.997
21.748,0.996
21.778,0.996
21.808,0.995
21.838,1.003
21.868,0.994
21.898,0.990
21.928,0.985
21.958,0.995
21.988,1.000
22.018,1.006
22.048,0.991
22.078,0.992
22.108,0.991
22.138,0.989
22.168,0.996
22.198,0.999
22.228,1.004
22.258,0.992
22.288,0.985
22.318,0.992
22.348,0.992
22.378,0.992
22.408,0.995
22.438,0.997
22.468,0.998
22.498,0.995
22.528,0.998
22.558,0.994
22.588,0.995
22.618,0.996
22.648,0.994
22.678,1.001
22.708,0.998
22.738,0.992
22.768,0.988
22.798,0.993
22.828,0.998
22.858,1.004
22.888,0.995
22.918,0.994
22.948,1.001
22.978,0.993
23.008,0.993
23.038,0.998
23.068,0.995
23.098,0.999
23.128,0.996
23.158,0.994
23.188,0.995
23.218,0.999
23.248,0.997
23.278,0.997
23.308,0.994
23.338,0.996
23.368,0.995
23.398,0.995
23.428,0.998
23.458,0.999
23.488,0.995
23.518,0.997
23.548,0.995
23.578,1.004
23.608,1.000
23.638,0.993
23.668,0.992
23.698,0.995
23.728,0.997
23.758,1.000
23.788,0.993
23.818,0.994
23.848,0.996
23.878,0.999
23.908,0.996
23.938,0.994
23.968,0.996
23.998,0.998
24.028,0.997
24.058,0.997
24.088,0.994
24.118,0.995
24.148,0.992
24.178,1.001
24.208,0.997
24.238,1.005
24.268,1.000
24.298,0.977
24.328,0.986
24.358,0.999
24.388,1.008
24.418,1.005
24.448,1.001
24.478,0.996
24.508,0.984
24.538,0.996
24.568,0.999
24.598,0.997
24.628,0.992
24.658,0.994
24.688,0.997
24.718,0.995
24.748,0.994
24.778,0.995
24.808,0.999
24.838,0.998
24.868,0.996
24.898,0.991
24.928,0.994
24.958,0.995
24.988,0.996
25.018,0.997
25.048,0.997
25.078,0.994
25.108,0.993
25.138,0.990
25.168,1.000
25.198,1.000
25.228,0.994
25.258,0.999
25.288,0.994
25.318,0.999
25.348,0.999
25.378,0.988
25.408,1.001
25.438,0.991
25.468,1.000
25.498,0.997
25.528,0.991
25.558,0.990
25.588,0.992
25.618,1.004
25.648,1.006
25.678,0.994
25.708,0.985
25.738,0.993
25.768,1.001
25.798,0.998
25.828,0.999
25.858,0.997
25.888,0.994
25.918,0.998
25.948,0.997
25.978,1.000
26.008,0.995
26.038,0.997
26.068,0.997
26.098,0.993
26.128,0.998
26.158,1.000
26.188,0.997
26.218,0.997
26.248,0.992
26.278,1.000
26.308,0.996
26.338,1.002
26.368,0.998
26.398,0.989
26.428,0.993
26.458,0.993
26.488,0.995
26.518,0.997
26.548,1.001
26.578,0.990
26.608,0.999
26.638,0.996
26.668,0.995
26.698,0.995
26.728,0.997
26.758,0.993
26.788,0.993
26.818,0.998
26.848,0.999
26.878,0.994
26.908,0.998
26.938,0.997
26.968,0.999
26.998,0.997
27.028,0.994
27.058,0.992
27.088,0.995
27.118,0.998
27.148,1.000
27.178,0.997
27.208,0.985
27.238,0.991
27.268,1.000
27.298,1.001
27.328,0.997
27.358,0.990
27.388,0.994
27.418,0.996
27.448,0.996
27.478,0.996
27.508,0.994
27.538,0.993
27.568,0.997
27.598,0.994
27.628,0.996
27.658,0.999
27.688,1.000
27.718,0.998
27.748,0.996
27.778,0.996
27.808,0.997
27.838,0.991
27.868,1.000
27.898,0.992
27.928,0.994
27.958,0.990
27.988,1.000
28.018,0.999
28.048,0.992
28.078,0.995
28.108,0.995
28.138,0.997
28.168,0.998
28.198,1.003
28.228,0.991
28.258,0.995
28.288,0.998
28.318,0.995
28.348,0.998
28.378,0.994
28.408,1.000
28.438,0.997
28.468,1.000
28.498,0.995
28.528,0.994
28.558,0.995
28.588,1.000
28.618,0.997
28.648,0.999
28.678,0.996
28.708,0.996
28.738,0.996
28.768,1.001
28.798,0.998
28.828,0.995
28.858,0.995
28.888,0.996
28.918,1.005
28.948,0.998
28.978,0.993
29.008,0.996
29.038,0.997
29.068,0.998
29.098,0.999
29.128,0.999
29.158,0.992
29.188,1.002
29.218,0.998
29.248,0.995
29.278,0.995
29.308,0.995
29.338,0.999
29.368,0.995
29.398,0.997
29.428,0.996
29.458,0.997
29.488,0.997
29.518,0.994
29.548,0.997
29.578,0.998
29.608,0.995
29.638,0.999
29.668,0.995
29.698,0.998
29.728,1.000
29.758,0.993
29.788,1.002
29.818,0.996
29.848,1.002
29.878,1.000
29.908,0.993
29.938,0.991
29.968,0.995
29.998,1.000
30.028,0.996
30.058,1.000
30.088,0.988
30.118,0.999
30.148,0.999
30.178,0.997
30.208,0.999
30.238,0.993
30.268,0.998
30.298,0.996
30.328,1.000
30.358,0.999
30.388,0.995
30.418,0.994
30.448,0.994
30.478,0.995
30.508,0.999
30.538,1.000
30.568,0.993
30.598,0.994
30.628,0.997
30.658,0.998
30.688,0.990
30.718,1.004
30.748,0.994
30.778,1.002
30.808,0.997
30.838,0.991
30.868,0.991
30.898,0.998
30.928,0.999
30.958,0.996
30.988,0.996
31.018,0.994
31.048,0.995
31.078,0.994
31.108,0.995
31.138,0.996
31.168,0.996
31.198,0.997
31.228,0.998
31.258,0.997
31.288,0.999
31.318,0.998
31.348,1.000
31.378,0.995
31.408,0.997
31.438,0.998
31.468,1.000
31.498,0.996
31.528,0.996
31.558,0.994
31.588,1.003
31.618,1.003
31.648,0.999
31.678,0.991
31.708,0.992
31.738,0.992
31.768,0.998
31.798,0.993
31.828,0.995
31.858,0.999
31.888,0.994
31.918,0.995
31.948,0.992
31.978,0.997
32.008,0.995
32.038,0.997
32.068,0.997
32.098,0.996
32.128,0.997
32.158,0.997
32.188,0.997
32.218,0.998
32.248,0.997
32.278,0.992
32.308,0.996
32.338,1.003
32.368,1.002
32.398,0.992
32.428,0.995
32.458,0.994
32.488,0.995
32.518,0.995
32.548,1.003
32.578,0.992
32.608,0.995
32.638,0.998
32.668,0.994
32.698,0.996
32.728,0.999
32.758,0.995
32.788,0.993
32.818,1.003
32.848,0.999
32.878,0.997
32.908,0.998
32.938,0.994
32.968,0.997
32.998,0.998
33.028,0.999
33.058,0.994
33.088,0.994
33.118,0.999
33.148,0.993
33.178,0.999
33.208,0.990
33.238,1.007
33.268,1.001
33.298,0.994
33.328,0.994
33.358,0.997
33.388,0.996
33.418,1.002
33.448,1.004
33.478,0.990
33.508,0.994
33.538,0.999
33.568,0.997
33.598,0.996
33.628,0.995
33.658,0.996
33.688,0.999
33.718,0.997
33.748,0.998
33.778,0.995
33.808,0.996
33.838,0.997
33.868,0.999
33.898,1.000
33.928,0.999
33.958,0.994
33.988,0.993
34.018,0.999
34.048,0.992
34.078,1.003
34.108,0.994
34.138,1.001
34.168,0.998
34.198,0.992
34.228,0.995
34.258,0.994
34.288,0.996
34.318,1.000
34.348,1.000
34.378,0.994
34.408,0.996
34.438,1.000
34.468,0.997
34.498,0.997
34.528,0.994
34.558,0.997
34.588,0.995
34.618,0.997
34.648,0.997
34.678,0.999
34.708,0.994
34.738,0.993
34.768,0.995
34.798,0.998
34.828,0.994
34.858,0.997
34.888,0.998
34.918,0.998
34.948,0.997
34.978,1.002
35.008,0.990
35.038,1.003
35.068,0.991
35.098,1.002
35.128,0.999
35.158,0.993
35.188,0.992
35.218,0.995
35.248,1.003
35.278,1.001
35.308,1.000
35.338,0.989
35.368,0.997
35.398,1.000
35.428,1.001
35.458,0.994
35.488,0.989
35.518,0.996
35.548,0.998
35.578,0.999
35.608,0.999
35.638,1.000
35.668,0.996
35.698,1.002
35.728,0.995
35.758,0.996
35.788,0.994
35.818,0.993
35.848,0.994
35.878,0.996
35.908,0.998
35.938,0.993
35.968,0.996
35.998,0.999
36.028,1.002
36.058,0.999
36.088,0.993
36.118,0.991
36.148,0.995
36.178,1.000
36.208,0.992
36.238,0.999
36.268,0.993
36.298,0.996
36.328,1.001
36.358,0.994
36.388,0.997
36.418,0.994
36.448,0.996
36.478,0.994
36.508,1.002
36.538,1.000
36.568,0.994
36.598,0.993
36.628,0.991
36.658,0.995
36.688,1.002
36.718,0.998
36.748,0.999
36.778,0.991
36.808,0.987
36.838,0.998
36.868,1.003
36.898,1.001
36.928,0.989
36.958,0.992
36.988,0.984
37.018,0.994
37.048,1.000
37.078,0.997
37.108,0.996
37.138,0.998
37.168,0.997
37.198,0.992
37.228,0.992
37.258,0.995
37.288,0.998
37.318,0.998
37.348,1.003
37.378,0.999
37.408,0.993
37.438,0.996
37.468,0.994
37.498,0.996
37.528,0.993
37.558,0.998
37.588,0.992
37.618,0.993
37.648,1.002
37.678,1.000
37.708,0.993
37.738,0.989
37.768,0.990
37.798,0.994
37.828,0.993
37.858,0.997
37.888,1.000
37.918,0.998
37.948,0.988
37.978,0.995
38.008,0.986
38.038,0.978
38.068,0.999
38.098,1.019
38.128,0.986
38.158,0.982
38.188,0.991
38.218,0.986
38.248,0.981
38.278,1.004
38.308,1.007
38.338,0.989
38.368,0.986
38.398,0.996
38.428,0.999
38.458,0.999
38.488,0.988
38.518,0.988
38.548,0.983
38.578,0.986
38.608,0.989
38.638,0.996
38.668,0.992
38.698,0.991
38.728,0.994
38.758,0.991
38.788,0.991
38.818,0.994
38.848,0.994
38.878,0.988
38.908,0.998
38.938,0.997
38.968,0.991
38.998,0.993
39.028,0.998
39.058,0.992
39.088,0.988
39.118,0.992
39.148,0.987
39.178,0.990
39.208,1.009
39.238,1.012
39.268,0.958
39.298,0.994
39.328,0.993
39.358,0.989
39.388,1.001
39.418,0.998
39.448,0.993
39.478,0.984
39.508,0.988
39.538,0.993
39.568,0.988
39.598,0.988
39.628,0.990
39.658,0.989
39.688,0.996
39.718,0.998
39.748,0.992
39.778,0.993
39.808,0.992
39.838,0.987
39.868,0.990
39.898,0.993
39.928,0.993
39.958,1.002
39.988,0.998
40.018,0.989
40.048,0.992
40.078,0.990
40.108,0.991
40.138,0.990
40.168,0.988
40.198,0.991
40.228,0.994
40.258,0.992
40.288,0.990
40.318,0.987
40.348,0.992
40.378,0.990
40.408,0.992
40.438,0.995
40.468,0.994
40.498,0.989
40.528,0.990
40.558,0.987
40.588,0.990
40.618,0.988
40.648,0.989
40.678,0.987
40.708,0.998
40.738,0.990
40.768,0.992
40.798,0.996
40.828,0.998
40.858,1.000
40.888,0.993
40.918,0.987
40.948,0.986
40.978,0.988
41.008,0.987
41.038,0.993
41.068,0.996
41.098,0.992
41.128,0.990
41.158,0.997
41.188,0.987
41.218,0.988
41.248,0.986
41.278,0.993
41.308,0.995
41.338,0.994
41.368,0.992
41.398,0.992
41.428,0.988
41.458,0.994
41.488,0.990
41.518,0.992
41.548,0.991
41.578,0.996
41.608,0.991
41.638,0.989
41.668,0.988
41.698,0.992
41.728,0.997
41.758,0.993
41.788,0.988
41.818,0.989
41.848,0.989
41.878,0.988
41.908,0.992
41.938,0.993
41.968,0.988
41.998,0.995
42.028,0.993
42.058,0.989
42.088,0.992
42.118,0.994
42.148,0.992
42.178,0.989
42.208,0.996
42.238,0.990
42.268,0.992
42.298,0.987
42.328,0.991
42.358,0.989
42.388,0.990
42.418,0.999
42.448,0.989
42.478,1.000
42.508,0.986
42.538,0.993
42.568,0.984
42.598,0.995
42.628,0.999
42.658,0.997
42.688,0.988
42.718,0.988
42.748,0.989
42.778,0.989
42.808,0.995
42.838,0.991
42.868,0.994
42.898,0.992
42.928,0.987
42.958,0.990
42.988,0.992
43.018,0.993
43.048,0.991
43.078,0.991
43.108,0.992
43.138,0.993
43.168,0.990
43.198,0.995
43.228,0.994
43.258,0.992
43.288,0.993
43.318,0.988
43.348,0.991
43.378,0.996
43.408,0.996
43.438,0.994
43.468,0.994
43.498,0.987
43.528,0.998
43.558,0.996
43.588,0.991
43.618,0.990
43.648,0.990
43.678,0.991
43.708,0.994
43.738,0.996
43.768,0.989
43.798,0.997
43.828,0.995
43.858,0.992
43.888,0.991
43.918,0.997
43.948,0.993
43.978,0.991
44.008,0.990
44.038,0.993
44.068,0.989
44.098,0.990
44.128,0.990
44.158,0.990
44.188,0.990
44.218,0.992
44.248,0.990
44.278,0.993
44.308,0.992
44.338,0.998
44.368,0.992
44.398,0.996
44.428,0.986
44.458,1.000
44.488,0.995
44.518,0.992
44.548,0.991
44.578,0.986
44.608,0.996
44.638,1.000
44.668,1.000
44.698,0.990
44.728,0.995
44.758,0.996
44.788,0.990
44.818,0.995
44.848,0.998
44.878,0.999
44.908,0.989
44.938,0.997
44.968,0.992
44.998,0.998
45.028,0.998
45.058,1.000
45.088,0.997
45.118,0.995
45.148,0.998
45.178,0.997
45.208,0.994
45.238,1.003
45.268,0.994
45.298,0.999
45.328,1.003
45.358,1.021
45.388,0.987
45.418,0.974
45.448,1.025
45.478,1.007
45.508,1.022
45.538,0.999
45.568,0.978
45.598,0.990
45.628,0.984
45.658,1.009
45.688,0.991
45.718,0.998
45.748,0.998
45.778,0.988
45.808,0.984
45.838,0.996
45.868,0.990
45.898,0.996
45.928,1.005
45.958,1.001
45.988,0.999
46.018,0.995
46.048,1.000
46.078,0.991
46.108,1.000
46.138,0.999
46.168,0.993
46.198,1.003
46.228,0.992
46.258,0.996
46.288,0.995
46.318,0.997
46.348,0.996
46.378,0.994
46.408,0.992
46.438,1.013
46.468,0.962
46.498,0.979
46.528,0.984
46.558,0.978
46.588,0.985
46.618,1.004
46.648,0.989
46.678,0.995
46.708,0.990
46.738,0.987
46.768,1.004
46.798,0.997
46.828,0.995
46.858,0.993
46.888,1.000
46.918,0.994
46.948,0.998
46.978,1.002
47.008,0.997
47.038,0.998
47.068,1.001
47.098,0.997
47.128,0.996
47.158,0.991
47.188,0.995
47.218,1.000
47.248,0.997
47.278,0.995
47.308,0.995
47.338,0.992
47.368,1.000
47.398,0.996
47.428,0.997
47.458,0.997
47.488,0.999
47.518,1.000
47.548,0.996
47.578,0.998
47.608,1.001
47.638,0.994
47.668,1.003
47.698,0.997
47.728,0.998
47.758,0.999
47.788,0.999
47.818,0.991
47.848,0.992
47.878,0.997
47.908,1.003
47.938,0.996
47.968,0.998
47.998,0.999
48.028,1.002
48.058,1.006
48.088,0.997
48.118,0.991
48.148,0.986
48.178,0.988
48.208,0.994
48.238,0.994
48.268,0.993
48.298,0.997
48.328,0.993
48.358,0.995
48.388,0.994
48.418,0.990
48.448,0.997
48.478,0.996
48.508,0.987
48.538,0.990
48.568,0.996
48.598,0.998
48.628,0.997
48.658,0.992
48.688,0.996
48.718,0.995
48.748,0.991
48.778,0.987
48.808,0.994
48.838,0.997
48.868,0.996
48.898,0.991
48.928,0.996
48.958,0.993
48.988,0.992
49.018,0.996
49.048,0.994
49.078,0.994
49.108,0.992
49.138,0.997
49.168,0.994
49.198,0.989
49.228,0.993
49.258,0.992
49.288,1.000
49.318,0.992
49.348,0.994
49.378,0.998
49.408,0.993
49.438,0.992
49.468,0.996
49.498,0.999
49.528,0.993
49.558,0.989
49.588,0.995
49.618,0.999
49.648,0.994
49.678,0.994
49.708,0.994
49.738,0.998
49.768,0.993
49.798,0.986
49.828,0.990
49.858,0.988
49.888,1.000
49.918,0.995
49.948,0.993
49.978,0.994
50.008,0.992
50.038,0.993
50.068,0.994
50.098,0.996
50.128,0.995
50.158,0.995
50.188,0.995
50.218,0.997
50.248,0.998
50.278,0.993
50.308,0.997
50.338,0.991
50.368,1.001
50.398,0.992
50.428,1.000
50.458,0.995
50.488,0.990
50.518,0.991
50.548,0.992
50.578,0.994
50.608,1.001
50.638,0.990
50.668,0.993
50.698,0.995
50.728,0.994
50.758,0.995
50.788,0.993
50.818,0.992
50.848,0.994
50.878,0.992
50.908,0.992
50.938,0.992
50.968,0.993
50.998,0.998
51.028,0.992
51.058,0.999
51.088,0.997
51.118,0.995
51.148,0.999
51.178,0.994
51.208,0.990
51.238,0.996
51.268,0.994
51.298,1.002
51.328,0.991
51.358,0.992
51.388,0.997
51.418,0.993
51.448,0.992
51.478,0.998
51.508,0.998
51.538,0.995
51.568,0.993
51.598,0.993
51.628,0.997
51.658,0.993
51.688,0.997
51.718,0.997
51.748,0.992
51.778,0.996
51.808,0.993
51.838,0.999
51.868,0.990
51.898,0.998
51.928,1.001
51.958,0.992
51.988,0.988
52.018,0.992
52.048,0.997
52.078,1.007
52.108,0.995
52.138,0.993
52.168,1.000
52.198,0.992
52.228,0.992
52.258,1.001
52.288,0.991
52.318,0.992
52.348,0.994
52.378,1.000
52.408,0.996
52.438,0.994
52.468,0.994
52.498,0.993
52.528,0.995
52.558,0.996
52.588,0.998
52.618,0.996
52.648,0.991
52.678,0.998
52.708,0.995
52.738,1.001
52.768,0.995
52.798,0.989
52.828,0.989
52.858,0.993
52.888,0.996
52.918,0.996
52.948,0.989
52.978,0.994
53.008,0.994
53.038,0.991
53.068,0.997
53.098,0.994
53.128,0.996
53.158,0.994
53.188,0.991
53.218,0.990
53.248,0.999
53.278,1.000
53.308,0.996
53.338,0.992
53.368,0.994
53.398,0.995
53.428,0.991
53.458,0.994
53.488,0.993
53.518,0.995
53.548,1.000
53.578,0.995
53.608,0.993
53.638,0.991
53.668,0.997
53.698,0.995
53.728,1.000
53.758,0.988
53.788,0.995
53.818,0.997
53.848,0.997
53.878,0.994
53.908,0.995
53.938,0.996
53.968,0.994
53.998,0.996
54.028,0.993
54.058,0.994
54.088,0.996
54.118,0.998
54.148,0.996
54.178,0.993
54.208,0.992
54.238,0.993
54.268,0.999
54.298,0.990
54.328,0.996
54.358,0.992
54.388,0.994
54.418,1.001
54.448,0.993
54.478,0.991
54.508,0.990
54.538,0.992
54.568,0.992
54.598,1.001
54.628,0.986
54.658,0.994
54.688,0.998
54.718,0.997
54.748,0.996
54.778,0.994
54.808,0.995
54.838,0.997
54.868,0.996
54.898,0.993
54.928,0.992
54.958,0.996
54.988,0.996
55.018,0.994
55.048,0.993
55.078,0.994
55.108,0.996
55.138,0.995
55.168,0.995
55.198,0.997
55.228,0.991
55.258,1.001
55.288,0.991
55.318,0.998
55.348,1.003
55.378,0.992
55.408,0.991
55.438,0.994
55.468,0.995
55.498,0.994
55.528,0.997
55.558,0.986
55.588,0.996
55.618,0.995
55.648,0.997
55.678,0.993
55.708,0.995
55.738,0.992
55.768,0.997
55.798,0.995
55.828,0.997
55.858,0.991
55.888,0.995
55.918,0.992
55.948,0.994
55.978,0.994
56.008,0.993
56.038,0.994
56.068,0.994
56.098,0.997
56.128,0.996
56.158,1.001
56.188,0.989
56.218,0.999
56.248,0.994
56.278,0.995
56.308,1.003
56.338,0.995
56.368,0.987
56.398,0.989
56.428,0.997
56.458,0.997
56.488,1.001
56.518,0.988
56.548,0.992
56.578,0.996
56.608,1.000
56.638,0.997
