df_hash,22ZHK4.LYE8RS
272.668,0.999
272.698,1.003
272.728,0.998
272.758,0.996
272.788,1.000
272.818,0.998
272.848,0.999
272.878,0.999
272.908,0.997
272.938,1.000
272.968,1.000
272.998,0.999
273.028,0.998
273.058,1.001
273.088,1.001
273.118,1.000
273.148,0.997
273.178,0.992
273.208,1.000
273.238,0.995
273.268,1.006
273.298,0.998
273.328,0.993
273.358,0.993
273.388,0.998
273.418,0.997
273.448,1.003
273.478,0.995
273.508,0.998
273.538,1.002
273.568,0.999
273.598,1.001
273.628,1.000
273.658,0.996
273.688,0.998
273.718,0.996
273.748,0.996
273.778,0.998
273.808,0.999
273.838,0.998
273.868,1.000
273.898,0.997
273.928,1.005
273.958,0.989
273.988,0.999
274.018,1.002
274.048,0.997
274.078,0.993
274.108,0.999
274.138,1.001
274.168,1.001
274.198,1.000
274.228,0.996
274.258,1.004
274.288,0.998
274.318,0.996
274.348,1.000
274.378,0.998
274.408,0.999
274.438,0.999
274.468,1.000
274.498,0.997
274.528,0.998
274.558,0.998
274.588,0.999
274.618,1.000
274.648,1.001
274.678,0.996
274.708,1.001
274.738,1.004
274.768,0.996
274.798,0.994
274.828,0.994
274.858,1.001
274.888,1.003
274.918,1.001
274.948,0.998
274.978,1.001
275.008,1.000
275.038,0.998
275.068,0.997
275.098,1.000
275.128,0.995
275.158,1.000
275.188,0.999
275.218,0.999
275.248,0.998
275.278,0.998
275.308,1.000
275.338,0.999
275.368,1.000
275.398,0.993
275.428,1.003
275.458,1.003
275.488,0.994
275.518,0.998
275.548,0.998
275.578,1.001
275.608,1.007
275.638,0.994
275.668,0.998
275.698,1.002
275.728,0.998
275.758,1.001
275.788,0.995
275.818,0.998
275.848,0.999
275.878,0.999
275.908,0.999
275.938,1.000
275.968,0.999
275.998,1.001
276.028,1.001
276.058,0.997
276.088,1.003
276.118,0.995
276.148,1.004
276.178,0.999
276.208,0.994
276.238,0.995
276.268,1.001
276.298,0.999
276.328,1.003
276.358,0.993
276.388,0.998
276.418,0.999
276.448,0.996
276.478,0.999
276.508,1.000
276.538,0.999
276.568,0.997
276.598,0.999
276.628,1.000
276.658,1.000
276.688,0.998
276.718,1.002
276.748,1.002
276.778,0.995
276.808,0.997
276.838,1.002
276.868,1.007
276.898,0.995
276.928,0.993
276.958,0.997
276.988,1.000
277.018,1.010
277.048,0.999
277.078,0.998
277.108,0.999
277.138,0.999
277.168,0.996
277.198,1.000
277.228,0.997
277.258,0.999
277.288,0.999
277.318,0.993
277.348,1.002
277.378,1.005
277.408,0.999
277.438,1.000
277.468,0.993
277.498,1.006
277.528,1.001
277.558,0.994
277.588,0.996
277.618,1.002
277.648,1.003
277.678,1.002
277.708,0.997
277.738,1.002
277.768,1.003
277.798,1.000
277.828,1.004
277.858,0.997
277.888,1.001
277.918,0.999
277.948,0.998
277.978,1.002
278.008,1.001
278.038,0.999
278.068,1.002
278.098,0.999
278.128,1.002
278.158,0.998
278.188,1.002
278.218,1.002
278.248,0.994
278.278,0.993
278.308,0.998
278.338,1.000
278.368,1.003
278.398,0.992
278.428,1.004
278.458,0.997
278.488,0.999
278.518,1.001
278.548,0.998
278.578,1.000
278.608,1.003
278.638,1.000
278.668,0.997
278.698,0.999
278.728,1.004
278.758,0.995
278.788,1.004
278.818,0.993
278.848,1.004
278.878,1.004
278.908,0.995
278.938,0.994
278.968,1.000
278.998,0.999
279.028,1.008
279.058,0.991
279.088,0.999
279.118,1.002
279.148,0.999
279.178,1.000
279.208,0.998
279.238,1.000
279.268,1.003
279.298,0.996
279.328,1.002
279.358,0.996
279.388,1.000
279.418,0.999
279.448,0.999
279.478,1.001
279.508,0.998
279.538,1.008
279.568,0.999
279.598,0.997
279.628,1.000
279.658,1.001
279.688,1.002
279.718,1.001
279.748,0.997
279.778,1.003
279.808,0.998
279.838,1.002
279.868,0.999
279.898,1.001
279.928,1.002
279.958,0.997
279.988,0.999
280.018,1.003
280.048,1.003
280.078,1.002
280.108,0.993
280.138,1.004
280.168,0.994
280.198,1.007
280.228,1.002
280.258,0.992
280.288,0.996
280.318,1.001
280.348,0.998
280.378,1.005
280.408,0.995
280.438,0.999
280.468,1.002
280.498,1.000
280.528,1.002
280.558,0.999
280.588,0.999
280.618,1.000
280.648,0.996
280.678,0.996
280.708,1.006
280.738,0.996
280.768,1.003
280.798,0.998
280.828,1.007
280.858,1.005
280.888,0.991
280.918,0.996
280.948,0.993
280.978,0.997
281.008,1.005
281.038,0.998
281.068,0.999
281.098,1.003
281.128,0.998
281.158,0.999
281.188,0.998
281.218,1.002
281.248,1.003
281.278,1.000
281.308,0.999
281.338,0.998
281.368,0.998
281.398,0.999
281.428,1.002
281.458,0.996
281.488,1.006
281.518,0.992
281.548,1.007
281.578,1.003
281.608,0.995
281.638,0.999
281.668,0.994
281.698,0.999
281.728,1.007
281.758,0.998
281.788,0.998
281.818,1.001
281.848,1.001
281.878,1.002
281.908,0.999
281.938,1.000
281.968,1.001
281.998,0.999
282.028,1.000
282.058,0.997
282.088,0.998
282.118,0.999
282.148,1.005
282.178,0.999
282.208,1.001
282.238,0.994
282.268,0.999
282.298,1.007
282.328,1.000
282.358,0.995
282.388,1.000
282.418,1.003
282.448,1.003
282.478,1.002
282.508,0.995
282.538,1.000
282.568,1.000
282.598,0.999
282.628,1.001
282.658,0.999
282.688,1.000
282.718,1.003
282.748,0.999
282.778,1.001
282.808,0.998
282.838,1.000
282.868,1.001
282.898,0.997
282.928,1.003
282.958,0.991
282.988,1.001
283.018,0.994
283.048,1.008
283.078,1.000
283.108,0.997
283.138,0.998
283.168,1.001
283.198,1.004
283.228,1.009
283.258,0.995
283.288,0.998
283.318,1.003
283.348,1.002
283.378,1.001
283.408,0.997
283.438,1.003
283.468,1.001
283.498,1.001
283.528,0.999
283.558,0.999
283.588,1.001
283.618,1.000
283.648,0.996
283.678,1.003
283.708,1.003
283.738,1.001
283.768,0.999
283.798,0.999
283.828,1.007
283.858,1.003
283.888,0.994
283.918,0.999
283.948,1.002
283.978,1.003
284.008,1.004
284.038,0.993
284.068,1.000
284.098,1.001
284.128,1.002
284.158,0.999
284.188,0.997
284.218,1.000
284.248,1.004
284.278,0.997
284.308,0.998
284.338,1.002
284.368,0.999
284.398,1.002
284.428,0.998
284.458,1.000
284.488,1.003
284.518,0.995
284.548,1.003
284.578,1.000
284.608,1.010
284.638,0.999
284.668,0.994
284.698,0.997
284.728,1.002
284.758,1.003
284.788,1.006
284.818,0.994
284.848,1.005
284.878,1.006
284.908,1.006
284.938,1.004
284.968,0.997
284.998,0.995
285.028,0.996
285.058,1.000
285.088,0.997
285.118,1.000
285.148,1.000
285.178,0.998
285.208,0.998
285.238,1.004
285.268,1.000
285.298,1.001
285.328,1.001
285.358,1.001
285.388,1.008
285.418,0.998
285.448,0.994
285.478,0.998
285.508,1.005
285.538,1.002
285.568,1.000
285.598,0.997
285.628,1.003
285.658,1.002
285.688,1.000
285.718,1.000
285.748,1.000
285.778,1.003
285.808,1.000
285.838,0.999
285.868,1.000
285.898,1.002
285.928,0.999
285.958,1.005
285.988,0.999
286.018,0.999
286.048,1.001
286.078,1.000
286.108,1.006
286.138,1.000
286.168,0.995
286.198,0.998
286.228,0.999
286.258,1.001
286.288,1.007
286.318,0.996
286.348,0.999
286.378,1.002
286.408,1.001
286.438,1.001
286.468,0.998
286.498,0.999
286.528,0.999
286.558,1.005
286.588,1.001
286.618,1.001
286.648,0.998
286.678,0.999
286.708,1.000
286.738,1.004
286.768,1.000
286.798,0.994
286.828,1.002
286.858,1.000
286.888,1.005
286.918,1.000
286.948,0.998
286.978,0.996
287.008,1.001
287.038,1.002
287.068,1.008
287.098,0.995
287.128,1.000
287.158,1.004
287.188,1.002
287.218,1.003
287.248,1.002
287.278,0.999
287.308,1.000
287.338,1.001
287.368,1.005
287.398,1.000
287.428,0.998
287.458,0.998
287.488,1.001
287.518,1.000
287.548,0.999
287.578,0.991
287.608,1.002
287.638,0.997
287.668,1.008
287.698,1.001
287.728,0.997
287.758,0.995
287.788,1.004
287.818,1.005
287.848,1.008
287.878,0.995
287.908,0.997
287.938,1.003
287.968,1.003
287.998,0.997
288.028,0.997
288.058,0.999
288.088,1.004
288.118,1.001
288.148,1.000
288.178,0.999
288.208,1.002
288.238,1.004
288.268,1.000
288.298,1.000
288.328,1.004
288.358,0.998
288.388,1.002
288.418,0.998
288.448,1.002
288.478,1.007
288.508,1.001
288.538,0.999
288.568,0.997
288.598,1.005
288.628,1.005
288.658,1.005
288.688,0.994
288.718,1.004
288.748,1.006
288.778,1.003
288.808,1.002
288.838,0.998
288.868,1.002
288.898,1.001
288.928,1.000
288.958,1.000
288.988,0.998
289.018,1.003
289.048,1.001
289.078,1.001
289.108,1.000
289.138,1.003
289.168,0.996
289.198,1.002
289.228,0.997
289.258,1.008
289.288,1.002
289.318,1.000
289.348,0.999
289.378,1.001
289.408,1.004
289.438,1.010
289.468,0.993
289.498,0.995
289.528,1.004
289.558,1.001
289.588,1.001
289.618,1.000
289.648,1.002
289.678,1.001
289.708,1.005
289.738,0.999
289.768,1.001
289.798,1.001
289.828,1.000
289.858,1.000
289.888,0.998
289.918,1.004
289.948,0.998
289.978,1.004
290.008,0.994
290.038,0.999
290.068,1.006
290.098,0.997
290.128,0.998
290.158,1.000
290.188,1.003
290.218,1.009
290.248,0.997
290.278,0.994
290.308,1.003
290.338,1.000
290.368,1.001
290.398,0.999
290.428,0.996
290.458,1.002
290.488,1.000
290.518,0.999
290.548,1.001
290.578,1.000
290.608,1.000
290.638,1.002
290.668,1.000
290.698,1.005
290.728,1.000
290.758,1.002
290.788,1.000
290.818,1.004
290.848,1.006
290.878,0.998
290.908,0.996
290.938,1.001
290.968,1.007
290.998,1.007
291.028,0.998
291.058,0.997
291.088,1.004
291.118,1.001
291.148,1.004
291.178,1.003
291.208,1.000
291.238,1.002
291.268,1.001
291.298,1.000
291.328,1.001
291.358,1.003
291.388,1.005
291.418,1.000
291.448,0.996
291.478,1.002
291.508,1.000
291.538,1.008
291.568,0.996
291.598,1.008
291.628,1.005
291.658,0.998
291.688,0.996
291.718,0.999
291.748,1.003
291.778,1.009
291.808,0.996
291.838,0.994
291.868,1.002
291.898,1.002
291.928,1.001
291.958,0.999
291.988,0.998
292.018,1.004
292.048,1.000
292.078,1.000
292.108,1.002
292.138,1.002
292.168,1.003
292.198,1.002
292.228,0.998
292.258,1.003
292.288,0.997
292.318,1.009
292.348,0.993
292.378,1.005
292.408,1.005
292.438,0.997
292.468,0.997
292.498,1.000
292.528,1.003
292.558,1.007
292.588,0.990
292.618,1.000
292.648,1.000
292.678,1.003
292.708,1.002
292.738,1.000
292.768,1.003
292.798,1.004
292.828,1.003
292.858,0.999
292.888,1.001
292.918,1.000
292.948,0.999
292.978,0.998
293.008,1.002
293.038,1.004
293.068,1.006
293.098,0.994
293.128,1.002
293.158,1.007
293.188,1.000
293.218,0.997
293.248,1.000
293.278,1.004
293.308,1.007
293.338,0.998
293.368,0.996
293.398,1.002
293.428,1.006
293.458,1.003
293.488,1.000
293.518,1.003
293.548,1.001
293.578,1.000
293.608,1.003
293.638,1.000
293.668,1.002
293.698,1.002
293.728,1.001
293.758,1.001
293.788,0.997
293.818,1.005
293.848,0.995
293.878,1.008
293.908,1.002
293.938,0.996
293.968,0.997
293.998,1.002
294.028,1.006
294.058,1.002
294.088,0.996
294.118,1.005
294.148,1.002
294.178,1.000
294.208,1.001
294.238,1.000
294.268,1.004
294.298,1.002
294.328,1.004
294.358,0.999
294.388,1.001
294.418,1.001
294.448,1.001
294.478,1.001
294.508,0.995
294.538,1.005
294.568,0.993
294.598,1.010
294.628,0.999
294.658,0.996
294.688,0.996
294.718,1.000
294.748,1.005
294.778,1.005
294.808,0.995
294.838,1.002
294.868,1.003
294.898,0.998
294.928,1.003
294.958,1.001
294.988,1.003
295.018,1.001
295.048,1.002
295.078,1.003
295.108,1.000
295.138,1.002
295.168,0.999
295.198,1.004
295.228,0.993
295.258,1.004
295.288,1.008
295.318,1.000
295.348,0.995
295.378,1.002
295.408,0.999
295.438,1.010
295.468,0.998
295.498,1.003
295.528,1.000
295.558,0.999
295.588,1.001
295.618,1.000
295.648,1.006
295.678,1.005
295.708,0.999
295.738,1.004
295.768,1.002
295.798,1.002
295.828,1.004
295.858,1.004
295.888,1.006
295.918,0.999
295.948,1.004
295.978,0.999
296.008,1.008
296.038,1.000
296.068,0.996
296.098,0.998
296.128,1.003
296.158,1.004
296.188,1.004
296.218,0.994
296.248,1.004
296.278,1.004
296.308,1.002
296.338,1.001
296.368,1.001
296.398,1.002
296.428,1.003
296.458,1.000
296.488,1.003
296.518,0.999
296.548,1.002
296.578,1.004
296.608,1.003
296.638,1.000
296.668,1.001
296.698,0.998
296.728,1.011
296.758,1.000
296.788,0.995
296.818,1.000
296.848,1.005
296.878,1.008
296.908,0.996
296.938,1.000
296.968,1.003
296.998,0.999
297.028,1.000
297.058,1.002
297.088,1.000
297.118,1.004
297.148,1.003
297.178,1.003
297.208,1.001
297.238,1.001
297.268,1.001
297.298,1.002
297.328,1.002
297.358,0.996
297.388,1.005
297.418,0.994
297.448,1.007
297.478,1.004
297.508,0.993
297.538,0.998
297.568,1.003
297.598,1.003
297.628,1.003
297.658,1.000
297.688,1.006
297.718,1.002
297.748,1.002
297.778,1.000
297.808,1.001
297.838,1.001
297.868,1.002
297.898,1.002
297.928,1.001
297.958,1.003
297.988,0.999
298.018,0.999
298.048,1.002
298.078,0.997
298.108,1.009
298.138,0.995
298.168,1.003
298.198,1.004
298.228,0.997
298.258,0.997
298.288,0.999
298.318,1.003
298.348,1.011
298.378,0.997
298.408,1.000
298.438,1.004
298.468,1.002
298.498,1.002
298.528,1.002
298.558,1.004
298.588,1.003
298.618,1.006
298.648,1.004
298.678,1.003
298.708,1.005
298.738,1.002
298.768,1.003
298.798,1.003
298.828,0.999
298.858,1.004
298.888,0.997
298.918,1.011
298.948,1.004
298.978,0.996
299.008,0.996
299.038,1.003
299.068,1.006
299.098,1.003
299.128,0.996
299.158,1.007
299.188,1.001
299.218,0.999
299.248,1.003
299.278,1.000
299.308,1.002
299.338,1.004
299.368,0.999
299.398,1.003
299.428,0.999
299.458,1.002
299.488,1.003
299.518,1.003
299.548,1.002
299.578,1.000
299.608,1.003
299.638,0.999
299.668,1.009
299.698,1.002
299.728,0.996
299.758,0.999
299.788,1.005
299.818,1.006
299.848,1.005
299.878,0.998
299.908,1.006
299.938,1.001
299.968,1.003
299.998,1.000
300.028,1.003
300.058,1.003
300.088,1.001
300.118,1.002
300.148,1.001
300.178,0.999
300.208,1.002
300.238,1.001
300.268,0.999
300.298,1.003
300.328,1.001
300.358,1.006
300.388,0.995
300.418,1.004
300.448,1.011
300.478,1.000
300.508,0.996
300.538,1.000
300.568,1.003
300.598,1.010
300.628,0.997
300.658,0.997
300.688,1.005
300.718,1.003
300.748,1.002
300.778,1.003
300.808,1.000
300.838,1.003
300.868,1.000
300.898,1.002
300.928,1.000
300.958,1.005
300.988,1.003
301.018,1.001
301.048,1.001
301.078,1.003
301.108,0.996
301.138,1.010
301.168,0.995
301.198,1.007
301.228,1.003
301.258,0.998
301.288,0.999
301.318,1.002
301.348,1.005
301.378,1.009
301.408,0.993
301.438,1.000
301.468,1.002
301.498,1.002
301.528,1.004
301.558,1.003
301.588,1.001
301.618,1.005
301.648,1.003
301.678,1.001
301.708,1.002
301.738,1.003
301.768,1.003
301.798,1.001
301.828,0.998
301.858,1.004
301.888,0.998
301.918,1.005
301.948,0.993
301.978,1.007
302.008,1.003
302.038,0.999
302.068,0.997
302.098,1.004
302.128,1.008
302.158,1.007
302.188,0.997
302.218,0.997
302.248,1.004
302.278,1.003
302.308,1.001
302.338,1.000
302.368,1.004
302.398,1.005
302.428,1.001
302.458,1.004
302.488,1.002
302.518,0.999
302.548,0.999
302.578,1.002
302.608,1.005
302.638,1.003
302.668,0.995
302.698,1.006
302.728,1.000
302.758,1.012
302.788,1.001
302.818,0.996
302.848,0.998
302.878,1.002
302.908,1.001
302.938,1.008
302.968,0.996
302.998,1.001
303.028,1.002
303.058,1.000
303.088,1.006
303.118,1.002
303.148,1.002
303.178,1.004
303.208,1.003
303.238,1.000
303.268,1.004
303.298,1.002
303.328,1.000
303.358,0.998
303.388,1.002
303.418,1.003
303.448,1.010
303.478,1.004
303.508,0.995
303.538,0.995
303.568,1.003
303.598,1.003
303.628,1.012
303.658,0.997
303.688,1.002
303.718,1.000
303.748,1.002
303.778,1.007
303.808,1.003
303.838,1.000
303.868,1.000
303.898,1.002
303.928,1.003
303.958,1.003
303.988,1.004
304.018,1.004
304.048,0.998
304.078,1.006
304.108,0.995
304.138,1.005
304.168,1.004
304.198,1.000
304.228,0.997
304.258,1.002
304.288,1.005
304.318,1.009
304.348,0.999
304.378,1.004
304.408,1.004
304.438,1.000
304.468,1.005
304.498,1.006
304.528,1.002
304.558,1.002
304.588,1.001
304.618,1.001
304.648,1.004
304.678,0.998
304.708,1.001
304.738,1.017
304.768,1.002
304.798,1.005
304.828,1.008
304.858,1.030
304.888,0.995
304.918,1.004
304.948,1.004
304.978,0.980
305.008,0.990
305.038,0.984
305.068,0.995
305.098,1.003
305.128,0.992
305.158,0.975
305.188,0.998
305.218,1.018
305.248,1.012
305.278,1.002
305.308,0.998
305.338,1.008
305.368,1.004
305.398,1.002
305.428,1.005
305.458,0.996
305.488,0.995
305.518,1.006
305.548,0.999
305.578,1.000
305.608,0.997
305.638,1.002
305.668,1.010
305.698,0.999
305.728,1.003
305.758,1.005
305.788,1.002
305.818,1.010
305.848,0.998
305.878,0.992
305.908,1.000
305.938,1.000
305.968,0.998
305.998,1.002
306.028,1.007
306.058,1.000
306.088,1.003
306.118,1.000
306.148,1.006
306.178,1.001
306.208,1.013
306.238,0.993
306.268,0.988
306.298,1.005
306.328,1.008
306.358,1.010
306.388,1.010
306.418,1.007
306.448,1.005
306.478,0.999
306.508,1.005
306.538,1.009
306.568,1.005
306.598,0.998
306.628,1.004
306.658,1.002
306.688,1.007
306.718,1.005
306.748,1.004
306.778,1.003
306.808,1.003
306.838,1.005
306.868,1.001
306.898,1.003
306.928,1.003
306.958,1.008
306.988,1.002
307.018,1.002
307.048,1.005
307.078,1.001
307.108,1.000
307.138,1.004
307.168,1.001
307.198,1.000
307.228,1.004
307.258,1.001
307.288,1.004
307.318,1.001
307.348,1.004
307.378,1.003
307.408,1.003
307.438,1.004
307.468,1.003
307.498,1.005
307.528,1.003
307.558,1.005
307.588,1.004
307.618,1.000
307.648,1.002
307.678,1.004
307.708,1.008
307.738,1.004
307.768,1.003
307.798,1.001
307.828,1.002
307.858,1.008
307.888,1.006
307.918,1.002
307.948,1.000
307.978,1.004
308.008,1.004
308.038,1.009
308.068,0.993
308.098,1.004
308.128,1.004
308.158,1.005
308.188,0.999
308.218,1.002
308.248,1.004
308.278,1.006
308.308,1.004
308.338,1.005
308.368,1.007
308.398,1.005
308.428,1.002
308.458,1.003
308.488,1.005
308.518,1.001
308.548,1.000
308.578,1.006
308.608,1.001
308.638,1.009
308.668,1.006
308.698,1.005
308.728,0.997
308.758,1.004
308.788,0.999
308.818,1.014
308.848,1.002
308.878,1.002
308.908,1.001
308.938,1.003
308.968,1.002
308.998,1.005
309.028,1.004
309.058,1.005
309.088,1.004
309.118,1.005
309.148,1.003
309.178,1.004
309.208,1.001
309.238,1.002
309.268,1.007
309.298,1.000
309.328,1.008
309.358,1.001
309.388,1.005
309.418,1.010
309.448,1.002
309.478,1.003
309.508,1.005
309.538,1.002
309.568,1.003
309.598,1.003
309.628,1.003
309.658,1.003
309.688,1.002
309.718,1.003
309.748,0.999
309.778,1.003
309.808,1.005
309.838,1.003
309.868,1.006
309.898,1.003
309.928,1.005
309.958,1.004
309.988,1.004
310.018,1.005
310.048,1.008
310.078,1.001
310.108,1.006
310.138,1.006
310.168,1.004
310.198,1.010
310.228,1.002
310.258,1.003
310.288,1.003
310.318,1.003
310.348,1.004
310.378,1.009
310.408,0.999
310.438,1.005
310.468,1.006
310.498,1.006
310.528,1.004
310.558,1.001
310.588,1.003
310.618,1.004
310.648,1.004
310.678,1.004
310.708,1.006
310.738,1.007
310.768,1.000
310.798,1.007
310.828,1.005
310.858,1.003
310.888,1.006
310.918,1.000
310.948,1.005
310.978,1.002
311.008,1.007
311.038,1.004
311.068,0.999
311.098,1.004
311.128,1.004
311.158,1.005
311.188,1.008
311.218,1.000
311.248,0.999
311.278,1.008
311.308,1.004
311.338,1.006
311.368,1.000
311.398,1.001
311.428,1.004
311.458,1.004
311.488,1.006
311.518,1.003
311.548,1.005
311.578,1.005
311.608,1.006
311.638,1.005
311.668,1.003
311.698,1.005
311.728,0.996
311.758,1.007
311.788,1.003
311.818,1.009
311.848,1.006
311.878,0.997
311.908,0.996
311.938,1.000
311.968,1.001
311.998,1.008
312.028,1.001
312.058,1.002
312.088,1.005
312.118,1.001
312.148,1.003
312.178,1.004
312.208,1.002
312.238,1.006
312.268,1.004
312.298,1.002
312.328,1.006
312.358,1.005
312.388,1.007
312.418,1.008
312.448,1.006
312.478,0.999
312.508,1.003
312.538,1.004
312.568,1.009
312.598,1.002
312.628,1.002
312.658,1.001
312.688,1.003
312.718,1.008
312.748,1.006
312.778,1.001
312.808,1.005
312.838,1.004
312.868,1.002
312.898,1.008
312.928,1.005
312.958,1.006
312.988,1.007
313.018,1.004
313.048,1.008
313.078,1.006
313.108,1.007
313.138,1.003
313.168,1.003
313.198,1.006
313.228,0.999
313.258,1.009
313.288,0.998
313.318,1.007
313.348,1.003
313.378,1.001
313.408,1.000
313.438,1.002
313.468,1.006
313.498,1.012
313.528,0.999
313.558,1.004
313.588,1.004
313.618,1.004
313.648,1.002
313.678,1.005
313.708,1.009
313.738,1.005
313.768,1.004
313.798,1.006
313.828,1.002
313.858,1.004
313.888,1.007
313.918,1.004
313.948,1.007
313.978,1.004
314.008,1.003
314.038,1.004
314.068,1.006
314.098,1.010
314.128,1.001
314.158,1.003
314.188,1.000
314.218,1.009
314.248,1.001
314.278,1.008
314.308,1.001
314.338,1.005
314.368,1.003
314.398,1.000
314.428,1.007
314.458,1.004
314.488,1.003
314.518,1.008
314.548,1.002
314.578,1.004
314.608,1.009
314.638,1.009
314.668,1.005
314.698,1.004
314.728,1.003
314.758,1.004
314.788,0.996
314.818,1.010
314.848,1.000
314.878,1.012
314.908,1.006
314.938,1.000
314.968,0.999
314.998,1.001
315.028,1.006
315.058,1.011
315.088,1.001
315.118,1.002
315.148,1.005
315.178,1.004
315.208,1.008
315.238,1.002
315.268,1.000
315.298,1.005
315.328,1.008
315.358,1.005
315.388,1.002
315.418,1.005
315.448,1.007
315.478,1.007
315.508,1.005
315.538,0.996
315.568,1.003
315.598,1.000
315.628,1.008
315.658,1.004
315.688,0.991
315.718,1.002
315.748,1.006
315.778,1.006
315.808,1.014
315.838,1.001
315.868,1.006
315.898,1.004
315.928,1.003
315.958,1.005
315.988,1.002
316.018,1.003
316.048,1.003
316.078,1.006
316.108,1.005
316.138,1.007
316.168,1.006
316.198,1.005
316.228,1.006
316.258,1.005
316.288,1.006
316.318,1.002
316.348,1.003
316.378,0.999
316.408,1.012
316.438,1.005
316.468,1.002
316.498,1.000
316.528,1.003
316.558,1.009
316.588,1.010
316.618,0.995
316.648,1.002
316.678,1.008
316.708,1.003
316.738,1.004
316.768,1.003
316.798,1.005
316.828,1.008
316.858,1.004
316.888,1.004
316.918,1.006
316.948,1.004
316.978,1.008
317.008,1.005
317.038,1.004
317.068,1.006
317.098,1.005
317.128,1.007
317.158,1.002
317.188,1.004
317.218,1.011
317.248,1.005
317.278,1.002
317.308,1.004
317.338,1.008
317.368,1.005
317.398,1.012
317.428,0.998
317.458,1.004
317.488,1.006
317.518,1.004
317.548,1.005
317.578,1.004
317.608,1.004
317.638,1.007
317.668,1.004
317.698,1.002
317.728,1.004
317.758,1.004
317.788,1.004
317.818,1.004
317.848,1.002
317.878,1.006
317.908,1.005
317.938,1.005
317.968,1.003
317.998,1.008
318.028,1.011
318.058,0.999
318.088,1.003
318.118,1.004
318.148,1.005
318.178,1.004
318.208,1.009
318.238,0.998
318.268,1.008
318.298,1.008
318.328,1.004
318.358,1.007
318.388,1.005
318.418,1.006
318.448,1.007
318.478,1.005
318.508,1.007
318.538,1.006
318.568,1.007
318.598,1.005
318.628,1.006
318.658,1.004
318.688,1.003
318.718,1.002
318.748,1.000
318.778,1.012
318.808,1.002
318.838,1.009
318.868,1.014
318.898,1.002
318.928,1.000
318.958,1.001
318.988,1.004
319.018,1.009
319.048,1.003
319.078,1.005
319.108,1.008
319.138,1.004
319.168,1.005
319.198,1.001
319.228,1.001
319.258,1.005
319.288,1.005
319.318,1.006
319.348,1.002
319.378,1.006
319.408,1.002
319.438,1.004
319.468,1.005
319.498,1.005
319.528,1.003
319.558,0.999
319.588,1.007
319.618,1.003
319.648,1.010
319.678,1.001
319.708,1.000
319.738,1.005
319.768,1.009
319.798,1.004
319.828,1.012
319.858,0.994
319.888,1.003
319.918,1.004
319.948,1.004
319.978,1.008
320.008,1.005
320.038,1.002
320.068,1.003
320.098,1.003
320.128,1.005
320.158,1.004
320.188,1.004
320.218,1.005
320.248,1.007
320.278,1.002
320.308,1.007
320.338,0.999
320.368,1.007
320.398,1.012
320.428,1.006
320.458,1.002
320.488,1.002
320.518,1.011
320.548,1.007
320.578,1.008
320.608,0.998
320.638,1.008
320.668,1.005
320.698,1.004
320.728,1.005
320.758,1.005
320.788,1.007
320.818,1.006
320.848,1.004
320.878,1.008
320.908,1.006
320.938,1.004
320.968,1.008
320.998,1.007
321.028,1.006
321.058,1.006
321.088,1.001
321.118,1.011
321.148,0.998
321.178,1.012
321.208,1.007
321.238,1.002
321.268,1.003
321.298,1.004
321.328,1.009
321.358,1.007
321.388,1.003
321.418,1.003
321.448,1.009
321.478,1.002
321.508,1.004
321.538,0.999
321.568,1.006
321.598,1.006
321.628,1.005
321.658,1.007
321.688,1.002
321.718,0.998
321.748,1.004
321.778,1.066
321.808,1.064
321.838,1.014
321.868,0.967
321.898,0.972
321.928,0.995
321.958,0.990
321.988,1.003
322.018,1.015
322.048,1.009
322.078,0.995
322.108,0.990
322.138,0.994
322.168,1.001
322.198,0.995
322.228,0.996
322.258,0.985
322.288,0.983
322.318,0.991
322.348,0.996
322.378,0.994
322.408,0.987
322.438,0.996
322.468,1.019
322.498,1.022
322.528,1.019
322.558,1.017
322.588,1.012
322.618,1.006
322.648,1.000
322.678,0.983
322.708,0.990
322.738,0.987
322.768,0.988
322.798,0.997
322.828,0.998
322.858,0.995
322.888,0.999
322.918,0.996
322.948,1.005
322.978,1.002
323.008,0.997
323.038,0.987
323.068,0.985
323.098,0.992
323.128,0.991
323.158,0.998
323.188,0.997
323.218,0.996
323.248,0.995
323.278,0.999
323.308,0.998
323.338,1.003
323.368,0.999
323.398,1.001
323.428,1.001
323.458,1.004
323.488,0.996
323.518,1.002
323.548,1.003
323.578,1.001
323.608,0.994
323.638,0.994
323.668,1.000
323.698,0.992
323.728,1.000
323.758,0.996
323.788,1.000
323.818,1.001
323.848,1.005
323.878,0.999
323.908,1.002
323.938,1.001
323.968,1.003
323.998,1.001
324.028,0.997
324.058,1.005
324.088,1.003
324.118,1.002
324.148,1.002
324.178,1.000
324.208,1.003
324.238,1.001
324.268,0.997
324.298,1.004
324.328,1.000
324.358,1.006
324.388,1.005
324.418,0.998
324.448,0.999
324.478,1.002
324.508,1.002
324.538,1.002
324.568,1.001
324.598,1.000
324.628,1.005
324.658,1.001
324.688,1.002
324.718,1.000
324.748,0.999
324.778,1.000
324.808,1.006
324.838,1.001
324.868,0.998
324.898,1.003
324.928,1.004
324.958,1.000
324.988,1.002
325.018,1.007
325.048,0.997
