df_hash,22ZHK4.LYE8RS
243.393,925
244.101,10
244.687,720
244.693,565
244.929,205
246.297,715
247.025,735
247.269,710
247.272,215
247.708,10
248.244,395
248.540,635
248.830,250
249.076,345
249.512,230
250.195,385
250.925,720
251.759,755
252.586,785
253.558,900
254.387,880
254.630,905
254.634,210
255.218,15
255.512,655
255.608,245
256.192,15
256.337,620
257.020,245
257.702,590
257.995,1005
258.677,620
258.823,175
258.826,15
259.262,10
260.097,520
260.773,740
261.602,795
262.436,810
262.578,860
262.581,125
263.259,30
263.263,645
263.552,10
263.555,250
263.703,10
264.675,1025
264.840,165
264.862,10
265.649,10
266.343,890
267.169,780
267.992,805
268.817,815
268.963,765
269.548,215
269.646,530
269.793,180
269.941,60
270.230,10
270.234,530
271.059,10
271.357,785
271.453,260
272.034,10
272.425,450
273.304,730
273.399,730
273.551,245
273.987,15
274.187,475
274.221,160
274.227,35
274.377,15
274.667,15
275.350,480
276.032,680
276.617,665
276.909,680
277.302,230
278.087,430
278.713,670
278.908,690
278.911,185
278.959,10
279.250,15
280.231,415
280.777,730
281.492,740
281.496,775
282.321,10
283.004,765
283.832,770
284.518,760
284.661,740
285.347,160
286.074,620
286.906,790
287.732,795
288.415,800
289.244,785
289.975,780
290.803,775
291.486,770
292.314,755
292.997,730
293.143,720
293.192,185
293.241,10
293.244,10
293.582,15
294.413,450
294.557,725
294.560,205
294.566,15
295.094,20
295.776,485
296.507,735
297.339,735
297.433,735
297.436,185
298.022,15
298.701,550
299.530,770
300.358,770
301.092,790
301.772,780
302.308,680
302.786,620
303.722,305
303.966,1005
305.380,340
306.361,1335
307.040,780
307.046,820
307.049,10
307.086,110
307.089,15
307.092,15
307.096,10
307.192,10
307.479,10
307.622,50
308.451,505
309.280,800
310.110,820
310.791,810
310.794,740
310.937,10
310.941,145
310.986,15
310.991,10
310.994,10
311.087,10
311.091,10
311.474,15
312.351,535
313.180,770
313.873,790
314.009,780
314.691,175
315.373,575
315.377,805
316.249,10
317.031,790
317.908,815
318.591,825
319.420,730
319.428,800
319.566,10
319.569,165
319.617,15
319.623,15
319.862,10
320.248,280
320.558,400
320.931,260
321.811,465
321.908,970
321.955,10
323.028,570
323.320,500
324.149,275
325.015,830
325.806,860
325.809,865
326.635,10
327.464,800
328.195,825
328.438,785
328.878,270
329.706,435
330.388,775
331.219,755
331.364,725
331.951,225
332.631,560
334.142,750
334.289,1520
334.435,225
334.438,10
334.583,10
334.971,490
335.702,10
336.531,775
337.214,770
338.042,805
338.335,825
338.871,225
339.700,530
340.824,865
341.358,830
342.089,805
342.979,800
343.088,810
343.189,190
343.746,20
344.454,565
345.257,780
345.989,790
346.817,790
347.651,815
347.796,785
347.844,150
347.847,10
347.853,45
348.475,10
348.629,595
348.674,170
348.686,10
349.158,15
349.986,590
351.059,765
351.498,770
351.646,795
351.796,110
351.824,40
351.828,10
352.327,10
353.057,610
353.740,745
354.280,780
354.569,485
354.862,260
355.398,345
355.690,515
356.228,355
356.265,545
357.058,10
357.228,770
357.350,145
357.354,15
357.932,10
357.935,655
358.618,10
359.444,770
359.980,815
360.127,500
360.130,10
360.181,150
360.184,10
361.248,895
361.402,295
361.686,55
361.689,295
362.914,10
362.955,1225
362.989,30
363.019,10
363.036,10
363.060,15
363.197,250
364.709,775
364.712,780
365.833,10
366.269,760
366.951,725
367.244,760
367.298,180
367.345,15
367.351,10
367.357,10
367.975,10
368.003,500
368.316,240
369.199,470
369.876,740
370.559,760
371.392,740
372.074,765
372.904,755
373.630,765
373.683,780
374.459,10
374.462,795
375.142,10
375.970,740
376.653,765
377.530,755
378.359,800
379.041,780
379.724,775
380.406,685
381.239,745
381.971,745
382.795,790
383.624,760
383.770,805
383.774,200
383.821,10
383.833,10
383.840,15
384.017,10
384.020,10
384.599,15
384.603,550
384.649,175
384.653,20
385.135,30
385.964,620
386.793,805
387.626,830
388.353,795
389.182,780
390.010,775
390.693,795
391.521,780
392.257,790
392.410,745
392.420,165
392.430,15
393.082,15
393.764,570
393.910,755
393.972,170
394.056,40
394.060,15
394.593,10
395.276,570
396.104,810
396.933,815
397.813,845
398.639,810
399.483,835
399.644,865
399.733,120
399.858,65
399.861,10
399.865,10
400.296,155
401.271,465
401.277,820
401.443,200
401.954,35
402.783,595
403.514,800
403.611,810
403.759,145
403.955,35
404.300,10
405.421,525
406.391,850
407.122,1335
407.960,730
408.096,815
408.779,155
409.608,665
410.437,820
411.266,855
411.281,800
411.446,10
411.454,165
411.460,15
411.465,20
412.094,15
412.097,595
412.241,10
412.777,160
413.657,635
414.483,835
415.312,830
416.143,845
416.147,795
416.975,10
417.798,805
417.801,820
418.626,10
418.773,840
418.920,255
418.926,10
419.065,10
420.284,615
420.430,845
420.434,165
420.576,25
420.580,10
421.113,10
421.991,595
422.819,825
423.656,840
424.331,815
425.159,810
425.907,775
426.719,775
427.548,810
428.377,805
429.206,825
430.037,815
430.863,790
431.692,870
431.838,860
431.841,160
431.886,10
431.891,15
431.894,10
431.935,10
432.521,15
432.675,655
432.725,150
432.761,15
432.791,15
432.799,10
432.864,10
433.350,15
433.496,630
434.227,190
434.324,630
434.330,160
434.373,10
434.379,15
434.384,10
434.476,10
434.914,10
435.153,560
435.159,180
435.201,10
435.211,10
435.225,10
435.738,15
435.885,550
435.896,165
436.033,15
436.423,10
437.103,495
437.990,755
438.663,790
439.497,745
440.175,770
441.003,795
441.741,790
441.978,730
441.981,285
442.565,15
442.691,500
442.695,145
442.709,15
442.714,10
442.955,10
443.392,10
444.221,625
444.225,830
445.053,10
445.878,840
446.588,825
446.888,775
447.393,210
448.219,600
448.966,795
449.193,810
449.197,160
449.245,20
449.250,20
449.778,15
449.929,620
450.119,160
450.122,15
450.125,15
450.129,10
450.607,10
450.757,620
451.002,135
451.011,15
451.020,10
451.441,10
452.119,615
452.410,770
452.414,185
452.459,15
452.947,20
453.221,520
453.245,155
453.269,10
453.534,45
453.537,10
453.678,10
454.507,530
455.190,785
455.200,775
456.031,10
456.750,780
457.578,750
457.854,775
458.407,280
458.410,545
459.236,10
460.213,860
460.893,865
460.896,865
461.724,10
462.459,815
463.282,745
464.111,810
464.114,840
464.939,10
465.768,820
466.597,805
467.280,830
468.157,790
468.254,800
468.401,180
468.839,20
468.842,520
469.669,10
470.352,750
471.179,770
472.011,815
472.155,730
472.594,175
472.788,535
472.862,155
472.988,15
472.992,10
473.276,10
473.422,520
473.426,115
473.429,15
473.583,10
473.669,10
473.988,10
474.792,535
475.518,790
475.621,760
476.060,120
476.064,25
476.884,15
477.712,1235
478.443,715
478.833,815
478.837,340
479.272,10
479.516,470
479.957,295
480.790,380
480.929,780
480.933,175
481.027,10
481.466,15
481.612,530
482.324,220
483.127,605
483.855,820
484.683,820
485.220,710
485.512,670
486.054,175
486.344,560
486.877,10
487.609,825
488.440,830
489.266,810
489.578,815
490.095,230
490.777,565
491.606,765
492.337,780
493.019,745
493.167,715
493.173,160
493.707,15
494.385,490
495.116,690
495.945,730
496.679,760
496.682,725
497.456,10
498.967,915
499.114,1640
499.125,15
499.129,10
499.162,15
499.165,10
499.168,10
499.260,10
499.265,10
499.308,10
499.311,10
499.315,15
499.357,25
499.360,10
501.356,275
502.221,1765
502.285,845
502.868,10
503.598,765
504.281,675
504.963,735
505.711,715
505.987,710
506.036,170
506.041,20
506.378,15
507.208,475
507.254,775
507.258,10
507.262,15
507.266,15
507.601,165
507.604,10
507.608,175
508.477,285
508.717,540
509.010,310
510.039,295
511.935,990
514.031,1975
514.034,2045
515.689,15
515.835,1780
515.844,10
516.001,10
516.029,140
516.036,20
516.042,10
516.047,10
516.078,10
516.085,15
516.092,10
516.110,10
516.127,10
516.133,10
516.225,15
516.256,275
516.525,175
516.566,10
516.572,10
516.577,10
516.582,10
516.615,15
516.621,15
516.627,10
516.647,25
516.683,25
516.958,325
517.639,15
517.646,710
517.882,230
517.891,10
518.503,495
518.529,20
518.535,15
518.539,15
518.542,10
518.568,15
518.571,15
518.575,15
