df_hash,22ZHK4.E50QS1
372.529,0.420
375.014,0.420
375.711,0.420
376.866,0.420
377.500,0.430
379.840,0.430
380.918,0.420
383.350,0.420
384.520,0.420
385.304,0.420
385.597,0.410
386.277,0.410
388.807,0.410
389.394,0.420
391.751,0.410
392.320,0.410
393.537,0.410
395.203,0.410
395.450,0.410
397.000,0.410
397.686,0.410
401.049,0.410
401.485,0.410
402.121,0.410
407.286,0.410
409.870,0.410
410.902,0.400
411.427,0.400
413.238,0.400
414.511,0.400
415.620,0.400
416.274,0.400
420.162,0.400
421.964,0.390
422.551,0.390
423.667,0.380
424.934,0.380
432.978,0.380
433.661,0.380
434.389,0.380
434.830,0.380
435.367,0.380
444.188,0.380
444.386,0.380
451.850,0.390
455.357,0.400
457.256,0.410
459.693,0.430
463.161,0.430
465.641,0.430
471.845,0.440
472.953,0.440
475.930,0.450
477.390,0.450
478.441,0.450
479.925,0.460
480.754,0.460
481.387,0.460
482.606,0.470
482.807,0.480
484.853,0.490
485.531,0.490
490.939,0.490
491.450,0.480
492.118,0.480
494.552,0.480
498.548,0.480
501.957,0.470
502.692,0.470
503.374,0.460
503.761,0.460
506.104,0.460
509.375,0.440
514.880,0.460
516.634,0.460
518.388,0.450
521.461,0.450
521.512,0.460
