df_hash,22ZHK4.U7GHWZ
268.736,15
268.740,20
268.779,15
268.784,10
268.789,10
268.794,15
268.842,15
268.848,35
268.876,15
269.146,10
269.803,290
270.144,785
270.247,205
270.388,255
271.460,270
272.582,895
273.412,1060
273.849,920
274.824,420
276.628,895
277.310,1915
278.041,695
278.724,725
279.406,675
280.235,735
280.918,745
281.747,785
282.334,730
283.014,680
283.848,680
284.428,680
285.110,685
285.844,665
286.478,655
287.060,700
287.742,695
288.425,680
289.157,665
289.839,690
290.521,670
291.204,675
292.472,730
292.621,1300
292.666,130
292.671,10
292.676,10
292.681,10
292.715,15
292.962,10
292.965,10
292.968,20
293.155,25
293.300,380
293.739,195
294.421,490
295.738,665
295.836,1270
295.974,235
295.977,10
296.086,120
296.228,200
297.650,650
298.322,680
299.038,690
299.688,720
300.466,655
300.954,725
301.636,635
302.368,630
303.196,740
303.345,845
303.348,10
303.511,15
304.857,295
306.272,1325
306.707,1455
306.951,665
308.608,835
309.437,830
309.729,920
310.422,265
311.097,695
311.825,675
312.508,675
313.065,650
313.777,660
314.458,685
315.140,730
315.823,630
316.261,705
317.236,445
317.285,1010
317.383,15
317.919,15
318.479,580
319.188,660
319.870,580
320.308,700
321.678,550
323.087,1280
323.623,1470
323.781,650
325.134,725
325.866,690
326.548,720
327.230,690
327.913,685
327.916,720
328.352,10
329.181,350
329.743,925
330.984,500
331.962,1290
332.447,705
333.519,715
334.056,1050
334.446,325
334.884,740
335.862,430
337.126,980
338.492,1290
339.077,1315
339.613,555
340.301,625
340.734,595
341.418,550
341.953,595
342.684,635
343.367,675
344.342,685
344.739,1015
345.463,335
345.609,755
345.709,275
345.756,10
345.760,10
345.763,10
345.766,10
346.682,330
347.413,640
347.950,635
348.642,640
349.368,675
350.047,685
350.733,725
351.557,730
351.614,735
352.146,10
352.888,635
353.507,710
354.189,650
354.777,650
355.457,675
355.775,690
355.895,275
355.900,15
356.165,15
356.870,290
356.877,705
356.970,10
356.976,90
357.068,10
357.090,10
357.414,15
359.317,495
360.478,1755
361.014,1285
361.745,630
363.111,690
363.831,1360
364.378,635
365.112,660
365.605,660
366.328,630
366.572,645
366.865,270
367.547,305
368.135,605
368.190,685
368.278,10
368.375,130
368.379,15
368.427,10
368.430,25
368.815,100
369.350,290
370.085,640
370.764,660
370.768,770
371.154,10
371.158,360
371.447,250
372.861,715
373.543,670
374.226,705
374.814,725
375.642,645
376.176,655
376.761,620
377.444,655
378.126,660
378.711,650
379.393,655
380.080,695
380.125,710
380.759,10
381.636,690
382.855,755
383.294,1350
383.537,340
383.976,300
384.951,410
385.542,995
386.218,610
386.981,655
387.437,655
388.168,615
388.705,630
389.245,590
390.531,610
390.849,1200
390.855,285
390.901,10
390.907,15
391.045,245
392.995,1275
393.580,670
394.847,660
394.947,1230
395.097,245
395.139,10
395.245,215
397.187,675
397.627,1275
397.876,610
399.137,655
399.478,670
399.527,205
399.530,20
399.576,10
399.581,10
399.585,15
399.627,10
399.630,10
399.633,10
399.704,15
400.405,285
400.551,670
400.649,260
400.658,10
401.624,375
402.455,600
402.893,620
403.427,585
404.016,560
405.231,620
405.962,1290
407.327,685
407.330,1410
407.476,10
407.912,135
408.595,435
409.133,635
409.862,605
410.399,645
411.084,635
411.667,595
412.348,600
412.495,650
412.885,240
413.470,315
413.473,655
414.011,10
414.591,540
415.422,555
416.249,590
417.760,1135
417.906,1420
419.032,170
419.417,1080
420.148,530
420.685,640
421.229,590
421.952,605
422.489,570
422.936,595
424.731,420
425.267,1825
426.388,550
426.925,1175
428.192,585
428.877,1180
429.852,715
430.828,1000
431.410,1000
432.240,610
432.483,1040
433.604,830
434.725,255
434.871,1190
434.925,185
435.041,10
435.846,265
436.383,580
436.970,550
437.025,615
437.065,10
437.357,10
438.343,370
438.478,1195
439.628,565
440.136,590
440.819,560
441.114,565
441.403,300
441.550,290
442.088,210
442.716,385
442.915,685
443.207,605
444.475,590
445.013,630
445.596,610
446.279,585
446.815,620
447.498,620
448.086,620
448.090,655
448.229,10
448.232,10
449.204,15
449.740,1030
449.744,550
450.032,10
450.036,295
450.081,20
450.084,10
450.181,10
450.325,15
450.335,235
451.258,895
451.690,10
452.373,440
452.957,700
453.640,640
454.322,700
455.005,685
455.736,640
456.273,665
456.960,660
457.540,630
458.223,640
458.759,610
459.501,620
460.026,650
460.863,645
461.440,680
462.123,660
462.805,655
463.390,680
464.077,675
464.609,655
465.340,625
466.022,660
466.705,660
467.264,670
468.008,635
468.660,645
469.192,670
469.924,680
470.618,690
471.288,650
471.872,635
472.555,670
473.237,680
473.920,680
474.505,640
475.188,665
475.870,615
476.455,670
477.138,635
477.826,635
478.405,655
479.098,670
479.624,640
480.355,640
480.613,650
480.892,225
482.161,370
482.697,1260
483.383,595
484.109,680
484.791,655
485.328,645
486.059,645
486.741,690
487.424,700
488.141,685
488.692,660
489.374,665
490.062,695
490.641,625
491.358,620
491.862,625
492.591,645
493.274,670
493.277,685
493.960,10
494.688,695
495.370,725
496.199,730
496.736,715
497.472,685
498.149,675
498.831,700
499.516,640
500.099,670
500.784,665
502.049,635
503.414,1240
503.560,1365
503.563,195
503.567,35
504.048,40
504.051,20
504.054,15
504.057,10
504.097,15
504.828,365
505.561,740
506.193,755
507.024,735
507.753,730
508.292,680
508.435,695
508.997,10
509.703,690
510.385,695
511.096,700
511.896,690
512.483,740
513.464,675
513.869,690
514.535,690
515.263,700
515.946,705
516.627,690
517.461,685
518.039,675
518.722,670
519.260,685
519.989,670
520.672,655
520.964,660
521.024,280
521.061,10
521.511,10
521.793,330
521.835,170
522.622,375
