df_hash,22ZHK4.DA4SRM
160.385,20
160.389,15
161.016,25
161.020,485
161.067,150
161.071,10
161.083,70
161.087,10
161.406,15
161.411,25
161.602,395
162.138,10
162.918,610
163.357,625
163.942,625
164.627,645
165.508,700
166.135,765
166.428,800
166.432,170
166.476,10
166.480,15
166.486,15
166.528,10
167.013,10
167.256,565
167.260,230
167.264,15
167.267,10
167.939,460
167.943,230
167.990,15
168.426,15
169.161,390
169.646,635
170.328,650
171.011,670
171.693,700
171.843,740
172.003,180
172.034,15
172.037,20
172.086,10
172.089,10
172.091,10
172.424,15
172.669,480
173.253,160
173.400,605
173.497,250
173.500,10
173.548,35
173.935,390
174.472,10
175.203,620
175.747,630
176.422,630
177.300,680
178.177,815
178.971,855
179.200,860
179.206,195
179.351,10
179.360,10
179.785,10
180.081,610
180.094,155
180.100,90
180.131,10
180.140,15
180.146,20
181.152,435
181.740,655
182.428,610
182.955,595
183.689,610
184.368,655
185.199,720
185.392,775
185.395,170
185.441,10
185.444,40
185.447,10
185.928,10
186.027,540
186.172,160
186.175,45
186.321,15
186.324,10
186.611,10
186.623,525
186.854,10
186.858,150
187.003,80
187.007,15
187.297,15
188.124,420
188.609,625
189.097,570
189.633,575
190.218,580
190.905,595
191.047,665
191.732,180
191.901,560
191.904,180
191.927,10
192.171,15
192.463,25
192.558,555
192.561,10
192.565,155
192.568,10
192.704,20
192.710,35
192.753,10
192.758,10
193.145,20
193.826,475
194.118,710
194.121,270
194.557,10
195.240,390
195.825,620
196.361,595
196.919,605
197.628,590
198.314,605
198.994,690
199.091,755
199.829,165
199.921,610
199.932,165
199.936,10
199.942,60
199.969,10
200.556,15
200.797,520
200.802,255
201.333,10
201.577,485
201.870,270
202.601,420
203.137,605
203.678,585
204.405,605
205.087,640
205.379,710
205.916,235
206.062,565
206.603,225
206.891,595
206.896,155
206.939,65
206.944,15
206.950,10
207.778,575
208.015,230
208.018,15
208.256,15
209.136,480
209.524,660
210.108,635
210.791,635
211.473,650
212.156,695
212.448,735
212.452,185
212.595,15
212.985,15
213.200,530
213.280,250
213.426,10
213.720,35
213.914,510
214.399,10
214.691,665
214.694,275
214.791,10
215.081,10
215.422,370
215.425,265
215.431,10
215.569,10
215.666,15
216.367,315
216.885,625
217.618,620
218.299,645
218.479,720
219.130,185
219.280,615
219.322,185
219.325,15
219.328,10
219.331,10
219.956,15
220.102,600
220.105,225
220.639,10
220.931,580
220.934,155
221.129,20
221.132,25
221.467,15
221.663,550
221.808,250
221.812,10
221.908,40
222.735,385
223.612,635
224.002,630
224.685,630
225.367,660
225.611,705
226.098,180
226.342,555
226.348,165
226.391,25
226.395,20
226.398,20
226.440,15
226.445,15
226.928,25
227.073,455
227.077,170
227.122,15
227.126,30
227.130,20
227.759,15
228.341,505
228.877,695
229.560,590
230.096,625
230.700,620
230.974,570
230.998,10
231.363,285
232.338,395
233.313,985
233.362,925
233.606,10
233.611,300
233.881,10
233.997,320
234.005,10
234.291,195
234.294,10
234.971,835
234.974,15
235.022,50
235.117,10
235.120,60
235.167,10
236.093,10
236.385,940
236.389,300
236.533,230
236.781,200
236.824,15
236.827,10
236.830,20
236.833,25
236.942,25
237.140,240
238.042,535
238.582,465
239.018,575
240.305,320
241.847,1335
242.093,1515
242.096,10
242.332,20
242.509,470
242.576,195
242.580,20
242.625,35
242.629,10
242.771,10
242.917,280
242.920,10
244.136,580
244.140,585
244.331,150
244.335,60
244.338,15
244.380,10
244.383,15
244.386,20
244.758,15
244.916,360
244.920,10
244.966,170
244.977,15
244.981,10
244.984,10
245.016,10
245.023,15
245.407,50
246.086,495
246.527,650
246.769,255
246.915,640
247.354,440
248.768,10
248.773,1370
249.011,15
249.157,350
249.161,10
250.669,1340
250.672,140
250.718,60
250.721,15
250.961,10
251.107,395
252.476,660
252.767,620
253.057,395
254.178,295
254.514,1370
255.837,1400
256.519,10
256.665,785
256.669,10
256.837,105
256.860,35
256.863,25
256.866,10
256.869,10
256.957,20
256.961,80
257.348,20
258.079,400
259.395,735
259.399,1235
259.638,10
259.931,255
261.004,285
261.150,1200
261.540,165
261.544,390
261.686,10
262.076,170
262.807,425
262.811,615
262.916,10
263.100,225
263.103,10
263.107,10
263.368,335
264.029,10
264.880,685
265.011,780
265.147,205
265.151,25
265.590,35
266.268,510
266.951,730
266.954,690
267.683,10
267.926,690
268.365,185
269.048,525
269.193,680
269.734,170
269.879,500
270.510,10
270.515,710
271.144,10
271.826,660
272.557,735
273.245,735
273.971,695
274.751,690
275.433,775
275.437,695
275.913,10
275.924,480
275.927,15
276.199,185
277.384,645
277.530,670
278.137,170
278.949,515
279.192,800
279.629,335
279.726,420
280.309,10
280.313,715
281.137,10
281.141,720
281.238,10
281.723,10
283.089,610
283.233,1460
283.238,15
283.283,95
283.286,15
283.289,10
283.384,40
283.429,10
283.432,10
283.435,15
283.438,50
283.770,335
284.501,10
286.064,765
286.067,1555
286.454,10
286.695,240
286.700,380
287.426,10
288.259,745
288.986,740
289.620,720
289.766,695
289.769,190
289.818,15
289.821,15
290.205,10
290.887,410
290.893,620
291.472,10
291.521,625
292.155,10
292.301,660
292.307,190
292.434,15
292.840,40
292.997,450
293.520,180
293.666,555
294.397,180
294.440,645
294.495,10
294.544,110
294.690,110
294.702,15
294.714,15
294.934,15
294.937,290
295.190,210
296.445,715
297.127,635
297.713,615
298.021,680
298.203,155
298.208,15
298.214,10
298.395,10
299.078,495
299.761,650
300.345,635
300.492,640
301.028,185
301.613,440
302.442,665
302.978,765
303.444,355
303.682,675
303.832,365
305.223,720
305.757,640
306.490,660
306.731,740
306.734,150
306.780,10
306.783,10
306.786,10
306.829,10
308.535,10
308.538,1840
310.095,10
310.778,1460
312.289,735
313.558,1510
313.707,1355
313.930,140
314.003,70
314.278,10
314.824,385
315.531,660
315.536,680
315.652,10
315.656,105
315.799,55
315.801,10
316.189,10
316.872,465
317.630,735
317.633,735
318.431,10
318.968,720
319.552,590
320.235,660
320.917,670
321.600,720
322.354,665
322.672,670
322.868,275
323.602,350
324.306,630
325.110,710
325.792,780
326.622,795
327.304,805
328.035,720
328.869,745
329.254,760
329.257,410
329.546,10
330.375,365
331.067,770
331.789,680
331.792,770
331.938,10
332.471,15
332.477,680
333.007,10
333.154,640
333.159,10
334.129,760
334.134,220
334.180,10
334.183,10
334.275,55
335.404,420
335.932,750
336.664,600
337.347,650
338.029,720
338.034,730
338.858,10
339.004,740
339.007,190
339.052,15
339.057,20
339.060,15
339.172,15
339.299,10
339.303,15
339.491,10
340.125,385
340.130,685
340.809,10
341.539,640
341.792,740
341.932,190
341.935,10
341.938,10
342.270,10
342.811,405
343.441,615
344.171,650
345.000,695
345.842,845
346.658,850
347.340,795
347.344,735
347.925,10
348.760,650
348.900,710
349.290,180
350.021,490
350.704,685
351.240,660
351.244,560
352.654,10
352.800,1345
352.804,175
352.949,10
353.337,20
354.032,510
354.197,800
354.311,205
354.754,490
355.192,10
355.432,15
356.115,655
356.408,695
356.802,185
357.626,515
358.212,740
358.902,680
359.186,610
359.430,255
360.405,345
360.554,940
360.698,250
360.844,175
361.673,530
361.819,280
361.965,300
363.769,1280
364.305,590
365.134,620
366.548,745
366.552,1480
367.230,10
368.647,650
370.009,1325
370.741,1440
371.423,670
371.428,715
372.105,10
372.788,705
373.519,700
374.201,670
374.494,735
374.497,245
374.502,40
374.933,75
374.936,25
374.984,335
375.615,10
375.619,655
376.008,235
378.258,1585
378.307,770
378.930,10
379.613,775
380.297,715
381.566,660
381.855,1280
381.858,270
381.864,10
382.197,10
382.878,330
382.977,640
382.986,175
383.095,85
383.125,25
383.133,10
383.140,10
383.143,10
383.369,10
384.088,325
384.780,680
385.027,710
385.073,185
385.076,15
385.080,10
385.084,15
385.173,15
385.183,20
385.188,20
385.371,145
385.463,240
386.897,730
387.559,710
388.537,700
388.924,660
389.509,660
390.195,615
390.728,610
391.459,610
392.141,675
392.824,690
393.653,770
394.384,755
394.629,780
395.066,270
395.896,470
396.628,715
397.163,715
397.846,640
398.528,700
399.113,680
399.808,590
400.332,605
401.648,655
403.406,1250
403.845,1465
404.524,755
405.060,650
405.743,640
406.328,585
406.864,610
407.157,620
407.595,185
408.132,420
408.814,620
409.545,670
410.374,750
411.203,825
411.887,815
412.714,780
413.445,780
414.128,755
414.816,705
415.493,675
416.224,665
416.915,685
417.589,755
418.418,690
419.155,775
419.978,790
420.807,845
420.810,735
420.953,160
422.757,1065
423.454,840
424.131,700
424.707,655
425.243,590
425.928,555
426.364,565
426.901,560
427.339,550
427.343,390
427.485,175
429.143,1185
430.413,515
430.801,1080
431.093,525
431.096,260
431.239,10
431.388,250
432.458,575
432.506,560
432.750,270
432.756,10
432.896,10
432.902,150
434.020,580
434.847,605
435.680,730
436.504,895
437.480,885
438.164,880
438.991,745
439.137,795
439.722,250
440.266,480
440.941,650
441.525,600
442.072,590
442.768,575
443.622,630
444.453,875
445.425,890
446.255,890
447.132,875
447.238,845
447.766,205
448.595,585
449.212,730
449.862,675
450.008,605
450.400,190
451.110,395
451.525,565
452.105,545
452.641,555
453.469,625
454.298,770
455.273,860
456.062,875
456.248,875
456.833,205
457.106,620
457.114,195
457.223,15
457.665,20
458.220,490
459.029,660
459.612,645
460.295,685
460.977,725
461.808,760
462.537,765
463.220,750
463.902,740
463.905,650
464.617,10
465.169,610
465.852,630
466.587,650
467.363,730
468.241,860
469.147,850
469.150,825
469.753,10
470.584,730
471.263,745
472.036,760
472.824,755
473.506,740
473.798,725
473.801,245
474.044,10
474.221,10
474.773,420
474.776,635
475.456,10
476.138,645
476.142,685
476.877,10
477.701,760
478.527,850
478.824,820
478.868,200
478.873,15
478.879,15
479.356,10
479.602,565
479.605,185
479.652,10
479.703,15
479.747,15
480.038,10
480.048,485
480.733,10
481.553,705
482.134,730
482.410,695
482.414,150
482.818,90
483.548,415
484.086,655
484.767,605
485.352,615
486.035,640
486.897,740
487.838,850
488.692,855
489.509,875
489.703,870
490.325,195
490.471,640
490.474,175
491.299,15
491.738,830
491.790,400
492.570,10
492.957,840
493.250,415
493.542,490
494.081,295
495.347,280
495.736,1310
496.468,400
497.723,685
497.837,1250
497.978,10
498.536,315
498.807,600
500.319,215
502.415,1595
504.510,2050
504.514,2105
504.559,30
504.562,10
504.566,10
504.702,10
504.710,15
504.715,10
504.721,20
504.727,20
504.804,20
504.819,20
504.826,20
504.831,15
504.951,15
506.169,230
506.610,1265
506.655,365
506.658,25
506.661,15
506.664,15
506.705,10
506.709,15
506.753,10
506.757,15
506.802,15
506.805,15
506.808,15
506.851,15
506.854,15
506.914,35
506.997,25
507.000,15
507.003,10
507.006,15
507.010,145
507.045,15
507.050,10
507.054,10
507.058,15
507.146,20
507.195,15
507.202,10
507.986,880
508.264,260
508.267,30
508.316,25
508.319,30
508.560,190
508.606,25
508.609,15
508.612,20
508.719,185
508.801,15
508.811,20
509.557,730
509.560,20
509.633,20
509.776,45
509.922,385
509.925,10
510.073,20
510.129,20
510.280,225
510.361,15
510.364,15
510.367,10
510.413,15
510.420,15
510.512,225
510.604,40
510.607,50
511.044,320
511.191,35
511.336,275
511.341,15
511.658,30
511.662,260
511.726,200
511.729,40
511.872,25
512.018,220
512.022,15
512.067,10
512.071,15
512.075,10
512.164,10
512.168,15
512.312,15
512.332,165
512.361,30
512.368,25
512.415,25
512.506,20
512.511,35
512.723,235
513.391,460
513.533,305
513.676,180
513.680,25
513.727,20
513.730,15
513.824,235
513.968,30
513.972,20
514.114,125
514.651,270
514.654,285
514.797,185
514.800,10
514.846,10
514.849,15
514.852,25
515.333,485
515.336,30
515.479,20
515.531,35
515.630,90
515.772,120
515.918,185
516.308,100
516.312,390
516.360,30
516.363,15
516.463,10
516.893,145
516.897,385
516.945,30
517.039,20
517.284,35
517.576,280
517.582,305
517.724,15
517.740,220
517.896,15
518.115,15
518.121,25
518.258,415
518.262,20
518.453,30
518.845,330
518.941,265
518.944,20
519.041,10
519.045,15
519.233,40
519.676,225
519.818,535
519.824,35
519.918,20
519.964,180
519.970,25
519.974,10
520.062,15
520.087,10
520.208,30
520.212,135
520.357,15
520.361,20
520.501,220
520.504,30
520.706,135
520.821,220
520.891,80
520.895,50
521.183,225
521.187,50
521.330,150
521.476,35
521.623,240
521.768,165
521.867,150
522.062,35
522.068,20
522.158,50
522.163,130
522.330,55
