df_hash,22ZHK4.DA4SRM
431.142,83
432.040,77
432.971,80
434.116,79
435.042,79
435.924,78
437.089,73
438.024,71
438.893,67
440.064,69
441.017,69
442.062,69
443.085,68
443.963,68
444.938,68
446.059,70
446.937,69
447.814,69
449.033,69
449.910,70
450.837,72
452.085,71
452.917,70
453.810,70
454.980,70
455.869,70
456.784,70
458.198,71
458.881,71
459.793,69
460.928,76
461.854,81
462.733,83
464.051,82
464.877,82
465.705,82
466.924,82
467.802,82
468.679,82
469.898,82
470.873,80
471.653,79
472.872,78
473.749,79
474.675,79
475.845,80
476.725,82
477.649,83
478.919,82
479.766,82
480.721,80
481.793,79
482.670,79
483.600,80
484.770,82
485.693,84
486.571,86
487.740,84
488.668,84
489.691,79
490.714,78
491.641,75
492.518,74
493.737,75
494.614,75
495.492,74
496.711,74
497.588,74
498.466,74
499.684,74
500.568,74
501.491,74
502.658,74
503.633,74
504.462,60
505.683,49
506.510,43
507.440,49
508.691,49
509.483,48
510.423,47
511.585,47
512.515,47
513.383,47
514.557,47
515.483,47
516.455,47
517.530,47
518.457,47
519.331,47
520.554,47
521.429,47
522.335,47
