df_hash,22ZHK4.ZXX6DZ
278.234,725
278.914,660
279.204,780
279.208,220
279.741,20
280.570,505
281.304,820
282.279,830
282.328,885
282.958,10
283.787,760
284.324,730
286.033,670
286.858,1685
287.840,850
288.711,900
289.493,885
289.637,860
290.319,10
290.324,835
291.148,10
292.275,825
292.952,840
293.098,935
293.244,270
293.248,10
293.439,95
293.444,105
294.366,280
294.915,675
296.171,550
297.008,1190
297.827,880
298.656,840
299.484,855
300.460,870
300.752,905
300.767,260
301.191,20
302.168,475
302.848,880
302.855,835
303.827,10
304.660,880
304.801,910
305.490,10
306.163,745
307.287,770
307.724,785
308.552,750
309.381,800
310.209,800
310.892,840
311.477,720
312.324,655
313.136,780
313.964,850
314.652,795
315.475,800
316.304,745
317.035,875
317.863,760
318.692,845
318.985,805
319.667,265
320.574,640
321.763,685
322.447,1450
323.424,725
324.103,790
325.080,890
325.087,880
325.810,10
326.638,805
326.645,830
327.477,10
328.345,820
329.157,825
329.225,800
329.809,10
330.644,790
331.368,745
332.196,760
332.884,785
333.807,785
334.536,835
335.414,780
336.242,815
336.925,845
337.707,750
338.339,730
339.167,685
339.171,795
339.854,10
340.581,730
341.361,715
342.191,780
342.921,815
343.604,770
343.652,725
344.432,10
345.310,770
345.944,795
346.714,730
347.357,715
347.370,730
348.066,10
348.771,690
349.455,680
350.155,725
350.965,710
351.553,755
351.569,675
352.427,10
353.110,760
353.894,760
354.646,790
355.450,715
356.233,775
356.815,710
357.506,755
357.549,675
358.234,10
359.107,705
359.887,795
360.569,840
361.397,785
361.401,805
361.837,10
362.129,620
362.132,10
363.641,730
364.469,870
365.298,825
366.029,845
366.712,685
367.394,695
368.223,695
369.637,805
370.465,1445
371.687,870
372.123,890
372.951,830
373.634,765
374.366,665
375.194,815
375.487,780
375.876,220
376.705,540
377.534,775
378.285,795
379.094,820
379.777,785
380.522,710
381.337,730
382.165,745
382.848,825
383.579,730
384.367,750
385.144,750
385.825,745
386.456,730
387.284,720
387.289,840
388.068,10
388.990,690
389.968,935
390.942,855
391.198,1120
392.016,310
392.744,760
393.432,775
394.408,700
395.133,780
395.913,900
396.742,855
397.572,830
398.302,765
399.137,745
399.813,785
400.544,765
400.691,755
401.373,10
402.172,760
402.738,710
403.567,725
404.305,785
405.094,785
405.810,720
406.638,750
407.516,825
408.055,840
408.734,575
409.417,750
409.709,690
410.392,290
410.538,820
412.541,1165
413.366,720
414.197,830
414.828,815
415.657,725
416.247,845
416.486,645
417.461,305
418.442,965
418.745,970
419.418,265
419.996,695
420.679,575
421.410,620
422.119,775
422.969,685
423.753,845
424.725,905
425.407,855
426.096,745
427.115,725
427.893,925
428.722,885
429.454,785
429.994,690
430.721,660
431.849,680
432.772,1065
433.744,1020
434.718,1020
435.700,985
436.522,945
437.477,880
438.237,805
439.203,840
440.038,920
440.861,930
441.544,840
442.226,705
443.064,700
444.325,745
445.202,1060
446.129,1015
446.955,955
448.053,960
448.911,990
449.733,950
450.857,895
451.537,895
452.513,910
453.341,880
454.218,860
455.048,855
456.022,920
456.851,950
457.681,855
458.509,775
459.386,810
460.313,955
461.287,960
462.116,875
463.019,865
463.954,920
464.798,975
465.628,850
466.601,845
467.578,980
467.877,935
467.921,205
467.927,15
467.930,25
468.405,10
469.137,590
469.775,750
469.916,685
469.921,10
470.756,10
470.759,705
471.184,10
471.187,660
472.012,15
472.016,830
472.845,10
473.378,750
473.718,655
473.723,10
473.728,235
474.255,520
474.499,10
475.525,295
476.166,855
476.888,760
477.743,745
478.642,860
478.935,875
479.081,310
479.131,230
479.134,10
479.328,15
479.331,25
479.335,10
479.520,10
480.497,320
480.885,945
481.324,390
481.470,460
482.603,210
483.811,1075
483.956,1225
484.541,230
484.785,730
486.443,305
488.441,1370
488.685,2270
490.635,2015
490.639,10
490.643,10
