df_hash,22ZHK4.ZXX6DZ
424.921,62
425.894,68
426.967,71
427.897,72
428.819,73
429.746,74
430.916,73
431.795,73
432.684,73
433.889,73
434.767,66
435.644,64
436.863,62
437.789,62
438.667,64
439.837,66
440.716,68
441.641,69
442.838,70
443.835,69
444.910,69
446.028,69
446.713,69
447.593,66
448.809,64
449.685,63
450.562,63
451.830,63
452.658,64
453.536,65
454.755,67
455.681,68
456.510,68
457.728,68
458.655,68
459.532,69
460.702,69
461.629,69
462.506,69
463.676,68
464.602,67
465.480,67
466.650,67
467.868,67
468.454,67
469.715,68
470.601,69
471.427,68
472.646,68
473.524,75
474.401,79
475.620,75
476.498,74
477.375,74
478.646,73
479.471,73
480.398,72
481.567,72
482.592,72
483.371,72
484.603,72
485.419,63
486.345,66
487.517,67
488.467,67
489.338,66
490.538,66
