df_hash,22ZHK4.XSPGQY
250.492,37.188
251.472,37.188
252.491,37.281
253.466,37.281
254.511,37.312
255.466,37.281
256.511,37.219
257.466,37.188
258.487,37.188
259.462,37.156
260.492,37.188
261.461,37.188
262.485,37.125
263.481,37.156
264.483,37.156
265.458,37.156
266.482,37.188
267.798,37.219
268.481,37.219
269.456,37.219
270.480,37.219
271.455,37.188
272.479,37.156
273.454,37.156
274.477,37.156
275.453,37.125
276.476,37.125
277.600,37.094
278.474,37.094
279.450,37.094
280.474,37.125
281.449,37.125
282.667,37.094
283.447,37.094
284.717,37.125
285.446,37.125
286.475,37.125
287.493,37.156
288.617,37.156
289.492,37.125
290.466,37.094
291.489,37.094
292.465,37.156
293.489,37.062
294.463,37.062
295.487,37.094
296.462,37.094
297.485,37.125
298.609,37.094
299.583,37.219
300.459,37.219
301.493,37.281
302.457,37.250
303.481,37.406
304.456,37.406
305.480,37.375
306.454,37.375
307.478,37.375
308.598,37.375
309.476,37.312
310.451,37.312
311.477,37.250
312.703,37.250
313.522,37.219
314.474,37.250
315.472,37.219
316.447,37.219
317.470,37.219
318.453,37.219
319.469,37.219
320.444,37.219
321.467,37.219
322.442,37.219
323.551,37.219
324.591,37.188
325.467,37.188
326.637,37.156
327.462,37.156
328.487,37.219
329.465,37.188
330.436,37.188
331.460,37.188
332.435,37.188
333.463,37.188
334.433,37.188
335.457,37.188
336.432,37.188
337.507,37.188
338.481,37.094
339.457,37.125
340.478,37.094
341.453,37.094
342.476,37.125
343.451,37.156
344.477,37.125
345.480,37.156
346.478,37.156
347.448,37.188
348.471,37.219
349.743,37.188
350.478,37.250
351.643,37.250
352.471,37.219
353.443,37.188
354.494,37.281
355.442,37.281
356.492,37.281
357.441,37.312
358.465,37.281
359.439,37.281
360.463,37.281
361.438,37.250
362.539,37.312
363.441,37.312
364.464,37.219
365.479,37.250
366.459,37.219
367.434,37.188
368.457,37.188
369.874,37.219
370.456,37.188
371.431,37.219
372.455,37.156
373.433,37.156
374.453,37.188
375.428,37.156
376.452,37.188
377.427,37.156
378.450,37.156
379.467,37.188
380.449,37.219
381.424,37.250
382.447,37.250
383.422,37.281
384.452,37.219
385.421,37.250
386.460,37.250
387.468,37.250
388.443,37.250
389.467,37.219
390.442,37.188
391.465,37.188
392.440,37.188
393.463,37.188
394.439,37.188
395.462,37.219
396.437,37.219
397.470,37.188
398.436,37.219
399.459,37.219
400.532,37.250
401.458,37.250
402.433,37.250
403.456,37.188
404.431,37.188
405.455,37.188
406.485,37.156
407.454,37.219
408.429,37.219
409.452,37.219
410.670,37.219
411.451,37.250
412.426,37.281
413.449,37.281
414.524,37.250
415.475,37.250
416.423,37.250
417.462,37.219
418.477,37.219
419.445,37.188
420.420,37.219
421.444,37.188
422.419,37.188
423.442,37.156
424.417,37.219
425.441,37.219
426.422,37.188
427.440,37.219
428.415,37.250
429.584,37.250
430.413,37.219
431.437,37.219
