df_hash,22ZHK4.XSPGQY
361.246,30
362.181,34
363.053,31
364.363,0
365.148,0
366.121,0
367.245,0
368.121,0
369.285,0
370.217,26
371.096,23
371.971,22
373.188,36
374.066,0
374.943,0
376.162,7
377.041,5
377.918,7
379.136,0
380.159,27
381.085,34
382.206,35
382.988,37
383.915,39
385.277,23
385.962,28
386.887,0
388.056,0
388.936,4
389.864,1
391.029,3
391.908,5
393.081,0
394.007,0
394.907,6
395.808,10
396.976,0
397.899,0
398.780,0
399.998,45
401.168,51
401.753,24
403.069,20
403.851,24
404.730,0
405.899,0
407.066,0
407.702,0
408.922,19
409.800,22
410.677,37
411.844,51
412.770,0
413.651,19
414.826,28
415.744,26
416.669,0
418.034,0
418.718,29
419.736,34
420.765,26
421.690,18
422.568,0
423.786,0
424.664,0
425.833,0
426.806,0
427.932,36
428.758,51
429.734,66
430.612,67
