df_hash,22ZHK4.C8ZX7D
432.355,110
433.577,110
434.474,110
435.329,110
436.547,110
437.432,111
438.351,112
439.521,111
440.398,111
441.325,111
442.538,111
443.372,111
444.327,109
445.490,110
446.399,109
447.568,109
448.453,109
449.368,110
450.246,110
451.465,110
452.391,111
453.220,111
454.390,112
455.340,111
456.193,112
457.363,113
458.297,113
459.172,114
460.337,114
461.359,114
462.146,113
463.872,113
464.238,113
465.169,113
466.334,113
467.211,114
468.089,114
469.601,115
470.207,115
471.062,117
472.281,117
473.162,116
474.332,116
475.264,116
476.185,116
477.044,117
478.229,118
479.106,118
480.281,118
481.202,118
482.136,118
483.006,118
484.176,118
485.132,118
486.005,118
487.152,119
488.076,119
488.954,119
490.198,119
491.001,119
491.927,119
493.097,119
494.024,118
494.902,119
496.071,119
496.997,119
497.875,120
499.068,120
499.978,120
500.947,121
502.022,121
502.994,120
503.822,120
504.992,120
505.919,120
506.796,120
508.017,119
508.947,120
509.770,120
511.004,121
511.887,120
512.744,120
513.970,119
514.840,118
515.717,118
516.939,118
517.814,118
518.691,118
519.913,118
520.857,118
521.716,119
522.884,119
523.762,120
524.688,121
525.955,121
526.735,122
527.686,122
528.831,122
529.713,122
530.638,123
531.805,122
532.734,122
533.609,121
534.779,121
535.656,121
536.591,122
537.852,123
538.689,124
539.556,125
540.726,125
541.653,125
542.530,124
543.759,123
544.626,121
545.562,120
546.774,118
547.611,116
548.478,114
549.702,111
550.574,109
551.452,108
552.718,109
553.548,109
554.425,108
555.644,113
556.623,114
557.497,117
558.618,114
559.595,115
560.484,113
561.591,112
562.469,110
563.398,111
564.575,110
565.484,110
566.369,110
567.554,110
568.416,110
569.343,110
570.610,110
571.493,114
572.414,115
574.007,117
574.413,117
575.388,117
576.509,118
577.435,119
578.264,119
579.434,119
580.384,118
581.238,118
582.409,117
583.670,117
584.504,117
585.389,117
586.380,117
587.185,117
588.407,117
589.282,117
590.208,117
591.453,116
592.376,116
593.133,115
594.503,114
595.229,113
596.107,112
597.325,111
598.252,111
599.086,110
600.344,110
601.177,108
602.054,108
603.517,109
604.207,109
605.109,109
606.249,109
607.124,108
608.061,107
609.220,106
610.098,105
611.127,104
612.196,104
613.146,104
613.998,104
615.168,104
616.050,105
616.977,104
618.142,107
619.024,107
619.948,108
621.115,108
622.067,108
622.922,108
624.089,109
625.065,108
625.912,111
627.063,111
628.233,112
628.867,112
630.062,111
631.012,111
632.085,111
633.113,111
634.138,111
635.063,111
636.033,111
636.919,111
