df_hash,22ZHK4.C8ZX7D
221.267,585
221.901,565
222.389,565
222.974,560
223.557,570
224.052,565
224.633,560
225.265,560
225.801,575
226.297,585
227.125,590
227.557,595
227.950,585
228.629,515
229.219,610
229.750,570
230.335,585
230.900,580
231.413,560
232.090,580
232.552,580
233.308,555
233.796,585
234.333,585
234.919,570
235.453,580
236.334,585
236.594,590
237.474,555
237.696,555
238.233,570
238.915,570
239.500,580
240.036,605
240.621,585
241.158,590
241.918,580
242.425,585
243.010,565
243.164,605
243.255,175
243.258,45
243.261,10
243.566,10
244.083,290
244.618,560
245.158,570
245.818,590
246.276,575
246.861,580
247.546,550
248.108,605
248.666,550
249.250,595
249.737,545
250.324,580
250.866,575
251.444,565
252.091,565
252.565,560
253.101,580
253.637,540
254.222,570
254.369,545
254.373,195
254.467,15
254.759,20
255.295,325
255.880,565
256.419,570
257.540,575
258.659,1115
258.903,1135
258.951,220
259.195,275
260.218,525
260.759,530
261.291,550
261.584,495
261.843,330
262.461,270
262.706,580
262.954,225
263.485,285
264.075,555
264.508,540
265.045,540
265.584,550
266.227,560
266.751,545
267.248,565
267.872,510
268.360,580
268.972,585
269.481,565
270.070,520
270.603,605
271.138,535
271.724,585
272.016,580
272.308,250
272.898,285
273.391,575
273.925,540
274.218,580
274.502,260
275.088,295
275.623,565
276.165,565
276.701,550
277.524,570
277.818,570
278.506,550
278.971,570
279.475,540
280.108,560
280.601,550
281.181,535
281.756,550
282.351,550
282.851,565
283.423,555
283.964,555
284.524,565
285.032,575
285.779,605
286.349,595
286.862,560
287.421,575
287.957,585
288.543,595
289.322,600
289.910,585
290.427,565
290.952,555
291.565,565
292.021,565
292.648,565
293.227,570
294.005,555
294.249,535
294.382,590
294.783,210
295.318,350
295.903,575
296.488,575
297.074,555
297.610,575
298.292,585
298.889,600
299.464,575
299.950,595
300.584,600
300.881,615
301.172,595
302.437,615
302.533,610
303.219,200
303.550,390
304.102,590
304.630,570
305.264,555
305.879,550
306.288,560
306.873,575
307.410,570
308.004,590
308.676,570
309.212,565
309.827,570
310.333,570
310.918,565
311.477,580
311.704,575
312.043,250
312.576,300
313.129,570
313.656,560
314.283,530
314.803,555
315.403,555
315.982,555
316.481,560
317.012,555
317.646,560
318.149,555
318.672,565
319.206,565
319.645,560
320.245,540
320.920,560
321.448,565
322.040,565
322.434,570
323.013,535
323.545,555
324.081,555
324.666,555
325.501,570
325.836,545
326.323,550
326.861,565
327.453,565
328.176,570
328.567,580
329.102,555
329.639,550
330.223,555
330.821,560
331.296,565
331.885,550
332.420,545
333.587,550
334.127,1130
334.806,590
335.367,575
335.781,560
336.318,545
336.951,560
337.605,555
338.122,575
338.663,575
339.246,570
339.786,555
340.369,565
340.904,560
341.682,565
342.043,565
342.558,570
343.148,555
343.750,560
344.266,565
344.800,575
345.338,590
345.921,565
346.555,555
346.994,555
347.578,550
348.264,550
348.700,565
349.285,565
349.775,545
350.358,560
350.943,560
351.478,570
352.028,575
352.635,560
353.136,545
353.672,555
354.265,565
354.793,565
355.380,575
355.924,565
356.484,555
356.760,560
356.939,275
357.573,190
358.011,610
358.611,465
359.084,495
359.523,540
359.817,540
359.964,205
360.076,10
360.647,325
361.180,520
361.765,540
362.165,535
362.743,535
363.351,555
363.812,550
364.397,550
364.935,550
365.531,550
366.062,550
366.591,575
367.204,550
367.721,540
368.346,550
368.833,550
369.374,535
369.955,570
370.540,555
371.127,555
371.467,545
372.051,550
372.587,550
373.270,555
374.391,580
374.830,1125
375.903,510
376.344,1060
376.877,520
377.462,530
378.002,525
378.437,525
379.074,515
379.315,545
379.319,205
379.559,50
380.144,280
380.631,550
381.365,525
381.753,560
382.289,565
382.883,565
383.410,560
383.997,530
384.385,540
384.975,545
385.557,555
386.045,565
386.628,555
387.178,535
387.755,545
387.992,550
388.047,255
388.412,10
388.821,255
389.428,560
389.606,530
389.701,255
389.959,10
390.384,270
390.918,550
391.454,540
392.045,545
392.624,555
393.160,545
393.696,550
393.999,565
394.233,255
394.817,280
395.354,570
395.987,540
396.328,545
396.962,545
397.460,555
397.986,565
398.279,540
398.571,285
399.137,260
399.692,530
400.281,555
400.668,550
401.350,485
401.354,700
401.496,135
401.500,25
401.652,15
401.691,10
401.794,200
402.325,265
402.715,280
403.008,390
403.845,330
404.275,845
405.275,415
405.786,1005
406.179,470
407.152,475
407.592,980
408.249,465
408.860,465
409.106,500
409.540,490
409.978,440
410.515,500
410.911,465
411.490,490
411.887,485
412.537,505
412.858,490
413.440,490
414.123,530
414.143,515
414.415,205
414.471,30
414.951,250
415.488,530
415.926,540
416.463,490
417.047,530
417.584,515
418.023,515
418.559,520
419.144,530
419.534,505
419.826,500
420.071,210
420.364,320
420.655,215
421.191,300
421.630,540
421.927,535
421.974,235
421.977,10
421.980,10
422.172,245
423.141,515
423.727,520
424.263,510
424.848,535
425.384,530
425.822,550
426.368,550
426.895,555
427.480,570
428.017,555
428.606,550
429.139,575
429.724,550
430.311,540
430.806,535
431.331,540
431.922,565
432.452,555
433.038,565
433.628,555
433.904,520
433.964,280
433.967,15
434.012,205
435.085,535
435.233,545
435.534,215
435.670,10
436.109,285
436.645,545
437.189,550
437.779,565
438.156,495
438.839,360
439.131,725
439.424,275
439.975,310
440.545,550
441.085,570
441.646,540
441.913,575
442.202,245
442.349,270
442.738,255
443.567,310
443.863,835
444.299,315
444.835,485
445.381,535
445.956,525
446.595,580
446.787,560
447.081,245
447.614,320
448.101,520
448.656,510
449.133,545
449.792,510
449.856,575
449.957,200
450.103,10
450.106,20
450.541,10
450.783,265
451.221,570
451.758,510
452.442,550
452.879,550
453.318,505
453.854,515
454.536,560
454.682,540
454.733,180
454.927,20
454.975,10
455.517,285
455.950,510
456.781,510
457.076,530
457.656,520
457.900,550
457.907,280
457.948,10
458.069,215
459.119,515
459.703,535
460.095,535
460.679,550
461.069,530
461.264,320
461.403,375
462.824,385
463.019,1050
463.024,190
463.123,65
463.383,255
464.822,1055
465.115,525
465.121,190
465.164,45
465.413,10
465.944,270
466.382,515
466.972,505
467.358,490
467.898,490
468.044,510
468.430,205
468.868,295
469.161,530
469.164,240
470.046,10
470.239,755
470.965,350
471.355,695
472.071,455
472.087,615
472.330,265
472.525,220
472.528,10
472.574,10
472.967,430
473.987,1030
474.718,525
475.164,240
475.940,245
476.542,1025
476.912,465
477.498,500
478.046,525
478.476,525
479.058,495
479.450,515
479.987,505
480.544,485
480.666,515
481.105,260
481.495,305
482.080,460
482.519,525
483.055,500
483.591,525
484.030,500
484.274,530
484.859,295
485.018,665
486.082,535
486.516,495
487.053,515
487.247,520
487.254,150
487.260,15
487.265,15
487.577,10
488.033,285
488.613,505
489.029,510
489.441,515
490.172,450
490.562,580
491.106,520
491.635,520
492.078,500
492.513,490
492.952,475
493.049,510
494.560,1015
495.145,470
495.584,555
495.688,460
495.827,210
495.832,15
496.023,260
497.047,545
497.485,470
497.944,465
498.482,475
499.435,485
500.124,1020
500.128,490
500.410,450
501.483,500
501.776,475
502.750,465
503.046,1000
503.337,260
504.169,285
504.394,985
505.383,625
505.971,450
506.137,505
506.261,245
506.264,15
506.409,15
506.412,130
506.415,10
507.333,570
507.625,490
507.771,470
508.895,550
509.429,450
509.868,570
510.404,440
510.855,530
511.379,540
511.972,515
513.182,490
513.186,1340
513.475,215
514.602,510
515.425,635
516.254,915
516.547,725
517.083,295
517.229,695
517.252,10
518.448,885
519.063,420
519.189,535
520.008,210
520.398,790
520.690,450
520.696,200
521.083,35
521.522,270
522.010,555
522.187,420
522.391,175
522.935,285
523.323,505
523.907,495
524.297,470
524.932,475
525.273,525
525.820,485
526.102,755
526.105,10
526.248,240
527.223,465
527.661,480
527.905,465
527.910,185
528.198,25
528.734,275
529.173,505
529.709,475
530.148,505
530.690,430
530.830,595
530.834,165
530.879,15
530.883,10
530.886,10
530.980,20
531.025,25
531.029,15
531.033,10
531.123,15
531.180,205
532.248,490
532.634,580
533.170,400
533.324,535
533.664,455
534.633,920
535.023,10
535.413,435
535.954,535
536.388,450
536.832,460
537.365,475
537.908,500
538.337,455
538.781,485
539.312,505
539.751,465
540.288,485
540.678,490
541.123,490
541.848,460
542.247,550
542.774,510
543.362,525
543.774,555
544.382,525
544.870,545
545.553,540
546.002,520
546.553,555
547.113,580
547.807,625
548.185,630
548.917,495
550.378,705
550.385,1330
550.428,190
551.696,540
552.089,635
552.281,415
552.524,245
552.528,10
553.064,270
553.499,505
554.085,455
554.474,535
554.864,405
555.459,460
555.986,525
556.424,500
556.971,475
557.505,535
558.081,550
558.963,560
559.206,590
559.446,585
559.495,220
559.553,15
559.739,15
560.277,300
560.861,600
561.156,530
561.982,320
562.079,985
562.713,265
562.761,230
562.910,10
563.837,150
563.934,1000
564.034,10
565.297,255
565.590,1165
566.808,390
566.812,1035
567.101,220
567.104,165
567.641,10
568.563,605
569.587,920
570.026,1055
570.618,465
571.345,520
571.647,505
572.171,490
572.512,490
573.096,500
573.271,510
573.490,150
573.494,10
574.180,350
574.615,500
574.998,495
575.610,505
575.875,490
576.074,490
577.241,315
577.543,880
578.077,345
578.556,560
579.044,460
579.629,545
580.219,525
581.142,535
581.728,1025
582.115,455
582.658,555
583.783,515
583.839,690
584.211,325
585.284,530
585.579,1040
585.583,245
585.772,10
586.015,270
586.259,270
586.796,225
587.283,505
587.527,530
587.576,190
587.823,15
588.356,305
588.795,505
589.330,555
589.623,515
589.915,210
590.500,310
591.036,540
591.532,535
592.087,530
592.552,550
593.110,560
593.621,570
594.211,560
594.360,525
595.285,175
595.871,905
596.399,540
596.990,570
597.385,565
597.703,665
598.544,535
598.885,315
599.204,270
599.763,510
600.322,570
600.764,275
600.849,265
601.469,530
601.865,545
602.395,520
602.935,540
603.524,545
604.057,570
604.784,570
605.321,590
605.860,580
606.416,580
606.979,580
607.515,530
608.104,650
608.781,530
609.319,655
609.903,540
610.515,615
611.198,585
611.561,595
612.249,425
612.831,695
613.267,550
613.803,530
614.534,570
614.538,545
614.732,320
614.951,205
615.997,540
616.291,560
616.435,475
617.508,560
618.239,545
618.629,610
619.215,525
619.750,545
620.288,555
620.877,565
621.993,580
622.386,1070
622.978,465
623.505,580
623.916,470
624.187,475
624.480,290
625.339,280
625.655,480
625.990,550
627.112,535
627.700,1105
627.990,560
627.993,230
628.242,15
628.770,300
629.403,530
629.891,545
630.475,535
631.208,555
631.227,605
631.402,195
632.523,250
632.825,1130
632.913,190
632.916,10
633.360,10
633.672,275
633.942,645
634.281,515
635.094,575
635.332,215
635.890,300
636.717,485
636.972,975
637.450,215
