df_hash,22ZHK4.C8ZX7D
317.988,35.562
319.013,35.562
320.037,35.656
320.961,35.625
322.034,35.625
322.960,35.625
324.015,35.656
324.959,35.656
325.983,35.625
327.010,35.656
328.030,35.625
328.956,35.625
329.980,35.531
330.967,35.531
331.986,35.562
332.954,35.562
334.123,35.531
334.957,35.531
336.025,35.500
337.003,35.500
337.994,35.469
338.950,35.500
340.043,35.500
341.295,35.469
341.990,35.469
342.948,35.469
344.020,35.469
344.998,35.469
345.970,35.438
346.945,35.438
348.013,35.469
349.041,35.438
349.970,35.438
350.954,35.469
352.001,35.469
352.945,35.469
353.965,35.531
354.995,35.531
355.982,35.562
356.951,35.562
357.965,35.562
359.009,35.594
360.010,35.594
360.997,35.562
362.106,35.562
362.983,35.562
363.966,35.562
364.983,35.562
365.962,35.562
366.982,35.562
367.956,35.594
368.980,35.656
370.004,35.625
371.002,35.656
372.007,35.656
373.034,35.625
373.952,35.625
375.076,35.625
375.954,35.625
376.983,35.625
377.998,35.625
378.975,35.594
379.949,35.594
380.973,35.625
382.007,35.625
382.979,35.688
383.970,35.688
385.362,35.719
386.042,35.750
386.969,35.750
387.944,35.719
388.972,35.719
389.962,35.656
390.968,35.688
392.039,35.656
393.023,35.656
393.943,35.656
394.964,35.688
396.038,35.656
397.087,35.656
397.938,35.656
398.961,35.656
400.278,35.656
400.960,35.625
401.957,35.594
402.959,35.594
403.955,35.656
405.250,35.625
405.933,35.625
406.956,35.625
408.246,35.594
408.988,35.594
409.982,35.594
411.225,35.625
411.983,35.625
412.960,35.625
413.979,35.625
415.247,35.594
415.975,35.594
416.950,35.625
417.988,35.656
418.949,35.688
419.973,35.656
420.989,35.688
422.169,35.719
422.952,35.719
423.992,35.656
424.945,35.750
425.969,35.719
426.945,35.688
427.968,35.656
428.947,35.688
429.968,35.688
430.941,35.719
432.002,35.688
432.940,35.688
433.970,35.688
434.939,35.625
435.963,35.656
437.138,35.656
437.961,35.688
438.936,35.656
439.960,35.688
441.081,35.625
441.968,35.594
442.934,35.625
443.958,35.656
444.933,35.688
445.961,35.656
447.078,35.656
448.004,35.656
448.930,35.625
449.953,35.625
450.980,35.625
451.957,35.625
452.977,35.625
454.000,35.594
454.932,35.594
455.953,35.625
456.974,35.594
457.975,35.625
458.992,35.594
459.948,35.562
460.971,35.625
462.141,35.594
462.970,35.625
463.994,35.625
464.969,35.625
465.995,35.625
466.979,35.719
467.943,35.688
468.966,35.688
470.039,35.750
470.970,35.750
471.957,35.750
473.158,35.781
473.942,35.781
475.160,35.781
475.937,35.844
477.035,35.719
478.037,35.719
478.960,35.750
479.984,35.750
481.020,35.781
481.934,35.812
482.958,35.750
483.959,35.750
484.957,35.781
485.997,35.750
486.978,35.781
488.028,35.781
489.007,35.781
489.933,35.781
490.952,35.781
492.073,35.781
492.955,35.781
493.951,35.781
494.952,35.750
495.925,35.781
496.949,35.750
498.210,35.750
498.948,35.750
499.928,35.750
500.955,35.781
502.019,35.750
503.042,35.750
503.920,35.750
504.944,35.750
505.967,35.719
506.943,35.688
507.967,35.688
509.200,35.656
509.965,35.656
510.940,35.656
512.162,35.656
513.043,35.625
513.962,35.656
514.938,35.625
515.962,35.625
516.966,35.688
517.960,35.688
518.936,35.688
519.966,35.719
520.990,35.688
521.957,35.688
523.179,35.719
523.957,35.656
524.935,35.688
525.965,35.719
526.930,35.688
528.066,35.656
528.929,35.625
529.958,35.656
530.976,35.656
531.952,35.625
532.927,35.656
533.974,35.688
534.925,35.625
535.949,35.656
536.952,35.656
537.948,35.656
538.925,35.688
539.947,35.656
540.971,35.656
541.972,35.688
542.921,35.688
543.944,35.688
545.411,35.719
545.943,35.719
546.924,35.688
547.944,35.719
549.408,35.688
549.949,35.688
550.916,35.719
551.949,35.750
553.060,35.719
553.938,35.688
554.962,35.719
555.937,35.719
556.963,35.750
557.957,35.750
559.203,35.688
559.934,35.719
560.958,35.719
561.933,35.719
563.006,35.688
564.029,35.688
565.004,35.688
565.940,35.688
567.005,35.719
568.124,35.719
568.953,35.750
569.928,35.750
570.952,35.719
571.960,35.719
572.951,35.719
574.169,35.719
574.949,35.719
576.070,35.750
576.950,35.688
577.924,35.688
578.947,35.719
580.123,35.750
580.995,35.750
581.921,35.750
582.967,35.750
583.968,35.750
585.140,35.750
585.924,35.750
586.957,35.750
587.939,35.781
589.066,35.781
589.965,35.812
590.940,35.781
591.966,35.812
592.943,35.812
593.924,35.812
594.986,35.750
595.946,35.781
596.936,35.781
598.160,35.719
599.080,35.719
600.104,35.656
600.944,35.656
601.908,35.656
602.932,35.656
604.053,35.625
605.028,35.656
606.122,35.625
606.957,35.594
607.953,35.594
609.077,35.625
609.952,35.625
610.948,35.625
611.985,35.625
612.928,35.656
613.951,35.781
614.955,35.750
615.948,35.750
616.929,35.750
617.947,35.781
618.922,35.750
619.945,35.750
620.941,35.750
621.950,35.719
622.975,35.719
623.944,35.656
625.020,35.688
625.968,35.719
626.917,35.719
627.940,35.719
628.990,35.750
629.989,35.750
630.915,35.750
632.119,35.719
632.920,35.719
634.135,35.656
635.084,35.625
635.937,35.625
636.966,35.625
