df_hash,22ZHK4.PQKCV4
257.141,395
257.970,275
258.701,770
258.945,670
259.920,290
260.215,980
260.505,350
260.749,265
261.215,285
261.515,330
261.767,330
262.021,290
262.309,220
263.139,360
263.528,855
264.357,445
264.659,750
265.485,300
267.428,900
268.256,1890
269.232,855
269.524,1025
269.817,270
270.207,305
270.357,345
271.864,225
272.595,1490
272.985,755
274.399,410
274.789,1285
275.618,460
275.919,905
276.349,275
276.885,360
278.299,605
279.127,1335
280.785,920
282.201,1630
282.735,1420
283.710,595
283.713,905
284.247,10
284.831,620
285.075,580
285.368,500
286.500,530
286.928,530
287.464,545
288.000,540
288.295,565
288.594,265
289.269,280
289.659,635
290.782,440
291.364,1065
291.510,595
292.485,200
292.881,980
293.168,380
293.851,255
294.533,760
294.977,680
295.238,720
295.947,315
296.487,300
296.921,635
297.191,645
298.434,835
298.725,530
300.090,260
300.094,1380
300.276,10
300.419,290
300.480,20
300.675,215
302.043,680
303.015,670
303.307,1030
303.600,250
303.698,515
305.404,1180
305.794,505
306.233,305
306.915,520
307.208,675
308.036,215
308.329,815
308.865,395
309.256,495
309.842,445
310.376,565
311.059,595
311.644,595
312.181,620
312.473,595
312.770,530
313.302,325
313.740,260
313.984,370
314.280,340
314.569,295
314.813,280
315.105,230
315.545,335
315.788,295
316.080,370
316.379,305
316.763,290
317.056,310
317.348,270
317.605,300
318.323,330
318.713,705
319.005,410
319.302,305
319.688,305
320.130,360
320.419,395
320.663,365
321.102,280
321.638,330
321.931,650
322.661,285
323.346,570
324.124,765
324.709,845
325.733,565
326.221,980
327.195,545
327.342,1075
328.024,455
328.756,300
328.999,960
330.413,930
330.559,490
330.803,130
331.632,315
331.924,850
332.363,250
333.879,465
334.411,1140
334.703,865
335.142,350
336.360,405
336.803,1215
337.628,475
337.921,1060
340.699,1220
341.089,1595
341.239,600
342.113,580
343.039,210
344.453,1040
344.843,1385
345.671,365
347.086,850
347.484,1415
348.743,450
348.889,1180
349.182,185
349.718,325
350.254,545
350.694,515
351.379,400
351.716,1010
353.033,305
353.620,1060
354.642,650
356.250,990
356.254,1635
356.399,10
356.689,10
357.226,395
357.811,570
358.595,610
359.614,730
360.151,1105
361.372,525
361.955,1175
363.223,605
363.470,1545
364.051,295
365.426,260
365.562,1355
366.683,205
367.254,1085
367.512,530
367.804,390
368.048,265
368.877,300
369.611,725
370.290,755
370.973,695
372.240,745
372.387,1420
373.215,450
373.898,260
374.045,720
374.190,375
375.312,1125
375.851,10
376.384,460
376.531,540
377.360,225
377.509,750
378.397,210
378.627,845
378.924,525
379.102,225
380.439,645
380.870,645
381.408,450
381.852,555
382.088,665
383.506,780
384.184,645
384.477,690
385.305,290
385.719,825
386.573,455
386.972,900
387.548,365
388.230,565
388.478,640
388.767,290
389.352,325
390.042,610
390.329,805
391.182,740
391.692,290
391.984,555
392.959,260
393.203,885
394.082,325
394.617,860
395.448,540
395.885,805
396.713,435
396.957,845
397.250,365
397.689,285
397.932,330
398.078,490
398.907,315
399.499,480
399.637,650
400.029,495
400.621,260
401.030,330
401.167,345
401.991,235
402.271,775
402.809,245
403.344,560
404.319,545
404.611,1025
404.904,295
405.294,300
405.586,370
406.291,360
407.098,635
407.540,785
407.828,485
408.521,290
408.953,745
409.047,525
410.314,525
411.289,715
411.582,1195
411.729,235
412.871,840
413.239,295
413.781,380
414.069,540
415.339,270
415.726,1245
416.409,400
417.822,810
418.261,1405
418.510,635
418.805,245
419.626,320
420.064,620
420.309,355
420.894,315
421.581,590
422.113,670
422.258,710
422.551,175
423.841,625
424.354,665
425.037,625
425.331,645
425.772,330
426.020,250
426.305,360
426.841,290
427.429,595
427.962,605
428.547,570
429.229,590
429.801,625
430.307,580
430.741,500
431.180,410
431.578,510
432.399,395
432.691,810
432.985,345
433.519,250
434.501,560
434.787,1200
436.591,510
437.128,1400
437.712,525
437.956,775
439.224,615
439.759,740
440.344,550
440.882,530
441.563,600
442.294,660
442.831,655
443.367,595
443.952,575
444.196,790
445.633,600
446.295,800
446.950,640
448.096,655
449.509,1270
450.046,1395
450.777,630
451.167,665
451.460,410
452.289,300
452.825,735
453.508,690
454.385,685
455.067,775
455.751,710
456.199,755
456.776,395
457.017,405
457.605,395
457.996,560
458.480,500
459.504,325
460.333,1125
460.920,860
461.455,565
462.136,620
462.429,585
462.624,505
463.793,580
464.232,595
464.383,410
464.476,255
465.356,10
465.598,770
465.893,365
466.329,280
466.574,535
467.157,295
467.321,485
467.694,185
467.986,370
468.382,270
468.964,385
469.108,555
469.497,225
469.644,570
469.793,130
470.327,600
470.912,260
471.596,250
471.740,610
472.032,210
472.568,345
472.864,765
473.692,480
473.934,250
474.080,380
474.378,170
474.665,320
474.909,290
475.445,225
475.640,380
475.883,300
476.468,285
476.713,520
477.299,280
477.590,650
477.846,215
478.126,330
478.565,325
478.809,380
479.637,225
480.077,830
480.612,485
481.588,570
482.174,960
482.855,490
483.245,720
485.049,505
485.878,1775
486.610,800
488.308,700
488.803,1675
488.949,570
489.964,245
490.514,930
