df_hash,22ZHK4.02YP5X
425.357,57
426.085,55
427.304,53
428.181,54
429.059,54
430.278,54
431.155,53
432.032,53
433.251,53
434.129,53
435.055,53
436.225,53
437.104,53
438.029,53
439.199,53
440.368,53
441.002,53
442.177,53
443.050,53
443.976,53
445.146,53
446.072,53
446.950,53
448.141,55
449.046,54
449.923,53
451.095,53
452.020,53
452.897,53
454.067,53
454.993,61
455.871,58
457.090,57
458.001,57
458.874,57
460.064,57
460.962,57
461.818,57
463.037,57
463.916,57
464.841,57
466.011,57
466.912,57
467.766,57
469.229,57
469.862,55
470.788,54
471.958,53
472.836,53
473.763,53
474.932,53
475.809,53
476.735,53
477.905,73
478.783,65
479.709,63
480.879,63
481.806,59
482.686,60
483.853,60
484.731,60
485.657,59
486.832,59
487.767,62
488.630,57
489.802,52
490.727,54
491.604,55
492.774,50
493.717,45
494.578,41
495.760,39
496.674,41
497.551,41
498.721,40
499.672,40
500.574,40
501.744,40
502.621,40
503.500,40
504.718,40
505.595,40
506.487,40
507.708,40
508.622,40
509.447,40
510.665,40
511.543,45
512.420,43
513.640,42
514.516,42
515.443,48
516.613,51
517.492,55
518.416,57
